X,Y,distance_from_Goolwa
359917.697,6022293.588,79000
360252.316,6021922.067,79500
360590.078,6021553.4,80000
360930.958,6021187.614,80500
361274.932,6020824.736,81000
361621.975,6020464.792,81500
361972.062,6020107.808,82000
362325.168,6019753.81,82500
362681.267,6019402.822,83000
363040.333,6019054.871,83500
363402.931,6018710.608,84000
363761.686,6018362.352,84500
364111.682,6018005.295,85000
364452.705,6017639.658,85500
364784.543,6017265.665,86000
365106.993,6016883.548,86500
365419.854,6016493.542,87000
365722.935,6016095.888,87500
366016.048,6015690.83,88000
366299.013,6015278.619,88500
366571.655,6014859.508,89000
366833.806,6014433.757,89500
367085.14,6014001.535,90000
367340.512,6013571.701,90500
367611.52,6013151.551,91000
367897.797,6012741.652,91500
368198.956,6012342.559,92000
368514.589,6011954.812,92500
368847.196,6011581.777,93000
369187.347,6011215.6,93500
369488.943,6010817.067,94000
369748.925,6010390.221,94500
369964.657,6009939.39,95000
370150.919,6009475.412,95500
370360.698,6009021.63,96000
370597.266,6008581.221,96500
370859.776,6008155.763,97000
371147.285,6007746.784,97500
371470.927,6007366.426,98000
371775.39,6006970.216,98500
372028.571,6006539.426,99000
372226.588,6006080.657,99500
372395.509,6005610.675,100000
372624.255,6005166.342,100500
372899.648,6004749.311,101000
373218.465,6004364.458,101500
373535.886,6003979.939,102000
373827.281,6003573.628,102500
374105.923,6003159.126,103000
374354.207,6002725.128,103500
374602.492,6002291.129,104000
374850.776,6001857.13,104500
375099.06,6001423.131,105000
375347.344,6000989.132,105500
375595.628,6000555.134,106000
375843.913,6000121.135,106500
376092.197,5999687.136,107000
376340.481,5999253.137,107500
376588.765,5998819.138,108000
376837.049,5998385.14,108500
377085.334,5997951.141,109000
377333.618,5997517.142,109500
377581.902,5997083.143,110000
377830.186,5996649.144,110500
378078.47,5996215.146,111000
378326.755,5995781.147,111500
378575.039,5995347.148,112000
378823.323,5994913.149,112500
379071.607,5994479.15,113000
379319.891,5994045.152,113500
379568.176,5993611.153,114000
379816.46,5993177.154,114500
380064.744,5992743.155,115000
380313.028,5992309.156,115500
380561.312,5991875.158,116000
380809.597,5991441.159,116500
381057.881,5991007.16,117000
381306.165,5990573.161,117500
381554.449,5990139.162,118000
381802.733,5989705.164,118500
382051.018,5989271.165,119000
382299.302,5988837.166,119500
382547.586,5988403.167,120000
382795.87,5987969.168,120500
383044.155,5987535.17,121000
