"time","Air Temperature_average_ºC","Apparent Temperature_average_ºC","Delta T_average_ºC","Dew Point_average_ºC","Rainfall_raw_mm","Relative Humidity_average_%","Soil Temperature_average_ºC","Solar Radiation_average_W/m^2","Voltage_average_V","Wind Direction_average_º","Wind Speed_average_km/h","Wind Speed_maximum_km/h","Wind Speed_minimum_km/h"
2022-01-01 04:30:00,31.9,29.651842,13.334205,9.423469,0,25,30.9,329,13.31,245.825218,10.98,19.26,4.968
2022-01-01 04:45:00,31.9,29.021842,13.334205,9.423469,0,25,31.2,342,13.31,239.82648,14.22,22.608,6.66
2022-01-01 05:00:00,31.6,28.45661,13.327799,8.991226,0,24.7,31.3,343,13.31,233.82038,15.012,22.608,6.66
2022-01-01 05:15:00,31.3,28.083713,13.476579,8.19012,0,23.8,31.4,267,13.31,220.426079,14.364,22.608,9.18
2022-01-01 05:30:00,30.8,27.527929,13.229511,8.01587,0,24.2,31.8,274,13.31,217.470073,14.436,21.78,6.66
2022-01-01 05:45:00,30.6,27.496169,12.871086,8.56135,0,25.4,31.8,231,13.2,214.520383,14.256,21.78,7.488
2022-01-01 06:00:00,30.4,27.48665,12.717521,8.6232,0,25.8,31.8,175,13.09,216.823803,13.356,22.608,8.316
2022-01-01 06:15:00,30,27.56956,12.20376,9.229353,0,27.5,31.8,187,13.09,207.081215,11.664,20.088,5.796
2022-01-01 06:30:00,29.9,27.907132,11.719187,10.191223,0,29.5,31.8,178,13.09,199.323184,10.728,17.568,4.968
2022-01-01 06:45:00,30,28.520339,11.586818,10.629313,0,30.2,31.8,252,13.31,192.503422,8.712,14.22,3.312
2022-01-01 07:00:00,30,28.051293,11.564513,10.679012,0,30.3,31.8,253,13.31,183.937225,11.196,18.396,4.968
2022-01-01 07:15:00,29.8,27.864866,11.383639,10.801087,0,30.9,31.8,222,13.2,202.709418,11.304,20.088,4.968
2022-01-01 07:30:00,29.7,27.926073,11.099692,11.288877,0,32.1,31.8,216,13.2,214.78312,11.196,16.74,4.968
2022-01-01 07:45:00,29.3,28.000415,10.775583,11.449716,0,33.2,31.8,206,13.09,212.859752,9,15.048,4.14
2022-01-01 08:00:00,29.2,28.050131,10.546483,11.811815,0,34.2,31.8,171,13.09,211.834206,8.784,15.048,3.312
2022-01-01 08:15:00,29,27.741835,10.16001,12.373629,0,35.9,31.8,145,12.98,211.592492,10.224,18.396,4.14
2022-01-01 08:30:00,28.8,27.689703,9.9605,12.533134,0,36.7,31.8,171,12.98,207.490755,9.72,15.876,4.14
2022-01-01 08:45:00,28.6,27.629845,9.783691,12.644535,0,37.4,31.8,108,12.98,206.462186,9.18,15.048,4.14
2022-01-01 09:00:00,28,27.645057,9.36215,12.751495,0,39,31.8,46,12.87,196.984733,6.192,10.836,2.448
2022-01-01 09:15:00,27.5,26.977688,9.065166,12.730435,0,40.1,31.8,67,12.87,193.981204,7.02,10.836,3.312
2022-01-01 09:30:00,27.4,26.7285,9.028431,12.679089,0,40.2,31.8,56,12.87,194.534455,7.704,14.22,4.14
2022-01-01 09:45:00,26.9,26.432297,8.882075,12.345201,0,40.5,31.8,24,12.87,203.198591,6.12,11.7,1.62
2022-01-01 10:00:00,26,25.855872,8.390443,12.235425,0,42.4,31.8,4,12.87,212.224533,4.284,7.488,1.62
2022-01-01 10:15:00,25.3,25.449882,8.06949,12.028543,0,43.6,31.8,0,12.87,200.637547,2.448,4.968,0.792
2022-01-01 10:30:00,24.8,25.246365,7.823519,11.920585,0,44.6,31.8,0,12.87,191.485417,0.756,2.448,0
2022-01-01 10:45:00,24.3,24.722271,7.599327,11.770101,0,45.5,31.8,0,12.87,190.605872,0.648,2.448,0
2022-01-01 11:00:00,23.9,24.309639,7.473215,11.539119,0,45.9,31.4,0,12.87,191.485417,0.36,2.448,0
2022-01-01 11:15:00,23.3,23.583506,6.9565,11.889063,0,48.7,31.3,0,12.87,190.16417,1.548,2.448,0.792
2022-01-01 11:30:00,23.1,23.484842,6.912514,11.736921,0,48.8,31.3,0,12.87,190.085476,0.792,1.62,0
2022-01-01 11:45:00,23.1,23.605852,6.76481,12.044856,0,49.8,31.2,0,12.87,190.085476,0.648,1.62,0
2022-01-01 12:00:00,22.9,23.609263,6.503533,12.34197,0,51.4,30.9,0,12.87,190.085476,0.072,0.792,0
2022-01-01 12:15:00,23.1,23.806259,6.647323,12.287306,0,50.6,30.9,0,12.87,190.085476,0,0,0
2022-01-01 12:30:00,23,23.816603,6.415416,12.640576,0,52.1,30.9,0,12.76,190.085476,0,0,0
2022-01-01 12:45:00,22.8,23.686598,6.188335,12.860806,0,53.5,30.7,0,12.76,190.16417,0,0,0
2022-01-01 13:00:00,22.8,23.718605,5.974867,13.284474,0,55,30.5,0,12.76,216.332613,0.54,1.62,0
2022-01-01 13:15:00,22.2,22.76009,5.611464,13.300453,0,57.1,30.5,0,12.76,237.734291,2.412,3.312,0
2022-01-01 13:30:00,22.1,23.18461,4.770062,14.773348,0,63.2,30.5,0,12.76,237.734291,2.304,4.968,0.792
2022-01-01 13:45:00,21.4,22.499379,4.233168,14.969996,0,66.8,30.3,0,12.76,238.348727,2.592,4.14,1.62
2022-01-01 17:15:00,18.7,20.998673,1.174483,17.077373,0,90.3,28.9,0,12.65,242.126134,0.576,4.14,0
2022-01-01 17:30:00,18.6,20.207476,1.233377,16.890951,0,89.8,28.6,0,12.65,244.334809,3.744,7.488,0.792
2022-01-01 17:45:00,18.4,19.817214,1.41049,16.428385,0,88.3,28.6,0,12.65,245.146264,3.78,6.66,2.448
2022-01-01 18:00:00,18.6,19.995438,1.679524,16.228614,0,86.1,28.6,0,12.65,245.146264,3.492,5.796,1.62
2022-01-01 18:15:00,18.4,19.643127,1.746675,15.922632,0,85.5,28.3,0,12.65,230.580153,3.672,6.66,0.792
2022-01-01 18:30:00,18.1,19.643074,1.583821,15.864345,0,86.8,28.2,0,12.65,196.984733,2.016,4.14,0.792
2022-01-01 18:45:00,18.3,19.547182,1.624294,16.006654,0,86.5,28.2,0,12.65,198.149187,3.816,5.796,1.62
2022-01-01 19:00:00,18.5,19.79447,1.79737,15.947255,0,85.1,28.1,0,12.65,220.236358,3.456,5.796,1.62
2022-01-01 19:15:00,18.4,19.986485,1.878703,15.719952,0,84.4,27.9,0,12.65,224.045159,1.512,4.14,0
2022-01-01 19:30:00,17.6,19.070047,1.749615,15.101236,0,85.3,27.9,5,12.65,224.045159,0.936,3.312,0
2022-01-01 19:45:00,17.5,18.528898,1.558447,15.292507,0,86.9,27.9,16,12.65,235.503003,3.564,5.796,1.62
2022-01-01 20:00:00,18,18.895301,1.486274,15.909667,0,87.6,27.7,33,12.65,239.951677,5.436,7.488,3.312
2022-01-01 20:15:00,18.5,19.094525,1.737231,16.039072,0,85.6,27.5,63,12.65,217.554675,7.236,13.356,3.312
2022-01-01 20:30:00,19.5,19.804749,2.229486,16.30495,0,81.8,27.5,121,12.65,216.915479,9.252,14.22,4.968
2022-01-01 20:45:00,20.4,20.942531,2.649782,16.573492,0,78.7,27.5,185,12.65,196.41528,8.568,14.22,3.312
2022-01-01 21:00:00,21.3,21.964874,3.086255,16.812115,0,75.6,27.2,247,12.65,203.985904,8.424,13.356,3.312
2022-01-01 21:15:00,22,22.474246,3.528052,16.826391,0,72.5,27.1,297,12.65,204.791432,9.432,14.22,4.14
2022-01-01 21:30:00,22.8,23.382475,4.032493,16.835507,0,69.1,27.1,344,12.76,210.406732,8.892,14.22,4.14
2022-01-01 21:45:00,23.3,23.22626,4.519469,16.540815,0,65.8,27.1,388,12.76,227.960936,11.664,21.78,4.968
2022-01-01 22:00:00,23.5,23.099975,4.701873,16.441002,0,64.6,27.1,437,12.76,213.754517,13.14,20.088,6.66
2022-01-01 22:15:00,23.6,23.259619,4.627119,16.681363,0,65.2,27.1,489,12.76,218.405485,13.32,21.78,6.66
2022-01-01 22:30:00,23.5,23.316588,4.39791,16.968757,0,66.8,27,542,12.87,221.032082,13.104,20.088,7.488
2022-01-01 22:45:00,23.6,23.489666,4.295493,17.252184,0,67.6,26.8,610,12.98,204.561044,13.32,24.3,6.66
2022-01-01 23:00:00,23.4,23.23604,4.225534,17.154851,0,68,26.9,673,13.2,202.278502,13.392,23.436,6.66
2022-01-01 23:15:00,23,22.279974,4.00619,17.095091,0,69.4,27.1,664,13.2,202.278502,16.128,24.3,8.316
2022-01-01 23:30:00,22.8,22.351679,3.911507,17.039805,0,70,27.1,782,13.31,213.366366,14.616,23.436,8.316
2022-01-01 23:45:00,22.7,21.821868,3.944869,16.876298,0,69.7,27.1,848,13.31,208.779806,16.488,25.956,6.66
2022-01-02 00:00:00,22.8,21.910341,4.045953,16.812663,0,69,27.1,867,13.42,214.014502,16.416,26.784,8.316
2022-01-02 00:15:00,22.4,21.190915,3.777785,16.836075,0,70.8,27.3,777,13.42,215.206173,18.108,28.476,9.18
2022-01-02 00:30:00,22.2,20.643757,3.698516,16.755265,0,71.3,27.5,866,13.53,198.434949,19.728,34.344,8.316
2022-01-02 00:45:00,22.3,20.627578,3.757935,16.762472,0,70.9,27.5,767,13.53,198.581111,20.34,30.96,10.008
2022-01-02 01:00:00,22.5,20.906685,3.944345,16.662341,0,69.6,27.9,851,13.31,207.921528,19.728,31.824,10.008
2022-01-02 01:15:00,22.6,20.732421,4.071865,16.552959,0,68.7,28,892,13.31,202.456939,20.916,30.96,10.836
2022-01-02 01:30:00,23,21.271586,4.304286,16.586897,0,67.2,28.2,975,13.31,197.39602,20.268,31.824,10.836
2022-01-02 01:45:00,23.2,21.145459,4.45648,16.541179,0,66.2,28.4,1090,13.31,197.119716,21.852,31.824,10.836
2022-01-02 02:00:00,23.3,21.130123,4.657157,16.300002,0,64.8,28.6,1105,13.31,193.065222,21.96,33.48,10.836
2022-01-02 02:15:00,23.7,21.476215,4.984633,16.161207,0,62.7,28.9,1092,13.31,190.407711,21.96,34.344,11.7
2022-01-02 02:30:00,23.6,21.34623,5.017444,15.991586,0,62.4,29,1103,13.31,197.256796,21.78,30.96,12.528
2022-01-02 02:45:00,23.9,21.513333,5.243511,15.918779,0,61,29.3,1109,13.31,194.43373,22.32,33.48,12.528
2022-01-02 03:00:00,23.9,21.376294,5.300337,15.815766,0,60.6,29.6,1113,13.31,190.199329,22.824,31.824,13.356
2022-01-02 03:15:00,24,21.504682,5.45311,15.649443,0,59.6,29.9,1111,13.42,182.570737,22.356,33.48,10.836
2022-01-02 03:30:00,23.7,20.849209,5.379658,15.446235,0,59.9,30.1,1106,13.42,185.779486,23.796,36.864,13.356
2022-01-02 03:45:00,23.4,20.628742,5.264735,15.319805,0,60.5,30.5,1094,13.42,189.117863,23.148,35.172,13.356
2022-01-02 04:30:00,23.2,20.222457,5.230832,15.157459,0,60.6,31.7,1023,13.42,188.728296,23.904,34.344,11.7
2022-01-02 04:45:00,23,19.658442,5.266621,14.866416,0,60.2,32,992,13.42,176.062775,25.236,36,14.22
2022-01-02 05:00:00,22.9,19.938779,5.339976,14.617011,0,59.6,32.2,959,13.42,182.988632,22.824,37.692,12.528
2022-01-02 05:15:00,23.1,20.070526,5.585197,14.382837,0,58,32.5,922,13.42,179.769898,22.752,36.864,11.7
2022-01-02 05:30:00,22.8,19.620352,5.580569,14.048812,0,57.8,32.8,886,13.42,188.130102,22.932,34.344,10.836
2022-01-02 05:45:00,22.5,19.197299,5.54775,13.768222,0,57.8,33,843,13.42,182.549949,23.076,34.344,11.7
2022-01-02 06:00:00,22.4,19.008033,5.550657,13.648034,0,57.7,33.5,799,13.42,183.503532,23.328,36,15.048
2022-01-02 06:15:00,22.2,18.95232,5.556267,13.407646,0,57.5,33.5,748,13.42,184.859614,22.176,36,12.528
2022-01-02 06:30:00,22.1,18.494362,5.586493,13.233889,0,57.2,33.9,695,13.42,186.750539,23.724,34.344,13.356
2022-01-02 06:45:00,21.9,18.146072,5.536794,13.100511,0,57.4,33.9,640,13.42,193.414102,24.264,37.692,11.7
2022-01-02 07:00:00,21.2,17.148323,5.085356,13.174414,0,60.2,34.3,584,13.42,189.875596,25.92,35.172,15.876
2022-01-02 07:15:00,20.9,17.078651,4.740105,13.491873,0,62.6,34.4,529,13.53,185.277406,25.272,37.692,14.22
2022-01-02 07:30:00,20.5,16.854629,4.432162,13.620706,0,64.7,34.4,470,13.53,185.779486,24.588,35.172,12.528
2022-01-02 07:45:00,20.2,16.323028,4.253543,13.618611,0,65.9,34.7,421,13.53,189.954607,25.776,36,15.048
2022-01-02 08:00:00,19.6,15.929053,4.004399,13.416209,0,67.5,34.9,313,13.2,191.220687,24.372,34.344,14.22
2022-01-02 08:15:00,19.5,15.626942,4.071642,13.183866,0,66.9,34.9,323,13.09,182.549949,25.02,36,14.22
2022-01-02 08:30:00,19.2,15.140846,4.159791,12.691045,0,66,34.9,270,12.98,188.065141,25.164,36,12.528
2022-01-02 08:45:00,18.8,14.971448,4.164231,12.241265,0,65.7,34.9,208,12.98,181.597476,23.256,36.864,13.356
2022-01-02 09:00:00,18.6,14.881694,4.037933,12.258123,0,66.6,34.9,139,12.87,183.447387,22.716,34.344,11.7
2022-01-02 09:15:00,18.1,14.074409,3.890087,11.985798,0,67.5,34.7,74,12.87,187.096694,23.868,32.652,13.356
2022-01-02 09:30:00,17.7,13.866191,3.800122,11.716123,0,68,34.4,31,12.87,186.643074,22.464,31.824,12.528
2022-01-02 09:45:00,17.4,14.114635,3.683377,11.606758,0,68.8,34.4,16,12.87,183.874673,19.476,30.132,11.7
2022-01-02 10:00:00,17.1,14.080233,3.381251,11.839205,0,71.2,34.4,6,12.87,186.139682,18.468,26.784,10.836
2022-01-02 10:15:00,16.8,13.538137,3.327051,11.614881,0,71.5,33.9,0,12.87,184.782532,19.368,30.96,10.836
2022-01-02 10:30:00,16.6,13.67878,3.187498,11.653908,0,72.6,33.9,0,12.87,184.328875,17.676,25.956,10.836
2022-01-02 10:45:00,16.6,13.614962,2.968595,12.045962,0,74.5,33.7,0,12.87,181.141199,18.612,28.476,10.836
2022-01-02 11:00:00,16.5,13.680881,2.756244,12.31254,0,76.3,33.5,0,12.87,186.188616,18.18,26.784,10.836
2022-01-02 11:15:00,16.2,13.502196,2.661378,12.16099,0,77,33.4,0,12.76,186.188616,17.316,28.476,9.18
2022-01-02 11:30:00,16.1,13.744699,2.588274,12.182127,0,77.6,33,0,12.76,177.490635,15.588,27.612,10.008
2022-01-02 11:45:00,16.2,13.440133,2.672787,12.141222,0,76.9,32.9,0,12.76,171.098284,17.604,30.96,10.008
2022-01-02 12:00:00,16.2,12.916557,2.77546,11.962281,0,76,32.6,0,12.76,172.903306,20.016,29.304,10.008
2022-01-02 12:15:00,16.1,12.660318,2.758994,11.885481,0,76.1,32.3,0,12.76,172.450578,20.7,30.132,10.836
2022-01-02 12:30:00,16,13.277139,2.719881,11.848399,0,76.4,32.2,0,12.76,175.636489,16.956,26.784,9.18
2022-01-02 12:45:00,15.8,12.894205,2.721229,11.63491,0,76.3,32.1,0,12.76,176.580017,17.568,29.304,10.008
2022-01-02 13:00:00,15.8,12.890627,2.901922,11.314238,0,74.7,31.8,0,12.76,177.946449,17.1,29.304,8.316
2022-01-02 13:15:00,15.5,13.263086,2.627725,11.482597,0,77,31.6,0,12.76,178.402524,13.896,23.436,8.316
2022-01-02 13:30:00,15.4,13.16624,2.466226,11.658421,0,78.4,31.3,0,12.76,182.509365,14.148,24.3,7.488
2022-01-02 13:45:00,15.5,12.617678,2.549202,11.619614,0,77.7,31,0,12.76,177.929969,17.424,28.476,9.18
2022-01-02 16:15:00,15.1,12.683215,2.519633,11.250944,0,77.8,29.3,0,12.76,159.684804,14.472,21.78,8.316
2022-01-02 17:00:00,14.9,12.27294,2.455169,11.153511,0,78.3,28.8,0,12.76,161.70901,15.408,22.608,9.18
2022-01-02 17:15:00,14.8,12.091263,2.362425,11.209793,0,79.1,28.6,0,12.65,159.684804,15.912,24.3,7.488
2022-01-02 17:30:00,14.9,12.502419,2.388792,11.268778,0,78.9,28.6,0,12.65,152.92792,14.4,25.956,6.66
2022-01-02 17:45:00,14.5,11.957708,2.338762,10.937117,0,79.2,28.3,0,12.65,155.367821,14.652,21.78,8.316
2022-01-02 18:00:00,14.4,11.82238,2.378281,10.763655,0,78.8,28.2,0,12.65,152.720065,14.58,23.436,8.316
2022-01-02 18:15:00,14.5,11.01364,2.590591,10.493852,0,76.9,28.1,0,12.65,149.036243,18.864,28.476,11.7
2022-01-02 18:30:00,14.6,11.260975,2.705041,10.394236,0,75.9,27.9,0,12.65,148.018802,17.964,26.784,10.008
2022-01-02 18:45:00,14.7,11.54184,2.710155,10.490998,0,75.9,27.9,0,12.65,151.914179,17.172,26.784,10.008
2022-01-02 19:00:00,14.6,11.885759,2.617355,10.55164,0,76.7,27.7,0,12.65,152.315636,14.976,25.956,7.488
2022-01-02 19:15:00,14.3,11.869015,2.461151,10.513129,0,78,27.5,1,12.65,150.283302,13.464,28.476,7.488
2022-01-02 19:30:00,14.4,11.289533,2.563933,10.435913,0,77.1,27.5,5,12.65,150.679524,16.848,28.476,9.18
2022-01-02 19:45:00,14.5,11.318575,2.667135,10.356625,0,76.2,27.3,13,12.65,152.92792,17.1,25.128,9.18
2022-01-02 20:00:00,14.8,11.376313,2.726282,10.56795,0,75.8,27.1,34,12.65,152.720065,18.648,27.612,10.008
2022-01-02 20:15:00,15.1,11.596656,2.852652,10.658362,0,74.8,27.1,65,12.65,153.33318,19.188,31.824,11.7
2022-01-02 20:30:00,15.4,11.987484,2.947159,10.806523,0,74.1,26.9,129,12.65,147.388463,18.936,30.132,10.836
2022-01-02 20:45:00,15.6,12.116463,3.160556,10.629307,0,72.3,26.8,195,12.65,148.799485,19.044,28.476,10.008
2022-01-02 21:00:00,16,12.422016,3.49158,10.441563,0,69.6,26.7,258,12.65,150.454556,19.26,27.612,11.7
2022-01-02 21:15:00,16.3,12.711777,3.695649,10.37946,0,68,26.4,309,12.65,152.102729,19.224,28.476,10.836
2022-01-02 21:30:00,16.8,13.129365,3.976992,10.385402,0,65.9,26.4,357,12.65,152.102729,19.656,30.132,10.008
2022-01-02 21:45:00,17,13.481963,4.15714,10.253434,0,64.5,26.4,407,12.65,146.118735,18.684,26.784,10.008
2022-01-02 22:00:00,17.6,14.52317,4.507151,10.228984,0,62,26.2,458,12.76,149.82648,16.38,25.956,8.316
2022-01-02 22:15:00,18.2,15.373798,4.746631,10.427432,0,60.5,26.1,517,12.76,158.328121,15.372,25.128,7.488
2022-01-02 22:30:00,18.6,15.408515,5.195836,9.962539,0,57.2,26.1,576,12.87,148.316083,16.596,26.784,8.316
2022-01-02 22:45:00,18.9,15.088403,5.456308,9.764819,0,55.4,26.1,663,13.09,157.897263,19.512,27.612,10.836
2022-01-02 23:00:00,18.6,15.11468,5.158467,10.040778,0,57.5,26.1,520,13.2,155.633524,18.216,28.476,10.008
2022-01-02 23:15:00,19.2,15.602205,5.542928,9.935883,0,55,26.1,704,13.31,160.83053,18.648,31.824,9.18
2022-01-02 23:30:00,19.7,16.178322,5.81119,9.958982,0,53.4,26.1,883,13.42,159.63613,18.288,30.132,7.488
2022-01-02 23:45:00,19.9,16.039043,5.928557,9.947001,0,52.7,26.1,892,13.42,169.883557,20.016,31.824,8.316
2022-01-03 00:00:00,19.9,15.880499,6.020957,9.74725,0,52,26.1,920,13.53,171.869898,20.556,30.96,12.528
2022-01-03 00:15:00,20.3,16.33407,6.248267,9.738498,0,50.7,26.1,980,13.53,167.696076,20.268,32.652,10.008
2022-01-03 00:30:00,20.3,16.05575,6.221341,9.797273,0,50.9,26.2,1020,13.64,169.508523,21.78,33.48,10.836
2022-01-03 00:45:00,20.3,15.602422,6.532697,9.108687,0,48.6,26.4,1045,13.86,172.846436,23.184,38.52,13.356
2022-01-03 01:00:00,20.4,15.406319,6.836048,8.545599,0,46.5,26.5,1068,13.53,165.113733,23.976,35.172,14.22
2022-01-03 01:15:00,20.4,15.793207,6.698109,8.860579,0,47.5,26.8,1094,13.42,163.322938,22.392,33.48,10.008
2022-01-03 01:30:00,20.5,15.603172,6.893286,8.541073,0,46.2,27,1112,13.42,172.266402,23.472,36.864,11.7
2022-01-03 01:45:00,20.8,16.464233,6.814323,9.100642,0,47.1,27.2,1131,13.42,173.659808,21.312,33.48,6.66
2022-01-03 02:00:00,20.7,15.707793,6.840835,8.914524,0,46.8,27.5,1143,13.42,172.788652,24.444,37.692,11.7
2022-01-03 02:15:00,20.8,15.969293,6.968465,8.750194,0,46,27.8,1157,13.42,173.303622,23.4,36,10.836
2022-01-03 02:30:00,21.2,16.189244,7.102939,8.952264,0,45.5,28.1,1161,13.42,173.303622,24.588,37.692,11.7
2022-01-03 02:45:00,21.2,16.220534,6.988899,9.21106,0,46.3,28.3,1168,13.42,173.249461,24.768,40.212,13.356
2022-01-03 03:00:00,20.9,15.955613,6.426863,10.083055,0,50,28.6,1138,13.42,170.499759,25.776,36,14.22
2022-01-03 03:15:00,21.2,16.325981,6.524594,10.238547,0,49.6,29,1105,13.42,168.051447,25.632,36.864,14.22
2022-01-03 03:30:00,21.2,16.348984,6.427268,10.448719,0,50.3,29.2,1163,13.42,176.030737,25.812,37.692,14.22
2022-01-03 03:45:00,21,16.562911,6.12508,10.850392,0,52.3,29.6,1000,13.53,181.159675,24.264,39.384,14.22
2022-01-03 04:00:00,21,16.185134,5.96176,11.192425,0,53.5,29.9,1165,13.42,174.266625,26.712,37.692,15.876
2022-01-03 04:15:00,21.2,16.445278,6.219961,10.890541,0,51.8,30.2,1043,13.42,170.42301,25.956,38.52,13.356
2022-01-03 04:30:00,21.1,15.959176,6.316715,10.564145,0,51,30.5,1003,13.42,173.303622,27.468,41.904,17.568
2022-01-03 04:45:00,20.9,15.670694,6.31692,10.320841,0,50.8,30.9,1043,13.42,174.593051,27.576,43.56,15.048
2022-01-03 05:00:00,20.8,15.458735,6.248604,10.346265,0,51.2,31.2,1000,13.42,177.913223,28.188,39.384,16.74
2022-01-03 05:15:00,20.8,15.072052,6.357978,10.110302,0,50.4,31.7,963,13.42,177.011368,29.844,42.732,16.74
2022-01-03 05:30:00,20.7,15.116372,6.235083,10.254029,0,51.2,31.9,923,13.42,173.811384,29.304,43.56,16.74
2022-01-03 05:45:00,20.5,14.532865,6.167516,10.157005,0,51.5,32.2,880,13.53,176.094301,31.14,42.732,19.26
2022-01-03 06:00:00,20.4,14.490873,6.16758,10.035616,0,51.4,32.3,835,13.53,178.849637,30.672,42.732,18.396
2022-01-03 06:15:00,20.1,13.948211,6.007459,10.018124,0,52.3,32.6,782,13.53,176.125327,31.896,45.252,19.26
2022-01-03 06:30:00,19.8,13.832608,5.667013,10.384656,0,54.6,32.9,725,13.53,176.552613,31.464,42.732,19.26
2022-01-03 06:45:00,19.6,13.541525,5.590919,10.308109,0,55,33,668,13.53,177.035139,31.824,44.424,20.916
2022-01-03 07:00:00,19.5,13.197676,5.811909,9.717519,0,53.2,33.2,610,13.53,181.597476,32.256,44.424,17.568
2022-01-03 07:15:00,18.9,12.660345,5.39312,9.899021,0,55.9,33.5,551,13.53,184.782532,32.184,46.944,15.876
2022-01-03 07:30:00,18.7,12.593406,5.257025,9.951086,0,56.8,33.5,495,13.53,177.011368,31.572,42.732,20.088
2022-01-03 07:45:00,18.6,13.085176,5.046554,10.273352,0,58.4,33.5,441,13.53,177.470506,28.98,41.904,18.396
2022-01-03 08:00:00,18.3,12.757487,5.002093,10.017717,0,58.5,33.5,390,13.42,174.266625,28.764,43.56,16.74
2022-01-03 08:15:00,18,12.324354,4.872575,9.9393,0,59.3,33.5,339,13.09,177.929969,29.34,43.56,19.26
2022-01-03 08:30:00,17.6,12.155509,4.903233,9.412112,0,58.7,33.5,285,12.98,182.053551,27.432,39.384,15.048
2022-01-03 08:45:00,17.2,11.576205,4.741933,9.287801,0,59.7,33.5,218,12.98,181.597476,28.188,41.904,15.876
2022-01-03 09:00:00,16.7,11.192144,4.550493,9.112927,0,60.9,33.5,145,12.87,180.684778,27.36,41.04,17.568
2022-01-03 09:15:00,16.4,11.054045,4.370794,9.143564,0,62.2,33.5,77,12.87,175.217468,26.568,37.692,15.048
2022-01-03 09:30:00,16,10.964623,4.025686,9.396532,0,64.9,33.5,32,12.87,180.228269,25.308,36.864,15.048
2022-01-03 09:45:00,15.7,10.947252,3.853707,9.406513,0,66.2,33.3,16,12.87,182.509365,23.868,33.48,14.22
