ISOTime,Wx,Wy
02/12/2020 00:50:00,7.1284,5.1601
02/12/2020 00:55:00,7.5466,5.5031
02/12/2020 01:00:00,7.9225,5.9700
02/12/2020 01:05:00,8.0883,5.6215
02/12/2020 01:10:00,8.2284,5.0030
02/12/2020 01:15:00,7.4985,6.1375
02/12/2020 01:20:00,8.3729,7.0257
02/12/2020 01:25:00,8.5685,5.6070
02/12/2020 01:30:00,7.3408,6.9661
02/12/2020 01:35:00,7.7483,6.9521
02/12/2020 01:40:00,7.9150,7.3038
02/12/2020 01:45:00,7.5303,6.9244
02/12/2020 01:50:00,8.2727,6.7230
02/12/2020 01:55:00,7.8399,6.1916
02/12/2020 02:00:00,8.1005,6.8213
02/12/2020 02:05:00,8.0991,6.2823
02/12/2020 02:10:00,7.9883,5.6770
02/12/2020 02:15:00,8.1371,5.5507
02/12/2020 02:20:00,7.7342,4.8705
02/12/2020 02:25:00,8.5434,5.5906
02/12/2020 02:30:00,7.8899,5.5040
02/12/2020 02:40:00,6.6996,5.5031
02/12/2020 02:45:00,5.9839,5.0033
02/12/2020 02:50:00,6.5490,4.2368
02/12/2020 02:55:00,5.5628,4.6183
02/12/2020 03:00:00,5.3623,6.1904
02/12/2020 03:05:00,6.3098,5.9460
02/12/2020 03:10:00,6.3166,5.6278
02/12/2020 03:15:00,5.6825,5.9257
02/12/2020 03:20:00,7.1739,5.2505
02/12/2020 03:25:00,7.9245,5.3653
02/12/2020 03:30:00,7.0528,5.1619
02/12/2020 03:35:00,7.0246,5.8319
02/12/2020 03:40:00,5.0885,7.0814
02/12/2020 03:45:00,4.4731,6.3410
02/12/2020 03:50:00,4.3591,6.0663
02/12/2020 03:55:00,4.8374,6.0165
02/12/2020 04:00:00,5.5720,4.5283
02/12/2020 04:05:00,5.3956,4.9615
02/12/2020 04:10:00,5.5736,5.0185
02/12/2020 04:15:00,5.6825,4.1895
02/12/2020 04:20:00,5.4807,4.9870
02/12/2020 04:25:00,5.9818,4.8960
02/12/2020 04:30:00,5.3626,4.3736
02/12/2020 04:40:00,6.4116,5.0636
02/12/2020 04:45:00,5.8174,4.8126
02/12/2020 04:50:00,6.7037,3.6854
02/12/2020 04:55:00,6.0295,3.1656
02/12/2020 05:00:00,6.3611,3.5405
02/12/2020 05:05:00,6.1796,3.5966
02/12/2020 05:10:00,7.1958,4.6730
02/12/2020 05:15:00,5.3905,5.7203
02/12/2020 05:20:00,5.4728,5.8076
02/12/2020 05:25:00,5.6074,5.6074
02/12/2020 05:30:00,5.5538,5.4768
02/12/2020 05:35:00,6.2849,5.4059
02/12/2020 05:40:00,6.3013,5.3250
02/12/2020 05:45:00,5.5182,5.2549
02/12/2020 05:50:00,6.2555,5.2863
02/12/2020 05:55:00,5.3317,4.4738
02/12/2020 06:00:00,5.4936,3.7474
02/12/2020 06:05:00,5.4204,3.9382
02/12/2020 06:10:00,4.9058,4.3098
02/12/2020 06:15:00,4.4649,3.7332
02/12/2020 06:20:00,4.2857,3.9965
02/12/2020 06:25:00,5.5723,4.1535
02/12/2020 06:30:00,4.7264,4.2407
02/12/2020 06:40:00,4.5034,4.3338
02/12/2020 06:45:00,5.0078,3.9691
02/12/2020 06:50:00,4.5158,4.5633
02/12/2020 06:55:00,4.1796,4.0787
02/12/2020 07:00:00,3.6285,5.2598
02/12/2020 07:05:00,3.6919,4.7424
02/12/2020 07:10:00,3.1677,4.0985
02/12/2020 07:15:00,3.9123,4.2546
02/12/2020 07:20:00,2.5707,4.1950
02/12/2020 07:25:00,3.0916,4.4152
02/12/2020 07:30:00,3.3449,3.6760
02/12/2020 07:35:00,2.6198,4.1763
02/12/2020 07:40:00,3.7096,2.9826
02/12/2020 07:45:00,3.8523,2.6575
02/12/2020 07:50:00,3.2951,4.3411
02/12/2020 07:55:00,4.6315,4.6315
02/12/2020 08:00:00,4.2639,4.7190
02/12/2020 08:05:00,2.9435,4.2988
02/12/2020 08:10:00,2.2636,5.4918
02/12/2020 08:15:00,2.5282,6.2263
02/12/2020 08:20:00,4.0963,4.5335
02/12/2020 08:25:00,2.9885,4.0832
02/12/2020 08:30:00,4.1564,3.9443
02/12/2020 08:40:00,4.0094,4.8465
02/12/2020 08:45:00,4.1012,4.3521
02/12/2020 08:50:00,3.2775,5.1447
02/12/2020 08:55:00,4.3267,4.6888
02/12/2020 09:00:00,4.2870,4.1835
02/12/2020 09:05:00,4.7138,3.7765
02/12/2020 09:10:00,3.3074,4.9220
02/12/2020 09:15:00,4.1715,3.7958
02/12/2020 09:20:00,4.0169,3.5789
02/12/2020 09:25:00,3.9380,3.7240
02/12/2020 09:30:00,4.5454,3.3390
02/12/2020 09:35:00,3.8704,3.4727
02/12/2020 09:40:00,4.5783,2.7292
02/12/2020 09:45:00,3.5209,3.3064
02/12/2020 09:50:00,3.3822,3.4059
02/12/2020 09:55:00,3.6018,4.1434
02/12/2020 10:00:00,3.8990,3.1461
02/12/2020 10:05:00,4.4157,2.9672
02/12/2020 10:10:00,4.6082,2.9471
02/12/2020 10:15:00,3.9613,2.7635
02/12/2020 10:20:00,4.0176,3.3951
02/12/2020 10:25:00,3.4751,3.6365
02/12/2020 10:30:00,3.8113,3.0316
02/12/2020 10:40:00,4.1143,3.9593
02/12/2020 10:45:00,3.4940,4.0910
02/12/2020 10:50:00,2.8571,4.4164
02/12/2020 10:55:00,1.8756,4.4618
02/12/2020 11:00:00,2.8791,3.9773
02/12/2020 11:05:00,2.7993,4.3941
02/12/2020 11:10:00,2.8367,4.7586
02/12/2020 11:15:00,3.0645,3.9508
02/12/2020 11:20:00,2.8746,3.8565
02/12/2020 11:25:00,2.3391,4.3625
02/12/2020 11:30:00,3.2350,4.6200
02/12/2020 11:35:00,2.2142,4.8813
02/12/2020 11:40:00,1.8903,4.7260
02/12/2020 11:45:00,3.5806,3.3157
02/12/2020 11:50:00,4.1260,3.4991
02/12/2020 11:55:00,2.4067,4.3598
02/12/2020 12:00:00,2.4756,5.8041
02/12/2020 12:05:00,3.1320,5.5812
02/12/2020 12:10:00,2.7191,5.3597
02/12/2020 12:15:00,2.2075,4.4863
02/12/2020 12:20:00,1.8543,4.5896
02/12/2020 12:25:00,2.5966,4.1554
02/12/2020 12:30:00,3.4658,3.4779
02/12/2020 12:40:00,1.9742,3.9770
02/12/2020 12:45:00,0.8126,3.1881
02/12/2020 12:50:00,1.9028,4.4611
02/12/2020 12:55:00,0.7676,3.7727
02/12/2020 13:00:00,1.5498,4.6590
02/12/2020 13:05:00,2.2063,5.2231
02/12/2020 13:10:00,2.1974,4.6908
02/12/2020 13:15:00,2.7499,4.9814
02/12/2020 13:20:00,1.7646,5.3358
02/12/2020 13:25:00,2.0231,5.1359
02/12/2020 13:30:00,2.8025,5.2487
02/12/2020 13:35:00,2.8080,4.7292
02/12/2020 13:40:00,1.3890,4.8760
02/12/2020 13:45:00,1.6625,5.1167
02/12/2020 13:50:00,1.8892,4.9733
02/12/2020 13:55:00,3.1521,5.1640
02/12/2020 14:00:00,3.4137,4.7507
02/12/2020 14:05:00,3.3124,4.9668
02/12/2020 14:10:00,3.4879,4.6965
02/12/2020 14:15:00,2.4164,5.5574
02/12/2020 14:20:00,2.7837,5.7073
02/12/2020 14:25:00,2.8014,5.1811
02/12/2020 14:30:00,3.4748,5.1710
02/12/2020 14:40:00,3.1712,4.9397
02/12/2020 14:45:00,2.3571,5.2447
02/12/2020 14:50:00,3.4421,5.1808
02/12/2020 14:55:00,3.7807,4.7360
02/12/2020 15:00:00,2.4030,5.6611
02/12/2020 15:05:00,2.3941,4.4464
02/12/2020 15:10:00,3.3492,5.4654
02/12/2020 15:15:00,2.6728,5.0910
02/12/2020 15:20:00,2.8772,4.6404
02/12/2020 15:25:00,2.5228,5.2892
02/12/2020 15:30:00,2.3484,5.1058
02/12/2020 15:35:00,1.9507,5.2173
02/12/2020 15:40:00,1.6081,4.7238
02/12/2020 15:45:00,2.4461,4.9930
02/12/2020 15:50:00,2.2665,5.6956
02/12/2020 15:55:00,2.4852,5.5818
02/12/2020 16:00:00,3.1133,5.1407
02/12/2020 16:05:00,2.5422,5.8189
02/12/2020 16:10:00,3.8137,5.6540
02/12/2020 16:15:00,2.5447,5.6098
02/12/2020 16:20:00,2.1430,5.0979
02/12/2020 16:25:00,2.6810,5.9103
02/12/2020 16:30:00,3.3332,5.1327
02/12/2020 16:40:00,2.1727,5.1939
02/12/2020 16:45:00,3.0763,5.9858
02/12/2020 16:50:00,2.8569,5.5589
02/12/2020 16:55:00,3.2353,5.6492
02/12/2020 17:00:00,3.6066,5.2870
02/12/2020 17:05:00,2.0491,4.9961
02/12/2020 17:10:00,2.7106,5.2517
02/12/2020 17:15:00,2.8730,5.3357
02/12/2020 17:20:00,2.2356,4.8605
02/12/2020 17:25:00,1.4499,5.3365
02/12/2020 17:30:00,1.2900,4.4987
02/12/2020 17:35:00,1.5637,5.1791
02/12/2020 17:40:00,2.8056,5.6519
02/12/2020 17:45:00,2.5169,5.6004
02/12/2020 17:50:00,2.3794,5.3442
02/12/2020 17:55:00,1.7531,5.1498
02/12/2020 18:00:00,2.2616,5.5142
02/12/2020 18:05:00,2.5599,5.4155
02/12/2020 18:10:00,1.7032,5.0611
02/12/2020 18:15:00,0.7668,4.3936
02/12/2020 18:20:00,1.4091,5.2957
02/12/2020 18:25:00,2.4762,6.1287
02/12/2020 18:30:00,1.5909,5.1394
02/12/2020 18:40:00,1.8365,5.5858
02/12/2020 18:45:00,0.9517,3.8748
02/12/2020 18:50:00,1.8667,5.3009
02/12/2020 18:55:00,1.2904,5.6341
02/12/2020 19:00:00,1.4291,4.3724
02/12/2020 19:05:00,0.7607,3.6414
02/12/2020 19:10:00,1.9294,5.4485
02/12/2020 19:15:00,-0.3172,3.2948
02/12/2020 19:20:00,0.3779,4.1528
02/12/2020 19:25:00,0.9964,3.9668
02/12/2020 19:30:00,1.8176,5.3391
02/12/2020 19:35:00,1.5359,5.2187
02/12/2020 19:40:00,2.0062,5.7289
02/12/2020 19:45:00,2.0822,5.9459
02/12/2020 19:50:00,1.8249,5.1248
02/12/2020 19:55:00,1.8626,5.7667
02/12/2020 20:00:00,1.5512,4.8899
02/12/2020 20:05:00,1.4942,4.9180
02/12/2020 20:10:00,1.7106,4.8576
02/12/2020 20:15:00,1.5232,5.3473
02/12/2020 20:20:00,1.7683,5.7126
02/12/2020 20:25:00,1.3345,5.0155
02/12/2020 20:30:00,1.4842,5.1088
02/12/2020 20:40:00,0.5365,3.5901
02/12/2020 20:45:00,1.7913,5.2319
02/12/2020 20:50:00,0.8747,4.2612
02/12/2020 20:55:00,0.9483,3.8036
02/12/2020 21:00:00,0.5095,3.9775
02/12/2020 21:05:00,1.0790,4.3275
02/12/2020 21:10:00,0.7344,3.9625
02/12/2020 21:15:00,0.4769,2.8808
02/12/2020 21:20:00,0.7613,3.4059
02/12/2020 21:25:00,0.0135,2.5800
02/12/2020 21:30:00,0.1795,2.5036
02/12/2020 21:35:00,-0.2818,2.3633
02/12/2020 21:40:00,-0.0920,2.5083
02/12/2020 21:45:00,-0.1677,2.5244
02/12/2020 21:50:00,-0.1277,2.7070
02/12/2020 21:55:00,-0.2820,2.5142
02/12/2020 22:00:00,-0.2869,2.9260
02/12/2020 22:05:00,-0.3102,2.6016
02/12/2020 22:10:00,0.3373,2.5276
02/12/2020 22:15:00,-0.1290,2.5467
02/12/2020 22:20:00,0.2748,2.9070
02/12/2020 22:25:00,0.6861,2.9718
02/12/2020 22:30:00,-0.0535,2.3594
02/12/2020 22:40:00,-0.4549,2.6614
02/12/2020 22:45:00,-0.4703,2.5876
02/12/2020 22:50:00,-0.8197,2.3406
02/12/2020 22:55:00,-1.5017,1.0633
02/12/2020 23:00:00,-1.5233,0.4196
02/12/2020 23:05:00,-1.4204,0.6205
02/12/2020 23:10:00,-1.4533,0.6199
02/12/2020 23:15:00,-1.4433,0.7133
02/12/2020 23:20:00,-1.9357,1.2237
02/12/2020 23:25:00,-1.5929,1.7142
02/12/2020 23:30:00,-2.0465,1.5874
02/12/2020 23:35:00,-1.9777,1.1742
02/12/2020 23:40:00,-1.6186,1.0512
02/12/2020 23:45:00,-1.9263,0.9773
02/12/2020 23:50:00,-1.8578,1.0003
02/12/2020 23:55:00,-1.7554,0.8260
03/12/2020 00:00:00,-1.6177,0.6933
03/12/2020 00:05:00,-1.3327,0.5712
03/12/2020 00:10:00,-1.2473,0.4005
03/12/2020 00:15:00,-1.2425,0.3823
03/12/2020 00:20:00,-0.9500,0.0066
03/12/2020 00:25:00,-0.7690,0.0390
03/12/2020 00:30:00,-1.1032,0.3585
03/12/2020 00:40:00,-0.9205,0.2727
03/12/2020 00:45:00,-0.8804,0.3828
03/12/2020 00:50:00,-1.1151,0.3197
03/12/2020 00:55:00,-1.0962,0.4631
03/12/2020 01:00:00,-0.9636,0.4170
03/12/2020 01:05:00,-0.9343,0.4337
03/12/2020 01:10:00,-1.0330,0.5703
03/12/2020 01:15:00,-1.3482,0.5338
03/12/2020 01:20:00,-1.2949,0.4157
03/12/2020 01:25:00,-1.1790,0.3137
03/12/2020 01:30:00,-1.2946,0.2004
03/12/2020 01:35:00,-1.3348,0.4544
03/12/2020 01:40:00,-1.2615,0.6071
03/12/2020 01:45:00,-1.4104,0.6667
03/12/2020 01:50:00,-1.5462,0.6310
03/12/2020 01:55:00,-1.6012,0.7062
03/12/2020 02:00:00,-1.5092,0.6159
03/12/2020 02:10:00,-1.4405,0.6964
03/12/2020 02:15:00,-1.5598,0.8575
03/12/2020 02:20:00,-1.7945,0.7105
03/12/2020 02:25:00,-1.8676,0.7698
03/12/2020 02:30:00,-1.5320,0.8249
03/12/2020 02:40:00,-1.7619,0.9250
03/12/2020 02:45:00,-1.9177,0.9270
03/12/2020 02:50:00,-1.7096,0.7327
03/12/2020 02:55:00,-1.6249,0.7508
03/12/2020 03:00:00,-1.7019,0.6161
03/12/2020 03:05:00,-1.4993,0.6395
03/12/2020 03:10:00,-1.4426,0.4109
03/12/2020 03:15:00,-1.5507,0.4330
03/12/2020 03:20:00,-1.5715,0.5938
03/12/2020 03:25:00,-1.3491,0.5838
03/12/2020 03:30:00,-1.2637,0.4750
03/12/2020 03:35:00,-1.2828,0.4517
03/12/2020 03:40:00,-1.2584,0.4605
03/12/2020 03:45:00,-1.1097,0.6961
03/12/2020 03:50:00,-1.0767,0.5067
03/12/2020 03:55:00,-1.1841,0.6483
03/12/2020 04:00:00,-1.1731,0.7823
03/12/2020 04:05:00,-1.0960,0.6612
03/12/2020 04:10:00,-0.9511,0.8715
03/12/2020 04:15:00,-1.4547,0.7573
03/12/2020 04:20:00,-1.0913,0.4745
03/12/2020 04:25:00,-1.0425,0.5312
03/12/2020 04:30:00,-1.0225,0.4319
03/12/2020 04:40:00,-0.8445,-0.1626
03/12/2020 04:45:00,-0.7439,-0.3204
03/12/2020 04:50:00,-0.7700,0.1247
03/12/2020 04:55:00,-0.7362,0.3833
03/12/2020 05:00:00,-1.0100,0.2481
03/12/2020 05:05:00,-0.9921,0.4008
03/12/2020 05:10:00,-1.1061,0.2311
03/12/2020 05:15:00,-1.0939,0.2405
03/12/2020 05:20:00,-0.9200,-0.0032
03/12/2020 05:25:00,-0.7142,-0.0915
03/12/2020 05:30:00,-0.6398,0.0179
03/12/2020 05:35:00,-0.7126,0.1027
03/12/2020 05:40:00,-0.7140,-0.1518
03/12/2020 05:45:00,-0.8164,-0.1498
03/12/2020 05:50:00,-1.2514,-0.3874
03/12/2020 05:55:00,-0.8593,-0.2318
03/12/2020 06:00:00,-0.6196,-0.0227
03/12/2020 06:05:00,-0.6836,0.0936
03/12/2020 06:10:00,-0.6882,0.2117
03/12/2020 06:15:00,-0.7299,0.3023
03/12/2020 06:20:00,-0.8856,0.2093
03/12/2020 06:25:00,-0.2533,0.7483
03/12/2020 06:30:00,-0.2613,1.0479
03/12/2020 06:40:00,-0.7357,1.0352
03/12/2020 06:45:00,-0.7512,1.0115
03/12/2020 06:50:00,-0.7277,0.9416
03/12/2020 06:55:00,-0.8344,0.9838
03/12/2020 07:00:00,-1.3102,0.4333
03/12/2020 07:05:00,-1.1674,0.5719
03/12/2020 07:10:00,-1.2298,0.5322
03/12/2020 07:15:00,-1.3541,0.5720
03/12/2020 07:20:00,-1.7651,0.5195
03/12/2020 07:25:00,-1.6319,0.6037
03/12/2020 07:30:00,-1.8734,0.5763
03/12/2020 07:35:00,-2.0341,0.6964
03/12/2020 07:40:00,-1.9581,0.5357
03/12/2020 07:45:00,-2.3391,0.0653
03/12/2020 07:50:00,-2.3775,0.1080
03/12/2020 07:55:00,-2.1062,0.6000
03/12/2020 08:00:00,-2.6053,-0.4266
03/12/2020 08:05:00,-2.5151,-0.8660
03/12/2020 08:10:00,-2.3995,0.0503
03/12/2020 08:15:00,-2.6898,-0.3303
03/12/2020 08:20:00,-2.6964,-0.4271
03/12/2020 08:25:00,-2.3876,-0.5031
03/12/2020 08:30:00,-2.1998,0.0269
03/12/2020 08:40:00,-2.4864,-0.1347
03/12/2020 08:45:00,-2.8305,-0.9636
03/12/2020 08:50:00,-2.7277,-1.3422
03/12/2020 08:55:00,-2.7529,-1.2896
03/12/2020 09:00:00,-3.0341,-1.7447
03/12/2020 09:05:00,-2.5662,-1.0160
03/12/2020 09:10:00,-2.5267,-1.6724
03/12/2020 09:15:00,-2.3103,-0.9287
03/12/2020 09:20:00,-2.5017,-2.1367
03/12/2020 09:25:00,-2.3864,-0.8404
03/12/2020 09:30:00,-2.0263,-2.1577
03/12/2020 09:35:00,-2.2453,-2.3910
03/12/2020 09:40:00,-1.6649,-2.2013
03/12/2020 09:45:00,-2.1951,-0.9454
03/12/2020 09:50:00,-0.7260,-2.8902
03/12/2020 09:55:00,-0.7894,-2.5820
03/12/2020 10:00:00,-1.5458,-2.5126
03/12/2020 10:05:00,-1.1476,-2.3219
03/12/2020 10:10:00,-1.3386,-1.9920
03/12/2020 10:15:00,-0.8466,-2.6689
03/12/2020 10:20:00,-1.2101,-1.9441
03/12/2020 10:30:00,-1.3549,-3.8908
03/12/2020 10:40:00,-1.9466,-1.6626
03/12/2020 10:45:00,-1.7095,-3.6494
03/12/2020 10:50:00,0.3048,-3.1654
03/12/2020 10:55:00,0.5038,-3.8270
03/12/2020 11:00:00,0.2170,-3.7637
03/12/2020 11:05:00,0.6710,-3.0777
03/12/2020 11:10:00,0.4286,-3.5945
03/12/2020 11:15:00,0.0748,-2.6790
03/12/2020 11:20:00,1.9711,-2.8680
03/12/2020 11:25:00,2.7821,-0.4606
03/12/2020 11:30:00,3.2139,-1.7089
03/12/2020 11:35:00,3.9374,-1.2793
03/12/2020 11:45:00,3.1771,-1.2387
03/12/2020 11:50:00,3.0766,-0.4543
03/12/2020 11:55:00,3.4811,-0.8357
03/12/2020 12:00:00,3.9198,-1.2359
03/12/2020 12:05:00,3.6250,-0.3299
03/12/2020 12:10:00,3.7430,-1.0592
03/12/2020 12:15:00,3.2513,-1.4002
03/12/2020 12:20:00,3.4006,-1.3533
03/12/2020 12:25:00,3.5517,-1.4062
03/12/2020 12:30:00,3.5196,-1.3510
03/12/2020 12:40:00,4.4183,2.2318
03/12/2020 12:45:00,3.6382,2.1774
03/12/2020 12:50:00,3.6831,1.8686
03/12/2020 12:55:00,4.1287,1.8642
03/12/2020 13:00:00,4.0613,2.0515
03/12/2020 13:05:00,4.0970,2.9008
03/12/2020 13:10:00,4.1979,2.7891
03/12/2020 13:15:00,4.1833,2.8644
03/12/2020 13:20:00,4.0115,2.4872
03/12/2020 13:25:00,3.6385,1.8459
03/12/2020 13:30:00,3.6853,1.2761
03/12/2020 13:35:00,4.0683,1.3612
03/12/2020 13:40:00,4.0789,1.6232
03/12/2020 13:45:00,3.6540,2.0505
03/12/2020 13:50:00,4.0123,2.2701
03/12/2020 13:55:00,3.7741,2.3951
03/12/2020 14:00:00,3.6140,2.4746
03/12/2020 14:05:00,3.8101,1.9497
03/12/2020 14:10:00,4.0643,1.8608
03/12/2020 14:15:00,4.2839,1.4417
03/12/2020 14:20:00,4.0011,1.8065
03/12/2020 14:25:00,3.7450,2.1535
03/12/2020 14:30:00,3.6685,1.8531
03/12/2020 14:40:00,3.9259,1.4057
03/12/2020 14:45:00,3.9082,1.8641
03/12/2020 14:50:00,3.6370,1.7818
03/12/2020 14:55:00,3.3280,2.4626
03/12/2020 15:00:00,3.3823,3.0135
03/12/2020 15:05:00,2.9561,2.9976
03/12/2020 15:10:00,2.9294,2.9396
03/12/2020 15:15:00,2.9420,3.4446
03/12/2020 15:20:00,2.7151,3.5257
03/12/2020 15:25:00,2.7984,3.1854
03/12/2020 15:30:00,2.6785,3.4656
03/12/2020 15:35:00,2.3657,3.9217
03/12/2020 15:40:00,2.8094,3.7554
03/12/2020 15:45:00,2.2138,4.1460
03/12/2020 15:50:00,2.2233,3.8201
03/12/2020 15:55:00,1.8819,3.9993
03/12/2020 16:00:00,1.6479,4.0582
03/12/2020 16:05:00,2.0779,3.9915
03/12/2020 16:10:00,2.0647,4.1776
03/12/2020 16:15:00,2.0581,4.6663
03/12/2020 16:20:00,1.9211,5.2495
03/12/2020 16:25:00,2.0521,5.1567
03/12/2020 16:30:00,2.0540,4.9833
03/12/2020 16:40:00,1.6706,4.7974
03/12/2020 16:45:00,1.5404,4.5250
03/12/2020 16:50:00,1.7058,4.4438
03/12/2020 16:55:00,1.6270,4.4946
03/12/2020 17:00:00,2.3891,4.8984
03/12/2020 17:05:00,2.0301,4.9499
03/12/2020 17:10:00,2.1476,4.8235
03/12/2020 17:15:00,1.5790,4.5858
03/12/2020 17:20:00,1.8370,4.9395
03/12/2020 17:25:00,1.9202,4.9506
03/12/2020 17:30:00,2.7122,5.6863
03/12/2020 17:35:00,2.2708,5.4021
03/12/2020 17:40:00,2.9715,5.3387
03/12/2020 17:45:00,2.8101,5.8390
03/12/2020 17:50:00,3.5511,5.7051
03/12/2020 17:55:00,3.7186,5.8596
03/12/2020 18:00:00,2.7931,5.9357
03/12/2020 18:05:00,2.3257,5.8442
03/12/2020 18:10:00,2.3250,6.2517
03/12/2020 18:15:00,1.8647,5.8080
03/12/2020 18:20:00,1.6784,5.7396
03/12/2020 18:25:00,1.5970,5.3570
03/12/2020 18:30:00,1.6760,5.4480
03/12/2020 18:40:00,1.5880,5.1298
03/12/2020 18:45:00,1.4126,5.3465
03/12/2020 18:50:00,0.9665,3.8196
03/12/2020 18:55:00,1.1388,4.2501
03/12/2020 19:00:00,1.3864,5.3224
03/12/2020 19:05:00,1.7393,6.0656
03/12/2020 19:10:00,1.6780,6.1761
03/12/2020 19:15:00,1.9647,6.2694
03/12/2020 19:20:00,1.5409,5.5189
03/12/2020 19:25:00,1.8973,6.4883
03/12/2020 19:30:00,1.3328,5.8193
03/12/2020 19:35:00,0.3428,4.6674
03/12/2020 19:40:00,1.1392,4.6732
03/12/2020 19:45:00,-0.1891,2.7736
03/12/2020 19:50:00,-0.1538,3.0361
03/12/2020 19:55:00,1.0204,4.6800
03/12/2020 20:00:00,0.4778,3.3157
03/12/2020 20:05:00,0.6142,3.9222
03/12/2020 20:10:00,0.5237,3.9252
03/12/2020 20:15:00,2.0876,6.7024
03/12/2020 20:20:00,2.1261,6.8685
03/12/2020 20:25:00,2.3494,7.6368
03/12/2020 20:30:00,1.4803,5.4112
03/12/2020 20:40:00,1.6170,6.1200
03/12/2020 20:45:00,1.4021,5.9778
03/12/2020 20:50:00,1.2970,5.5299
03/12/2020 20:55:00,1.6991,5.1678
03/12/2020 21:00:00,1.9252,5.9251
03/12/2020 21:05:00,1.8636,6.3731
03/12/2020 21:10:00,2.2832,6.4477
03/12/2020 21:15:00,1.8413,6.4212
03/12/2020 21:20:00,2.3270,7.1194
03/12/2020 21:25:00,2.0032,6.8949
03/12/2020 21:30:00,1.7353,5.8584
03/12/2020 21:35:00,1.7499,6.0625
03/12/2020 21:40:00,2.1276,6.6268
03/12/2020 21:45:00,1.9989,6.0798
03/12/2020 21:50:00,1.8391,5.8686
03/12/2020 21:55:00,1.5740,5.6758
03/12/2020 22:00:00,1.4759,5.5470
03/12/2020 22:05:00,1.5451,5.4242
