ISOTIME,Goolwa_m3_s,sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5,ss1,ret,oxy,rsi,amm,nit,frp,frp_ads,doc,poc,don,pon,dop,pop,grn,mag_ulva,mag_ulva_in,mag_ulva_ip
12/01/2013 00:00,0,0.3378,23.1099,0,0,100,0,0,4.4431,20330896,246.608,159.3661,2.4012,0,0.0113,0.0009,567.1929,103.9978,54.9484,68.8892,1.5514,2.8365,268.3559,0,0,0
13/01/2013 00:00,0,0.3373,25.3467,0,0,100,0,0,3.8748,20384332,227.8379,159.1086,2.4012,0,0.0124,0.0009,565.5215,103.85,54.6646,68.5771,1.5446,2.8289,267.3692,0,0,0
14/01/2013 00:00,10.68,0.3354,23.2414,0,0,100,0,0,3.5663,20351920,229.8452,158.1855,2.4012,0,0.0115,0.0009,561.5084,103.3869,54.1597,68.062,1.534,2.8147,265.0313,0,0,0
15/01/2013 00:00,10.43,0.3364,25.8248,0,0,100,0,0,3.4474,20489520,222.0684,158.589,2.4012,0,0.013,0.0009,562.1508,103.8521,54.0924,68.156,1.5366,2.8271,264.4996,0,0,0
16/01/2013 00:00,10.17,0.3376,27.338,0,0,100,0,0,2.9957,20652516,213.1877,159.1799,2.4012,0,0.0141,0.0009,563.3213,104.2877,54.0588,68.2118,1.5366,2.8359,265.238,0,0,0
17/01/2013 00:00,0,0.3388,27.3401,0,0,100,0,0,3.067,20767290,203.1992,159.4542,2.4012,0,0.0138,0.0009,563.1569,104.7157,53.8691,68.2388,1.5387,2.8481,263.7776,0,0,0
18/01/2013 00:00,0,0.3473,23.9564,0,0,100,0,0,2.6635,21149314,238.0156,162.0781,2.4012,0,0.0121,0.0009,570.0645,105.4404,54.1765,68.2711,1.5385,2.8492,266.3741,0,0,0
19/01/2013 00:00,0,0.3495,22.7605,0,0,100,0,0,2.7892,21360234,254.1038,163.0281,2.4012,0,0.0113,0.0009,572.8083,106.0622,54.3117,68.4805,1.5436,2.8631,267.5803,0,0,0
20/01/2013 00:00,8.5,0.3516,21.8135,0,0,100,0,0,3.6845,21557982,260.6408,163.8864,2.4012,0,0.0109,0.0009,575.1931,106.6269,54.4192,68.652,1.5484,2.8754,268.2213,0,0,0
21/01/2013 00:00,8.65,0.3534,22.5935,0,0,100,0,0,4.1695,21750424,260.4565,164.6923,2.4012,0,0.0111,0.0009,577.4158,107.1935,54.522,68.8306,1.5535,2.8881,268.7061,0,0,0
22/01/2013 00:00,10.17,0.3549,22.9657,0,0,100,0,0,4.4008,21921952,254.8423,165.3324,2.4012,0,0.0114,0.0009,579.0285,107.6516,54.56,68.9366,1.5566,2.898,269.0438,0,0,0
23/01/2013 00:00,10.8,0.3562,24.4181,0,0,100,0,0,4.1244,22082314,241.7225,165.8862,2.4012,0,0.0123,0.0009,580.2481,108.0293,54.5558,68.9825,1.558,2.9051,269.3481,0,0,0
24/01/2013 00:00,6.05,0.3571,24.1495,0,0,100,0,0,3.3366,22081714,243.5474,165.0115,2.4012,0,0.0117,0.0009,581.5547,107.2425,54.5399,68.7396,1.548,2.8915,271.2888,0,0,0
25/01/2013 00:00,0,0.3618,22.9719,0,0,100,0,0,2.7936,22308978,248.2885,166.1789,2.4012,0,0.012,0.0009,585.6726,107.5322,54.6934,68.7594,1.5465,2.8928,272.9564,0,0,0
26/01/2013 00:00,0,0.3631,22.6836,0,0,100,0,0,2.3607,22481266,248.737,166.8084,2.4012,0,0.0126,0.0009,587.1678,107.8771,54.7326,68.7856,1.5482,2.8973,273.5152,0,0,0
27/01/2013 00:00,0,0.3644,24.1544,0,0,100,0,0,2.1045,22629472,236.2919,167.2725,2.4012,0,0.0123,0.0009,588.2161,108.1427,54.7036,68.7684,1.5481,2.901,273.8747,0,0,0
28/01/2013 00:00,0,0.3572,24.2599,0,0,100,0,0,2.0964,22291508,228.0249,163.4254,2.4012,0,0.0114,0.0009,584.3196,107.0393,54.3343,68.901,1.5469,2.914,271.0049,0,0,0
29/01/2013 00:00,0,0.3558,26.0679,0,0,100,0,0,2.8087,22350574,232.0961,162.8601,2.4012,0,0.0136,0.0009,585.7507,106.9857,54.4801,69.124,1.5499,2.9233,272.623,0,0,0
30/01/2013 00:00,0,0.3588,28.156,0,0,100,0,0,2.4244,22620860,225.239,164.2183,2.4012,0,0.0153,0.0009,589.3599,107.8673,54.6542,69.4336,1.5553,2.9427,274.4724,0,0,0
31/01/2013 00:00,0,0.3607,29.2046,0,0,100,0,0,2.0237,22824882,212.3344,165.057,2.4012,0,0.0168,0.0009,591.4267,108.3837,54.6799,69.5417,1.5548,2.9529,276.2603,0,0,0
01/02/2013 00:00,0,0.3619,30.0803,0,0,100,0,0,1.753,22991788,199.2469,165.6278,2.4012,0,0.0176,0.0009,592.3414,108.808,54.5827,69.5707,1.5522,2.9617,277.5525,0,0,0
02/02/2013 00:00,0,0.3632,30.8188,0,0,100,0,0,1.503,23159304,184.1689,166.1986,2.4012,0,0.0193,0.0009,593.2236,109.2155,54.4747,69.5845,1.5484,2.9697,279.1912,0,0,0
03/02/2013 00:00,0,0.3653,27.1517,0,0,100,0,0,1.4124,23379230,229.2423,167.1408,2.4012,0,0.0156,0.0009,595.5911,109.932,54.5353,69.8131,1.5528,2.9871,280.8286,0,0,0
04/02/2013 00:00,0,0.3646,25.2868,0,0,100,0,0,1.7869,23433772,241.3557,166.8152,2.4012,0,0.0129,0.0009,594.324,110.3459,54.3361,69.9603,1.562,3.0064,278.229,0,0,0
05/02/2013 00:00,0,0.365,24.2387,0,0,100,0,0,2.0207,23554158,238.2665,166.9776,2.4012,0,0.0125,0.0009,594.6901,110.6522,54.2891,70.0201,1.5647,3.0152,278.1297,0,0,0
06/02/2013 00:00,0,0.3659,25.8705,0,0,100,0,0,1.7996,23706466,226.2194,167.4249,2.4012,0,0.0141,0.0009,595.5317,110.9334,54.2484,70.0007,1.5641,3.0189,278.635,0,0,0
07/02/2013 00:00,0,0.3666,27.4501,0,0,100,0,0,1.8067,23849850,218.2601,167.759,2.4012,0,0.015,0.0009,596.2986,111.298,54.2158,70.0728,1.5657,3.0281,279.0478,0,0,0
08/02/2013 00:00,0,0.3671,29.0475,0,0,100,0,0,1.705,23975554,195.7799,167.983,2.4012,0,0.0167,0.0009,596.3622,111.5824,54.0844,70.0602,1.5637,3.0349,279.5504,0,0,0
09/02/2013 00:00,0,0.3627,27.2173,0,0,100,0,0,1.8462,23796764,206.4146,165.1445,2.4012,0,0.0143,0.0009,594.6086,110.955,54.3106,70.4876,1.5765,3.0531,281.3373,0,0,0
10/02/2013 00:00,0,0.3656,25.2731,0,0,100,0,0,1.6199,24066482,223.0809,166.4225,2.4012,0,0.0138,0.0009,598.247,111.7611,54.4992,70.7686,1.582,3.0703,283.5574,0,0,0
11/02/2013 00:00,0,0.3671,24.821,0,0,100,0,0,1.4231,24240918,222.8298,167.0287,2.4012,0,0.0132,0.0009,599.6676,112.134,54.5068,70.7972,1.5828,3.0761,284.4725,0,0,0
12/02/2013 00:00,0,0.3676,22.3142,0,0,100,0,0,1.3374,24361882,233.4725,167.2688,2.4012,0,0.0118,0.0009,599.7197,112.3879,54.4012,70.7486,1.5834,3.0803,284.1342,0,0,0
13/02/2013 00:00,0,0.3688,22.2354,0,0,100,0,0,1.2137,24522276,239.915,167.7737,2.4012,0,0.0116,0.0009,600.867,112.7201,54.4136,70.767,1.5858,3.0851,284.3084,0,0,0
14/02/2013 00:00,0,0.3703,23.3097,0,0,100,0,0,1.0765,24713152,240.2632,168.4863,2.4012,0,0.0122,0.0009,602.6844,113.2013,54.478,70.872,1.5896,3.0942,284.7946,0,0,0
15/02/2013 00:00,0,0.3715,25.1688,0,0,100,0,0,0.9747,24875768,228.8352,169.0013,2.4012,0,0.0142,0.0009,603.7199,113.6053,54.4602,70.9208,1.5913,3.1021,284.8848,0,0,0
16/02/2013 00:00,0,0.3723,23.7418,0,0,100,0,0,0.9668,25012610,244.6239,169.3377,2.4012,0,0.0131,0.0009,604.1805,114.142,54.4013,71.0629,1.5966,3.1178,283.994,0,0,0
17/02/2013 00:00,0,0.3737,25.2997,0,0,100,0,0,0.8574,25195954,232.1543,169.9835,2.4012,0,0.0139,0.0009,605.7592,114.5313,54.4319,71.11,1.5983,3.1238,284.6923,0,0,0
18/02/2013 00:00,0,0.3746,27.522,0,0,100,0,0,0.7187,25343540,214.5962,170.3918,2.4012,0,0.016,0.0009,606.2751,114.6949,54.3458,70.9964,1.5946,3.1225,285.3978,0,0,0
19/02/2013 00:00,0,0.3689,25.1411,0,0,100,0,0,1.8957,24993094,234.0948,166.9462,2.4012,0,0.0128,0.0009,599.5073,112.7963,53.8138,70.2281,1.5787,3.0855,282.1979,0,0,0
20/02/2013 00:00,0,0.3689,24.1139,0,0,100,0,0,1.6794,25070212,246.6568,166.8118,2.4012,0,0.0143,0.0009,598.9651,112.3384,53.6586,69.8121,1.5681,3.0645,283.0437,0,0,0
21/02/2013 00:00,0,0.3709,22.641,0,0,100,0,0,1.5608,25292976,249.73,167.769,2.4012,0,0.0123,0.0009,601.0353,113.399,53.7263,70.2221,1.5804,3.0952,282.5029,0,0,0
22/02/2013 00:00,0,0.3725,21.797,0,0,100,0,0,1.5178,25480476,256.6808,168.4306,2.4012,0,0.0115,0.0009,602.8698,113.8693,53.7963,70.344,1.5848,3.105,282.9135,0,0,0
23/02/2013 00:00,0,0.3742,22.92,0,0,100,0,0,1.5231,25678702,250.8778,169.1601,2.4012,0,0.0123,0.0009,604.8285,114.4072,53.8762,70.4974,1.5899,3.1166,283.2453,0,0,0
24/02/2013 00:00,0,0.3752,23.7579,0,0,100,0,0,1.4422,25833572,239.9154,169.6044,2.4012,0,0.0131,0.0009,605.709,114.7232,53.8569,70.5076,1.5915,3.1216,283.2081,0,0,0
25/02/2013 00:00,0,0.3774,23.1119,0,0,100,0,0,1.1309,26073972,243.1288,170.6136,2.4012,0,0.0132,0.0009,608.5649,115.1666,54.0145,70.5905,1.5946,3.1258,284.8543,0,0,0
26/02/2013 00:00,0,0.3791,22.7835,0,0,100,0,0,1.0665,26276372,249.961,171.3669,2.4012,0,0.0129,0.0009,610.5519,115.7284,54.0998,70.7541,1.6006,3.1382,285.1347,0,0,0
27/02/2013 00:00,0,0.3801,23.3286,0,0,100,0,0,1.1612,26432322,247.7585,171.8018,2.4012,0,0.0129,0.0009,611.4337,116.3914,54.0776,70.9836,1.6075,3.1585,284.3204,0,0,0
28/02/2013 00:00,0,0.381,22.461,0,0,100,0,0,1.1804,26572100,251.5498,172.1357,2.4012,0,0.0122,0.0009,612.0211,116.7855,54.0392,71.056,1.6113,3.1685,283.7476,0,0,0
01/03/2013 00:00,23.63,0.3823,21.7217,0,0,100,0,0,1.2576,26745244,256.7717,172.6898,2.4012,0,0.012,0.0009,613.3375,117.2691,54.0642,71.1781,1.6161,3.1798,283.6142,0,0,0
02/03/2013 00:00,23.77,0.3837,21.7248,0,0,100,0,0,1.2871,26931078,253.5422,173.3262,2.4012,0,0.0121,0.0009,614.946,117.7156,54.1186,71.2781,1.6204,3.1886,283.7741,0,0,0
03/03/2013 00:00,21.66,0.3846,23.8038,0,0,100,0,0,1.1934,27079680,241.9684,173.7231,2.4012,0,0.0131,0.0009,615.6586,117.9351,54.0912,71.2363,1.6213,3.1901,283.6627,0,0,0
04/03/2013 00:00,19.56,0.3856,24.5468,0,0,100,0,0,1.0608,27234414,230.0775,174.1579,2.4012,0,0.0141,0.0009,616.3824,118.1892,54.0492,71.2029,1.6213,3.1926,283.8548,0,0,0
05/03/2013 00:00,18.11,0.3866,22.202,0,0,100,0,0,1.1148,27385434,249.6647,174.564,2.4012,0,0.0125,0.0009,617.1375,118.7835,54.0275,71.3917,1.6284,3.2103,282.9542,0,0,0
06/03/2013 00:00,17.62,0.3882,20.6158,0,0,100,0,0,1.1591,27586870,260.1238,175.2886,2.4012,0,0.0115,0.0009,619.1273,119.2677,54.1202,71.5235,1.6337,3.22,283.396,0,0,0
07/03/2013 00:00,16.12,0.3895,20.8858,0,0,100,0,0,1.2378,27755776,261.7167,175.8134,2.4012,0,0.0118,0.0009,620.3919,119.6181,54.1529,71.5752,1.6375,3.2261,283.2416,0,0,0
08/03/2013 00:00,0,0.3891,21.6076,0,0,100,0,0,1.1534,27807990,254.0546,175.5994,2.4012,0,0.0118,0.0009,619.0193,119.372,53.9564,71.2678,1.6331,3.2144,282.1539,0,0,0
09/03/2013 00:00,0,0.3849,21.4361,0,0,100,0,0,0.9654,27592254,231.4818,173.6954,2.4012,0,0.0119,0.0009,611.6553,117.9317,53.2352,70.2447,1.612,3.1698,278.5978,0,0,0
10/03/2013 00:00,0,0.3844,22.829,0,0,100,0,0,0.8241,27642978,217.3977,173.4714,2.4012,0,0.0129,0.0009,610.1866,117.6638,53.025,69.9204,1.6065,3.1573,277.689,0,0,0
11/03/2013 00:00,16.99,0.3868,22.1914,0,0,100,0,0,1.0119,27891416,223.2351,174.4961,2.4012,0,0.0126,0.0009,613.1544,118.5835,53.1991,70.3102,1.6173,3.1827,278.0032,0,0,0
12/03/2013 00:00,0,0.3878,22.2857,0,0,100,0,0,0.8193,28047720,240.0535,174.9308,2.4012,0,0.0128,0.0009,613.9961,118.5847,53.1872,70.1455,1.6153,3.1747,278.6808,0,0,0
13/03/2013 00:00,4.09,0.3889,24.2777,0,0,100,0,0,0.8352,28196074,226.8837,175.3279,2.4012,0,0.0136,0.0009,614.7175,118.9726,53.1582,70.2168,1.6185,3.1842,278.107,0,0,0
14/03/2013 00:00,10.29,0.3897,25.0404,0,0,100,0,0,0.6532,28348362,214.2889,175.7343,2.4012,0,0.0143,0.0009,615.2742,119.0294,53.0998,70.0688,1.6156,3.1789,278.8161,0,0,0
15/03/2013 00:00,3.53,0.4004,23.4554,0,0,100,0,0,2.0303,28622140,223.6808,177.331,2.4012,0,0.0117,0.0009,622.8518,117.5166,53.5359,69.2541,1.5965,3.1149,283.047,0,0,0
16/03/2013 00:00,0,0.4006,22.3435,0,0,100,0,0,1.9124,28740444,246.7549,177.4053,2.4012,0,0.0126,0.0009,623.2767,117.7223,53.4888,69.2966,1.5979,3.121,282.5605,0,0,0
17/03/2013 00:00,0,0.402,21.6927,0,0,100,0,0,1.8398,28927334,252.2972,178.0107,2.4012,0,0.0124,0.0009,624.8143,118.1029,53.5347,69.37,1.6014,3.1279,282.8031,0,0,0
18/03/2013 00:00,20.88,0.4028,21.6354,0,0,100,0,0,1.6322,29077546,246.0007,178.3677,2.4012,0,0.0126,0.0009,625.6242,118.2808,53.5303,69.3409,1.6028,3.1288,282.7919,0,0,0
19/03/2013 00:00,20.09,0.4034,21.3349,0,0,100,0,0,1.4929,29215030,242.9697,178.6564,2.4012,0,0.0122,0.0009,626.1209,118.4996,53.4975,69.3283,1.6047,3.1321,282.4804,0,0,0
20/03/2013 00:00,0,0.4037,21.2593,0,0,100,0,0,1.3214,29331404,237.1746,178.801,2.4012,0,0.0121,0.0009,626.2011,118.6088,53.4376,69.262,1.6056,3.1323,282.0052,0,0,0
21/03/2013 00:00,5.95,0.4018,21.4975,0,0,100,0,0,1.3015,29304306,255.8943,177.9809,2.4012,0,0.0127,0.0009,623.4402,118.2193,53.1602,68.9668,1.6009,3.1223,280.0588,0,0,0
22/03/2013 00:00,10.59,0.3983,20.9529,0,0,100,0,0,1.6076,29226624,262.8376,176.5157,2.4012,0,0.0116,0.0009,620.3469,118.2156,52.9513,69.1207,1.6058,3.1378,277.3188,0,0,0
23/03/2013 00:00,3.87,0.3981,21.1441,0,0,100,0,0,1.7117,29322464,257.3361,176.4732,2.4012,0,0.012,0.0009,620.0928,118.3378,52.8792,69.1032,1.6073,3.141,276.5131,0,0,0
24/03/2013 00:00,13.23,0.3983,20.9295,0,0,100,0,0,1.6779,29428500,259.0019,176.5367,2.4012,0,0.0121,0.0009,619.9641,118.4907,52.807,69.0767,1.6088,3.1441,275.7551,0,0,0
25/03/2013 00:00,0,0.3986,19.9792,0,0,100,0,0,1.6878,29555384,266.2975,176.7,2.4012,0,0.0114,0.0009,620.3742,118.7447,52.7943,69.1307,1.6125,3.1507,275.2424,0,0,0
26/03/2013 00:00,0,0.3994,19.4987,0,0,100,0,0,1.6803,29708434,267.7344,177.0377,2.4012,0,0.0113,0.0009,621.3058,119.0093,52.8228,69.1807,1.6163,3.1557,275.0198,0,0,0
27/03/2013 00:00,0,0.3995,19.7309,0,0,100,0,0,1.7292,29821460,262.2781,177.1131,2.4012,0,0.0116,0.0009,621.4849,119.0501,52.7981,69.1201,1.6177,3.1543,274.5405,0,0,0
28/03/2013 00:00,0,0.399,19.3025,0,0,100,0,0,1.796,29885888,257.8664,176.8705,2.4012,0,0.0114,0.0009,620.7178,119.0456,52.7025,69.0533,1.6187,3.1546,273.4517,0,0,0
29/03/2013 00:00,0,0.3993,17.9427,0,0,100,0,0,1.584,29999968,259.2999,177.0048,2.4012,0,0.0108,0.0009,620.8396,119.1269,52.664,68.9868,1.6203,3.1539,272.8804,0,0,0
30/03/2013 00:00,0,0.3996,20.0999,0,0,100,0,0,1.3129,30109144,244.0909,177.1341,2.4012,0,0.0117,0.0009,620.7859,119.0352,52.6004,68.8027,1.6192,3.1457,272.4095,0,0,0
31/03/2013 00:00,0,0.4002,20.2295,0,0,100,0,0,1.1152,30239380,241.3954,177.372,2.4012,0,0.0119,0.0009,621.1719,119.0935,52.5756,68.7137,1.6199,3.143,272.1427,0,0,0
01/04/2013 00:00,0,0.3996,19.3956,0,0,100,0,0,1.1778,30295562,247.2014,177.0467,2.4012,0,0.0114,0.0009,620.3163,119.3972,52.4835,68.8518,1.6247,3.1577,270.4851,0,0,0
02/04/2013 00:00,0,0.3984,19.4189,0,0,100,0,0,0.9656,30121846,248.6416,174.9099,2.4012,0,0.0112,0.0009,617.2806,117.5244,52.4265,68.255,1.6144,3.1129,270.3442,0,0,0
03/04/2013 00:00,0,0.3993,18.0888,0,0,100,0,0,0.8509,30295804,272.6637,175.3465,2.4012,0,0.0111,0.0009,618.6246,117.765,52.4953,68.2941,1.6183,3.1157,270.5388,0,0,0
04/04/2013 00:00,6,0.3998,17.2428,0,0,100,0,0,0.9338,30447434,284.2862,175.6362,2.4012,0,0.0105,0.0009,619.5913,117.9711,52.5424,68.3278,1.6221,3.1186,270.4209,0,0,0
05/04/2013 00:00,0,0.4002,17.228,0,0,100,0,0,1.1702,30579002,285.4345,175.8434,2.4012,0,0.0105,0.0009,620.1209,118.104,52.5474,68.3084,1.6248,3.1195,269.9443,0,0,0
06/04/2013 00:00,0,0.401,17.4293,0,0,100,0,0,1.1384,30727552,280.0835,176.1865,2.4012,0,0.0108,0.0009,620.9251,118.2223,52.5667,68.2596,1.627,3.1181,269.6493,0,0,0
07/04/2013 00:00,5.46,0.4017,17.8527,0,0,100,0,0,0.9812,30866728,275.7983,176.4842,2.4012,0,0.011,0.0009,621.5237,118.2706,52.5668,68.1663,1.6284,3.1142,269.3347,0,0,0
08/04/2013 00:00,16.86,0.402,19.1155,0,0,100,0,0,0.8212,30981216,259.9117,176.6426,2.4012,0,0.0116,0.0009,621.567,118.198,52.5114,67.9965,1.6276,3.1068,268.8812,0,0,0
09/04/2013 00:00,16.57,0.4026,20.6449,0,0,100,0,0,0.7094,31114118,251.0502,176.9053,2.4012,0,0.0124,0.0009,621.8997,118.2284,52.471,67.8791,1.6272,3.1026,268.6435,0,0,0
10/04/2013 00:00,15.9,0.4007,19.0595,0,0,100,0,0,0.8528,31059346,270.0479,176.0803,2.4012,0,0.0116,0.0009,618.5739,118.1596,52.139,67.7283,1.6247,3.1059,265.765,0,0,0
11/04/2013 00:00,16.64,0.3993,17.7878,0,0,100,0,0,1.0985,31049294,284.8282,175.4039,2.4012,0,0.0107,0.0009,616.3895,117.8382,51.9339,67.4999,1.6216,3.0979,264.2211,0,0,0
12/04/2013 00:00,0,0.399,17.2248,0,0,100,0,0,1.467,31118448,287.6906,175.2165,2.4012,0,0.0107,0.0009,615.7482,117.7623,51.854,67.3946,1.622,3.0949,263.2394,0,0,0
13/04/2013 00:00,0,0.3994,16.8961,0,0,100,0,0,1.6177,31244002,288.7091,175.3887,2.4012,0,0.0106,0.0009,616.1495,117.892,51.8502,67.3827,1.6245,3.0964,262.7008,0,0,0
14/04/2013 00:00,0,0.4001,16.3824,0,0,100,0,0,1.6296,31380072,292.5852,175.629,2.4012,0,0.0106,0.0009,616.7625,118.0006,51.8642,67.3564,1.627,3.0964,262.3119,0,0,0
15/04/2013 00:00,0,0.4004,16.2455,0,0,100,0,0,1.8698,31481164,290.702,175.6159,2.4012,0,0.0104,0.0009,616.9048,117.8593,51.8617,67.2391,1.6279,3.0896,261.924,0,0,0
16/04/2013 00:00,13.97,0.4004,16.9236,0,0,100,0,0,1.6909,31560108,276.2401,175.5338,2.4012,0,0.0108,0.0009,616.4561,117.629,51.7913,67.0293,1.6265,3.0791,261.2354,0,0,0
17/04/2013 00:00,16.01,0.4009,18.1511,0,0,100,0,0,1.4092,31681410,264.2251,175.7319,2.4012,0,0.0113,0.0009,616.6501,117.5617,51.7538,66.8715,1.6261,3.0716,260.8596,0,0,0
18/04/2013 00:00,20.25,0.4011,17.4401,0,0,100,0,0,1.5075,31695542,270.002,175.1633,2.4012,0,0.0113,0.0009,615.5604,117.3466,51.6836,66.8155,1.6264,3.0711,259.7066,0,0,0
19/04/2013 00:00,31.81,0.4028,17.3738,0,0,100,0,0,1.1494,31771816,266.8618,175.0937,2.4012,0,0.011,0.0009,615.5917,116.8847,51.6759,66.5591,1.6239,3.055,259.5998,0,0,0
20/04/2013 00:00,14.47,0.4037,18.0258,0,0,100,0,0,0.9212,31850432,258.6888,175.0591,2.4012,0,0.0113,0.0009,615.281,116.5501,51.6115,66.3043,1.621,3.0414,259.1901,0,0,0
21/04/2013 00:00,0,0.4039,18.3068,0,0,100,0,0,0.8973,31971854,266.2887,175.2449,2.4012,0,0.0114,0.0009,615.3368,116.846,51.5535,66.3411,1.6236,3.0487,258.2989,0,0,0
22/04/2013 00:00,0,0.4009,18.2368,0,0,100,0,0,0.7819,31780784,259.9001,173.2467,2.4012,0,0.0111,0.0009,610.6979,115.9771,51.2474,66.0836,1.6181,3.0376,255.9256,0,0,0
23/04/2013 00:00,0,0.3926,18.5168,0,0,100,0,0,0.4991,31470708,249.8193,170.0901,2.4012,0,0.0117,0.0009,603.7327,115.0071,50.8208,65.9048,1.6136,3.0307,252.6988,0,0,0
24/04/2013 00:00,0,0.3886,17.5898,0,0,100,0,0,0.4075,31409538,249.6691,168.7695,2.4012,0,0.0116,0.0009,600.9608,114.6674,50.6367,65.8392,1.6134,3.029,251.1607,0,0,0
25/04/2013 00:00,0,0.3892,17.7055,0,0,100,0,0,0.3423,31540818,249.2129,169.0131,2.4012,0,0.0112,0.0009,601.3583,114.6292,50.6187,65.703,1.6133,3.0223,251.0575,0,0,0
26/04/2013 00:00,0,0.3895,18.2536,0,0,100,0,0,0.2803,31662696,246.967,169.1489,2.4012,0,0.012,0.0009,601.6138,114.5519,50.5968,65.567,1.613,3.0152,250.8995,0,0,0
27/04/2013 00:00,0,0.3898,18.0309,0,0,100,0,0,0.25,31785406,252.5357,169.3083,2.4012,0,0.0117,0.0009,601.8636,114.6382,50.5703,65.5202,1.6143,3.0149,250.4987,0,0,0
28/04/2013 00:00,0,0.3908,17.5709,0,0,100,0,0,0.2123,31954930,274.2386,169.7539,2.4012,0,0.0112,0.0009,602.968,114.7121,50.611,65.4493,1.6159,3.0109,250.6821,0,0,0
29/04/2013 00:00,0,0.379,17.3963,0,0,100,0,0,0.8188,31475716,267.1606,165.2995,2.4012,0,0.0103,0.0009,593.6616,113.8233,50.1297,65.6132,1.6179,3.0249,245.822,0,0,0
30/04/2013 00:00,27.19,0.3797,17.236,0,0,100,0,0,1.2952,31498568,271.0989,164.8612,2.4012,0,0.011,0.0009,593.0231,112.4871,50.1157,64.9597,1.6092,2.9796,246.3265,0,0,0
01/05/2013 00:00,11.99,0.3782,17.461,0,0,100,0,0,1.1329,31438430,261.3605,163.9803,2.4012,0,0.0113,0.0009,590.2513,111.6449,49.8815,64.4812,1.601,2.954,245.0649,0,0,0
02/05/2013 00:00,33.07,0.3654,16.6734,0,0,100,0,0,0.7896,30955096,276.4753,159.4835,2.4012,0,0.0111,0.0009,580.8413,111.7659,49.4466,65.2804,1.6153,3.0091,239.1039,0,0,0
03/05/2013 00:00,26.78,0.3652,14.691,0,0,100,0,0,0.8972,31079974,305.554,159.4739,2.4012,0,0.0117,0.0009,581.4631,111.7895,49.5154,65.3157,1.6195,3.0085,239.011,0,0,0
04/05/2013 00:00,27.89,0.3665,15.0112,0,0,100,0,0,0.8268,31246652,306.1969,159.9858,2.4012,0,0.0106,0.0009,582.501,111.711,49.5393,65.1142,1.6194,2.9967,239.1571,0,0,0
05/05/2013 00:00,29.09,0.3649,15.796,0,0,100,0,0,0.7036,31247854,290.1082,159.3544,2.4012,0,0.0109,0.0009,580.7869,111.5806,49.4075,65.0537,1.6197,2.9965,237.7489,0,0,0
