ISOTIME,Tauwitchere_m3_s,sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5,ss1,ret,oxy,rsi,amm,nit,frp,frp_ads,doc,poc,don,pon,dop,pop,grn,mag_ulva,mag_ulva_in,mag_ulva_ip
26/01/2013 00:00,13.830000,0.307900,22.289500,0.000000,0.000000,100.000000,0.000000,0.000000,2.497500,19678970.000000,253.414700,140.383700,2.505900,0.000000,0.011900,0.002300,548.519300,100.237800,54.148900,70.572900,1.602400,2.967200,263.033300,0.000000,0.000000,0.000000
27/01/2013 00:00,9.980000,0.308800,23.856800,0.000000,0.000000,100.000000,0.000000,0.000000,2.096500,19820524.000000,239.456000,140.771700,2.467400,0.000000,0.011800,0.001800,549.395500,100.474100,54.131900,70.510900,1.601800,2.967400,263.583500,0.000000,0.000000,0.000000
28/01/2013 00:00,12.500000,0.309100,25.179500,0.000000,0.000000,100.000000,0.000000,0.000000,1.793300,19894782.000000,223.296300,140.598000,2.462800,0.000000,0.013000,0.001600,548.436000,100.648300,53.907500,70.408900,1.599100,2.970100,262.468500,0.000000,0.000000,0.000000
29/01/2013 00:00,13.820000,0.311300,26.119900,0.000000,0.000000,100.000000,0.000000,0.000000,1.890800,20059250.000000,234.325800,141.062000,2.454400,0.000000,0.013500,0.001800,550.010600,101.123000,53.924300,70.530400,1.600800,2.979500,262.674800,0.000000,0.000000,0.000000
30/01/2013 00:00,10.690000,0.314200,27.604600,0.000000,0.000000,100.000000,0.000000,0.000000,1.795700,20352270.000000,231.456300,142.539600,2.438300,0.000000,0.014500,0.001800,554.565700,102.123600,54.224200,70.936600,1.608900,3.001600,265.535600,0.000000,0.000000,0.000000
31/01/2013 00:00,0.000000,0.315900,28.979800,0.000000,0.000000,100.000000,0.000000,0.000000,1.705800,20517932.000000,218.323400,143.056700,2.444100,0.000000,0.016100,0.001800,555.782300,102.660500,54.172500,71.062100,1.609100,3.014300,266.035200,0.000000,0.000000,0.000000
01/02/2013 00:00,0.000000,0.316700,29.532100,0.000000,0.000000,100.000000,0.000000,0.000000,1.532100,20597718.000000,208.025200,142.914000,2.438400,0.000000,0.016400,0.001700,554.943400,102.942500,53.925800,71.075000,1.606200,3.024100,265.209700,0.000000,0.000000,0.000000
02/02/2013 00:00,0.000000,0.317100,30.736000,0.000000,0.000000,100.000000,0.000000,0.000000,1.311500,20685810.000000,185.533600,142.862300,2.415100,0.000000,0.017900,0.001500,554.222700,103.156900,53.685400,71.024200,1.600900,3.030200,265.359600,0.000000,0.000000,0.000000
03/02/2013 00:00,0.000000,0.312000,27.158800,0.000000,0.000000,100.000000,0.000000,0.000000,1.136400,20395536.000000,232.560800,140.011300,2.513400,0.000000,0.016100,0.001200,547.111900,102.308600,53.071200,71.037500,1.600900,3.042600,258.358300,0.000000,0.000000,0.000000
04/02/2013 00:00,0.000000,0.308900,24.148700,0.000000,0.000000,100.000000,0.000000,0.000000,1.214000,20290766.000000,252.618400,138.568700,2.589500,0.000000,0.013100,0.001100,545.112300,101.769200,52.987800,71.232200,1.606700,3.052900,255.258700,0.000000,0.000000,0.000000
05/02/2013 00:00,0.000000,0.308600,22.874700,0.000000,0.000000,100.000000,0.000000,0.000000,4.390000,20349740.000000,253.778900,138.335700,2.597900,0.000000,0.011600,0.003800,545.351200,101.588300,52.991900,71.202800,1.606400,3.051000,254.988600,0.000000,0.000000,0.000000
06/02/2013 00:00,0.000000,0.311300,24.528800,0.000000,0.000000,100.000000,0.000000,0.000000,7.421400,20606440.000000,240.034800,139.571800,2.550700,0.000000,0.012400,0.006500,548.744100,102.022100,53.179800,71.178100,1.605100,3.049000,257.672900,0.000000,0.000000,0.000000
07/02/2013 00:00,0.000000,0.313000,27.007400,0.000000,0.000000,100.000000,0.000000,0.000000,7.112100,20807804.000000,229.329300,140.401100,2.526400,0.000000,0.013900,0.006700,551.222000,102.385400,53.295600,71.230900,1.604800,3.052900,259.620200,0.000000,0.000000,0.000000
08/02/2013 00:00,0.000000,0.314300,29.022600,0.000000,0.000000,100.000000,0.000000,0.000000,6.084900,20978932.000000,202.162100,140.985200,2.471700,0.000000,0.015700,0.006300,552.354400,102.721900,53.241800,71.178300,1.600800,3.055000,261.246000,0.000000,0.000000,0.000000
09/02/2013 00:00,0.000000,0.312100,27.837500,0.000000,0.000000,100.000000,0.000000,0.000000,2.712500,20938536.000000,205.479300,140.009100,2.490900,0.000000,0.016300,0.003000,549.420500,102.837600,52.882500,71.300200,1.602100,3.074300,259.053800,0.000000,0.000000,0.000000
10/02/2013 00:00,0.000000,0.314800,24.549700,0.000000,0.000000,100.000000,0.000000,0.000000,2.091400,21200786.000000,236.824200,141.163700,2.414200,0.000000,0.013100,0.002000,553.501500,103.659100,53.166700,71.684300,1.610100,3.093800,261.874800,0.000000,0.000000,0.000000
11/02/2013 00:00,0.000000,0.315400,23.811100,0.000000,0.000000,100.000000,0.000000,0.000000,1.599000,21327170.000000,235.981700,141.402400,2.386600,0.000000,0.012300,0.001400,554.033000,103.905100,53.127600,71.671900,1.611000,3.097200,262.048500,0.000000,0.000000,0.000000
12/02/2013 00:00,0.000000,0.315500,21.230300,0.000000,0.000000,100.000000,0.000000,0.000000,1.303000,21423898.000000,243.121900,141.446500,2.344400,0.000000,0.011200,0.001100,553.894400,103.913200,53.041100,71.510400,1.609200,3.092200,261.988600,0.000000,0.000000,0.000000
13/02/2013 00:00,0.000000,0.315600,21.100400,0.000000,0.000000,100.000000,0.000000,0.000000,1.031700,21511708.000000,251.112100,141.416400,2.323800,0.000000,0.011000,0.000900,553.854100,103.850100,52.992100,71.362600,1.608800,3.086100,261.527200,0.000000,0.000000,0.000000
14/02/2013 00:00,0.000000,0.316000,22.869800,0.000000,0.000000,100.000000,0.000000,0.000000,0.824300,21624202.000000,245.063700,141.560700,2.307800,0.000000,0.011900,0.000700,554.328600,103.848000,52.976000,71.232600,1.608400,3.080300,261.459100,0.000000,0.000000,0.000000
15/02/2013 00:00,0.000000,0.317300,24.699000,0.000000,0.000000,100.000000,0.000000,0.000000,0.743200,21802742.000000,234.948200,142.160200,2.301100,0.000000,0.013400,0.000700,556.025300,104.256400,53.032100,71.303700,1.610100,3.086800,262.343900,0.000000,0.000000,0.000000
16/02/2013 00:00,0.000000,0.320500,23.466900,0.000000,0.000000,100.000000,0.000000,0.000000,0.848100,22099006.000000,252.010300,143.617500,2.290000,0.000000,0.012700,0.000800,560.356800,104.970900,53.311200,71.485900,1.615500,3.096200,264.944200,0.000000,0.000000,0.000000
17/02/2013 00:00,0.000000,0.320500,24.363700,0.000000,0.000000,100.000000,0.000000,0.000000,0.793800,22178606.000000,244.726500,143.533000,2.333400,0.000000,0.012900,0.000700,559.649200,105.356100,53.146400,71.588500,1.619100,3.111500,263.300700,0.000000,0.000000,0.000000
18/02/2013 00:00,0.000000,0.320300,26.770700,0.000000,0.000000,100.000000,0.000000,0.000000,0.681600,22249160.000000,223.662800,143.387100,2.332100,0.000000,0.014600,0.000700,558.602500,105.467900,52.935800,71.486900,1.616200,3.114000,262.528200,0.000000,0.000000,0.000000
19/02/2013 00:00,0.000000,0.311500,25.833900,0.000000,0.000000,100.000000,0.000000,0.000000,0.650800,21743468.000000,238.975300,139.419400,2.307400,0.000000,0.014800,0.000700,543.848300,103.466500,51.473000,70.160800,1.584400,3.071300,254.243700,0.000000,0.000000,0.000000
20/02/2013 00:00,0.000000,0.309600,23.508500,0.000000,0.000000,100.000000,0.000000,0.000000,0.983400,21718834.000000,252.209500,138.623600,2.307500,0.000000,0.013200,0.001000,541.319800,103.293700,51.196200,70.057400,1.583000,3.074200,252.228600,0.000000,0.000000,0.000000
21/02/2013 00:00,0.000000,0.310500,21.290800,0.000000,0.000000,100.000000,0.000000,0.000000,0.709500,21891848.000000,263.394800,139.043400,2.357600,0.000000,0.011700,0.000600,544.206100,104.083500,51.466700,70.689200,1.599800,3.108500,252.356000,0.000000,0.000000,0.000000
22/02/2013 00:00,0.000000,0.309100,21.031200,0.000000,0.000000,100.000000,0.000000,0.000000,0.744000,21897116.000000,266.437000,138.329100,2.427100,0.000000,0.011500,0.000700,543.822800,104.154400,51.471500,71.011800,1.608500,3.128400,250.736400,0.000000,0.000000,0.000000
23/02/2013 00:00,0.000000,0.306900,22.166400,0.000000,0.000000,100.000000,0.000000,0.000000,1.294000,21869460.000000,260.810100,137.427100,2.472200,0.000000,0.011900,0.001200,542.362100,103.990200,51.368900,71.140100,1.612000,3.139100,249.077900,0.000000,0.000000,0.000000
24/02/2013 00:00,0.000000,0.307700,22.772500,0.000000,0.000000,100.000000,0.000000,0.000000,2.678700,22018510.000000,251.999800,137.803000,2.451300,0.000000,0.012200,0.002400,543.688300,104.173400,51.429700,71.142100,1.613300,3.139700,249.683900,0.000000,0.000000,0.000000
25/02/2013 00:00,0.000000,0.309300,22.158100,0.000000,0.000000,100.000000,0.000000,0.000000,3.291100,22215750.000000,252.043400,138.517800,2.413400,0.000000,0.012000,0.003000,545.984600,104.447700,51.565400,71.143700,1.614800,3.138800,251.098100,0.000000,0.000000,0.000000
26/02/2013 00:00,0.000000,0.310700,21.996200,0.000000,0.000000,100.000000,0.000000,0.000000,2.584700,22404194.000000,259.430500,139.146100,2.392600,0.000000,0.012000,0.002300,548.214200,104.834200,51.707600,71.263700,1.619000,3.145200,252.192700,0.000000,0.000000,0.000000
27/02/2013 00:00,0.000000,0.311700,22.142200,0.000000,0.000000,100.000000,0.000000,0.000000,1.508800,22560612.000000,260.515900,139.546800,2.405600,0.000000,0.012100,0.001400,549.567700,105.404300,51.764500,71.508400,1.625600,3.163000,252.186500,0.000000,0.000000,0.000000
28/02/2013 00:00,13.220000,0.312300,21.759200,0.000000,0.000000,100.000000,0.000000,0.000000,1.084200,22680470.000000,262.248000,139.714300,2.428200,0.000000,0.012200,0.001000,549.972700,105.882600,51.726300,71.683200,1.630900,3.178900,251.300000,0.000000,0.000000,0.000000
01/03/2013 00:00,15.720000,0.315800,20.577700,0.000000,0.000000,100.000000,0.000000,0.000000,2.520900,23004160.000000,269.056800,141.225200,2.386700,0.000000,0.011600,0.002200,555.522900,106.360600,52.177000,71.850700,1.637800,3.179100,254.585100,0.000000,0.000000,0.000000
02/03/2013 00:00,16.500000,0.316200,19.981600,0.000000,0.000000,100.000000,0.000000,0.000000,4.200600,23110560.000000,271.884900,141.314100,2.407100,0.000000,0.011000,0.003600,556.408600,106.428800,52.224500,71.874200,1.640300,3.181400,254.370300,0.000000,0.000000,0.000000
03/03/2013 00:00,15.120000,0.316400,21.943300,0.000000,0.000000,100.000000,0.000000,0.000000,4.174400,23207556.000000,262.837600,141.353200,2.400600,0.000000,0.011600,0.003600,556.397800,106.512100,52.161900,71.800300,1.640400,3.181000,253.858100,0.000000,0.000000,0.000000
04/03/2013 00:00,14.570000,0.316800,23.939600,0.000000,0.000000,100.000000,0.000000,0.000000,3.715400,23326928.000000,239.625700,141.551400,2.370400,0.000000,0.012700,0.003400,556.500700,106.600000,52.077200,71.657000,1.638000,3.177100,253.948300,0.000000,0.000000,0.000000
05/03/2013 00:00,13.890000,0.318600,22.538400,0.000000,0.000000,100.000000,0.000000,0.000000,3.301800,23547074.000000,249.975200,142.364500,2.311600,0.000000,0.012500,0.003000,558.911300,107.060600,52.201700,71.746600,1.640500,3.182200,255.650000,0.000000,0.000000,0.000000
06/03/2013 00:00,13.180000,0.318400,19.867500,0.000000,0.000000,100.000000,0.000000,0.000000,2.195100,23615424.000000,270.914200,142.185600,2.357100,0.000000,0.011300,0.001900,557.994700,107.641200,52.058500,72.003900,1.648900,3.207000,253.263300,0.000000,0.000000,0.000000
07/03/2013 00:00,12.480000,0.318400,19.699700,0.000000,0.000000,100.000000,0.000000,0.000000,2.125300,23704452.000000,275.957100,142.151500,2.370800,0.000000,0.011200,0.001900,557.765300,107.875900,51.988200,72.046000,1.652700,3.214300,251.995700,0.000000,0.000000,0.000000
08/03/2013 00:00,12.210000,0.318400,20.596900,0.000000,0.000000,100.000000,0.000000,0.000000,2.928900,23785670.000000,267.313200,142.131700,2.335300,0.000000,0.011000,0.002500,557.171300,107.626600,51.866100,71.706700,1.647900,3.198000,251.625000,0.000000,0.000000,0.000000
09/03/2013 00:00,11.970000,0.315300,20.542900,0.000000,0.000000,100.000000,0.000000,0.000000,2.456300,23644180.000000,249.663400,140.773800,2.266700,0.000000,0.011000,0.002100,551.284700,106.394300,51.248500,70.705100,1.627400,3.152700,249.062700,0.000000,0.000000,0.000000
10/03/2013 00:00,12.990000,0.314600,22.130200,0.000000,0.000000,100.000000,0.000000,0.000000,2.070400,23673794.000000,230.150700,140.437000,2.226700,0.000000,0.012100,0.001900,549.390100,105.951900,50.997800,70.228400,1.618500,3.131200,248.294200,0.000000,0.000000,0.000000
11/03/2013 00:00,13.700000,0.315500,21.726700,0.000000,0.000000,100.000000,0.000000,0.000000,2.279000,23824760.000000,233.390800,140.842600,2.175500,0.000000,0.011900,0.002100,550.342800,105.916800,51.003800,70.017400,1.615400,3.119900,249.308800,0.000000,0.000000,0.000000
12/03/2013 00:00,3.750000,0.317300,21.788000,0.000000,0.000000,100.000000,0.000000,0.000000,2.400300,24032330.000000,250.869100,141.604000,2.149500,0.000000,0.012000,0.002200,552.645100,106.128800,51.134800,69.970700,1.616500,3.116100,250.680500,0.000000,0.000000,0.000000
13/03/2013 00:00,8.310000,0.318000,23.415800,0.000000,0.000000,100.000000,0.000000,0.000000,2.010800,24172004.000000,246.329300,141.903100,2.177400,0.000000,0.012600,0.001900,553.438100,106.585100,51.132900,70.131300,1.621300,3.130100,250.200200,0.000000,0.000000,0.000000
14/03/2013 00:00,11.030000,0.318600,24.626300,0.000000,0.000000,100.000000,0.000000,0.000000,1.666700,24297288.000000,225.352400,142.123100,2.158100,0.000000,0.013400,0.001600,553.635300,106.728800,51.055500,70.038700,1.619400,3.129100,250.417900,0.000000,0.000000,0.000000
15/03/2013 00:00,2.710000,0.316500,23.651700,0.000000,0.000000,100.000000,0.000000,0.000000,0.890600,24214868.000000,231.014200,140.948800,2.265700,0.000000,0.013600,0.000900,550.084300,107.624900,50.690400,70.699700,1.631800,3.186100,245.445600,0.000000,0.000000,0.000000
16/03/2013 00:00,11.770000,0.319300,21.376000,0.000000,0.000000,100.000000,0.000000,0.000000,1.224300,24521386.000000,263.715000,142.257400,2.152500,0.000000,0.012100,0.001100,554.353800,107.850000,50.994100,70.622200,1.631400,3.173700,249.267800,0.000000,0.000000,0.000000
17/03/2013 00:00,14.110000,0.321900,20.255400,0.000000,0.000000,100.000000,0.000000,0.000000,2.161200,24801210.000000,268.785300,143.451800,2.096100,0.000000,0.011500,0.001900,557.897900,107.901100,51.231900,70.388200,1.629800,3.154200,252.110200,0.000000,0.000000,0.000000
18/03/2013 00:00,15.170000,0.322900,20.062100,0.000000,0.000000,100.000000,0.000000,0.000000,2.027200,24958778.000000,263.110400,143.895500,2.103600,0.000000,0.011500,0.001800,558.978300,108.137300,51.258600,70.359900,1.632200,3.154700,252.155800,0.000000,0.000000,0.000000
19/03/2013 00:00,15.430000,0.323400,20.405000,0.000000,0.000000,100.000000,0.000000,0.000000,1.576700,25081420.000000,253.462000,144.092100,2.092500,0.000000,0.011600,0.001400,559.388800,108.251700,51.234700,70.294600,1.633000,3.153400,251.991500,0.000000,0.000000,0.000000
20/03/2013 00:00,0.000000,0.324200,20.401400,0.000000,0.000000,100.000000,0.000000,0.000000,1.290300,25233982.000000,249.628700,144.464500,2.064100,0.000000,0.011600,0.001200,560.344900,108.311400,51.257100,70.168000,1.632700,3.146700,252.544100,0.000000,0.000000,0.000000
21/03/2013 00:00,8.780000,0.319200,21.045400,0.000000,0.000000,100.000000,0.000000,0.000000,0.726000,24901438.000000,261.467300,141.868600,2.185400,0.000000,0.012400,0.000700,552.381800,108.071000,50.537500,70.272400,1.633400,3.175600,244.977500,0.000000,0.000000,0.000000
22/03/2013 00:00,10.610000,0.319100,21.012900,0.000000,0.000000,100.000000,0.000000,0.000000,0.618900,24975330.000000,266.091500,141.738100,2.162900,0.000000,0.011900,0.000600,552.140300,107.990400,50.473500,70.179000,1.633100,3.172300,244.504500,0.000000,0.000000,0.000000
23/03/2013 00:00,8.880000,0.317500,21.201100,0.000000,0.000000,100.000000,0.000000,0.000000,0.830700,24922550.000000,259.675700,140.829600,2.181300,0.000000,0.012100,0.000800,549.873200,107.773900,50.253200,70.151000,1.632200,3.177200,242.344100,0.000000,0.000000,0.000000
24/03/2013 00:00,11.480000,0.315400,20.902300,0.000000,0.000000,100.000000,0.000000,0.000000,3.048900,24825830.000000,260.633000,139.704300,2.207000,0.000000,0.011900,0.002800,547.628400,107.119500,50.066700,69.988100,1.627800,3.171300,240.521000,0.000000,0.000000,0.000000
25/03/2013 00:00,14.390000,0.316600,20.050400,0.000000,0.000000,100.000000,0.000000,0.000000,2.723500,24993484.000000,267.540100,140.203500,2.178200,0.000000,0.011500,0.002500,549.290200,107.150900,50.160100,69.896600,1.628200,3.165100,241.511800,0.000000,0.000000,0.000000
26/03/2013 00:00,11.300000,0.315100,19.347000,0.000000,0.000000,100.000000,0.000000,0.000000,1.572200,24947752.000000,269.829400,139.353300,2.197200,0.000000,0.011200,0.001400,547.648300,107.056800,50.020300,70.019300,1.630800,3.177000,239.526300,0.000000,0.000000,0.000000
27/03/2013 00:00,3.390000,0.314800,19.594600,0.000000,0.000000,100.000000,0.000000,0.000000,1.120600,25005060.000000,263.950400,139.141100,2.192600,0.000000,0.011500,0.001000,547.113800,107.084900,49.938200,70.003300,1.632000,3.179500,238.560200,0.000000,0.000000,0.000000
28/03/2013 00:00,11.080000,0.315600,19.263900,0.000000,0.000000,100.000000,0.000000,0.000000,1.021000,25152738.000000,257.400400,139.500500,2.159700,0.000000,0.011300,0.000900,547.802200,107.129400,49.934000,69.843100,1.631300,3.171300,238.870600,0.000000,0.000000,0.000000
29/03/2013 00:00,12.060000,0.316700,17.773400,0.000000,0.000000,100.000000,0.000000,0.000000,0.970900,25326100.000000,259.338900,140.025500,2.122200,0.000000,0.010700,0.000800,548.938100,107.178400,49.969500,69.657500,1.630900,3.160700,239.505200,0.000000,0.000000,0.000000
30/03/2013 00:00,9.800000,0.317200,19.490300,0.000000,0.000000,100.000000,0.000000,0.000000,0.849800,25457320.000000,253.450700,140.291700,2.105300,0.000000,0.011400,0.000800,549.341600,107.153100,49.946300,69.465800,1.629800,3.151000,239.521800,0.000000,0.000000,0.000000
31/03/2013 00:00,3.190000,0.317800,20.305500,0.000000,0.000000,100.000000,0.000000,0.000000,0.703100,25588958.000000,242.611100,140.538700,2.079800,0.000000,0.011800,0.000700,549.800000,107.132100,49.925800,69.292600,1.628400,3.142100,239.749300,0.000000,0.000000,0.000000
01/04/2013 00:00,3.310000,0.318800,20.181100,0.000000,0.000000,100.000000,0.000000,0.000000,0.540300,25756652.000000,242.540600,140.973000,2.038200,0.000000,0.012100,0.000500,551.063600,107.113400,49.979800,69.130100,1.627500,3.131000,240.688400,0.000000,0.000000,0.000000
02/04/2013 00:00,3.730000,0.317100,20.513200,0.000000,0.000000,100.000000,0.000000,0.000000,0.409500,25685768.000000,239.167700,140.067100,2.089900,0.000000,0.012400,0.000400,547.889500,107.473700,49.645600,69.381900,1.630800,3.160100,237.285400,0.000000,0.000000,0.000000
03/04/2013 00:00,8.520000,0.320100,18.334500,0.000000,0.000000,100.000000,0.000000,0.000000,0.352600,26022790.000000,277.088900,141.504200,2.031400,0.000000,0.011400,0.000300,552.291000,107.699400,49.965700,69.259300,1.633600,3.145200,240.238500,0.000000,0.000000,0.000000
04/04/2013 00:00,21.930000,0.318200,17.599900,0.000000,0.000000,100.000000,0.000000,0.000000,0.366200,25918004.000000,283.457700,140.414300,2.143900,0.000000,0.011100,0.000300,548.699800,108.367100,49.620700,69.767200,1.643200,3.192300,235.225600,0.000000,0.000000,0.000000
05/04/2013 00:00,8.630000,0.317800,17.665100,0.000000,0.000000,100.000000,0.000000,0.000000,1.597500,25936850.000000,282.548200,140.176800,2.162100,0.000000,0.010800,0.001400,548.109100,108.153900,49.549300,69.696200,1.643400,3.190300,233.965500,0.000000,0.000000,0.000000
06/04/2013 00:00,8.130000,0.317600,17.884600,0.000000,0.000000,100.000000,0.000000,0.000000,1.597500,25973930.000000,273.206400,140.107700,2.150700,0.000000,0.011000,0.001400,548.182800,107.678800,49.545700,69.486600,1.640900,3.176800,233.824300,0.000000,0.000000,0.000000
