TIME,Goolwa_Flow_m3_s,Mundoo_Flow_m3_s,BoundaryCk_Flow_m3_s,EweIsland_Flow_m3_s,Tauwitchere_Flow_m3_s,Mundoo_Boundary_Flow_m3_s,Goolwa_sal,LakeAlex_sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5
07/03/1990 00:00,89.9537037,0,0,0,0,0,0.516457305,0.328191016,20.08,0,0,100,0,0
08/03/1990 00:00,91.64351852,0,0,0,0,0,0.446909375,0.324886719,20.08,0,0,100,0,0
09/03/1990 00:00,0,0,0,0,0,0,0.387615262,0.3245,20.08,0,0,100,0,0
10/03/1990 00:00,0,0,0,0,0,0,0.385589286,0.3245,20.08,0,0,100,0,0
11/03/1990 00:00,0,0,0,0,0,0,0.389046429,0.325574219,20.08,0,0,100,0,0
12/03/1990 00:00,0,0,0,0,0,0,0.392503571,0.328539063,20.08,0,0,100,0,0
13/03/1990 00:00,0,0,0,0,0,0,0.395960714,0.324886719,20.08,0,0,100,0,0
14/03/1990 00:00,0,0,0,0,0,0,0.399417857,0.325574219,20.08,0,0,100,0,0
15/03/1990 00:00,0,0,0,0,0,0,0.402875,0.3306875,20.08,0,0,100,0,0
16/03/1990 00:00,0,0,0,0,0,0,0.405871763,0.332964844,20.08,0,0,100,0,0
17/03/1990 00:00,0,0,0,0,0,0,0.4071375,0.328496094,20.08,0,0,100,0,0
18/03/1990 00:00,0,0,0,0,0,0,0.4082375,0.340914063,20.08,0,0,100,0,0
19/03/1990 00:00,0,0,0,0,0,0,0.410143164,0.345039063,20.08,0,0,100,0,0
20/03/1990 00:00,0,0,0,0,0,0,0.415078125,0.337089844,20.08,0,0,100,0,0
21/03/1990 00:00,0,0,0,0,0,0,0.415576563,0.32484375,20.08,0,0,100,0,0
22/03/1990 00:00,0,0,0,0,0,0,0.398303125,0.337304688,20.08,0,0,100,0,0
23/03/1990 00:00,0,0,0,0,0,0,0.389157227,0.332707031,20.08,0,0,100,0,0
24/03/1990 00:00,0,0,0,0,0,0,0.41696875,0.339848438,20.08,0,0,100,0,0
25/03/1990 00:00,0,0,0,0,0,0,0.44831875,0.342001172,20.08,0,0,100,0,0
26/03/1990 00:00,0,0,0,0,0,0,0.47966875,0.338598047,20.08,0,0,100,0,0
27/03/1990 00:00,0,0,0,0,0,0,0.51101875,0.338787109,20.08,0,0,100,0,0
28/03/1990 00:00,0,0,0,0,0,0,0.526470313,0.339732422,20.08,0,0,100,0,0
29/03/1990 00:00,0,0,0,0,0,0,0.48214375,0.338035156,20.08,0,0,100,0,0
30/03/1990 00:00,0,0,0,0,0,0,0.441797526,0.345726563,20.08,0,0,100,0,0
31/03/1990 00:00,0,0,0,0,0,0,0.4379375,0.3465,20.08,0,0,100,0,0
01/04/1990 00:00,0,0,0,0,0,0,0.437570833,0.345425781,17.41,0,0,100,0,0
02/04/1990 00:00,0,0,0,0,0,0,0.437275781,0.342460938,17.41,0,0,100,0,0
03/04/1990 00:00,0,0,0,0,0,0,0.43725,0.344394531,17.41,0,0,100,0,0
04/04/1990 00:00,0,0,0,0,0,0,0.438753906,0.3400375,17.41,0,0,100,0,0
05/04/1990 00:00,0,0,0,0,0,0,0.4459125,0.34588125,17.41,0,0,100,0,0
06/04/1990 00:00,0,0,0,0,0,0,0.453147005,0.3465,17.41,0,0,100,0,0
07/04/1990 00:00,0,0,0,0,0,0,0.45863125,0.347574219,17.41,0,0,100,0,0
08/04/1990 00:00,0,0,0,0,0,0,0.463947917,0.353761719,17.41,0,0,100,0,0
09/04/1990 00:00,0,0,0,0,0,0,0.46870957,0.361152344,17.41,0,0,100,0,0
10/04/1990 00:00,0,0,0,0,0,0,0.471384375,0.355738281,17.41,0,0,100,0,0
11/04/1990 00:00,0,0,0,0,0,0,0.473728934,0.347273438,17.41,0,0,100,0,0
12/04/1990 00:00,0,0,0,0,0,0,0.475583036,0.347037109,17.41,0,0,100,0,0
13/04/1990 00:00,0,0,0,0,0,0,0.477390179,0.348841797,17.41,0,0,100,0,0
14/04/1990 00:00,0,0,0,0,0,0,0.479197321,0.347905078,17.41,0,0,100,0,0
15/04/1990 00:00,0,0,0,0,0,0,0.481004464,0.348119922,17.41,0,0,100,0,0
16/04/1990 00:00,0,0,0,0,0,0,0.482811607,0.354088281,17.41,0,0,100,0,0
17/04/1990 00:00,0,0,0,0,0,0,0.48461875,0.357534375,17.41,0,0,100,0,0
18/04/1990 00:00,0,0,0,0,0,0,0.484945006,0.361461719,17.41,0,0,100,0,0
19/04/1990 00:00,0,0,0,0,0,0,0.479703125,0.359175781,17.41,0,0,100,0,0
20/04/1990 00:00,0,0,0,0,0,0,0.481250716,0.362776563,17.41,0,0,100,0,0
21/04/1990 00:00,0,0,0,0,0,0,0.51033125,0.359579688,17.41,0,0,100,0,0
22/04/1990 00:00,0,0,0,0,0,0,0.542047917,0.357654688,17.41,0,0,100,0,0
23/04/1990 00:00,0,0,0,0,0,0,0.568268164,0.3575,17.41,0,0,100,0,0
24/04/1990 00:00,0,0,0,0,0,0,0.573821875,0.356962891,17.41,0,0,100,0,0
25/04/1990 00:00,0,0,0,0,0,0,0.577396875,0.356662109,17.41,0,0,100,0,0
26/04/1990 00:00,0,0,0,0,0,0,0.580971875,0.35949375,17.41,0,0,100,0,0
27/04/1990 00:00,0,0,0,0,0,0,0.590580404,0.347294922,17.41,0,0,100,0,0
28/04/1990 00:00,0,0,0,0,0,0,0.622875,0.347535547,17.41,0,0,100,0,0
29/04/1990 00:00,8.136574074,8.030555556,0.163888889,0,108.0439815,8.194444444,0.657341667,0.351613281,17.41,0,0,100,0,0
30/04/1990 00:00,39.76851852,39.44953704,0.805092593,0,529.4212963,40.25462963,0.671971094,0.353074219,17.41,0,0,100,0,0
01/05/1990 00:00,38.4375,38.08842593,0.777314815,0,510.5902778,38.86574074,0.6120125,0.356039063,14.32,0,0,100,0,0
02/05/1990 00:00,38.05555556,37.74814815,0.77037037,0,508.0555556,38.51851852,0.558286523,0.353460938,14.32,0,0,100,0,0
03/05/1990 00:00,38.36805556,38.26990741,0.781018519,0,512.6851852,39.05092593,0.554846875,0.356039063,14.32,0,0,100,0,0
04/05/1990 00:00,0,0,0,0,252.8240741,0,0.550295768,0.3513125,14.32,0,0,100,0,0
05/05/1990 00:00,0,0,0,0,257.6851852,0,0.5234625,0.349035156,14.32,0,0,100,0,0
06/05/1990 00:00,0,0,0,0,288.2407407,0,0.494495833,0.356726563,14.32,0,0,100,0,0
07/05/1990 00:00,0,0,0,0,301.5972222,0,0.479673047,0.3575,14.32,0,0,100,0,0
08/05/1990 00:00,0,0,0,0,100.3240741,0,0.51803125,0.3575,14.32,0,0,100,0,0
09/05/1990 00:00,0,0,0,0,97.29166667,0,0.554337695,0.360722656,14.32,0,0,100,0,0
10/05/1990 00:00,0,0,0,0,100.8449074,0,0.563784375,0.370691406,14.32,0,0,100,0,0
11/05/1990 00:00,0,0,0,0,102.8587963,0,0.572503451,0.363773438,14.32,0,0,100,0,0
12/05/1990 00:00,0,0,0,0,100.2083333,0,0.58815625,0.363,14.32,0,0,100,0,0
13/05/1990 00:00,0,0,0,0,97.32638889,0,0.604472917,0.364074219,14.32,0,0,100,0,0
14/05/1990 00:00,0,0,0,0,96.50462963,0,0.617602734,0.368113281,14.32,0,0,100,0,0
15/05/1990 00:00,42.16435185,41.44583333,0.845833333,0,93.49537037,42.29166667,0.61875,0.369574219,14.32,0,0,100,0,0
16/05/1990 00:00,40.40509259,39.86921296,0.813657407,0,89.45601852,40.68287037,0.59640625,0.371464844,14.32,0,0,100,0,0
17/05/1990 00:00,41.81712963,41.1849537,0.840509259,0,92.71990741,42.02546296,0.49005,0.364847656,14.32,0,0,100,0,0
18/05/1990 00:00,42.98611111,42.33055556,0.863888889,0,95.23148148,43.19444444,0.40693125,0.368328125,14.32,0,0,100,0,0
19/05/1990 00:00,43.50694444,42.70486111,0.871527778,0,96.26157407,43.57638889,0.44143,0.369844922,14.32,0,0,100,0,0
20/05/1990 00:00,44.07407407,43.14722222,0.880555556,0,97.38425926,44.02777778,0.48719,0.370596875,14.32,0,0,100,0,0
21/05/1990 00:00,43.66898148,42.81828704,0.873842593,0,96.23842593,43.69212963,0.53295,0.368693359,14.32,0,0,100,0,0
22/05/1990 00:00,42.10648148,41.28703704,0.842592593,0,92.83564815,42.12962963,0.57871,0.370648438,14.32,0,0,100,0,0
23/05/1990 00:00,44.08564815,43.3287037,0.884259259,0,97.8125,44.21296296,0.595713164,0.374966797,14.32,0,0,100,0,0
24/05/1990 00:00,44.75694444,44.07731481,0.899537037,0,99.34027778,44.97685185,0.504590625,0.35784375,14.32,0,0,100,0,0
25/05/1990 00:00,44.83796296,44.12268519,0.900462963,0,99.40972222,45.02314815,0.423185612,0.354169922,14.32,0,0,100,0,0
26/05/1990 00:00,44.93055556,44.16805556,0.901388889,0,99.86111111,45.06944444,0.41724375,0.397246094,14.32,0,0,100,0,0
27/05/1990 00:00,44.90740741,44.11134259,0.900231481,0,99.56018519,45.01157407,0.418527083,0.405796875,14.32,0,0,100,0,0
28/05/1990 00:00,43.80787037,43.0224537,0.878009259,0,97.08333333,43.90046296,0.418431836,0.41765625,14.32,0,0,100,0,0
29/05/1990 00:00,42.33796296,41.60462963,0.849074074,0,93.75,42.4537037,0.413153125,0.404121094,14.32,0,0,100,0,0
30/05/1990 00:00,39.18981481,38.67824074,0.789351852,0,86.94444444,39.46759259,0.412158398,0.403390625,14.32,0,0,100,0,0
31/05/1990 00:00,50.64814815,50.0775463,1.021990741,0,112.7083333,51.09953704,0.4291375,0.392734375,14.32,0,0,100,0,0
01/06/1990 00:00,49.29398148,48.52361111,0.990277778,0,109.212963,49.51388889,0.441786068,0.395613281,11.91,0,0,100,0,0
02/06/1990 00:00,51.55092593,50.57662037,1.032175926,0,114.1782407,51.6087963,0.43168125,0.394925781,11.91,0,0,100,0,0
03/06/1990 00:00,53.53009259,52.32337963,1.067824074,0,118.2291667,53.3912037,0.419397917,0.3898125,11.91,0,0,100,0,0
04/06/1990 00:00,57.71990741,56.40671296,1.151157407,0,127.349537,57.55787037,0.412521484,0.3843125,11.91,0,0,100,0,0
05/06/1990 00:00,58.14814815,56.98518519,1.162962963,0,128.7847222,58.14814815,0.425975,0.379886719,11.91,0,0,100,0,0
06/06/1990 00:00,61.97916667,60.69421296,1.238657407,0,136.875,61.93287037,0.441375,0.381648438,11.91,0,0,100,0,0
07/06/1990 00:00,61.49305556,60.35393519,1.231712963,0,136.2847222,61.58564815,0.456775,0.387578125,11.91,0,0,100,0,0
08/06/1990 00:00,58.47222222,57.59768519,1.175462963,0,129.6643519,58.77314815,0.467985547,0.381347656,11.91,0,0,100,0,0
09/06/1990 00:00,58.25231481,57.20069444,1.167361111,0,128.7731481,58.36805556,0.46344375,0.384613281,11.91,0,0,100,0,0
10/06/1990 00:00,58.99305556,57.7337963,1.178240741,0,130.4166667,58.91203704,0.45739375,0.386074219,11.91,0,0,100,0,0
11/06/1990 00:00,58.71527778,57.71111111,1.177777778,0,129.8148148,58.88888889,0.45075293,0.390113281,11.91,0,0,100,0,0
12/06/1990 00:00,58.40277778,57.35949074,1.170601852,0,129.0509259,58.53009259,0.441890625,0.389425781,11.91,0,0,100,0,0
13/06/1990 00:00,58.36805556,57.20069444,1.167361111,0,128.7847222,58.36805556,0.435501172,0.385386719,11.91,0,0,100,0,0
14/06/1990 00:00,57.56944444,56.35,1.15,0,127.2916667,57.5,0.439209375,0.386074219,11.91,0,0,100,0,0
15/06/1990 00:00,50.25462963,49.23819444,1.004861111,0,110.5092593,50.24305556,0.445549414,0.389039063,11.91,0,0,100,0,0
16/06/1990 00:00,46.06481481,45.27962963,0.924074074,0,102.4768519,46.2037037,0.45815,0.386460938,11.91,0,0,100,0,0
17/06/1990 00:00,54.72222222,53.55972222,1.093055556,0,121.25,54.65277778,0.47135,0.389039063,11.91,0,0,100,0,0
18/06/1990 00:00,51.01851852,129.9520833,2.652083333,0,113.1481481,132.6041667,0.475043164,0.385386719,11.91,0,0,100,0,0
19/06/1990 00:00,50.08101852,127.7175926,2.606481481,0,111.2152778,130.3240741,0.442990625,0.382851563,11.91,0,0,100,0,0
20/06/1990 00:00,50.92592593,130.0655093,2.654398148,0,113.2638889,132.7199074,0.411490234,0.375847656,11.91,0,0,100,0,0
21/06/1990 00:00,50.21990741,127.9217593,2.610648148,0,111.4351852,130.5324074,0.394934375,0.3801875,11.91,0,0,100,0,0
22/06/1990 00:00,46.67824074,119.2333333,2.433333333,0,103.8078704,121.6666667,0.38602194,0.384076172,11.91,0,0,100,0,0
23/06/1990 00:00,42.98611111,110.2046296,2.249074074,0,95.23148148,112.4537037,0.40046875,0.38190625,11.91,0,0,100,0,0
24/06/1990 00:00,46.16898148,118.6094907,2.420601852,0,102.7430556,121.0300926,0.417152083,0.37915625,11.91,0,0,100,0,0
25/06/1990 00:00,0,0,0,0,338.7615741,0,0.430576953,0.37640625,11.91,0,0,100,0,0
26/06/1990 00:00,0,0,0,0,276.8402778,0,0.43175,0.375267578,11.91,0,0,100,0,0
27/06/1990 00:00,38.98148148,37.98634259,0.775231481,85.87962963,214.6990741,38.76157407,0.43062207,0.379113281,11.91,0,0,100,0,0
28/06/1990 00:00,38.7962963,37.86157407,0.772685185,85.64814815,214.1087963,38.63425926,0.425253125,0.378425781,11.91,0,0,100,0,0
29/06/1990 00:00,28.11342593,0,0,63.03240741,220.625,0,0.421716081,0.374451172,11.91,0,0,100,0,0
30/06/1990 00:00,0,0,0,0,0,0,0.42659375,0.37437125,11.91,0,0,100,0,0
01/07/1990 00:00,0.347222222,0,0,0.486111111,2.430555556,0,0.432277083,0.37470125,11.12,0,0,100,0,0
02/07/1990 00:00,31.45833333,0,0,34.4212963,172.0833333,0,0.453849902,0.37503125,11.12,0,0,100,0,0
03/07/1990 00:00,0,0,0,0,35.87962963,0,0.535167188,0.37536125,11.12,0,0,100,0,0
04/07/1990 00:00,0,0,0,11.05324074,55.24305556,0,0.622204688,0.374874844,11.12,0,0,100,0,0
05/07/1990 00:00,0,0,0,39.05092593,234.3171296,0,0.709242188,0.371426172,11.12,0,0,100,0,0
06/07/1990 00:00,0,0,0,43.35648148,260.1157407,0,0.782352441,0.368732031,11.12,0,0,100,0,0
07/07/1990 00:00,0,0,0,51.67824074,310.0347222,0,0.80309625,0.360980469,11.12,0,0,100,0,0
08/07/1990 00:00,52.10648148,0,0,56.74768519,340.462963,0,0.81882625,0.327335938,11.12,0,0,100,0,0
09/07/1990 00:00,78.26388889,12.68101852,0.258796296,142.1296296,341.099537,12.93981481,0.83455625,0.303359375,11.12,0,0,100,0,0
10/07/1990 00:00,75.38194444,12.19328704,0.248842593,137.3611111,329.6527778,12.44212963,0.85028625,0.317796875,11.12,0,0,100,0,0
11/07/1990 00:00,0,12.65833333,0.258333333,141.9328704,425.787037,12.91666667,0.830771133,0.4145625,11.12,0,0,100,0,0
12/07/1990 00:00,0,0,0,139.0509259,417.1527778,0,0.678734375,0.477167969,11.12,0,0,100,0,0
13/07/1990 00:00,0,0,0,135.9027778,407.7199074,0,0.556100846,0.38225,11.12,0,0,100,0,0
14/07/1990 00:00,0,0,0,132.8125,398.4259259,0,0.59173125,0.294808594,11.12,0,0,100,0,0
15/07/1990 00:00,0,0,0,120.8796296,241.7476852,0,0.642514583,0.312597656,11.12,0,0,100,0,0
16/07/1990 00:00,0,0,0,0,200.775463,0,0.685205469,0.395914063,11.12,0,0,100,0,0
17/07/1990 00:00,0,0,0,0,53.15972222,0,0.69746875,0.396257813,11.12,0,0,100,0,0
18/07/1990 00:00,0,0,0,0,140.9722222,0,0.701393945,0.332853125,11.12,0,0,100,0,0
19/07/1990 00:00,0,0,0,0,221.3541667,0,0.684921875,0.307888281,11.12,0,0,100,0,0
20/07/1990 00:00,0,0,0,0,246.3541667,0,0.677722461,0.318914063,11.12,0,0,100,0,0
21/07/1990 00:00,0,0,0,0,287.8125,0,0.71273125,0.342375,11.12,0,0,100,0,0
22/07/1990 00:00,0,0,0,0,287.7430556,0,0.75178125,0.3953125,11.12,0,0,100,0,0
23/07/1990 00:00,0,0,0,0,278.3680556,0,0.79083125,0.338078125,11.12,0,0,100,0,0
24/07/1990 00:00,0,0,0,0,504.0393519,0,0.82988125,0.319085938,11.12,0,0,100,0,0
25/07/1990 00:00,0,0,0,0,560.1041667,0,0.876665625,0.310664063,11.12,0,0,100,0,0
26/07/1990 00:00,0,0,0,0,581.1458333,0,0.95253125,0.299234375,11.12,0,0,100,0,0
27/07/1990 00:00,0,0,0,0,586.3773148,0,1.000351172,0.302113281,11.12,0,0,100,0,0
28/07/1990 00:00,0,0,0,0,569.2708333,0,0.93225,0.303574219,11.12,0,0,100,0,0
29/07/1990 00:00,0,0,0,0,524.2476852,0,0.85305,0.3086875,11.12,0,0,100,0,0
30/07/1990 00:00,286.7476852,0,0,163.9699074,473.9583333,0,0.794797266,0.309890625,11.12,0,0,100,0,0
31/07/1990 00:00,184.224537,0,0,110.3819444,319.0972222,0,0.81530625,0.30353125,11.12,0,0,100,0,0
01/08/1990 00:00,203.1018519,0,0,122.0833333,352.9282407,0,0.852755664,0.31934375,12.16,0,0,100,0,0
02/08/1990 00:00,209.7916667,0,0,126.099537,364.5949074,0,0.925546875,0.317753906,12.16,0,0,100,0,0
03/08/1990 00:00,0,0,0,110.150463,346.6898148,0,0.973661747,0.343535156,12.16,0,0,100,0,0
04/08/1990 00:00,0,0,0,106.2615741,334.4675926,0,0.916270536,0.326433594,12.16,0,0,100,0,0
05/08/1990 00:00,0,0,0,93.59953704,294.5949074,0,0.848777679,0.325574219,12.16,0,0,100,0,0
06/08/1990 00:00,0,0,0,120.3587963,378.8310185,0,0.781284821,0.327464844,12.16,0,0,100,0,0
07/08/1990 00:00,0,0,0,219.537037,379.7453704,0,0.713791964,0.316550781,12.16,0,0,100,0,0
08/08/1990 00:00,42.30324074,0,0,0,205.775463,0,0.646299107,0.303660156,12.16,0,0,100,0,0
09/08/1990 00:00,43.84259259,0,0,211.8402778,366.4351852,0,0.57880625,0.288535156,12.16,0,0,100,0,0
10/08/1990 00:00,0,0,0,204.4560185,353.6574074,0,0.608628404,0.23925,12.16,0,0,100,0,0
11/08/1990 00:00,0,0,0,144.7685185,250.4050926,0,1.004355,0.248488281,12.16,0,0,100,0,0
12/08/1990 00:00,0,0,0,125.0347222,216.2731481,0,1.435115,0.258800781,12.16,0,0,100,0,0
13/08/1990 00:00,0,0,0,24.89583333,43.06712963,0,1.865875,0.263613281,12.16,0,0,100,0,0
14/08/1990 00:00,0,0,0,0,0,0,2.296635,0.264,12.16,0,0,100,0,0
15/08/1990 00:00,0,0,0,130.5439815,225.8101852,0,2.63998582,0.264,12.16,0,0,100,0,0
16/08/1990 00:00,0,0,0,191.8634259,397.5694444,0,2.654678125,0.261851563,12.16,0,0,100,0,0
17/08/1990 00:00,0,0,0,214.4560185,444.375,0,2.614467253,0.253773438,12.16,0,0,100,0,0
18/08/1990 00:00,0,0,0,215.7291667,447.0023148,0,2.4861375,0.253,12.16,0,0,100,0,0
19/08/1990 00:00,0,0,0,197.3148148,408.8541667,0,2.349370833,0.253,12.16,0,0,100,0,0
20/08/1990 00:00,0,0,0,199.6296296,579.1203704,0,2.239477539,0.251925781,12.16,0,0,100,0,0
21/08/1990 00:00,0,0,0,175.7291667,509.7569444,0,2.230628125,0.257554688,12.16,0,0,100,0,0
22/08/1990 00:00,0,0,0,205.2083333,595.2893519,0,2.229680664,0.293519531,12.16,0,0,100,0,0
23/08/1990 00:00,0,0,0,210.4976852,610.6365741,0,2.22206875,0.289480469,12.16,0,0,100,0,0
24/08/1990 00:00,0,0,0,201.5393519,584.6527778,0,2.195521224,0.26228125,12.16,0,0,100,0,0
25/08/1990 00:00,0,0,0,209.4791667,607.6736111,0,2.100175,0.2646875,12.16,0,0,100,0,0
26/08/1990 00:00,0,0,0,216.5046296,628.0439815,0,1.998241667,0.284152344,12.16,0,0,100,0,0
27/08/1990 00:00,92.68518519,0,0,203.6226852,590.7060185,0,1.916190332,0.344308594,12.16,0,0,100,0,0
28/08/1990 00:00,76.18055556,0,0,166.7476852,483.7152778,0,1.908895313,0.346800781,12.16,0,0,100,0,0
29/08/1990 00:00,66.38888889,0,0,146.5162037,425.0347222,0,1.908757813,0.288191406,12.16,0,0,100,0,0
30/08/1990 00:00,81.62037037,0,0,180.3472222,523.1828704,0,1.908620313,0.271734375,12.16,0,0,100,0,0
31/08/1990 00:00,0,0,0,172.3726852,500.0347222,0,1.824290918,0.276761719,12.16,0,0,100,0,0
01/09/1990 00:00,0,0,0,163.0208333,472.9050926,0,1.4234,0.284152344,14.47,0,0,100,0,0
02/09/1990 00:00,0,0,0,158.1944444,458.912037,0,0.9922,0.280886719,14.47,0,0,100,0,0
03/09/1990 00:00,0,0,0,187.8935185,545.0578704,0,0.64521875,0.2805,14.47,0,0,100,0,0
04/09/1990 00:00,0,0,0,193.1481481,560.3009259,0,0.6149,0.279425781,14.47,0,0,100,0,0
