ISOTIME,Boundary_m3_s,sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5,ss1,ret,oxy,rsi,amm,nit,frp,frp_ads,doc,poc,don,pon,dop,pop,grn,mag_ulva,mag_ulva_in,mag_ulva_ip
19/01/2014 00:00,0.0014,0.3169,20.8317,0,0,100,0,0,0.2527,19838818,269.617,147.1169,1.4972,0,0.0138,0.0002,569.0571,95.901,56.5682,67.5778,1.4902,2.7048,305.8661,0,0,0
20/01/2014 00:00,0.0012,0.3205,20.9863,0,0,100,0,0,0.1802,20153408,266.8778,148.7987,1.519,0,0.0139,0.0002,575.0819,96.662,57.0724,67.8749,1.4983,2.7148,309.4787,0,0,0
21/01/2014 00:00,0.0012,0.3175,23.0812,0,0,100,0,0,2.5848,20033024,257.9522,146.744,1.7936,0,0.015,0.0026,573.7403,97.3648,57.185,69.236,1.5514,2.7855,298.96,0,0,0
22/01/2014 00:00,0.0014,0.3208,23.7029,0,0,100,0,0,1.8746,20326728,248.7276,148.2557,1.7786,0,0.0153,0.0019,578.9723,98.0198,57.5821,69.4342,1.5552,2.792,302.7487,0,0,0
23/01/2014 00:00,0.0012,0.3234,25.1304,0,0,100,0,0,1.3447,20578964,234.5547,149.4618,1.7719,0,0.0164,0.0014,582.9249,98.4864,57.8413,69.4833,1.5547,2.7931,305.9615,0,0,0
24/01/2014 00:00,0.0007,0.3219,24.4868,0,0,100,0,0,1.9932,20550090,248.4689,148.3892,1.8724,0,0.0173,0.0022,580.7844,99.1614,57.6343,70.2291,1.5818,2.8418,299.0443,0,0,0
25/01/2014 00:00,0.0009,0.3259,21.1956,0,0,100,0,0,1.3645,20888858,265.3271,150.2037,1.8037,0,0.0144,0.0014,587.2831,99.8957,58.1671,70.4934,1.5886,2.8484,303.8779,0,0,0
26/01/2014 00:00,0.0014,0.3279,21.4285,0,0,100,0,0,0.9694,21104724,259.7581,151.1275,1.7958,0,0.0147,0.0011,590.3549,100.1374,58.3727,70.425,1.5894,2.843,305.901,0,0,0
27/01/2014 00:00,0.0012,0.3298,23.6001,0,0,100,0,0,0.6879,21313456,243.0769,152.001,1.782,0,0.015,0.0007,593.0931,100.3421,58.5264,70.3051,1.5873,2.8362,308.1957,0,0,0
28/01/2014 00:00,0.0007,0.3276,25.1047,0,0,100,0,0,0.6107,21234712,234.4176,150.6857,1.7365,0,0.0182,0.0007,587.5994,99.8653,57.8583,69.8148,1.5778,2.8247,304.4844,0,0,0
29/01/2014 00:00,0.0007,0.3269,26.6526,0,0,100,0,0,0.6572,21248472,239.3513,150.034,1.7575,0,0.0198,0.0008,583.9102,100.3004,57.3067,69.8306,1.5758,2.8441,300.9567,0,0,0
30/01/2014 00:00,0.0007,0.3333,28.3701,0,0,100,0,0,0.4717,21747836,224.7099,152.9327,1.7453,0,0.0225,0.0007,594.1012,101.937,58.1174,70.6521,1.5863,2.8786,308.5782,0,0,0
31/01/2014 00:00,0.0007,0.338,29.7345,0,0,100,0,0,0.3307,22138112,214.3488,155.0593,1.7321,0,0.0277,0.0006,601.1149,102.9904,58.5852,71.0392,1.5837,2.8954,315.4119,0,0,0
01/02/2014 00:00,0.0009,0.3418,29.9943,0,0,100,0,0,0.2352,22473230,203.7935,156.7882,1.649,0,0.0265,0.0004,606.5333,103.8298,58.8858,71.2653,1.5767,2.9068,322.2458,0,0,0
02/02/2014 00:00,0.0009,0.3455,30.4896,0,0,100,0,0,0.1626,22806394,200.8175,158.505,1.6012,0,0.0297,0.0003,611.8374,104.5909,59.1649,71.4209,1.5668,2.9148,329.361,0,0,0
03/02/2014 00:00,0.0002,0.3509,23.8309,0,0,100,0,0,0.204,23229734,258.3787,160.7394,1.413,0,0.0201,0.0003,619.4462,106.1342,59.7151,72.1698,1.5742,2.951,336.9059,0,0,0
04/02/2014 00:00,0.0009,0.356,22.3509,0,0,100,0,0,0.1465,23652788,264.7595,163.0594,1.3308,0,0.0158,0.0002,627.8152,106.76,60.4188,72.3288,1.5795,2.947,343.7574,0,0,0
05/02/2014 00:00,0.0009,0.3581,21.8602,0,0,100,0,0,0.1467,23876028,258.436,164.0009,1.3404,0,0.0143,0.0001,630.8198,106.8692,60.6061,72.1383,1.5782,2.9354,346.0886,0,0,0
06/02/2014 00:00,0.0005,0.3604,24.5219,0,0,100,0,0,0.1037,24116186,240.9401,165.0563,1.3872,0,0.0176,0.0001,634.0828,107.0648,60.7885,71.9807,1.5741,2.9264,348.7859,0,0,0
07/02/2014 00:00,0.0007,0.3626,28.3362,0,0,100,0,0,2.3226,24326740,218.441,165.8077,1.4522,0,0.0219,0.0031,636.518,107.2206,60.8967,71.8679,1.5754,2.9202,350.0411,0,0,0
08/02/2014 00:00,0.0009,0.3653,30.2218,0,0,100,0,0,1.8596,24589408,196.4641,166.981,1.4985,0,0.0286,0.0034,639.8182,107.7123,60.9921,71.8554,1.5655,2.9228,354.4977,0,0,0
09/02/2014 00:00,0.0002,0.3565,26.9411,0,0,100,0,0,3.0341,24000714,230.7063,161.7798,1.2875,0,0.0237,0.0045,621.7451,106.162,59.2284,71.1195,1.5574,2.9133,338.6537,0,0,0
10/02/2014 00:00,0.0009,0.3615,21.7664,0,0,100,0,0,1.9542,24427168,257.2571,164.0231,1.1723,0,0.0152,0.002,629.8693,107.2115,59.8953,71.5968,1.5689,2.9298,344.7601,0,0,0
11/02/2014 00:00,0.0009,0.3631,21.4163,0,0,100,0,0,1.3273,24620836,256.4323,164.7265,1.1865,0,0.014,0.0013,632.0161,107.2652,60.0049,71.3944,1.5675,2.919,346.2328,0,0,0
12/02/2014 00:00,0.0009,0.3636,17.6694,0,0,100,0,0,0.909,24734902,282.5192,164.9075,1.1894,0,0.0118,0.0008,632.2087,106.9231,59.9438,70.9351,1.5622,2.8967,346.5545,0,0,0
13/02/2014 00:00,0.0009,0.365,19.7857,0,0,100,0,0,0.6254,24920256,271.4922,165.5611,1.2357,0,0.0128,0.0006,634.2459,106.8871,60.064,70.6909,1.5623,2.883,347.3042,0,0,0
14/02/2014 00:00,0.0012,0.368,22.3988,0,0,100,0,0,0.4299,25209054,253.5634,166.902,1.2961,0,0.0149,0.0004,638.7637,107.3031,60.3943,70.7192,1.5658,2.8815,349.8055,0,0,0
15/02/2014 00:00,0.0005,0.372,24.6359,0,0,100,0,0,0.2885,25572926,243.8322,168.7577,1.3554,0,0.0187,0.0004,644.9553,107.9279,60.8392,70.8264,1.5666,2.8831,354.4802,0,0,0
16/02/2014 00:00,0.0005,0.377,22.5623,0,0,100,0,0,0.1802,26002498,260.2299,171.0105,1.3294,0,0.017,0.0002,652.8443,108.7056,61.4599,71.0697,1.572,2.8878,360.3529,0,0,0
17/02/2014 00:00,0.0009,0.3794,24.5511,0,0,100,0,0,0.1172,26253960,236.7369,172.0374,1.3481,0,0.0178,0.0001,656.2313,108.9749,61.6669,71.0304,1.5725,2.8844,362.403,0,0,0
18/02/2014 00:00,0.0007,0.3816,27.5966,0,0,100,0,0,0.0785,26497724,220.1206,173.0666,1.4062,0,0.0229,0.0001,659.1136,109.1754,61.7631,70.8485,1.5634,2.8769,365.6609,0,0,0
19/02/2014 00:00,0,0.3643,24.292,0,0,100,0,0,0.0748,25378832,253.618,165.0229,1.2875,0,0.0214,0.0001,628.5311,103.9466,58.7916,67.3775,1.4856,2.7354,348.9955,0,0,0
20/02/2014 00:00,0.0005,0.361,21.7401,0,0,100,0,0,0.0534,25231436,265.7481,163.447,1.1781,0,0.0177,0.0001,622.2125,102.2065,58.1056,66.0631,1.4568,2.6742,347.1331,0,0,0
21/02/2014 00:00,0.0007,0.3644,19.1882,0,0,100,0,0,0.0389,25557762,280.4228,164.9598,1.142,0,0.0138,0,627.6861,102.5594,58.5423,66.1082,1.4617,2.6704,350.7637,0,0,0
22/02/2014 00:00,0.0007,0.3674,19.754,0,0,100,0,0,0.03,25857580,277.0005,166.2946,1.1656,0,0.0137,0,632.486,102.8953,58.9196,66.1464,1.4671,2.6678,353.2529,0,0,0
23/02/2014 00:00,0.0007,0.3709,22.2625,0,0,100,0,0,0.0261,26190200,256.239,167.8483,1.2228,0,0.0155,0,637.9351,103.4424,59.3368,66.2899,1.4729,2.6715,356.1409,0,0,0
24/02/2014 00:00,0.0007,0.3741,23.1176,0,0,100,0,0,0.02,26502546,244.3075,169.2933,1.2684,0,0.0168,0,642.6935,103.9067,59.66,66.3301,1.4734,2.6722,359.3797,0,0,0
25/02/2014 00:00,0.0005,0.3784,21.7232,0,0,100,0,0,0.0134,26889330,257.3182,171.2219,1.2837,0,0.0162,0,649.236,104.5808,60.1483,66.4901,1.4767,2.6768,363.9953,0,0,0
26/02/2014 00:00,0.0007,0.3829,21.5695,0,0,100,0,0,0.0154,27296966,263.927,173.2428,1.3038,0,0.0162,0,656.3806,105.2858,60.7119,66.7178,1.4839,2.6828,368.372,0,0,0
27/02/2014 00:00,0.0007,0.3872,22.1715,0,0,100,0,0,0.0263,27694918,260.0859,175.1347,1.3303,0,0.0159,0,663.3356,106.0803,61.2709,67.0638,1.4953,2.695,371.9883,0,0,0
28/02/2014 00:00,0.0007,0.3921,21.4263,0,0,100,0,0,0.0203,28137412,264.9932,177.3762,1.3681,0,0.0155,0,671.1405,107.012,61.8776,67.4052,1.5041,2.7079,376.7215,0,0,0
01/03/2014 00:00,0.0005,0.3974,19.8415,0,0,100,0,0,0.0129,28598274,275.2757,179.7483,1.396,0,0.0148,0,679.3732,107.8944,62.5273,67.6986,1.5128,2.7173,381.7841,0,0,0
02/03/2014 00:00,0.0007,0.4005,19.783,0,0,100,0,0,0.0136,28912978,269.5628,181.1306,1.4181,0,0.0143,0,684.2761,108.2667,62.9013,67.7525,1.5194,2.7167,384.1301,0,0,0
03/03/2014 00:00,0.0007,0.4026,23.5989,0,0,100,0,0,0.0125,29152076,245.0711,182.057,1.4753,0,0.0169,0,687.2134,108.41,63.0654,67.6229,1.519,2.7107,385.5106,0,0,0
04/03/2014 00:00,0.0007,0.4058,24.3547,0,0,100,0,0,0.0094,29473580,235.3646,183.5267,1.5151,0,0.019,0,691.7999,108.8598,63.3302,67.6166,1.5163,2.7113,389.0748,0,0,0
05/03/2014 00:00,0.0005,0.4121,19.9912,0,0,100,0,0,0.0057,30011054,275.3896,186.3706,1.4982,0,0.0153,0,701.5747,109.9208,64.0907,67.9777,1.5247,2.7236,395.8908,0,0,0
06/03/2014 00:00,0.0007,0.4143,18.1592,0,0,100,0,0,0.0317,30273088,283.3706,187.2821,1.4905,0,0.0136,0,705.346,110.1919,64.397,68.1011,1.5365,2.7261,396.6971,0,0,0
07/03/2014 00:00,0.0007,0.4163,19.2525,0,0,100,0,0,0.0466,30510726,277.7625,188.148,1.5281,0,0.0139,0,708.4151,110.3529,64.6134,68.0507,1.5424,2.7226,397.3489,0,0,0
08/03/2014 00:00,0.0009,0.4146,21.2024,0,0,100,0,0,0.0529,30474710,259.4418,187.3458,1.5546,0,0.0143,0.0001,705.01,109.5473,64.2173,67.371,1.5318,2.6951,394.738,0,0,0
09/03/2014 00:00,0.0007,0.4051,20.8863,0,0,100,0,0,0.044,29865636,231.0291,183.065,1.5364,0,0.0144,0,688.3013,106.6808,62.5932,65.385,1.4894,2.6158,385.3348,0,0,0
10/03/2014 00:00,0.0007,0.4033,23.0817,0,0,100,0,0,0.0317,29820428,218.7262,182.2595,1.5629,0,0.0169,0,684.5528,105.8362,62.1366,64.6249,1.4731,2.586,383.3277,0,0,0
11/03/2014 00:00,0.0005,0.4061,21.8769,0,0,100,0,0,0.0208,30107544,244.1888,183.5119,1.5586,0,0.0159,0,688.3831,106.1172,62.3555,64.5253,1.4707,2.5824,386.3387,0,0,0
12/03/2014 00:00,0.0007,0.4086,21.6883,0,0,100,0,0,0.0189,30383030,256.2758,184.6318,1.5746,0,0.016,0,692.0082,106.3928,62.5752,64.4848,1.4714,2.5809,388.4207,0,0,0
13/03/2014 00:00,0.0007,0.3969,24.9096,0,0,100,0,0,0.1286,29685740,235.1781,178.9904,1.5331,0,0.0182,0.0002,674.2935,105.0262,61.0769,64.3087,1.4793,2.5891,372.3795,0,0,0
14/03/2014 00:00,0.0009,0.3978,26.8828,0,0,100,0,0,0.0924,29842886,193.0567,179.3788,1.5607,0,0.0213,0.0001,674.9352,105.066,60.9805,64.0982,1.4705,2.5843,373.6044,0,0,0
15/03/2014 00:00,0.0002,0.3447,21.5785,0,0,100,0,0,0.1731,26278792,265.7254,154.3604,1.0833,0,0.0171,0.0002,595.1704,99.565,54.499,63.8303,1.489,2.6457,306.2294,0,0,0
16/03/2014 00:00,0.0002,0.3489,19.0908,0,0,100,0,0,0.1091,26687470,282.6722,156.2574,1.0554,0,0.0156,0.0001,601.9012,100.0578,55.0291,63.9373,1.4934,2.6429,310.938,0,0,0
17/03/2014 00:00,0.0005,0.3514,18.6966,0,0,100,0,0,0.0736,26969344,281.7312,157.3494,1.0522,0,0.0146,0.0001,605.8483,100.3727,55.3305,63.9997,1.499,2.6417,312.9107,0,0,0
18/03/2014 00:00,0.0007,0.353,18.6709,0,0,100,0,0,0.0503,27179036,274.5417,158.0404,1.0619,0,0.0141,0.0001,608.1473,100.3951,55.478,63.8544,1.4999,2.6321,314.0312,0,0,0
19/03/2014 00:00,0.0009,0.3536,19.4618,0,0,100,0,0,0.0375,27319344,263.6758,158.3034,1.0878,0,0.0142,0,608.8381,100.4133,55.4773,63.724,1.5003,2.627,313.8615,0,0,0
20/03/2014 00:00,0.0009,0.3545,19.9913,0,0,100,0,0,0.0277,27480318,258.2137,158.7163,1.1139,0,0.0144,0,609.9518,100.3872,55.5042,63.5314,1.4985,2.6181,314.3444,0,0,0
21/03/2014 00:00,0.0005,0.3394,20.6055,0,0,100,0,0,0.1682,26463562,272.7333,151.7768,1.3475,0,0.0161,0.0002,583.7603,102.7332,53.1402,65.5202,1.5509,2.7937,283.9883,0,0,0
22/03/2014 00:00,0.0009,0.3396,20.5319,0,0,100,0,0,0.179,26568466,267.3561,151.836,1.3,0,0.0149,0.0002,583.6846,102.3521,53.068,65.1506,1.5455,2.7729,284.303,0,0,0
23/03/2014 00:00,0.0007,0.3408,20.7951,0,0,100,0,0,0.1356,26747556,260.8956,152.3659,1.2916,0,0.0155,0.0002,585.1431,102.168,53.1175,64.8449,1.5398,2.755,285.7951,0,0,0
24/03/2014 00:00,0.0007,0.334,19.7056,0,0,100,0,0,3.243,26321704,271.8209,149.0484,1.2473,0,0.0144,0.0035,574.7011,100.8715,52.2317,64.335,1.5318,2.7391,278.1592,0,0,0
25/03/2014 00:00,0.0009,0.3353,18.9492,0,0,100,0,0,2.2047,26507236,276.199,149.5782,1.2176,0,0.0137,0.0023,576.478,100.8039,52.3346,64.1553,1.5305,2.7269,279.4805,0,0,0
26/03/2014 00:00,0.0009,0.3369,18.3825,0,0,100,0,0,1.5204,26726616,275.667,150.3242,1.203,0,0.0133,0.0015,578.908,100.7728,52.4901,63.9686,1.5296,2.7135,281.1747,0,0,0
27/03/2014 00:00,0.0009,0.3383,19.0457,0,0,100,0,0,1.0432,26922692,269.2693,150.9394,1.2003,0,0.014,0.0011,580.8162,100.6305,52.5973,63.7096,1.5271,2.6968,282.5185,0,0,0
28/03/2014 00:00,0.0007,0.3394,18.4467,0,0,100,0,0,0.7128,27097194,269.0739,151.4336,1.1843,0,0.0136,0.0007,582.2499,100.3971,52.6611,63.3916,1.5231,2.6777,283.7805,0,0,0
29/03/2014 00:00,0.0009,0.3402,16.4993,0,0,100,0,0,0.4871,27246808,275.5738,151.7808,1.1636,0,0.0124,0.0005,583.2192,100.0899,52.6949,63.045,1.5197,2.6574,284.5899,0,0,0
30/03/2014 00:00,0.0009,0.3407,20.1814,0,0,100,0,0,0.3356,27369828,251.9253,151.9777,1.1826,0,0.0147,0.0004,583.5563,99.7328,52.6622,62.6616,1.5139,2.6366,284.8536,0,0,0
31/03/2014 00:00,0.0012,0.3419,20.5316,0,0,100,0,0,0.2339,27560642,248.3751,152.5538,1.1804,0,0.0152,0.0003,585.2378,99.6545,52.7348,62.4359,1.5099,2.6237,286.3349,0,0,0
01/04/2014 00:00,0.0009,0.344,18.796,0,0,100,0,0,0.1641,27816734,271.0326,153.4857,1.1739,0,0.0144,0.0002,588.3186,99.8294,52.9376,62.3751,1.5105,2.6179,288.4203,0,0,0
02/04/2014 00:00,0.0005,0.3344,18.7041,0,0,100,0,0,0.0972,27128190,272.1024,148.5512,1.3501,0,0.0145,0.0001,574.5068,101.5558,51.867,64.3781,1.5601,2.7642,269.179,0,0,0
03/04/2014 00:00,0.0007,0.3366,16.2744,0,0,100,0,0,0.0677,27390102,295.2762,149.4948,1.3303,0,0.0132,0.0001,577.8959,101.799,52.1203,64.4099,1.5651,2.7614,270.9144,0,0,0
04/04/2014 00:00,0.0009,0.3335,16.1131,0,0,100,0,0,0.1315,27212546,296.5488,147.7966,1.4303,0,0.0128,0.0001,573.6217,103.2177,51.7756,65.6627,1.5915,2.8495,263.7169,0,0,0
05/04/2014 00:00,0.0009,0.3328,16.9789,0,0,100,0,0,0.6586,27238072,287.8641,147.3121,1.4593,0,0.0131,0.0007,572.9996,103.5618,51.7271,66.0164,1.6025,2.8719,261.3822,0,0,0
06/04/2014 00:00,0.0009,0.3275,16.957,0,0,100,0,0,0.9098,26876148,285.5757,144.775,1.734,0,0.0132,0.001,563.8371,105.6467,50.8727,67.4906,1.6232,2.9991,249.8556,0,0,0
07/04/2014 00:00,0.0012,0.3276,18.0677,0,0,100,0,0,0.6788,26964880,281.3393,144.779,1.7306,0,0.0136,0.0007,563.6637,105.6281,50.8111,67.389,1.6235,2.9956,249.1896,0,0,0
08/04/2014 00:00,0.0009,0.3289,19.5872,0,0,100,0,0,0.4683,27159812,265.6328,145.3615,1.687,0,0.0147,0.0005,565.4603,105.3912,50.911,67.0853,1.6204,2.9736,250.6731,0,0,0
09/04/2014 00:00,0.0803,0.3299,21.4104,0,0,100,0,0,0.3222,27329926,245.277,145.8071,1.6385,0,0.0168,0.0004,566.6434,105.0697,50.9418,66.7159,1.6136,2.9496,252.256,0,0,0
10/04/2014 00:00,0.0505,0.3256,18.8032,0,0,100,0,0,0.2064,27038142,280.7951,143.7986,1.4113,0,0.0147,0.0002,559.0745,102.6807,50.2196,65.209,1.5786,2.8696,251.0694,0,0,0
11/04/2014 00:00,0.0764,0.317,16.8943,0,0,100,0,0,0.5948,26399932,297.028,139.9736,1.377,0,0.0137,0.0006,544.1717,100.1665,48.8485,63.5764,1.5392,2.802,244.0882,0,0,0
12/04/2014 00:00,0.1289,0.3128,16.7365,0,0,100,0,0,5.6122,26109966,291.5985,138.0365,1.5551,0,0.0134,0.006,537.1841,100.4291,48.2158,63.868,1.5417,2.8416,237.7719,0,0,0
13/04/2014 00:00,0.1208,0.3154,16.1953,0,0,100,0,0,1.775,26385026,295.9601,139.0833,1.7114,0,0.0131,0.0019,541.3839,103.137,48.5698,65.6466,1.5797,2.9536,234.6205,0,0,0
14/04/2014 00:00,0.1222,0.3182,15.0467,0,0,100,0,0,1.4449,26692054,304.7088,140.2681,1.7791,0,0.0125,0.0015,545.6879,104.5053,48.9162,66.4409,1.6021,2.9981,234.0739,0,0,0
15/04/2014 00:00,0.1278,0.3195,14.5728,0,0,100,0,0,1.042,26846854,303.3825,140.6752,1.7764,0,0.012,0.001,546.9916,104.6131,48.9956,66.4304,1.6077,2.9955,233.7519,0,0,0
16/04/2014 00:00,0.0826,0.32,15.2102,0,0,100,0,0,0.6948,26901244,287.9269,140.6577,1.8244,0,0.0127,0.0007,546.5143,104.8757,48.9056,66.5553,1.6133,3.0077,231.7541,0,0,0
17/04/2014 00:00,0.0009,0.32,17.7779,0,0,100,0,0,0.6113,26888264,272.3806,140.4623,1.9304,0,0.0141,0.0007,544.851,105.8152,48.6888,67.1219,1.6202,3.0567,228.5971,0,0,0
18/04/2014 00:00,0.0007,0.3232,17.1544,0,0,100,0,0,0.4313,27283522,281.2511,142.1515,1.8937,0,0.0146,0.0005,548.974,106.4933,48.9204,67.0606,1.6218,3.0523,231.4816,0,0,0
19/04/2014 00:00,0.0009,0.325,17.0332,0,0,100,0,0,0.31,27541406,281.8214,143.0862,1.8477,0,0.0133,0.0003,551.3323,106.5818,49.0507,66.8388,1.6221,3.0367,233.0912,0,0,0
20/04/2014 00:00,0.0009,0.3255,18.0508,0,0,100,0,0,0.221,27666820,268.1025,143.2911,1.7924,0,0.0141,0.0002,551.6684,106.071,49.0291,66.3807,1.6161,3.0071,233.8156,0,0,0
21/04/2014 00:00,0.0014,0.3268,18.0825,0,0,100,0,0,0.1579,27862510,284.1248,143.8584,1.7341,0,0.0144,0.0002,553.3746,105.8422,49.1227,66.0975,1.6132,2.986,235.3188,0,0,0
22/04/2014 00:00,0.0007,0.3255,18.4071,0,0,100,0,0,0.2658,27851852,273.0306,143.3444,1.8044,0,0.0152,0.0003,550.9946,106.4241,48.8632,66.3678,1.6156,3.0165,232.55,0,0,0
23/04/2014 00:00,0.0009,0.3236,17.692,0,0,100,0,0,0.2589,27775186,270.4738,142.5348,1.8375,0,0.0144,0.0003,547.5489,106.5611,48.5201,66.3893,1.6141,3.032,229.5359,0,0,0
24/04/2014 00:00,0.0007,0.322,15.4737,0,0,100,0,0,0.1536,27683168,280.3089,141.6818,1.7875,0,0.0137,0.0002,545.0954,105.7476,48.3234,66.0511,1.6089,3.0124,228.0513,0,0,0
25/04/2014 00:00,0.0012,0.3218,15.7858,0,0,100,0,0,0.1075,27726872,283.7126,141.5207,1.7205,0,0.0126,0.0001,544.7214,104.9475,48.2851,65.5887,1.6041,2.9804,228.1192,0,0,0
26/04/2014 00:00,0.0007,0.3217,16.9776,0,0,100,0,0,0.1078,27783708,274.7639,141.4658,1.7339,0,0.0143,0.0001,544.5996,104.8373,48.2639,65.5704,1.6064,2.9793,227.1644,0,0,0
27/04/2014 00:00,0.0014,0.3226,16.8629,0,0,100,0,0,0.095,27938936,285.4436,141.8711,1.695,0,0.0137,0.0001,545.8416,104.7384,48.3363,65.4393,1.6067,2.9687,227.8796,0,0,0
28/04/2014 00:00,0.0019,0.3242,16.5029,0,0,100,0,0,0.0681,28156328,295.3473,142.5452,1.653,0,0.0132,0.0001,548.0909,104.6366,48.4926,65.2665,1.6077,2.9528,229.2414,0,0,0
29/04/2014 00:00,0.0002,0.3245,16.1653,0,0,100,0,0,0.078,28232432,296.4328,142.676,1.6221,0,0.0137,0.0001,548.7671,104.2006,48.5562,65.1022,1.608,2.9377,229.2918,0,0,0
30/04/2014 00:00,0.0007,0.3248,16.3985,0,0,100,0,0,0.1423,28332438,292.3607,142.826,1.6265,0,0.0133,0.0002,548.9431,104.3333,48.536,65.1246,1.6097,2.9414,228.8079,0,0,0
01/05/2014 00:00,0.0009,0.3226,16.8413,0,0,100,0,0,0.1011,28231668,271.591,141.8883,1.573,0,0.0138,0.0001,544.9528,103.0296,48.1364,64.1906,1.5917,2.8911,227.6179,0,0,0
02/05/2014 00:00,0,0.3211,16.0922,0,0,100,0,0,0.3009,28181904,294.1535,141.33,1.6526,0,0.0144,0.0004,541.7904,103.8447,47.7952,64.5741,1.5939,2.9324,224.4776,0,0,0
03/05/2014 00:00,0,0.3233,13.4006,0,0,100,0,0,0.1829,28458050,318.1369,142.278,1.5793,0,0.014,0.0002,545.1055,103.5094,48.0475,64.2511,1.5941,2.9024,226.7913,0,0,0
04/05/2014 00:00,0.0009,0.3241,14.3973,0,0,100,0,0,0.1284,28620532,308.8119,142.6675,1.5307,0,0.0126,0.0001,546.2299,103.0499,48.1106,63.8508,1.5924,2.8739,227.5959,0,0,0
