X,Y,distance_from_Goolwa
380031.059,5992802.036,114900
380055.888,5992758.636,114950
380080.716,5992715.236,115000
380105.545,5992671.836,115050
380130.373,5992628.436,115100
380155.201,5992585.036,115150
380180.03,5992541.636,115200
380204.858,5992498.237,115250
380229.687,5992454.837,115300
380254.515,5992411.437,115350
380279.344,5992368.037,115400
380304.172,5992324.637,115450
380329,5992281.237,115500
380353.829,5992237.837,115550
380378.657,5992194.437,115600
380403.486,5992151.038,115650
380428.314,5992107.638,115700
380453.143,5992064.238,115750
380477.971,5992020.838,115800
380502.799,5991977.438,115850
380527.628,5991934.038,115900
380552.456,5991890.638,115950
380577.285,5991847.238,116000
380602.113,5991803.839,116050
380626.941,5991760.439,116100
380651.77,5991717.039,116150
380676.598,5991673.639,116200
380701.427,5991630.239,116250
380726.255,5991586.839,116300
380751.084,5991543.439,116350
380775.912,5991500.039,116400
380800.74,5991456.639,116450
380825.569,5991413.24,116500
380850.397,5991369.84,116550
380875.226,5991326.44,116600
380900.054,5991283.04,116650
380924.883,5991239.64,116700
380949.711,5991196.24,116750
380974.539,5991152.84,116800
380999.368,5991109.44,116850
381024.196,5991066.041,116900
381049.025,5991022.641,116950
381073.853,5990979.241,117000
381098.681,5990935.841,117050
381123.51,5990892.441,117100
381148.338,5990849.041,117150
381173.167,5990805.641,117200
381197.995,5990762.241,117250
381222.824,5990718.842,117300
381247.652,5990675.442,117350
381272.48,5990632.042,117400
381297.309,5990588.642,117450
381322.137,5990545.242,117500
381346.966,5990501.842,117550
381371.794,5990458.442,117600
381396.623,5990415.042,117650
381421.451,5990371.643,117700
381446.279,5990328.243,117750
381471.108,5990284.843,117800
381495.936,5990241.443,117850
381520.765,5990198.043,117900
381545.593,5990154.643,117950
381570.421,5990111.243,118000
381595.25,5990067.843,118050
381620.078,5990024.443,118100
381644.907,5989981.044,118150
381669.735,5989937.644,118200
381694.564,5989894.244,118250
381719.392,5989850.844,118300
381744.22,5989807.444,118350
381769.049,5989764.044,118400
381793.877,5989720.644,118450
381818.706,5989677.244,118500
381843.534,5989633.845,118550
381868.362,5989590.445,118600
381893.191,5989547.045,118650
381918.019,5989503.645,118700
381942.848,5989460.245,118750
381967.676,5989416.845,118800
381992.505,5989373.445,118850
382017.333,5989330.045,118900
382042.161,5989286.646,118950
382066.99,5989243.246,119000
382091.818,5989199.846,119050
382116.647,5989156.446,119100
382141.475,5989113.046,119150
382166.304,5989069.646,119200
382191.132,5989026.246,119250
382215.96,5988982.846,119300
382240.789,5988939.446,119350
382265.617,5988896.047,119400
382290.446,5988852.647,119450
382315.274,5988809.247,119500
382340.102,5988765.847,119550
382364.931,5988722.447,119600
382389.759,5988679.047,119650
382414.588,5988635.647,119700
382439.416,5988592.247,119750
382464.245,5988548.848,119800
382489.073,5988505.448,119850
382513.901,5988462.048,119900
382538.73,5988418.648,119950
382563.558,5988375.248,120000
382588.387,5988331.848,120050
382613.215,5988288.448,120100
382638.044,5988245.048,120150
382662.872,5988201.649,120200
382687.7,5988158.249,120250
382712.529,5988114.849,120300
382737.357,5988071.449,120350
382762.186,5988028.049,120400
382787.014,5987984.649,120450
382811.842,5987941.249,120500
382836.671,5987897.849,120550
382861.499,5987854.45,120600
382886.328,5987811.05,120650
382911.156,5987767.65,120700
382935.985,5987724.25,120750
382960.813,5987680.85,120800
382985.641,5987637.45,120850
383010.47,5987594.05,120900
383035.298,5987550.65,120950
383060.127,5987507.25,121000
383084.955,5987463.851,121050
383109.784,5987420.451,121100
383134.612,5987377.051,121150
383159.44,5987333.651,121200
383184.269,5987290.251,121250
383209.097,5987246.851,121300
