X,Y
311309.778,6061799.744
311358.413,6061788.142
311407.315,6061777.732
311456.458,6061768.518
311505.811,6061760.507
311555.344,6061753.704
311605.03,6061748.112
311654.836,6061743.735
311704.487,6061744.812
311753.565,6061754.363
311802.349,6061765.315
311850.799,6061777.66
311898.876,6061791.387
311946.54,6061806.487
311993.752,6061822.945
312040.473,6061840.749
312086.664,6061859.884
312132.289,6061880.334
312177.309,6061902.083
312221.688,6061925.112
312265.389,6061949.404
312308.376,6061974.937
312350.614,6062001.69
312392.069,6062029.643
312432.705,6062058.772
312472.491,6062089.053
312511.393,6062120.461
312549.38,6062152.97
312586.419,6062186.554
312622.481,6062221.186
312657.537,6062256.836
312691.557,6062293.476
312726.666,6062329.059
312763.253,6062363.134
312801.049,6062395.863
312840.003,6062427.204
312880.065,6062457.117
312921.183,6062485.561
312963.303,6062512.499
313006.369,6062537.897
313050.325,6062561.721
313095.114,6062583.94
313140.677,6062604.524
313186.955,6062623.448
313233.886,6062640.686
313281.411,6062656.215
313329.465,6062670.016
313377.988,6062682.07
313426.914,6062692.362
313476.181,6062700.877
313525.724,6062707.606
313575.477,6062712.539
313625.376,6062715.669
313675.356,6062716.993
313725.351,6062716.509
313775.296,6062714.217
313825.125,6062710.121
313874.773,6062704.225
313924.176,6062696.538
313973.269,6062687.07
314022.374,6062677.681
314071.357,6062667.657
314120.086,6062656.458
314168.531,6062644.091
314216.665,6062630.563
314264.46,6062615.882
314311.888,6062600.057
314358.922,6062583.095
314405.535,6062565.008
314451.699,6062545.806
314497.389,6062525.5
314542.577,6062504.101
314587.237,6062481.622
314631.345,6062458.076
314674.874,6062433.477
314717.798,6062407.838
314760.094,6062381.175
314801.737,6062353.503
314842.703,6062324.838
314882.968,6062295.196
314922.508,6062264.595
314961.302,6062233.052
315002.329,6062205.154
315047.329,6062183.36
315092.283,6062161.47
315137.19,6062139.484
315182.049,6062117.402
315226.862,6062095.224
315271.626,6062072.95
315316.344,6062050.581
315361.013,6062028.116
315405.634,6062005.556
315450.206,6061982.9
315494.731,6061960.15
315539.206,6061937.304
315583.633,6061914.363
315628.01,6061891.327
315672.338,6061868.196
315716.616,6061844.971
315760.845,6061821.651
315805.024,6061798.237
315849.152,6061774.728
315893.231,6061751.125
315937.258,6061727.428
315981.235,6061703.636
316025.161,6061679.751
316069.036,6061655.772
316112.86,6061631.699
316156.632,6061607.533
316200.352,6061583.273
316244.02,6061558.919
316287.636,6061534.473
316331.2,6061509.933
316374.711,6061485.3
316418.169,6061460.574
316461.575,6061435.755
316504.927,6061410.844
316548.226,6061385.84
316591.471,6061360.743
316634.663,6061335.554
316677.8,6061310.273
316720.884,6061284.9
316763.913,6061259.434
316806.888,6061233.877
316849.808,6061208.228
316892.673,6061182.487
316936.04,6061157.643
316980.466,6061134.702
317025.082,6061112.132
317069.885,6061089.937
317114.872,6061068.116
317160.04,6061046.672
317205.386,6061025.606
317250.906,6061004.92
317296.597,6060984.615
317342.456,6060964.692
317388.48,6060945.153
317434.666,6060926
317481.011,6060907.233
317527.51,6060888.854
317574.146,6060870.827
317619.53,6060849.89
317662.653,6060824.623
317703.104,6060795.268
317740.496,6060762.104
317774.471,6060725.448
317804.707,6060685.651
317830.913,6060643.092
317852.648,6060598.089
317871.561,6060551.809
317888.36,6060504.72
317903.009,6060456.918
317915.479,6060408.503
317925.172,6060359.47
317937.273,6060310.983
317954.727,6060264.157
317977.315,6060219.579
318004.753,6060177.812
318036.696,6060139.38
318072.742,6060104.766
318112.437,6060074.407
318156.769,6060052.432
318205.395,6060040.795
318254.31,6060030.443
318303.481,6060021.383
318352.873,6060013.622
318402.453,6060007.164
318452.186,6060002.014
318502.037,6059998.176
318551.971,6059995.653
318601.597,6059991.75
318649.93,6059978.948
318698.084,6059965.491
318746.052,6059951.382
318793.824,6059936.623
318841.391,6059921.218
318888.745,6059905.168
318935.876,6059888.477
318982.777,6059871.148
319029.438,6059853.184
319075.851,6059834.588
319122.007,6059815.365
319167.898,6059795.516
319213.516,6059775.047
319258.851,6059753.96
319303.897,6059732.26
319348.286,6059709.258
319392.464,6059685.842
319436.62,6059662.384
319480.754,6059638.885
319524.866,6059615.345
319568.955,6059591.762
319613.023,6059568.139
319657.068,6059544.474
319701.09,6059520.767
319745.09,6059497.019
319789.068,6059473.229
319833.024,6059449.398
319876.957,6059425.526
319920.867,6059401.612
319964.755,6059377.657
320008.621,6059353.661
320052.463,6059329.623
320096.284,6059305.544
320140.081,6059281.424
320183.856,6059257.262
320227.607,6059233.059
320271.336,6059208.815
320315.043,6059184.53
320358.726,6059160.204
320402.386,6059135.836
320446.024,6059111.428
320489.638,6059086.978
320533.229,6059062.487
320576.797,6059037.955
320620.343,6059013.382
320663.864,6058988.769
320707.363,6058964.114
320750.839,6058939.418
320794.291,6058914.681
320837.72,6058889.903
320881.125,6058865.085
320924.507,6058840.225
320967.866,6058815.325
321011.201,6058790.384
321054.513,6058765.402
321097.801,6058740.379
321141.065,6058715.316
321184.306,6058690.211
321227.524,6058665.066
321270.717,6058639.88
321313.887,6058614.654
321357.033,6058589.387
321400.155,6058564.079
321443.253,6058538.731
321486.328,6058513.342
321529.378,6058487.913
321572.405,6058462.443
321615.407,6058436.932
321658.385,6058411.381
321701.34,6058385.79
321744.27,6058360.158
321787.176,6058334.485
321830.058,6058308.772
321872.915,6058283.019
321915.749,6058257.226
321958.558,6058231.392
322001.342,6058205.518
322044.103,6058179.603
322086.839,6058153.648
322129.55,6058127.653
322172.237,6058101.618
322214.899,6058075.543
322257.537,6058049.427
322300.15,6058023.271
322342.738,6057997.075
322385.302,6057970.839
322427.841,6057944.563
322470.355,6057918.247
322512.845,6057891.891
322555.309,6057865.495
322597.749,6057839.059
322640.164,6057812.582
322682.553,6057786.066
322724.918,6057759.51
322767.258,6057732.914
322809.573,6057706.278
322851.862,6057679.603
322894.127,6057652.887
322936.366,6057626.132
322978.58,6057599.337
323019.948,6057571.302
323060.212,6057541.656
323100.372,6057511.872
323140.43,6057481.948
323180.384,6057451.887
323220.233,6057421.687
323259.978,6057391.35
323299.617,6057360.875
323339.151,6057330.263
323378.579,6057299.515
323417.9,6057268.631
323457.114,6057237.611
323496.221,6057206.455
323535.219,6057175.164
323574.109,6057143.739
323612.89,6057112.179
323651.562,6057080.485
323690.124,6057048.658
323728.575,6057016.697
323766.916,6056984.604
323805.146,6056952.378
323843.263,6056920.02
323881.269,6056887.531
323919.162,6056854.91
323956.942,6056822.158
323994.608,6056789.276
324032.161,6056756.264
324069.599,6056723.122
324106.922,6056689.85
324144.13,6056656.45
324181.222,6056622.921
324218.198,6056589.265
324255.057,6056555.48
324291.799,6056521.568
324328.424,6056487.53
324364.931,6056453.364
324401.319,6056419.073
324437.588,6056384.656
324473.738,6056350.114
324509.769,6056315.447
324545.679,6056280.655
324581.469,6056245.74
324617.138,6056210.701
324652.685,6056175.539
324688.111,6056140.254
324723.414,6056104.846
324758.594,6056069.317
324793.652,6056033.666
324828.586,6055997.894
324863.395,6055962.002
324898.081,6055925.989
324932.642,6055889.857
324967.077,6055853.605
325001.387,6055817.235
325035.571,6055780.746
325069.629,6055744.138
325103.56,6055707.414
325137.363,6055670.572
325171.039,6055633.613
325204.587,6055596.538
325238.006,6055559.348
325271.296,6055522.042
325304.458,6055484.621
325337.489,6055447.085
325370.391,6055409.436
325403.162,6055371.672
325435.802,6055333.796
325468.362,6055295.852
325501.834,6055258.709
325535.403,6055221.653
325569.069,6055184.685
325602.831,6055147.806
325636.69,6055111.015
325670.645,6055074.313
325704.697,6055037.7
325738.844,6055001.176
325773.086,6054964.742
325807.424,6054928.397
325841.856,6054892.143
325876.384,6054855.979
325911.006,6054819.905
325945.723,6054783.922
325980.533,6054748.03
326015.438,6054712.23
326050.436,6054676.521
326085.527,6054640.903
326120.712,6054605.378
326155.989,6054569.945
326191.359,6054534.604
326226.822,6054499.357
326262.376,6054464.202
326298.023,6054429.14
326333.761,6054394.172
326369.591,6054359.297
326405.512,6054324.517
326441.523,6054289.83
326477.626,6054255.238
326513.819,6054220.741
326550.102,6054186.339
326586.475,6054152.031
326622.938,6054117.819
326659.49,6054083.703
326696.132,6054049.682
326732.862,6054015.758
326769.681,6053981.929
326806.589,6053948.198
326843.585,6053914.563
326880.668,6053881.025
326917.84,6053847.584
326955.099,6053814.241
326992.445,6053780.995
327029.878,6053747.847
327067.397,6053714.797
327105.003,6053681.846
327142.695,6053648.993
327180.473,6053616.239
327218.337,6053583.585
327256.286,6053551.029
327294.32,6053518.573
327332.439,6053486.216
327370.643,6053453.96
327408.93,6053421.803
327447.302,6053389.747
327485.758,6053357.792
327524.297,6053325.937
327562.92,6053294.183
327601.201,6053262.031
327638.791,6053229.062
327676.577,6053196.317
327714.557,6053163.797
327752.73,6053131.505
327791.095,6053099.44
327829.65,6053067.605
327868.394,6053036
327907.326,6053004.626
327946.444,6052973.485
327985.747,6052942.578
328025.233,6052911.905
328064.902,6052881.468
328104.751,6052851.268
328144.779,6052821.306
328184.985,6052791.582
328225.367,6052762.099
328265.925,6052732.857
328306.656,6052703.858
328347.559,6052675.101
328388.632,6052646.589
328429.875,6052618.322
328471.285,6052590.301
328512.862,6052562.527
328554.603,6052535.002
328596.508,6052507.725
328638.574,6052480.699
328680.801,6052453.924
328723.187,6052427.401
328765.729,6052401.132
328808.428,6052375.116
328851.281,6052349.354
328894.286,6052323.849
328937.443,6052298.6
328980.749,6052273.609
329024.204,6052248.877
329067.805,6052224.404
329111.551,6052200.19
329155.599,6052176.548
329200.377,6052154.303
329244.751,6052131.262
329288.707,6052107.433
329332.23,6052082.823
329375.308,6052057.44
329417.925,6052031.293
329460.069,6052004.389
329501.726,6051976.737
329542.883,6051948.346
329583.526,6051919.225
329623.644,6051889.383
329663.222,6051858.83
329702.249,6051827.576
329740.712,6051795.629
329778.598,6051763.002
329815.896,6051729.704
329852.594,6051695.745
329888.68,6051661.136
329924.142,6051625.889
329958.97,6051590.015
329993.152,6051553.525
330026.677,6051516.431
330059.535,6051478.744
330091.715,6051440.477
330123.207,6051401.641
330153.356,6051361.803
330180.377,6051319.736
330208.545,6051278.427
330237.838,6051237.908
330268.234,6051198.21
330299.71,6051159.363
330332.243,6051121.396
330365.807,6051084.338
330400.377,6051048.217
330435.927,6051013.06
330472.43,6050978.893
330509.859,6050945.743
330548.186,6050913.635
330587.38,6050882.593
330627.413,6050852.64
330668.255,6050823.799
330709.874,6050796.092
330752.24,6050769.54
330795.319,6050744.163
330839.08,6050719.979
330883.489,6050697.008
330928.513,6050675.267
330974.118,6050654.772
331020.269,6050635.539
331066.931,6050617.581
331114.07,6050600.914
331161.882,6050586.402
331210.45,6050574.522
331258.852,6050561.983
331307.079,6050548.788
331355.122,6050534.939
331402.973,6050520.438
331450.622,6050505.289
331498.061,6050489.494
331545.282,6050473.056
331592.274,6050455.978
331639.031,6050438.264
331685.542,6050419.915
331731.8,6050400.937
331777.796,6050381.332
331823.521,6050361.104
331868.967,6050340.257
331914.126,6050318.795
331958.989,6050296.72
332003.548,6050274.039
332047.795,6050250.754
332091.721,6050226.871
332135.319,6050202.393
332178.581,6050177.325
332221.498,6050151.671
332264.062,6050125.437
332306.267,6050098.628
332348.103,6050071.247
332389.563,6050043.301
332430.64,6050014.794
332471.326,6049985.731
332511.613,6049956.119
332551.494,6049925.962
332590.963,6049895.266
332630.01,6049864.037
332668.63,6049832.28
332706.814,6049800.002
332744.557,6049767.208
332781.85,6049733.904
332819.389,6049700.92
332858.238,6049669.446
332896.131,6049636.828
332933.034,6049603.095
332968.915,6049568.275
333003.741,6049532.402
333037.482,6049495.505
333070.108,6049457.619
333101.59,6049418.776
333131.899,6049379.012
333161.008,6049338.362
333188.893,6049296.862
333215.527,6049254.548
333240.888,6049211.46
333264.952,6049167.633
333287.698,6049123.109
333309.107,6049077.926
333329.159,6049032.125
333347.835,6048985.746
333365.121,6048938.831
333380.999,6048891.421
333395.457,6048843.559
333408.48,6048795.287
333420.058,6048746.648
333430.181,6048697.685
333438.839,6048648.442
333446.024,6048598.963
333451.731,6048549.292
333455.954,6048499.472
333458.689,6048449.549
333459.934,6048399.566
333459.688,6048349.569
333455.893,6048299.751
333457.568,6048249.818
333466.042,6048200.581
333481.158,6048152.962
333502.631,6048107.851
333530.061,6048066.093
333562.934,6048028.471
333600.635,6047995.687
333642.457,6047968.356
333687.618,6047946.989
333735.274,6047931.986
333784.53,6047923.628
333834.467,6047922.071
333884.052,6047927.945
333933.591,6047934.651
333983.461,6047938.124
334033.452,6047938.349
334083.352,6047935.325
334132.949,6047929.065
334182.035,6047919.594
334230.402,6047906.954
334277.845,6047891.197
334324.164,6047872.391
334369.163,6047850.614
334412.651,6047825.959
334454.446,6047798.53
334494.369,6047768.443
334532.253,6047735.826
334567.938,6047700.815
334601.271,6047663.559
334631.059,6047623.481
334658.472,6047581.666
334686.328,6047540.145
334714.625,6047498.922
334743.358,6047458.003
334772.524,6047417.391
334802.121,6047377.093
334832.145,6047337.111
334862.593,6047297.451
334893.46,6047258.117
334924.745,6047219.113
334956.442,6047180.445
334988.549,6047142.115
335021.062,6047104.13
335055.798,6047068.47
335095.999,6047038.739
335136.379,6047009.253
335176.937,6046980.012
335217.671,6046951.016
335258.58,6046922.268
335299.662,6046893.768
335340.915,6046865.517
335382.339,6046837.516
335423.932,6046809.767
335465.692,6046782.27
335507.618,6046755.026
335549.708,6046728.036
335591.96,6046701.302
335634.373,6046674.823
335676.946,6046648.602
335719.677,6046622.639
335762.564,6046596.936
335805.606,6046571.492
335848.802,6046546.309
335892.148,6046521.389
335935.645,6046496.731
335979.291,6046472.337
336023.083,6046448.207
336067.02,6046424.343
336111.101,6046400.745
336155.324,6046377.415
336199.688,6046354.353
336244.197,6046331.572
336288.695,6046308.771
336332.954,6046285.51
336376.971,6046261.792
336420.74,6046237.621
336464.256,6046212.998
336507.516,6046187.926
336550.513,6046162.408
336593.245,6046136.446
336635.706,6046110.044
336677.891,6046083.204
336719.796,6046055.929
336761.417,6046028.223
336802.749,6046000.087
336843.788,6045971.525
336884.53,6045942.54
336924.969,6045913.135
336965.102,6045883.313
337004.924,6045853.078
337044.431,6045822.433
337083.619,6045791.38
337122.484,6045759.924
337161.022,6045728.067
337199.228,6045695.814
337237.098,6045663.167
337274.628,6045630.13
337311.815,6045596.706
337348.654,6045562.9
337385.141,6045528.714
337421.273,6045494.153
337457.045,6045459.22
337492.454,6045423.918
337527.496,6045388.253
337562.167,6045352.226
337596.463,6045315.843
337630.382,6045279.107
337663.918,6045242.023
337697.069,6045204.593
337729.832,6045166.822
337762.201,6045128.715
337794.175,6045090.274
337825.749,6045051.505
337856.921,6045012.412
337887.687,6044972.998
337918.043,6044933.268
337947.987,6044893.226
337977.514,6044852.877
338006.623,6044812.224
338035.31,6044771.272
338066.244,6044732.172
338101.844,6044697.071
338139.204,6044663.85
338178.226,6044632.597
338218.805,6044603.394
338260.834,6044576.32
338304.201,6044551.446
338348.792,6044528.838
338394.487,6044508.556
338441.167,6044490.654
338488.706,6044475.18
338536.979,6044462.174
338585.858,6044451.671
338635.213,6044443.7
338684.913,6044438.28
338734.826,6044435.427
338784.819,6044435.147
338834.761,6044437.443
338884.519,6044442.307
338933.959,6044449.727
338982.952,6044459.683
339031.245,6044472.493
339078.171,6044489.681
339126.69,6044501.659
339176.224,6044508.284
339226.185,6044509.477
339275.979,6044505.224
339325.014,6044495.576
339372.708,6044480.648
339418.492,6044460.616
339461.824,6044435.719
339502.189,6044406.253
339539.105,6044372.567
339572.135,6044335.064
339600.887,6044294.187
339625.017,6044250.424
339644.24,6044204.294
339658.328,6044156.345
339667.111,6044107.148
339670.487,6044057.287
339668.415,6044007.354
339661.052,6043957.919
339653.156,6043908.549
339647.071,6043858.924
339642.804,6043809.109
339640.361,6043759.172
339639.745,6043709.178
339640.958,6043659.196
339643.997,6043609.291
339648.859,6043559.531
339655.537,6043509.982
339664.023,6043460.71
339674.304,6043411.781
339686.367,6043363.261
339700.196,6043315.214
339715.772,6043267.705
339733.076,6043220.798
339752.082,6043174.554
339772.767,6043129.036
339795.102,6043084.305
339819.057,6043040.421
339844.601,6042997.441
339871.7,6042955.425
339900.316,6042914.427
339930.413,6042874.503
339961.948,6042835.706
339994.882,6042798.088
340029.168,6042761.699
340064.763,6042726.588
340101.617,6042692.802
340139.682,6042660.386
340178.906,6042629.383
340219.238,6042599.836
340260.623,6042571.782
340303.006,6042545.261
340346.331,6042520.307
340390.539,6042496.954
340435.571,6042475.232
340481.367,6042455.172
340526.301,6042433.251
340570.868,6042410.584
340615.103,6042387.278
340659,6042363.339
340702.547,6042338.771
340745.737,6042313.58
340788.56,6042287.77
340831.007,6042261.347
340873.071,6042234.317
340914.741,6042206.685
340956.01,6042178.456
340996.868,6042149.637
341037.308,6042120.234
341077.321,6042090.252
341116.899,6042059.698
341156.034,6042028.578
341194.717,6041996.899
341232.94,6041964.667
341270.697,6041931.889
341307.978,6041898.571
341344.776,6041864.72
341381.084,6041830.345
341416.894,6041795.45
341452.198,6041760.045
341486.99,6041724.135
341521.262,6041687.729
341555.006,6041650.834
341586.366,6041611.916
341616.691,6041572.162
341646.474,6041532.001
341675.71,6041491.44
341704.392,6041450.485
341732.516,6041409.145
341760.076,6041367.427
341787.068,6041325.338
341813.485,6041282.888
341839.325,6041240.082
341864.581,6041196.93
341889.249,6041153.439
341913.324,6041109.618
341936.803,6041065.473
341959.68,6041021.015
341981.952,6040976.249
342003.614,6040931.186
342024.662,6040885.833
342045.094,6040840.198
342064.904,6040794.29
342084.089,6040748.118
342110.543,6040705.898
342139.88,6040665.411
342170.405,6040625.813
342202.092,6040587.138
342234.912,6040549.42
342268.837,6040512.692
342303.837,6040476.988
342339.881,6040442.337
342376.937,6040408.772
342414.973,6040376.321
342453.955,6040345.012
342493.849,6040314.875
342534.62,6040285.934
342576.232,6040258.216
342618.647,6040231.745
342661.83,6040206.544
342705.741,6040182.635
342750.343,6040160.04
342795.595,6040138.779
342841.458,6040118.869
342887.845,6040100.21
342933.389,6040079.603
342977.354,6040055.812
343019.518,6040028.957
343059.668,6039999.176
343097.6,6039966.617
343133.123,6039931.445
343166.058,6039893.839
343196.238,6039853.987
343223.511,6039812.093
343247.738,6039768.367
343268.798,6039723.03
343286.584,6039676.311
343301.005,6039628.447
343311.99,6039579.68
343319.483,6039530.255
343323.79,6039480.451
343331.332,6039431.031
343341.906,6039382.17
343355.472,6039334.054
343371.978,6039286.866
343391.362,6039240.785
343413.55,6039195.986
343438.458,6039152.641
343465.99,6039110.913
343496.042,6039070.962
343528.5,6039032.94
343563.24,6038996.991
343600.13,6038963.252
343639.03,6038931.851
343679.791,6038902.908
343722.26,6038876.533
343766.273,6038852.826
343811.665,6038831.878
343858.261,6038813.767
343906.237,6038799.711
343954.014,6038784.971
344001.48,6038769.258
344048.614,6038752.576
344095.397,6038734.934
344141.809,6038716.338
344187.832,6038696.797
344233.445,6038676.318
344278.629,6038654.911
344323.366,6038632.583
344367.637,6038609.345
344411.423,6038585.207
344454.706,6038560.177
344497.469,6038534.268
344539.692,6038507.489
344581.358,6038479.851
344622.451,6038451.367
344662.952,6038422.049
344702.844,6038391.908
344742.112,6038360.957
344780.739,6038329.21
344818.708,6038296.678
344856.003,6038263.377
344892.609,6038229.32
344928.511,6038194.521
344963.694,6038158.995
344998.142,6038122.757
345031.842,6038085.821
345077.406,6038065.864
345123.572,6038046.664
345169.639,6038027.226
345215.606,6038007.553
345261.471,6037987.643
345307.233,6037967.498
345352.891,6037947.119
345398.444,6037926.505
345443.89,6037905.657
345489.229,6037884.576
345534.459,6037863.263
345579.579,6037841.718
345624.587,6037819.941
345669.483,6037797.934
345714.266,6037775.696
345758.934,6037753.228
345803.485,6037730.531
345847.92,6037707.606
345892.236,6037684.453
345936.433,6037661.072
345980.509,6037637.465
346024.463,6037613.632
346068.294,6037589.573
346112.001,6037565.29
346155.583,6037540.782
346199.038,6037516.051
346242.366,6037491.097
346285.565,6037465.921
346328.634,6037440.523
346371.572,6037414.905
346414.378,6037389.066
346457.051,6037363.008
346499.589,6037336.731
346541.992,6037310.236
346584.258,6037283.523
346626.387,6037256.594
346668.376,6037229.448
346710.226,6037202.087
346751.934,6037174.512
346793.501,6037146.723
346834.924,6037118.721
346876.203,6037090.506
346917.336,6037062.08
346958.322,6037033.443
346999.162,6037004.596
347039.852,6036975.539
347080.393,6036946.274
347120.782,6036916.801
347161.02,6036887.121
347201.105,6036857.234
347241.036,6036827.142
347280.812,6036796.846
347320.431,6036766.345
347359.894,6036735.642
347399.198,6036704.736
347438.343,6036673.629
347477.328,6036642.321
347516.151,6036610.813
347554.813,6036579.107
347593.31,6036547.202
347631.644,6036515.1
347669.812,6036482.801
347707.813,6036450.307
347745.647,6036417.618
347783.313,6036384.735
347820.81,6036351.659
347858.136,6036318.391
347895.291,6036284.932
347932.273,6036251.282
347969.082,6036217.443
348005.717,6036183.416
348042.176,6036149.2
348078.46,6036114.798
348114.566,6036080.21
348150.494,6036045.437
348186.243,6036010.479
348221.812,6035975.339
348257.2,6035940.017
348292.406,6035904.513
348327.429,6035868.829
348362.269,6035832.965
348396.924,6035796.923
348431.393,6035760.703
348465.676,6035724.307
348499.772,6035687.735
348533.679,6035650.989
348567.397,6035614.069
348600.925,6035576.976
348634.262,6035539.712
348667.407,6035502.277
348700.36,6035464.672
348733.119,6035426.898
348765.683,6035388.957
348798.052,6035350.849
348830.226,6035312.575
348862.202,6035274.136
348893.98,6035235.534
348925.559,6035196.769
348956.939,6035157.842
348988.119,6035118.755
349019.098,6035079.508
349049.874,6035040.103
349080.448,6035000.539
349110.818,6034960.82
349140.984,6034920.945
349170.944,6034880.915
349200.699,6034840.732
349230.247,6034800.397
349259.587,6034759.911
349288.719,6034719.274
349317.642,6034678.489
349346.355,6034637.555
349374.857,6034596.475
349403.148,6034555.248
349431.227,6034513.877
349459.093,6034472.363
349486.746,6034430.705
349514.184,6034388.906
349541.407,6034346.967
349568.414,6034304.889
349595.205,6034262.672
349621.779,6034220.318
349648.135,6034177.829
349674.272,6034135.204
349700.19,6034092.446
349725.888,6034049.556
349751.365,6034006.534
349776.621,6033963.381
349801.656,6033920.1
349826.467,6033876.69
349851.055,6033833.154
349875.42,6033789.492
349899.56,6033745.705
349923.474,6033701.795
349947.163,6033657.763
349970.625,6033613.61
349993.86,6033569.337
350016.868,6033524.945
350039.647,6033480.435
350062.197,6033435.809
350084.518,6033391.068
350106.609,6033346.213
350128.469,6033301.244
350150.098,6033256.165
350171.495,6033210.974
350192.659,6033165.675
350213.591,6033120.267
350234.289,6033074.752
350254.753,6033029.132
350274.983,6032983.407
350294.977,6032937.579
350314.736,6032891.649
350334.259,6032845.618
350353.545,6032799.487
350372.594,6032753.258
350391.405,6032706.932
350409.978,6032660.509
