X,Y,Z
301761.863,6063429.66,-19.4887848
301670.569,6063571.28,-21
301941.816,6063326.97,-21
302087.274,6063289.73,-20.7298203
302262.352,6063195.66,-21
302433.65,6063109.22,-21
302606.701,6063017.1,-21
302782.736,6062911.38,-21
302953.634,6062824.92,-21
303125.74,6062736.54,-22.032732
303305.517,6062628.86,-23.7927017
303492.883,6062545.68,-23
303637.251,6062444.05,-21.0581169
303825.382,6062377.13,-23
303960.923,6062279.85,-20.7141571
304108.147,6062218.9,-23
304256.68,6062123.36,-20.4052868
304434.439,6062024.21,-17.0246391
304365.311,6062163.62,-22
304609.421,6062010.59,-22
304908.089,6061839.53,-20.4705772
305033.689,6061754,-22
304862.199,6062034.21,-22
304730.73,6062121.29,-22
305006.858,6061960.54,-22
305177.66,6061686.28,-20.1425018
305333.641,6061609.91,-23.0524044
305503.562,6061535.06,-19.0228767
305634.719,6061453.67,-25
305785.566,6061379.95,-25
305959.105,6061292.25,-25
306111.427,6061207.89,-24
306254.862,6061133.82,-24
306397.683,6061061.97,-24
306544.22,6060981.12,-19.5829544
306666.773,6060902.42,-24
306836.564,6060839.5,-18.2703247
306973.4,6060764.64,-24
307118.585,6060687.04,-19.2976112
307267.745,6060611.72,-22
307417.115,6060545.82,-19.2812939
307574.889,6060444.36,-26
307720.942,6060415.75,-19.7257309
307873.219,6060281.59,-26
308028.023,6060243.55,-19.7175179
308171.527,6060166.14,-25
308292.261,6060086.75,-25
308445.515,6060012.47,-25
308593.437,6059939.37,-25
308744.077,6059860.24,-25
308908.188,6059788.16,-22
309053.542,6059662.26,-20.8394547
309199.545,6059605.3,-22
309362.836,6059527.35,-18.8878155
309525.302,6059442.25,-27
309684,6059363.3,-26.8652363
309848.875,6059283.15,-27
310012.41,6059199.75,-27
310176.813,6059113.03,-23.4058857
310345.345,6059027.9,-27
310514.611,6058940.26,-27
310684.686,6058852.14,-20.8888664
310858.22,6058764.54,-22
311024.328,6058676.56,-22
311705.426,6058308.48,-24
311872.532,6058212.11,-24
311429.145,6058652.94,-22
311240.569,6058730.32,-22
311596.887,6058559.81,-19
311092.66,6058831.38,-22
311768.038,6058466.08,-19.2439919
312043.075,6058116.46,-24
312214.594,6058020.22,-24
312386.314,6057923.65,-24
312558.271,6057826.87,-21.0605831
312730.4,6057730.24,-20
312905.166,6057633.55,-20
313074.978,6057538.2,-20
313246.528,6057435.44,-20
313436.601,6057356.54,-19.0810013
313611.841,6057233.16,-24
314011.669,6057267.97,-24
313853.676,6057347.93,-15.4285545
314149.545,6057150.06,-24
313649.677,6057388.64,-16.0001926
314285.899,6057029.92,-23.9889011
314421.867,6056909.73,-23
301091.692,6064139.15,-17
301303.377,6064137.91,-17
301440.068,6064086.75,-15.8944054
301655.173,6063745.01,-16.5575409
301582.441,6063968.11,-15
301742.517,6063894.9,-15
301940.597,6063551.64,-21
301813.429,6063674.51,-20.6823082
302129.072,6063431.89,-21
302298.341,6063364.99,-21
302466.66,6063285.35,-21
302642.487,6063167.47,-20.7443104
302816.186,6063078.01,-21
302980.244,6062986.23,-19.9648857
303137.066,6062921.14,-21
303298.875,6062829.48,-20.2955132
303446.822,6062769.79,-16.0823975
303618.939,6062649.41,-23
303745.161,6062582.75,-21.8941154
303947.46,6062490.8,-23
303936.62,6062662.61,-23
304083.393,6062401.24,-23
304246.852,6062302.6,-22.379303
304418.351,6062320.29,-22
304532.156,6062172.77,-22
304636.46,6062251.57,-22
305150.41,6061895.29,-20.6875
305275.299,6061823.85,-20
304968.186,6062160.23,-22
304842.868,6062229.36,-16.1820488
305101.747,6062089.99,-18.1061783
304745.227,6062302.13,-22
305228.2,6062022.94,-20
305416.757,6061749.22,-20
305551.501,6061681.17,-20
305693.23,6061606.44,-23.2257252
305817.907,6061557.75,-25
305950.256,6061485.13,-25
306090.751,6061414.99,-24
306203.817,6061334.2,-24
306364.375,6061267.87,-24
306507.148,6061185.32,-24
306646.345,6061113.39,-24
306760.012,6061044.53,-24
306933.665,6060996.78,-23.0223961
307052.604,6060908.45,-22
307177.192,6060838.32,-22
307301.744,6060760.38,-22
307454.027,6060718.55,-22
307605.865,6060614.95,-22
307724.05,6060572.85,-22
307861.223,6060498.72,-25.9999542
307977.554,6060421.34,-25.0723
308138.954,6060362.9,-25
308253.82,6060280.93,-25
308392.137,6060205.79,-25
308522.651,6060144.8,-25
308667.744,6060075,-25
308803.658,6060000.68,-24.4337864
308948.174,6059945.97,-22
309093.715,6059802.74,-22
309079.677,6059928.3,-22
309273.978,6059726.9,-22
309417.952,6059645.03,-22
309578.164,6059594.45,-22
309738.294,6059497.32,-25.1551113
309903.074,6059411.03,-27
310058.739,6059339.89,-27
310222.59,6059263.05,-27
310388.18,6059177.8,-27
310556.416,6059092.85,-27
310725.151,6059005.45,-22
310895.107,6058918.46,-22
311938.531,6058371.45,-23.9750824
312108.815,6058276.03,-24
311367.607,6058858.32,-22
311564.225,6058780.26,-17.9111137
311714.338,6058686.85,-19
311230.747,6058949.54,-16.1794605
311881.802,6058599.59,-19
311057.788,6059039.49,-22
312053.137,6058505.87,-16.5443325
312279.851,6058180.4,-24
312451.288,6058084.25,-24
312622.937,6057987.87,-20
312794.768,6057890.94,-20
312966.812,6057796.14,-20
313150.995,6057696.69,-20
313317.928,6057602.26,-18.0376892
313454.541,6057523.38,-17.2097874
313593.178,6057596.47,-16
314104.346,6057441,-18.3976593
313971.54,6057552.1,-16
314242.343,6057325.5,-24
313769.736,6057540.27,-16
314378.686,6057207.7,-23.0610027
314514.333,6057089.67,-23
301191.231,6064312.38,-16.5690346
301403.253,6064314.08,-16.6307049
301548.147,6064232.19,-15
301682.44,6064138.54,-15
301900.806,6063832.52,-15
301841.164,6064061.71,-15
301994.142,6063993.64,-15
302031.457,6063744.71,-21
302142.111,6063610.62,-21
302325.479,6063517.93,-21
302505.134,6063469.69,-16.8621235
302668.876,6063381.9,-21
302805.69,6063277.17,-20.5375023
302996.153,6063191.57,-19.9539356
303138.983,6063104.86,-21
303327.817,6063011.12,-18.8483791
303485.787,6062946.71,-16
303643.26,6062811.24,-16
303798.93,6062751.64,-17.35252
304118.993,6062554.03,-23
304093.057,6062665.05,-23
304011.604,6062781.66,-16
303913.126,6062867.63,-16
304294.718,6062447.47,-19.1585503
304258.994,6062585.08,-22.2579002
304498.401,6062367.6,-21.3933201
304428.069,6062494.86,-22
304629.788,6062416.85,-22
304781.968,6062400.52,-22
305351.252,6061955.81,-20
305480.709,6061890.57,-20
305037.088,6062282.27,-22
304921.824,6062339.53,-22
305162.414,6062216.31,-20.447403
305285.806,6062148.2,-20
305406.422,6062077.18,-20
305607.917,6061822.76,-17.993206
305734.663,6061760.72,-20
305861.027,6061693.56,-20
305991.791,6061621.77,-22.2497959
306126.395,6061557.33,-24
306263.857,6061469.52,-24
306372.345,6061446.66,-24
306512.184,6061359.9,-24
306621.599,6061305.59,-24
306759.104,6061222.87,-24
306890.993,6061160.9,-23.8757896
307040.739,6061098.75,-19.1274014
307149.187,6061020.45,-22
307270.728,6060947.56,-22
307408.109,6060885.96,-22
307561.828,6060820.43,-22
307664.492,6060750.53,-22
307796.863,6060683.65,-21.0849686
307929.415,6060601.44,-24.3341484
308055.964,6060555.43,-25
308202.783,6060488.18,-22.5252266
308320.164,6060400.6,-25
308435.399,6060341.74,-25
308559.973,6060276.84,-25
308699.269,6060215.55,-21.2087116
308838.771,6060137.29,-23.3803864
308977.633,6060080.82,-20.0436707
309129.52,6060081.59,-22
309243.488,6059885.63,-20.7083263
309259.486,6059997.22,-15.8217678
309403.503,6059863.38,-22
309509.777,6059772.81,-21.6937065
309705.273,6059717.16,-21.5902996
309618.243,6059842.26,-22
309901.398,6059629.27,-20
310061.524,6059537.34,-16.2243042
310223.082,6059459.1,-26.9996872
310389.018,6059377.65,-20.5662746
310552.092,6059296.08,-27
310724.316,6059210.87,-22
310888.253,6059128.74,-21.2621765
312223.223,6058412.3,-21.933136
312393.715,6058316.78,-23.6427937
311502.016,6058987.34,-21.4831066
311335.11,6059073.44,-22
311645.477,6058896,-19
311829.611,6058827.98,-19
312023.508,6058722.17,-19
311165.786,6059160.75,-22
312201.807,6058638.07,-19
310991.882,6059250.57,-22
312370.126,6058543.18,-19
312564.718,6058221.06,-16.8008842
312735.808,6058125.4,-20
312904.685,6058028.53,-20
313075.539,6057926.65,-20
313257.571,6057829.81,-20
313432.313,6057750.12,-18.0988998
313681.233,6057798.7,-16
313527.866,6057952.52,-11.4658632
313831.699,6057702.14,-16
314199.332,6057618.99,-16
314062.701,6057734.32,-16
314334.664,6057503.62,-11.3315277
313925.157,6057847.89,-16
314470.815,6057387.08,-21.3887062
314606.8,6057269.6,-23
301479.425,6064470.07,-15.1071939
301290.769,6064485.62,-17
301644.631,6064402.85,-15
301771.942,6064306.61,-15
301936.208,6064228.92,-15
302132.172,6063886.16,-15.0002432
302087.793,6064157.91,-15
302219.07,6064056.96,-15
302272.415,6063770.91,-21
302462.075,6063694.02,-21
302643.721,6063629.04,-21
302790.538,6063518.37,-21
302927.819,6063382.69,-21
303123.73,6063329.56,-21
303261.105,6063196.75,-21
303458.032,6063103.64,-16
303430.391,6063254.23,-16
303644.681,6063019.33,-14.0158463
303599.539,6063165.58,-15.8091049
303796.567,6062940.48,-16
304214.051,6062727.64,-18.153904
304133.771,6062839.98,-13.7636843
304013.713,6062954.87,-16
303890.506,6063055.69,-16
304376.579,6062627.07,-22
304346.88,6062785.14,-13
304531.426,6062533.05,-22
304492.865,6062684.63,-20.7689781
304670.11,6062527.14,-22
304759.203,6062551.34,-22
304878.908,6062503.71,-22
304977.399,6062438.88,-22
305523.13,6062017.28,-20
305649.437,6061956.75,-19.0798092
305090.917,6062382.6,-21.8774014
305207.725,6062325.65,-20
305317.678,6062265.26,-20
305430.67,6062202.54,-20
305547.597,6062141.5,-20
305770.291,6061894.9,-20
305899.797,6061812.88,-17.7568913
306012.748,6061764.43,-19.1610966
306131.262,6061720.65,-17
306272.911,6061618.47,-19.3858509
306261.009,6061774.35,-16.9999275
306400.566,6061572.9,-23.8643017
306537.255,6061491,-24
306643.495,6061446.34,-24
306769.713,6061380.15,-24
306862.944,6061318.02,-21.9294643
306989.837,6061252.44,-21.3757572
307115.154,6061189.13,-22
307238.835,6061124.02,-22
307355.141,6061060.28,-20.6374054
307479.857,6060997.6,-22
307605.705,6060936.87,-19.5146999
307723.549,6060869.06,-22
307835.543,6060818.04,-22
307957.234,6060733.94,-17.2106361
308070.579,6060692.36,-19
308195.317,6060638.55,-20.94417
308344.664,6060535.42,-25
308328.016,6060666.31,-19.2788906
308482.532,6060473.91,-25
308586.734,6060404.99,-25
308701.272,6060359.36,-23.7855473
308842.988,6060297.93,-23.2539005
308948.853,6060235.89,-22
309078.284,6060193.09,-22
309228.996,6060176.42,-22
309162.876,6060259.73,-22
309290.623,6060113.84,-22
309386.594,6060018.07,-22
309525.33,6059978.92,-22
309834,6059805.86,-20
309721.292,6059932.83,-21.2699051
309654.94,6060059.94,-22
310031.188,6059746.59,-20
310135.632,6059657.95,-20
310301.796,6059576.66,-20.0003281
310459.178,6059520.97,-23.4992123
310629.402,6059418.57,-24.7692223
310790.792,6059357.31,-22
312540.223,6058447.58,-15.4029598
312711.071,6058351.36,-20
311616.946,6059101.95,-14.6874266
311448.806,6059189.6,-18.6489105
311771.912,6059004.27,-19
311280.961,6059274.95,-22
311980.272,6058915.76,-18.352869
311919.779,6059058.76,-19
312182.762,6058878.59,-19
312333.138,6058796.68,-19
311139.538,6059363.71,-15.325532
312501.023,6058700.58,-14
310971.985,6059444.27,-22
312671.18,6058603.77,-14
312883.384,6058256.16,-20
313048.684,6058161.03,-20
313182.877,6058054.4,-20
313356.374,6057970.67,-20
313787.075,6057964.9,-16
313677.158,6058085.81,-16
313507.388,6058191.65,-16
313340.653,6058157.31,-16.3478928
314290.323,6057797.48,-15.8339062
314153.458,6057910.73,-16
314426.861,6057682.49,-13
314016.921,6058022.12,-16
314563.095,6057566.39,-13
313885.812,6058136.27,-16
314699.267,6057449.53,-15.1424675
301579.711,6064639.53,-15
301390.308,6064658.85,-15.8983488
301739.997,6064572.65,-15
301870.553,6064477.82,-15
302009.566,6064383.77,-12.2602205
302176.192,6064339.11,-15
302376.181,6063924.26,-11.7639647
302310.108,6064244.83,-13.987114
302450.41,6064109.23,-11
302532.312,6063879.35,-11.0000219
302700.947,6063805.2,-17.5752773
302884.837,6063727.02,-20.9834023
303015.703,6063545.79,-21
303143.551,6063486,-21
303294.823,6063351.31,-20.4980755
303299.938,6063449.62,-20.2423935
303443.21,6063440.4,-12.1991949
303613.208,6063358.33,-16
303751.055,6063147.13,-16
303772.407,6063293.74,-14.3131504
304241.96,6062925.39,-14.2847939
304129.473,6063018.05,-16
304058.702,6063169.63,-16
303909.435,6063240.63,-16
304412.651,6062941.79,-13
304532.137,6062838.67,-13
304619.921,6062631.38,-22
304618.365,6062766.12,-13.4353876
304711.996,6062684.03,-20.8239098
304797,6062666,-22
304906.575,6062608.45,-22
305016.15,6062550.9,-18.9370995
305125.725,6062493.35,-21.1812
305664.434,6062081.36,-20
305786.22,6062020.98,-20
305235.3,6062435.8,-14.3002996
305344.875,6062378.25,-18.9209003
305454.45,6062320.7,-19.0007
305564.025,6062263.15,-11.9738998
305673.6,6062205.6,-17.9790001
305914.083,6061937.08,-20
306039.38,6061877.76,-18.3622112
306147.668,6061837.27,-17
306375.459,6061717.32,-17
306331.05,6061860.3,-12.6899996
306221.475,6061917.85,-13.3875999
306440.625,6061802.75,-13.4202003
306491.215,6061654.92,-18.1229172
306589.138,6061595.93,-22.2518501
306710.159,6061533.83,-24
306829.811,6061470.78,-24
306944.622,6061406.85,-22.803299
307064.753,6061343.2,-22
307180.189,6061287.61,-22
307290.222,6061228.79,-22
307396.534,6061166.49,-22
307512.799,6061108.21,-22
307633.607,6061051.29,-22
307757.48,6060977.06,-22
307890.632,6060915.64,-21.8245926
307986.79,6060852.35,-19.0000076
308106.807,6060789.21,-19
308225.328,6060750.09,-19
308456.062,6060625.33,-21.7377663
308412.975,6060766.85,-17.9953003
308303.4,6060824.4,-14.1519003
308522.55,6060709.3,-15.0110998
308574.902,6060562.68,-25
308670.559,6060498.37,-25
308808.728,6060440.61,-24.2817116
308927.141,6060383.78,-21.9999962
309024.39,6060322.2,-22
309335.835,6060261.18,-22
309277.895,6060335.23,-22
309409.604,6060161.48,-22
309180,6060364,-22
309070.425,6060421.55,-18.5739994
309541.302,6060133.12,-22
309875.936,6059929.41,-20
310007.069,6059897.75,-17.3272438
309836.88,6060083.32,-20
309739.851,6060197.08,-20.8987045
309644.278,6060254.06,-22
310148.055,6059852.26,-20
310315.417,6059740.97,-20
310465.646,6059676.6,-20
310660.173,6059593.71,-16.2306004
310576.884,6059781.33,-20
310809.587,6059528.75,-13.2485924
312841.389,6058507.07,-14
313014.222,6058407.78,-17.790966
311625.715,6059267.62,-19
311789.501,6059184.27,-19
311761.625,6059284.99,-19
311458.696,6059354.86,-22
311592.68,6059373.8,-19
311295.127,6059443.09,-22
311425.34,6059462.1,-22
312113.258,6059090.85,-19
311942.397,6059208.4,-19
312096.36,6059247.05,-13.7148037
312271.668,6059079.34,-19
312418.309,6058993.45,-14.2320623
312580.114,6058891.93,-14
311127.394,6059529.28,-17.9174881
311260.785,6059551.63,-16.3529892
312748.333,6058794.85,-14
310961.832,6059616.4,-15
311094.449,6059639.98,-15
312918.182,6058697.49,-11.5179338
313208.653,6058305.28,-20
313749.742,6058251.22,-10.1212406
313616.813,6058360.47,-16
313423.685,6058411.65,-12.1635227
314381.683,6057975.43,-13.0931129
314244.729,6058088.19,-16
314518.581,6057861.23,-12.349329
314108.231,6058199.93,-16
314655.298,6057745.77,-13
313968.967,6058311.31,-16
314791.733,6057629.47,-9.79658222
313822.894,6058421.98,-16
301677.206,6064811.19,-15
301489.846,6064832.08,-15
301837.695,6064743.64,-15
301970.368,6064642.34,-15
302120.166,6064528.53,-15
302357.663,6064440.97,-12.0848808
302218.448,6064610.49,-8.75631809
302609.543,6064045.8,-11
302515.547,6064275.02,-11
302540.609,6064425.73,-11
302680.226,6064212.37,-11
302773.261,6063982.76,-10.6074429
302923.526,6063908.79,-11
303088.794,6063704.74,-21
303118.892,6063851.1,-12.9853191
303247.842,6063629.63,-16.6836128
303444.03,6063577.25,-16
303619.015,6063514.54,-16
303786.276,6063455.39,-16
303946.529,6063384.51,-16
304310.033,6063056.64,-13
304206.204,6063147.69,-15.357399
304103.182,6063339.3,-16
304258.589,6063307.62,-13.7859125
304463.098,6063092.99,-13
304552.593,6062984.07,-11.7908134
304651.568,6062918.38,-13
304723.889,6062830.27,-13
304847.667,6062782.33,-13
304953.608,6062768.35,-13.2348976
305005.271,6062669.7,-21.9999256
305103.978,6062627.2,-21.6162014
305197.815,6062570.67,-19.198513
305306.294,6062513.82,-11.2883234
305783.175,6062148.05,-13.9075003
305892.75,6062090.5,-19.0548
306002.325,6062032.95,-15.6275997
305415.341,6062455.85,-15.6597443
305523.258,6062394.75,-14.1513939
305624.906,6062354.08,-10.1540613
305731.785,6062296.88,-15.2037239
305839.942,6062239.34,-10.3542442
306111.9,6061975.4,-14.1364002
306550.2,6061745.2,-13.1028004
306405.291,6061936.05,-10.2105417
306295.436,6061993.73,-10.2556839
306515.093,6061878.39,-10.1702261
306185.403,6062051.67,-10.2938986
306624.836,6061820.72,-10.1311903
306659.775,6061687.65,-14.7918997
306769.35,6061630.1,-16.9433994
306878.925,6061572.55,-16.0937004
306988.5,6061515,-16.1215992
307098.075,6061457.45,-15.9772997
307207.65,6061399.9,-15.7032003
307317.225,6061342.35,-16.6758003
307426.8,6061284.8,-16.5079002
307536.375,6061227.25,-16.5160007
307645.95,6061169.7,-18.1590996
307755.525,6061112.15,-15.1021004
307865.1,6061054.6,-16.3831997
307974.675,6060997.05,-15.8991003
308084.25,6060939.5,-14.1569996
