#Bulk Export - Points every 1 day(s),,,,,,
,,A4261005,A4260526,A4260570,A4260571,A4261006
2022-05-23 12:00:00,2022-05-24 12:00:00,2033833.3488197243,5580204.719459163,82473.13721988851,3785684.4479938494,16192081.149975637
2022-05-24 12:00:00,2022-05-25 12:00:00,1800610.6633082884,4776253.220839817,78862.87614955338,3441710.9923014464,15499776.21633735
2022-05-25 12:00:00,2022-05-26 12:00:00,1379767.6441856963,3493353.2931797933,60789.581678788,2500870.803486991,11628840.584302597
2022-05-26 12:00:00,2022-05-27 12:00:00,1098343.7263347313,3408775.406515751,48343.49037686172,2157230.216270873,9668339.516356044
2022-05-27 12:00:00,2022-05-28 12:00:00,637790.771170465,3364590.645311352,44375.9507480562,2098594.8001665445,9363556.518103141
2022-05-28 12:00:00,2022-05-29 12:00:00,258124.62091529503,3209003.962426825,52315.058943785625,2119507.7918810183,9285887.372979883
2022-05-29 12:00:00,2022-05-30 12:00:00,127948.25456356425,2614374.569631224,51822.19388745964,1757320.821793074,7463373.306458231
2022-05-30 12:00:00,2022-05-31 12:00:00,19404.94982167475,917461.8754899882,19730.872030843027,589587.43735795,2448211.6399258752
2022-05-31 12:00:00,2022-06-01 12:00:00,23510.579451328365,263428.9244270971,28352.875046659516,647587.7000047795,2419397.9181042896
2022-06-01 12:00:00,2022-06-02 12:00:00,1119317.6652904076,1582537.5569186378,86417.07214961012,2136875.6769788153,9317579.67026407
2022-06-02 12:00:00,2022-06-03 12:00:00,2384987.696710253,2846810.6283361353,104838.59817111338,2448732.5629661973,11423128.290345922
2022-06-03 12:00:00,2022-06-04 12:00:00,1319639.3179001994,1545382.180454412,87568.32935722754,983240.7341098248,4597995.980803996
2022-06-04 12:00:00,2022-06-05 12:00:00,38763.12641190876,22571.682993700444,53635.089183869764,31873.448668671845,99421.33597814933
2022-06-05 12:00:00,2022-06-06 12:00:00,19854.237326822993,210735.0670427593,27344.930147123974,98843.84073929433,143975.87215326127
2022-06-06 12:00:00,2022-06-07 12:00:00,1016318.513076431,1757224.2763153818,82705.93376230486,1006322.6175420193,1470961.584322497
2022-06-07 12:00:00,2022-06-08 12:00:00,4040599.11947466,4383273.85673577,153789.708341403,2645260.755828905,6906414.812719623
2022-06-08 12:00:00,2022-06-09 12:00:00,7306906.81732394,5369404.117024348,155693.9965850798,4170258.1131123807,12101633.815433376
2022-06-09 12:00:00,2022-06-10 12:00:00,8484424.59360176,4994502.96197406,136018.4105986636,5625978.353094013,12442549.729420964
2022-06-10 12:00:00,2022-06-11 12:00:00,8611136.665568024,5015487.806076707,131657.46781005722,6557046.837964705,11948286.40477124
2022-06-11 12:00:00,2022-06-12 12:00:00,8690343.146541905,5124656.419596058,126461.90527659826,6796358.202266236,12202210.307146834
2022-06-12 12:00:00,2022-06-13 12:00:00,9007446.138543457,5396648.568387255,135949.44048815695,7624969.237474654,13654088.764640108
2022-06-13 12:00:00,2022-06-14 12:00:00,8295920.402886122,5462294.618456534,149897.49173232968,8763092.759816233,15209334.442681685
2022-06-14 12:00:00,2022-06-15 12:00:00,4421754.4887188,3777547.567786199,105159.93883641869,6307825.395708591,10636464.446611652
2022-06-15 12:00:00,2022-06-16 12:00:00,1700722.6562501937,2901872.0631448533,76384.68774606302,3268871.0805101497,5877673.506269732
2022-06-16 12:00:00,2022-06-17 12:00:00,2975249.3312799833,4116904.836957071,104287.14973330873,5723963.385753928,8429264.361655654
2022-06-17 12:00:00,2022-06-18 12:00:00,4626884.0709054675,5148702.953873141,128620.90330809331,9368900.006266654,12385865.577559216
2022-06-18 12:00:00,2022-06-19 12:00:00,5076117.541410267,5688115.568961997,150430.1493760142,10808567.49637389,14871044.156142559
2022-06-19 12:00:00,2022-06-20 12:00:00,3754623.9667070624,4250345.480378729,115328.84693670002,8156064.798701919,11768534.956882333
2022-06-20 12:00:00,2022-06-21 12:00:00,1225463.873061456,2061228.1517652269,62778.60722391194,4344521.104667451,6877598.586799885
2022-06-21 12:00:00,2022-06-22 12:00:00,80853.87216727994,2238264.5597737324,84291.36398047625,5841328.91904431,8593880.466747414
2022-06-22 12:00:00,2022-06-23 12:00:00,1808745.105088062,3884750.673396785,110774.16574158028,8031436.127043905,12352472.746173376
2022-06-23 12:00:00,2022-06-24 12:00:00,4743148.564929243,4182108.916490279,94741.93340945717,6975293.385822115,11757064.576533739
2022-06-24 12:00:00,2022-06-25 12:00:00,5709913.152376957,3377699.555028026,78524.55393831237,5859807.705609511,10086954.144264475
2022-06-25 12:00:00,2022-06-26 12:00:00,5486602.784487897,3152796.338403237,74695.42879445603,5709013.248256655,9070650.975446722
2022-06-26 12:00:00,2022-06-27 12:00:00,6609523.490739362,3974955.5538586746,91159.70144064349,7269396.472827893,10592741.342948314
2022-06-27 12:00:00,2022-06-28 12:00:00,7735766.276345414,4761349.779228411,106890.39551250514,9046454.195116993,13947807.211917195
2022-06-28 12:00:00,2022-06-29 12:00:00,6795487.916521329,4172010.6375116846,89433.4570125872,7959755.008331323,12574438.112697257
2022-06-29 12:00:00,2022-06-30 12:00:00,6078783.354062334,3612319.3312858166,78572.03074202171,5627571.223440923,10269217.138707384
2022-06-30 12:00:00,2022-07-01 12:00:00,9041238.326491486,3769781.183414475,90212.95306353878,4171872.9729558183,11899351.348682644
2022-07-01 12:00:00,2022-07-02 12:00:00,15078578.962214913,3729870.110386234,90506.78620280443,5855360.664701253,12718679.86053631
2022-07-02 12:00:00,2022-07-03 12:00:00,18266567.656417668,3563331.209334729,81661.88206923088,7823249.501401426,10696236.136847064
2022-07-03 12:00:00,2022-07-04 12:00:00,19404136.768388793,3591602.745159888,77254.11344941633,7934070.769441459,10418243.382808432
2022-07-04 12:00:00,2022-07-05 12:00:00,21926668.57697732,3681982.5121640703,72996.93791782047,8358800.911890861,12532733.179723382
2022-07-05 12:00:00,2022-07-06 12:00:00,21480849.224161852,3575121.1295161704,62099.96987215086,8211547.341029126,13738877.293248996
2022-07-06 12:00:00,2022-07-07 12:00:00,18488954.80911049,3186931.604138998,45650.2477508532,6883700.695513121,10794145.062261194
2022-07-07 12:00:00,2022-07-08 12:00:00,16428851.048757754,2803075.299915464,35331.07727638731,5473557.13523698,7898656.5978565365
2022-07-08 12:00:00,2022-07-09 12:00:00,16918400.494517848,2910064.4557561884,37535.04197691771,5975081.322313325,9378022.800908953
2022-07-09 12:00:00,2022-07-10 12:00:00,19441979.962228585,3440231.6217553588,48695.70628220741,8089438.175520116,13251774.935094696
2022-07-10 12:00:00,2022-07-11 12:00:00,15477579.926099598,2624230.3538163644,44050.877145149454,8039202.62974032,13009427.763981473
2022-07-11 12:00:00,2022-07-12 12:00:00,6283339.574177053,835212.429474462,29652.0000019972,6086340.893930496,8616568.350196019
2022-07-12 12:00:00,2022-07-13 12:00:00,1585669.420529223,772309.322681501,34095.369126951104,6171482.8715552185,8213744.527571769
2022-07-13 12:00:00,2022-07-14 12:00:00,1171421.9456418839,2422302.243850433,48631.99739448579,7932626.971603928,11350946.97725984
2022-07-14 12:00:00,2022-07-15 12:00:00,1404966.5566757512,3535195.107078108,51170.10078225759,8475978.91860322,12766278.064011462
2022-07-15 12:00:00,2022-07-16 12:00:00,822886.752260833,3234885.014496791,26386.52931174501,5296165.271682702,8271700.584242271
2022-07-16 12:00:00,2022-07-17 12:00:00,210017.76472681112,2459904.9830223704,4877.776660801886,1982547.6452003722,3132609.9027291536
2022-07-17 12:00:00,2022-07-18 12:00:00,1571473.36533363,3014738.6620841636,5484.14979285228,2240454.3627542797,3385418.5142855807
2022-07-18 12:00:00,2022-07-19 12:00:00,8862443.336140964,4445330.000057718,47398.284174928005,6412854.685760977,9936893.217902698
2022-07-19 12:00:00,2022-07-20 12:00:00,16713223.814105008,5074029.645387435,100129.28556586284,10955512.212612607,16007243.131723618
2022-07-20 12:00:00,2022-07-21 12:00:00,18740372.89843136,5400129.426284201,108751.76435448215,12283103.054745264,17244838.020313866
2022-07-21 12:00:00,2022-07-22 12:00:00,18395640.470797338,5494087.402991285,99192.36245292024,12354101.227947585,17878024.16559746
