ISOTime, GHI, cloudsAve, cloudsMedian,cloudsLinear, cloudsMin
01/02/2016 22:00:00,0.0000, 0.4800, 0.6444, 0.6827, 0.0031
01/02/2016 23:00:00,0.0000, 0.4800, 0.6444, 0.6784, 0.0031
02/02/2016 00:00:00,0.0000, 0.4800, 0.6444, 0.6742, 0.0031
02/02/2016 01:00:00,0.0000, 0.4800, 0.6444, 0.6699, 0.0031
02/02/2016 02:00:00,0.0000, 0.4800, 0.6444, 0.6657, 0.0031
02/02/2016 03:00:00,0.0000, 0.4800, 0.6444, 0.6614, 0.0031
02/02/2016 04:00:00,0.0000, 0.4800, 0.6444, 0.6572, 0.0031
02/02/2016 05:00:00,0.0000, 0.4800, 0.6444, 0.6529, 0.0031
02/02/2016 06:00:00,0.0000, 0.4800, 0.6444, 0.6487, 0.0031
02/02/2016 07:00:00,158.4182, 0.6444, 0.6444, 0.6444, 0.6444
02/02/2016 08:00:00,389.5515, 0.9682, 0.9682, 0.9682, 0.9682
02/02/2016 09:00:00,613.2051, 0.9682, 0.9682, 0.9682, 0.9682
02/02/2016 10:00:00,807.7698, 0.9682, 0.9682, 0.9682, 0.9682
02/02/2016 11:00:00,957.3108, 0.9682, 0.9682, 0.9682, 0.9682
02/02/2016 12:00:00,1050.1769, 0.6777, 0.6777, 0.6777, 0.6777
02/02/2016 13:00:00,1079.2783, 0.8527, 0.8527, 0.8527, 0.8527
02/02/2016 14:00:00,1042.4111, 0.9147, 0.9147, 0.9147, 0.9147
02/02/2016 15:00:00,942.3686, 0.8452, 0.8452, 0.8452, 0.8452
02/02/2016 16:00:00,786.8010, 0.9314, 0.9314, 0.9314, 0.9314
02/02/2016 17:00:00,587.8748, 0.9101, 0.9101, 0.9101, 0.9101
02/02/2016 18:00:00,362.0464, 0.9578, 0.9578, 0.9578, 0.9578
02/02/2016 19:00:00,132.1232, 0.9682, 0.9682, 0.9682, 0.9682
02/02/2016 20:00:00,0.0000, 0.6788, 0.8452, 0.9318, 0.2562
02/02/2016 21:00:00,0.0000, 0.6788, 0.8452, 0.8954, 0.2562
02/02/2016 22:00:00,0.0000, 0.6788, 0.8452, 0.8590, 0.2562
02/02/2016 23:00:00,0.0000, 0.6788, 0.8452, 0.8227, 0.2562
03/02/2016 00:00:00,0.0000, 0.6788, 0.8452, 0.7863, 0.2562
03/02/2016 01:00:00,0.0000, 0.6788, 0.8452, 0.7499, 0.2562
03/02/2016 02:00:00,0.0000, 0.6788, 0.8452, 0.7135, 0.2562
03/02/2016 03:00:00,0.0000, 0.6788, 0.8452, 0.6771, 0.2562
03/02/2016 04:00:00,0.0000, 0.6788, 0.8452, 0.6407, 0.2562
03/02/2016 05:00:00,0.0000, 0.6788, 0.8452, 0.6043, 0.2562
03/02/2016 06:00:00,0.0000, 0.6788, 0.8452, 0.5680, 0.2562
03/02/2016 07:00:00,154.7604, 0.5316, 0.5316, 0.5316, 0.5316
03/02/2016 08:00:00,385.9352, 0.4019, 0.4019, 0.4019, 0.4019
03/02/2016 09:00:00,609.8387, 0.2562, 0.2562, 0.2562, 0.2562
03/02/2016 10:00:00,804.7010, 0.3781, 0.3781, 0.3781, 0.3781
03/02/2016 11:00:00,954.5354, 0.4608, 0.4608, 0.4608, 0.4608
03/02/2016 12:00:00,1047.6579, 0.4157, 0.4157, 0.4157, 0.4157
03/02/2016 13:00:00,1076.9551, 0.2585, 0.2585, 0.2585, 0.2585
03/02/2016 14:00:00,1040.2073, 0.2365, 0.2365, 0.2365, 0.2365
03/02/2016 15:00:00,940.2001, 0.0260, 0.0260, 0.0260, 0.0260
03/02/2016 16:00:00,784.5846, 0.0545, 0.0545, 0.0545, 0.0545
03/02/2016 17:00:00,585.5401, 0.0906, 0.0906, 0.0906, 0.0906
03/02/2016 18:00:00,359.5576, 0.1422, 0.1422, 0.1422, 0.1422
03/02/2016 19:00:00,129.5910, 0.6679, 0.6679, 0.6679, 0.6679
03/02/2016 20:00:00,0.0000, 0.1324, 0.0699, 0.6258, 0.0031
03/02/2016 21:00:00,0.0000, 0.1324, 0.0699, 0.5837, 0.0031
03/02/2016 22:00:00,0.0000, 0.1324, 0.0699, 0.5416, 0.0031
03/02/2016 23:00:00,0.0000, 0.1324, 0.0699, 0.4995, 0.0031
04/02/2016 00:00:00,0.0000, 0.1324, 0.0699, 0.4574, 0.0031
04/02/2016 01:00:00,0.0000, 0.1324, 0.0699, 0.4153, 0.0031
04/02/2016 02:00:00,0.0000, 0.1324, 0.0699, 0.3732, 0.0031
04/02/2016 03:00:00,0.0000, 0.1324, 0.0699, 0.3311, 0.0031
04/02/2016 04:00:00,0.0000, 0.1324, 0.0699, 0.2890, 0.0031
04/02/2016 05:00:00,0.0000, 0.1324, 0.0699, 0.2468, 0.0031
04/02/2016 06:00:00,0.0000, 0.1324, 0.0699, 0.2047, 0.0031
04/02/2016 07:00:00,151.1012, 0.1626, 0.1626, 0.1626, 0.1626
04/02/2016 08:00:00,382.3055, 0.0699, 0.0699, 0.0699, 0.0699
04/02/2016 09:00:00,606.4498, 0.0031, 0.0031, 0.0031, 0.0031
04/02/2016 10:00:00,801.5989, 0.0031, 0.0031, 0.0031, 0.0031
04/02/2016 11:00:00,951.7138, 0.0031, 0.0031, 0.0031, 0.0031
04/02/2016 12:00:00,1045.0788, 0.0031, 0.0031, 0.0031, 0.0031
04/02/2016 13:00:00,1074.5577, 0.0031, 0.0031, 0.0031, 0.0031
04/02/2016 14:00:00,1037.9162, 0.0031, 0.0031, 0.0031, 0.0031
04/02/2016 15:00:00,937.9329, 0.0188, 0.0188, 0.0188, 0.0188
04/02/2016 16:00:00,782.2612, 0.0448, 0.0448, 0.0448, 0.0448
04/02/2016 17:00:00,583.0941, 0.0892, 0.0892, 0.0892, 0.0892
04/02/2016 18:00:00,356.9586, 0.1442, 0.1442, 0.1442, 0.1442
04/02/2016 19:00:00,126.9638, 0.6475, 0.6475, 0.6475, 0.6475
04/02/2016 20:00:00,0.0000, 0.0746, 0.0031, 0.5938, 0.0031
04/02/2016 21:00:00,0.0000, 0.0746, 0.0031, 0.5401, 0.0031
04/02/2016 22:00:00,0.0000, 0.0746, 0.0031, 0.4864, 0.0031
04/02/2016 23:00:00,0.0000, 0.0746, 0.0031, 0.4327, 0.0031
05/02/2016 00:00:00,0.0000, 0.0746, 0.0031, 0.3790, 0.0031
05/02/2016 01:00:00,0.0000, 0.0746, 0.0031, 0.3253, 0.0031
05/02/2016 02:00:00,0.0000, 0.0746, 0.0031, 0.2716, 0.0031
05/02/2016 03:00:00,0.0000, 0.0746, 0.0031, 0.2179, 0.0031
05/02/2016 04:00:00,0.0000, 0.0746, 0.0031, 0.1642, 0.0031
05/02/2016 05:00:00,0.0000, 0.0746, 0.0031, 0.1105, 0.0031
05/02/2016 06:00:00,0.0000, 0.0746, 0.0031, 0.0568, 0.0031
05/02/2016 07:00:00,147.4426, 0.0031, 0.0031, 0.0031, 0.0031
05/02/2016 08:00:00,378.6639, 0.0031, 0.0031, 0.0031, 0.0031
05/02/2016 09:00:00,603.0395, 0.0031, 0.0031, 0.0031, 0.0031
05/02/2016 10:00:00,798.4638, 0.0031, 0.0031, 0.0031, 0.0031
05/02/2016 11:00:00,948.8461, 0.0031, 0.0031, 0.0031, 0.0031
05/02/2016 12:00:00,1042.4392, 0.0031, 0.0031, 0.0031, 0.0031
05/02/2016 13:00:00,1072.0857, 0.0031, 0.0031, 0.0031, 0.0031
05/02/2016 14:00:00,1035.5372, 0.0119, 0.0119, 0.0119, 0.0119
05/02/2016 15:00:00,935.5668, 0.0330, 0.0330, 0.0330, 0.0330
05/02/2016 16:00:00,779.8308, 0.0587, 0.0587, 0.0587, 0.0587
05/02/2016 17:00:00,580.5371, 0.1063, 0.1063, 0.1063, 0.1063
05/02/2016 18:00:00,354.2500, 0.1697, 0.1697, 0.1697, 0.1697
05/02/2016 19:00:00,124.2434, 0.6386, 0.6386, 0.6386, 0.6386
05/02/2016 20:00:00,0.0000, 0.0800, 0.0031, 0.5856, 0.0031
05/02/2016 21:00:00,0.0000, 0.0800, 0.0031, 0.5327, 0.0031
05/02/2016 22:00:00,0.0000, 0.0800, 0.0031, 0.4797, 0.0031
05/02/2016 23:00:00,0.0000, 0.0800, 0.0031, 0.4267, 0.0031
06/02/2016 00:00:00,0.0000, 0.0800, 0.0031, 0.3738, 0.0031
06/02/2016 01:00:00,0.0000, 0.0800, 0.0031, 0.3208, 0.0031
06/02/2016 02:00:00,0.0000, 0.0800, 0.0031, 0.2679, 0.0031
06/02/2016 03:00:00,0.0000, 0.0800, 0.0031, 0.2149, 0.0031
06/02/2016 04:00:00,0.0000, 0.0800, 0.0031, 0.1620, 0.0031
06/02/2016 05:00:00,0.0000, 0.0800, 0.0031, 0.1090, 0.0031
06/02/2016 06:00:00,0.0000, 0.0800, 0.0031, 0.0561, 0.0031
06/02/2016 07:00:00,143.7866, 0.0031, 0.0031, 0.0031, 0.0031
06/02/2016 08:00:00,375.0116, 0.0031, 0.0031, 0.0031, 0.0031
06/02/2016 09:00:00,599.6086, 0.0031, 0.0031, 0.0031, 0.0031
06/02/2016 10:00:00,795.2963, 0.0031, 0.0031, 0.0031, 0.0031
06/02/2016 11:00:00,945.9323, 0.0031, 0.0031, 0.0031, 0.0031
06/02/2016 12:00:00,1039.7391, 0.0031, 0.0031, 0.0031, 0.0031
06/02/2016 13:00:00,1069.5387, 0.0031, 0.0031, 0.0031, 0.0031
06/02/2016 14:00:00,1033.0701, 0.0136, 0.0136, 0.0136, 0.0136
06/02/2016 15:00:00,933.1015, 0.0335, 0.0335, 0.0335, 0.0335
06/02/2016 16:00:00,777.2933, 0.0909, 0.0909, 0.0909, 0.0909
06/02/2016 17:00:00,577.8692, 0.1085, 0.1085, 0.1085, 0.1085
06/02/2016 18:00:00,351.4325, 0.1783, 0.1783, 0.1783, 0.1783
06/02/2016 19:00:00,121.4317, 0.6411, 0.6411, 0.6411, 0.6411
06/02/2016 20:00:00,0.0000, 0.1111, 0.0335, 0.6097, 0.0031
06/02/2016 21:00:00,0.0000, 0.1111, 0.0335, 0.5783, 0.0031
06/02/2016 22:00:00,0.0000, 0.1111, 0.0335, 0.5470, 0.0031
06/02/2016 23:00:00,0.0000, 0.1111, 0.0335, 0.5156, 0.0031
07/02/2016 00:00:00,0.0000, 0.1111, 0.0335, 0.4842, 0.0031
07/02/2016 01:00:00,0.0000, 0.1111, 0.0335, 0.4528, 0.0031
07/02/2016 02:00:00,0.0000, 0.1111, 0.0335, 0.4215, 0.0031
07/02/2016 03:00:00,0.0000, 0.1111, 0.0335, 0.3901, 0.0031
07/02/2016 04:00:00,0.0000, 0.1111, 0.0335, 0.3587, 0.0031
07/02/2016 05:00:00,0.0000, 0.1111, 0.0335, 0.3273, 0.0031
07/02/2016 06:00:00,0.0000, 0.1111, 0.0335, 0.2960, 0.0031
07/02/2016 07:00:00,140.1353, 0.2646, 0.2646, 0.2646, 0.2646
07/02/2016 08:00:00,371.3499, 0.0031, 0.0031, 0.0031, 0.0031
07/02/2016 09:00:00,596.1580, 0.0978, 0.0978, 0.0978, 0.0978
07/02/2016 10:00:00,792.0968, 0.0031, 0.0031, 0.0031, 0.0031
07/02/2016 11:00:00,942.9727, 0.0031, 0.0031, 0.0031, 0.0031
07/02/2016 12:00:00,1036.9785, 0.0031, 0.0031, 0.0031, 0.0031
07/02/2016 13:00:00,1066.9166, 0.0031, 0.0031, 0.0031, 0.0031
07/02/2016 14:00:00,1030.5146, 0.0075, 0.0075, 0.0075, 0.0075
07/02/2016 15:00:00,930.5368, 0.0310, 0.0310, 0.0310, 0.0310
07/02/2016 16:00:00,774.6488, 0.0834, 0.0834, 0.0834, 0.0834
07/02/2016 17:00:00,575.0909, 0.0981, 0.0981, 0.0981, 0.0981
07/02/2016 18:00:00,348.5070, 0.1516, 0.1516, 0.1516, 0.1516
07/02/2016 19:00:00,118.5307, 0.6692, 0.6692, 0.6692, 0.6692
07/02/2016 20:00:00,0.0000, 0.0817, 0.0031, 0.6137, 0.0031
07/02/2016 21:00:00,0.0000, 0.0817, 0.0031, 0.5582, 0.0031
07/02/2016 22:00:00,0.0000, 0.0817, 0.0031, 0.5027, 0.0031
07/02/2016 23:00:00,0.0000, 0.0817, 0.0031, 0.4472, 0.0031
08/02/2016 00:00:00,0.0000, 0.0817, 0.0031, 0.3917, 0.0031
08/02/2016 01:00:00,0.0000, 0.0817, 0.0031, 0.3362, 0.0031
08/02/2016 02:00:00,0.0000, 0.0817, 0.0031, 0.2807, 0.0031
08/02/2016 03:00:00,0.0000, 0.0817, 0.0031, 0.2251, 0.0031
08/02/2016 04:00:00,0.0000, 0.0817, 0.0031, 0.1696, 0.0031
08/02/2016 05:00:00,0.0000, 0.0817, 0.0031, 0.1141, 0.0031
08/02/2016 06:00:00,0.0000, 0.0817, 0.0031, 0.0586, 0.0031
08/02/2016 07:00:00,136.4904, 0.0031, 0.0031, 0.0031, 0.0031
08/02/2016 08:00:00,367.6801, 0.0031, 0.0031, 0.0031, 0.0031
08/02/2016 09:00:00,592.6885, 0.0031, 0.0031, 0.0031, 0.0031
08/02/2016 10:00:00,788.8659, 0.0031, 0.0031, 0.0031, 0.0031
08/02/2016 11:00:00,939.9673, 0.0031, 0.0031, 0.0031, 0.0031
08/02/2016 12:00:00,1034.1571, 0.0031, 0.0031, 0.0031, 0.0031
08/02/2016 13:00:00,1064.2192, 0.0031, 0.0031, 0.0031, 0.0031
08/02/2016 14:00:00,1027.8704, 0.0031, 0.0031, 0.0031, 0.0031
08/02/2016 15:00:00,927.8726, 0.0176, 0.0176, 0.0176, 0.0176
08/02/2016 16:00:00,771.8974, 0.0694, 0.0694, 0.0694, 0.0694
08/02/2016 17:00:00,572.2025, 0.0851, 0.0851, 0.0851, 0.0851
08/02/2016 18:00:00,345.4743, 0.1357, 0.1357, 0.1357, 0.1357
08/02/2016 19:00:00,115.5427, 0.7151, 0.7151, 0.7151, 0.7151
08/02/2016 20:00:00,0.0000, 0.0806, 0.0031, 0.6557, 0.0031
08/02/2016 21:00:00,0.0000, 0.0806, 0.0031, 0.5964, 0.0031
08/02/2016 22:00:00,0.0000, 0.0806, 0.0031, 0.5371, 0.0031
08/02/2016 23:00:00,0.0000, 0.0806, 0.0031, 0.4777, 0.0031
09/02/2016 00:00:00,0.0000, 0.0806, 0.0031, 0.4184, 0.0031
09/02/2016 01:00:00,0.0000, 0.0806, 0.0031, 0.3591, 0.0031
09/02/2016 02:00:00,0.0000, 0.0806, 0.0031, 0.2998, 0.0031
09/02/2016 03:00:00,0.0000, 0.0806, 0.0031, 0.2404, 0.0031
09/02/2016 04:00:00,0.0000, 0.0806, 0.0031, 0.1811, 0.0031
09/02/2016 05:00:00,0.0000, 0.0806, 0.0031, 0.1218, 0.0031
09/02/2016 06:00:00,0.0000, 0.0806, 0.0031, 0.0625, 0.0031
09/02/2016 07:00:00,132.8541, 0.0031, 0.0031, 0.0031, 0.0031
09/02/2016 08:00:00,364.0034, 0.0031, 0.0031, 0.0031, 0.0031
09/02/2016 09:00:00,589.2011, 0.0031, 0.0031, 0.0031, 0.0031
09/02/2016 10:00:00,785.6039, 0.0031, 0.0031, 0.0031, 0.0031
09/02/2016 11:00:00,936.9163, 0.0031, 0.0031, 0.0031, 0.0031
09/02/2016 12:00:00,1031.2749, 0.0031, 0.0031, 0.0031, 0.0031
09/02/2016 13:00:00,1061.4461, 0.0031, 0.0031, 0.0031, 0.0031
09/02/2016 14:00:00,1025.1374, 0.0031, 0.0031, 0.0031, 0.0031
09/02/2016 15:00:00,925.1089, 0.0186, 0.0186, 0.0186, 0.0186
09/02/2016 16:00:00,769.0392, 0.0734, 0.0734, 0.0734, 0.0734
09/02/2016 17:00:00,569.2047, 0.0857, 0.0857, 0.0857, 0.0857
09/02/2016 18:00:00,342.3355, 0.1325, 0.1325, 0.1325, 0.1325
09/02/2016 19:00:00,112.4701, 0.7041, 0.7041, 0.7041, 0.7041
09/02/2016 20:00:00,0.0000, 0.0897, 0.0031, 0.6457, 0.0031
09/02/2016 21:00:00,0.0000, 0.0897, 0.0031, 0.5873, 0.0031
09/02/2016 22:00:00,0.0000, 0.0897, 0.0031, 0.5289, 0.0031
09/02/2016 23:00:00,0.0000, 0.0897, 0.0031, 0.4705, 0.0031
10/02/2016 00:00:00,0.0000, 0.0897, 0.0031, 0.4120, 0.0031
10/02/2016 01:00:00,0.0000, 0.0897, 0.0031, 0.3536, 0.0031
10/02/2016 02:00:00,0.0000, 0.0897, 0.0031, 0.2952, 0.0031
10/02/2016 03:00:00,0.0000, 0.0897, 0.0031, 0.2368, 0.0031
10/02/2016 04:00:00,0.0000, 0.0897, 0.0031, 0.1784, 0.0031
10/02/2016 05:00:00,0.0000, 0.0897, 0.0031, 0.1200, 0.0031
10/02/2016 06:00:00,0.0000, 0.0897, 0.0031, 0.0615, 0.0031
10/02/2016 07:00:00,129.2282, 0.0031, 0.0031, 0.0031, 0.0031
10/02/2016 08:00:00,360.3210, 0.0031, 0.0031, 0.0031, 0.0031
10/02/2016 09:00:00,585.6963, 0.0031, 0.0031, 0.0031, 0.0031
10/02/2016 10:00:00,782.3114, 0.0031, 0.0031, 0.0031, 0.0031
10/02/2016 11:00:00,933.8199, 0.0031, 0.0031, 0.0031, 0.0031
10/02/2016 12:00:00,1028.3319, 0.1303, 0.1303, 0.1303, 0.1303
10/02/2016 13:00:00,1058.5974, 0.0254, 0.0254, 0.0254, 0.0254
10/02/2016 14:00:00,1022.3155, 0.1218, 0.1218, 0.1218, 0.1218
10/02/2016 15:00:00,922.2457, 0.3015, 0.3015, 0.3015, 0.3015
10/02/2016 16:00:00,766.0746, 0.0458, 0.0458, 0.0458, 0.0458
10/02/2016 17:00:00,566.0980, 0.0823, 0.0823, 0.0823, 0.0823
10/02/2016 18:00:00,339.0916, 0.3082, 0.3082, 0.3082, 0.3082
10/02/2016 19:00:00,109.3155, 0.7238, 0.7238, 0.7238, 0.7238
10/02/2016 20:00:00,0.0000, 0.1255, 0.0254, 0.6637, 0.0031
10/02/2016 21:00:00,0.0000, 0.1255, 0.0254, 0.6037, 0.0031
10/02/2016 22:00:00,0.0000, 0.1255, 0.0254, 0.5436, 0.0031
10/02/2016 23:00:00,0.0000, 0.1255, 0.0254, 0.4836, 0.0031
11/02/2016 00:00:00,0.0000, 0.1255, 0.0254, 0.4235, 0.0031
11/02/2016 01:00:00,0.0000, 0.1255, 0.0254, 0.3635, 0.0031
11/02/2016 02:00:00,0.0000, 0.1255, 0.0254, 0.3034, 0.0031
11/02/2016 03:00:00,0.0000, 0.1255, 0.0254, 0.2433, 0.0031
11/02/2016 04:00:00,0.0000, 0.1255, 0.0254, 0.1833, 0.0031
11/02/2016 05:00:00,0.0000, 0.1255, 0.0254, 0.1232, 0.0031
11/02/2016 06:00:00,0.0000, 0.1255, 0.0254, 0.0632, 0.0031
11/02/2016 07:00:00,125.6146, 0.0031, 0.0031, 0.0031, 0.0031
11/02/2016 08:00:00,356.6340, 0.0031, 0.0031, 0.0031, 0.0031
11/02/2016 09:00:00,582.1752, 0.0031, 0.0031, 0.0031, 0.0031
11/02/2016 10:00:00,778.9886, 0.0031, 0.0031, 0.0031, 0.0031
11/02/2016 11:00:00,930.6782, 0.0031, 0.0031, 0.0031, 0.0031
11/02/2016 12:00:00,1025.3280, 0.0069, 0.0069, 0.0069, 0.0069
11/02/2016 13:00:00,1055.6729, 0.0179, 0.0179, 0.0179, 0.0179
11/02/2016 14:00:00,1019.4045, 0.0439, 0.0439, 0.0439, 0.0439
11/02/2016 15:00:00,919.2830, 0.1057, 0.1057, 0.1057, 0.1057
11/02/2016 16:00:00,763.0038, 0.2416, 0.2416, 0.2416, 0.2416
11/02/2016 17:00:00,562.8832, 0.0419, 0.0419, 0.0419, 0.0419
11/02/2016 18:00:00,335.7438, 0.2441, 0.2441, 0.2441, 0.2441
11/02/2016 19:00:00,106.0818, 0.7281, 0.7281, 0.7281, 0.7281
11/02/2016 20:00:00,0.0000, 0.1212, 0.0419, 0.6677, 0.0031
11/02/2016 21:00:00,0.0000, 0.1212, 0.0419, 0.6073, 0.0031
11/02/2016 22:00:00,0.0000, 0.1212, 0.0419, 0.5469, 0.0031
11/02/2016 23:00:00,0.0000, 0.1212, 0.0419, 0.4865, 0.0031
12/02/2016 00:00:00,0.0000, 0.1212, 0.0419, 0.4261, 0.0031
12/02/2016 01:00:00,0.0000, 0.1212, 0.0419, 0.3656, 0.0031
12/02/2016 02:00:00,0.0000, 0.1212, 0.0419, 0.3052, 0.0031
12/02/2016 03:00:00,0.0000, 0.1212, 0.0419, 0.2448, 0.0031
12/02/2016 04:00:00,0.0000, 0.1212, 0.0419, 0.1844, 0.0031
12/02/2016 05:00:00,0.0000, 0.1212, 0.0419, 0.1240, 0.0031
12/02/2016 06:00:00,0.0000, 0.1212, 0.0419, 0.0635, 0.0031
12/02/2016 07:00:00,122.0152, 0.0031, 0.0031, 0.0031, 0.0031
12/02/2016 08:00:00,352.9436, 0.0031, 0.0031, 0.0031, 0.0031
12/02/2016 09:00:00,578.6383, 0.0031, 0.0031, 0.0031, 0.0031
12/02/2016 10:00:00,775.6362, 0.0031, 0.0031, 0.0031, 0.0031
12/02/2016 11:00:00,927.4915, 0.1364, 0.1364, 0.1364, 0.1364
12/02/2016 12:00:00,1022.2633, 0.0031, 0.0031, 0.0031, 0.0031
12/02/2016 13:00:00,1052.6725, 0.0031, 0.0031, 0.0031, 0.0031
12/02/2016 14:00:00,1016.4046, 0.0071, 0.0071, 0.0071, 0.0071
12/02/2016 15:00:00,916.2212, 0.0241, 0.0241, 0.0241, 0.0241
12/02/2016 16:00:00,759.8273, 0.0569, 0.0569, 0.0569, 0.0569
12/02/2016 17:00:00,559.5609, 0.0993, 0.0993, 0.0993, 0.0993
12/02/2016 18:00:00,332.2934, 0.1370, 0.1370, 0.1370, 0.1370
12/02/2016 19:00:00,102.7719, 0.7325, 0.7325, 0.7325, 0.7325
12/02/2016 20:00:00,0.0000, 0.1901, 0.0993, 0.6975, 0.0031
12/02/2016 21:00:00,0.0000, 0.1901, 0.0993, 0.6624, 0.0031
12/02/2016 22:00:00,0.0000, 0.1901, 0.0993, 0.6273, 0.0031
12/02/2016 23:00:00,0.0000, 0.1901, 0.0993, 0.5922, 0.0031
13/02/2016 00:00:00,0.0000, 0.1901, 0.0993, 0.5572, 0.0031
13/02/2016 01:00:00,0.0000, 0.1901, 0.0993, 0.5221, 0.0031
13/02/2016 02:00:00,0.0000, 0.1901, 0.0993, 0.4870, 0.0031
13/02/2016 03:00:00,0.0000, 0.1901, 0.0993, 0.4520, 0.0031
13/02/2016 04:00:00,0.0000, 0.1901, 0.0993, 0.4169, 0.0031
13/02/2016 05:00:00,0.0000, 0.1901, 0.0993, 0.3818, 0.0031
13/02/2016 06:00:00,0.0000, 0.1901, 0.0993, 0.3467, 0.0031
13/02/2016 07:00:00,118.4318, 0.3117, 0.3117, 0.3117, 0.3117
13/02/2016 08:00:00,349.2509, 0.3527, 0.3527, 0.3527, 0.3527
13/02/2016 09:00:00,575.0864, 0.0541, 0.0541, 0.0541, 0.0541
13/02/2016 10:00:00,772.2544, 0.0031, 0.0031, 0.0031, 0.0031
13/02/2016 11:00:00,924.2597, 0.5217, 0.5217, 0.5217, 0.5217
13/02/2016 12:00:00,1019.1377, 0.1678, 0.1678, 0.1678, 0.1678
13/02/2016 13:00:00,1049.5963, 0.2242, 0.2242, 0.2242, 0.2242
13/02/2016 14:00:00,1013.3158, 0.3907, 0.3907, 0.3907, 0.3907
13/02/2016 15:00:00,913.0603, 0.4932, 0.4932, 0.4932, 0.4932
13/02/2016 16:00:00,756.5457, 0.5643, 0.5643, 0.5643, 0.5643
13/02/2016 17:00:00,556.1322, 0.4102, 0.4102, 0.4102, 0.4102
13/02/2016 18:00:00,328.7417, 0.5817, 0.5817, 0.5817, 0.5817
13/02/2016 19:00:00,99.3892, 0.7558, 0.7558, 0.7558, 0.7558
13/02/2016 20:00:00,0.0000, 0.3386, 0.3271, 0.7200, 0.0031
13/02/2016 21:00:00,0.0000, 0.3386, 0.3271, 0.6843, 0.0031
13/02/2016 22:00:00,0.0000, 0.3386, 0.3271, 0.6486, 0.0031
13/02/2016 23:00:00,0.0000, 0.3386, 0.3271, 0.6129, 0.0031
14/02/2016 00:00:00,0.0000, 0.3386, 0.3271, 0.5772, 0.0031
14/02/2016 01:00:00,0.0000, 0.3386, 0.3271, 0.5414, 0.0031
14/02/2016 02:00:00,0.0000, 0.3386, 0.3271, 0.5057, 0.0031
14/02/2016 03:00:00,0.0000, 0.3386, 0.3271, 0.4700, 0.0031
14/02/2016 04:00:00,0.0000, 0.3386, 0.3271, 0.4343, 0.0031
14/02/2016 05:00:00,0.0000, 0.3386, 0.3271, 0.3986, 0.0031
14/02/2016 06:00:00,0.0000, 0.3386, 0.3271, 0.3628, 0.0031
14/02/2016 07:00:00,114.8662, 0.3271, 0.3271, 0.3271, 0.3271
14/02/2016 08:00:00,345.5568, 0.2026, 0.2026, 0.2026, 0.2026
14/02/2016 09:00:00,571.5202, 0.0031, 0.0031, 0.0031, 0.0031
14/02/2016 10:00:00,768.8436, 0.0031, 0.0031, 0.0031, 0.0031
14/02/2016 11:00:00,920.9833, 0.2171, 0.2171, 0.2171, 0.2171
14/02/2016 12:00:00,1015.9515, 0.2284, 0.2284, 0.2284, 0.2284
14/02/2016 13:00:00,1046.4443, 0.1378, 0.1378, 0.1378, 0.1378
14/02/2016 14:00:00,1010.1382, 0.1410, 0.1410, 0.1410, 0.1410
14/02/2016 15:00:00,909.8008, 0.0592, 0.0592, 0.0592, 0.0592
14/02/2016 16:00:00,753.1596, 0.0587, 0.0587, 0.0587, 0.0587
14/02/2016 17:00:00,552.5980, 0.0700, 0.0700, 0.0700, 0.0700
