Plot Title: Logger1,,,,,,,,
#,"Date Time, GMT+09:30","DO conc, mg/L (LGR S/N: 20158049, SEN S/N: 20158049, LBL: DOLogger1)","Temp, °C (LGR S/N: 20158049, SEN S/N: 20158049, LBL: TempLogger1)","DO Adj Conc, mg/L (LGR S/N: 20158049)","DO Percent Sat, % (LGR S/N: 20158049)",Coupler Attached (LGR S/N: 20158049),Stopped (LGR S/N: 20158049),End Of File (LGR S/N: 20158049)
158,09/24/21 08:15:00 AM,10.98,15.34,8.49,108.5,,,
159,09/24/21 08:30:00 AM,11.02,15.32,8.52,108.9,,,
160,09/24/21 08:45:00 AM,11.01,15.3,8.51,108.7,,,
161,09/24/21 09:00:00 AM,11.08,15.24,8.57,109.3,,,
162,09/24/21 09:15:00 AM,11.22,15.2,8.67,110.6,,,
163,09/24/21 09:30:00 AM,11.45,15.18,8.85,112.8,,,
164,09/24/21 09:45:00 AM,11.64,15.2,9,114.7,,,
165,09/24/21 10:00:00 AM,11.79,15.22,9.11,116.2,,,
166,09/24/21 10:15:00 AM,12.03,15.26,9.3,118.7,,,
167,09/24/21 10:30:00 AM,12.27,15.34,9.49,121.3,,,
168,09/24/21 10:45:00 AM,12.56,15.46,9.71,124.5,,,
169,09/24/21 11:00:00 AM,12.81,15.58,9.91,127.3,,,
170,09/24/21 11:15:00 AM,13.13,15.64,10.16,130.6,,,
171,09/24/21 11:30:00 AM,13.32,15.72,10.31,132.7,,,
172,09/24/21 11:45:00 AM,13.58,15.78,10.51,135.5,,,
173,09/24/21 12:00:00 PM,13.98,15.88,10.82,139.8,,,
174,09/24/21 12:15:00 PM,14.12,15.94,10.93,141.3,,,
175,09/24/21 12:30:00 PM,14.32,15.98,11.09,143.5,,,
176,09/24/21 12:45:00 PM,14.4,15.96,11.15,144.2,,,
177,09/24/21 01:00:00 PM,14.64,15.98,11.34,146.7,,,
178,09/24/21 01:15:00 PM,14.73,16.04,11.41,147.8,,,
179,09/24/21 01:30:00 PM,14.85,16.16,11.5,149.4,,,
180,09/24/21 01:45:00 PM,15.08,16.3,11.68,152.1,,,
181,09/24/21 02:00:00 PM,15.21,16.42,11.79,153.8,,,
182,09/24/21 02:15:00 PM,15.37,16.5,11.91,155.7,,,
183,09/24/21 02:30:00 PM,15.28,16.54,11.84,154.9,,,
184,09/24/21 02:45:00 PM,15.5,16.62,12.02,157.4,,,
185,09/24/21 03:00:00 PM,15.48,16.68,12,157.4,,,
186,09/24/21 03:15:00 PM,15.44,16.7,11.97,157.1,,,
187,09/24/21 03:30:00 PM,15.23,16.66,11.81,154.8,,,
188,09/24/21 03:45:00 PM,15.15,16.62,11.75,153.9,,,
189,09/24/21 04:00:00 PM,15.06,16.66,11.68,153.1,,,
190,09/24/21 04:15:00 PM,14.64,16.6,11.35,148.6,,,
191,09/24/21 04:30:00 PM,14.41,16.58,11.17,146.2,,,
192,09/24/21 04:45:00 PM,14.43,16.56,11.19,146.4,,,
193,09/24/21 05:00:00 PM,14.1,16.5,10.93,142.8,,,
194,09/24/21 05:15:00 PM,13.86,16.44,10.74,140.2,,,
195,09/24/21 05:30:00 PM,13.56,16.4,10.51,137.1,,,
196,09/24/21 05:45:00 PM,13.18,16.34,10.21,133.1,,,
197,09/24/21 06:00:00 PM,12.93,16.26,10.02,130.3,,,
198,09/24/21 06:15:00 PM,12.62,16.2,9.78,127,,,
199,09/24/21 06:30:00 PM,12.19,16.14,9.44,122.5,,,
200,09/24/21 06:45:00 PM,11.42,16.08,8.84,114.7,,,
201,09/24/21 07:00:00 PM,11.51,16,8.91,115.4,,,
202,09/24/21 07:15:00 PM,11.23,15.92,8.69,112.4,,,
203,09/24/21 07:30:00 PM,11.21,15.84,8.68,112,,,
204,09/24/21 07:45:00 PM,10.88,15.76,8.42,108.5,,,
205,09/24/21 08:00:00 PM,10.58,15.66,8.19,105.3,,,
206,09/24/21 08:15:00 PM,10.19,15.58,7.88,101.2,,,
207,09/24/21 08:30:00 PM,10.27,15.5,7.94,101.8,,,
208,09/24/21 08:45:00 PM,10.14,15.38,7.84,100.3,,,
209,09/24/21 09:00:00 PM,9.94,15.3,7.69,98.2,,,
210,09/24/21 09:15:00 PM,9.49,15.24,7.34,93.6,,,
211,09/24/21 09:30:00 PM,9.07,15.22,7.01,89.4,,,
212,09/24/21 09:45:00 PM,8.75,15.14,6.76,86.1,,,
213,09/24/21 10:00:00 PM,9.35,15.02,7.23,91.8,,,
214,09/24/21 10:15:00 PM,9.25,14.92,7.15,90.6,,,
215,09/24/21 10:30:00 PM,9.25,14.84,7.15,90.4,,,
216,09/24/21 10:45:00 PM,8.9,14.74,6.87,86.8,,,
217,09/24/21 11:00:00 PM,8.98,14.64,6.93,87.4,,,
218,09/24/21 11:15:00 PM,8.65,14.56,6.68,84.1,,,
219,09/24/21 11:30:00 PM,8.86,14.52,6.84,86,,,
220,09/24/21 11:45:00 PM,8.77,14.44,6.77,85,,,
221,09/25/21 12:00:00 AM,8.43,14.36,6.51,81.6,,,
222,09/25/21 12:15:00 AM,8.13,14.3,6.27,78.6,,,
223,09/25/21 12:30:00 AM,8.39,14.24,6.47,81,,,
224,09/25/21 12:45:00 AM,8.41,14.22,6.49,81.1,,,
225,09/25/21 01:00:00 AM,8.37,14.2,6.46,80.7,,,
226,09/25/21 01:15:00 AM,8.54,14.14,6.59,82.2,,,
227,09/25/21 01:30:00 AM,7.99,14.12,6.16,76.9,,,
228,09/25/21 01:45:00 AM,7.47,14.1,5.76,71.9,,,
229,09/25/21 02:00:00 AM,7.41,14.1,5.72,71.3,,,
230,09/25/21 02:15:00 AM,7.65,14.06,5.9,73.5,,,
231,09/25/21 02:30:00 AM,7.91,13.98,6.1,75.9,,,
232,09/25/21 02:45:00 AM,8.77,13.82,6.76,83.9,,,
233,09/25/21 03:00:00 AM,8.53,13.76,6.57,81.5,,,
234,09/25/21 03:15:00 AM,8.6,13.7,6.63,82,,,
235,09/25/21 03:30:00 AM,9.17,13.52,7.06,87.1,,,
236,09/25/21 03:45:00 AM,9.34,13.46,7.19,88.6,,,
237,09/25/21 04:00:00 AM,9.24,13.4,7.12,87.5,,,
238,09/25/21 04:15:00 AM,9.23,13.34,7.11,87.3,,,
239,09/25/21 04:30:00 AM,9.15,13.28,7.04,86.5,,,
240,09/25/21 04:45:00 AM,9,13.2,6.93,84.9,,,
241,09/25/21 05:00:00 AM,8.75,13.08,6.73,82.3,,,
242,09/25/21 05:15:00 AM,8.22,13.02,6.33,77.2,,,
243,09/25/21 05:30:00 AM,7.89,13,6.07,74.1,,,
244,09/25/21 05:45:00 AM,7.41,12.98,5.7,69.5,,,
245,09/25/21 06:00:00 AM,6.97,12.94,5.36,65.4,,,
246,09/25/21 06:15:00 AM,7.21,12.88,5.55,67.5,,,
247,09/25/21 06:30:00 AM,7.45,12.72,5.73,69.5,,,
248,09/25/21 06:45:00 AM,8.07,12.62,6.2,75.1,,,
249,09/25/21 07:00:00 AM,8.61,12.54,6.62,80,,,
250,09/25/21 07:15:00 AM,9.05,12.48,6.96,84,,,
251,09/25/21 07:30:00 AM,9.56,12.44,7.35,88.6,,,
252,09/25/21 07:45:00 AM,10.02,12.46,7.7,93,,,
253,09/25/21 08:00:00 AM,9.93,12.36,7.63,91.9,,,
254,09/25/21 08:15:00 AM,10.5,12.36,8.07,97.2,,,
255,09/25/21 08:30:00 AM,10.89,12.4,8.37,100.9,,,
256,09/25/21 08:45:00 AM,11.09,12.44,8.52,102.8,,,
257,09/25/21 09:00:00 AM,12.88,12.58,9.9,119.8,,,
258,09/25/21 09:15:00 AM,12.22,12.72,9.4,114,,,
259,09/25/21 09:30:00 AM,13.06,12.84,10.05,122.2,,,
260,09/25/21 09:45:00 AM,14.04,13,10.8,131.8,,,
261,09/25/21 10:00:00 AM,13.2,13.2,10.16,124.5,,,
262,09/25/21 10:15:00 AM,12.78,13.4,9.84,121.1,,,
263,09/25/21 10:30:00 AM,13.4,13.62,10.32,127.6,,,
264,09/25/21 10:45:00 AM,14.24,13.84,10.98,136.2,,,
265,09/25/21 11:00:00 AM,17.26,14.02,13.31,165.8,,,
266,09/25/21 11:15:00 AM,16.82,14.24,12.98,162.3,,,
267,09/25/21 11:30:00 AM,17.55,14.46,13.55,170.2,,,
268,09/25/21 11:45:00 AM,17.35,14.68,13.4,169,,,
269,09/25/21 12:00:00 PM,16.13,14.78,12.46,157.5,,,
270,09/25/21 12:15:00 PM,16.15,14.86,12.48,158,,,
271,09/25/21 12:30:00 PM,17.21,15.12,13.3,169.3,,,
272,09/25/21 12:45:00 PM,16.94,15.26,13.1,167.1,,,
273,09/25/21 01:00:00 PM,17.18,15.42,13.29,170.1,,,
274,09/25/21 01:15:00 PM,17.52,15.54,13.55,173.9,,,
275,09/25/21 01:30:00 PM,17.62,15.72,13.64,175.6,,,
276,09/25/21 01:45:00 PM,16.22,15.82,12.55,162,,,
277,09/25/21 02:00:00 PM,16.05,15.98,12.43,160.8,,,
278,09/25/21 02:15:00 PM,15.81,16.12,12.24,158.9,,,
279,09/25/21 02:30:00 PM,15.85,16.26,12.28,159.7,,,
280,09/25/21 02:45:00 PM,15.07,16.36,11.68,152.2,,,
281,09/25/21 03:00:00 PM,15.03,16.46,11.65,152.1,,,
282,09/25/21 03:15:00 PM,15.57,16.56,12.07,157.9,,,
283,09/25/21 03:30:00 PM,15.6,16.62,12.09,158.4,,,
284,09/25/21 03:45:00 PM,15.84,16.7,12.28,161.1,,,
285,09/25/21 04:00:00 PM,16.06,16.74,12.45,163.5,,,
286,09/25/21 04:15:00 PM,15.97,16.76,12.38,162.7,,,
287,09/25/21 04:30:00 PM,16.26,16.76,12.61,165.6,,,
288,09/25/21 04:45:00 PM,16.22,16.72,12.58,165.1,,,
289,09/25/21 05:00:00 PM,16.38,16.7,12.7,166.6,,,
290,09/25/21 05:15:00 PM,16.24,16.62,12.59,164.9,,,
291,09/25/21 05:30:00 PM,16.32,16.56,12.65,165.5,,,
292,09/25/21 05:45:00 PM,16.8,16.5,13.02,170.2,,,
293,09/25/21 06:00:00 PM,17.17,16.42,13.31,173.6,,,
294,09/25/21 06:15:00 PM,17.39,16.34,13.47,175.6,,,
295,09/25/21 06:30:00 PM,17.26,16.28,13.37,174,,,
296,09/25/21 06:45:00 PM,17.67,16.2,13.69,177.9,,,
297,09/25/21 07:00:00 PM,16.95,16.12,13.13,170.3,,,
298,09/25/21 07:15:00 PM,17.41,16.04,13.48,174.7,,,
299,09/25/21 07:30:00 PM,17.29,15.98,13.39,173.2,,,
300,09/25/21 07:45:00 PM,16.44,15.94,12.73,164.6,,,
301,09/25/21 08:00:00 PM,15.79,15.88,12.22,157.9,,,
302,09/25/21 08:15:00 PM,15.13,15.8,11.71,151,,,
303,09/25/21 08:30:00 PM,14.79,15.74,11.45,147.4,,,
304,09/25/21 08:45:00 PM,14.2,15.66,10.99,141.3,,,
305,09/25/21 09:00:00 PM,13.73,15.6,10.62,136.5,,,
306,09/25/21 09:15:00 PM,13.38,15.56,10.35,132.9,,,
307,09/25/21 09:30:00 PM,12.33,15.52,9.54,122.3,,,
308,09/25/21 09:45:00 PM,12.55,15.46,9.71,124.4,,,
309,09/25/21 10:00:00 PM,13.63,15.4,10.54,134.9,,,
310,09/25/21 10:15:00 PM,13.93,15.32,10.77,137.6,,,
311,09/25/21 10:30:00 PM,13.79,15.22,10.66,135.9,,,
312,09/25/21 10:45:00 PM,13.61,15.14,10.52,133.9,,,
313,09/25/21 11:00:00 PM,13.56,15.04,10.48,133.2,,,
314,09/25/21 11:15:00 PM,13.26,14.94,10.25,129.9,,,
315,09/25/21 11:30:00 PM,13.1,14.86,10.12,128.1,,,
316,09/25/21 11:45:00 PM,12.7,14.78,9.81,124,,,
317,09/26/21 12:00:00 AM,12.34,14.7,9.53,120.3,,,
318,09/26/21 12:15:00 AM,12.1,14.64,9.34,117.8,,,
319,09/26/21 12:30:00 AM,11.81,14.56,9.12,114.8,,,
320,09/26/21 12:45:00 AM,11.67,14.5,9.01,113.3,,,
321,09/26/21 01:00:00 AM,11.46,14.42,8.84,111,,,
322,09/26/21 01:15:00 AM,11.13,14.34,8.59,107.6,,,
323,09/26/21 01:30:00 AM,11.01,14.28,8.49,106.3,,,
324,09/26/21 01:45:00 AM,10.63,14.2,8.2,102.5,,,
325,09/26/21 02:00:00 AM,10.31,14.12,7.95,99.2,,,
326,09/26/21 02:15:00 AM,10.34,14.04,7.97,99.4,,,
327,09/26/21 02:30:00 AM,10.01,13.94,7.72,96,,,
328,09/26/21 02:45:00 AM,9.7,13.86,7.48,92.8,,,
329,09/26/21 03:00:00 AM,9.52,13.76,7.34,90.9,,,
330,09/26/21 03:15:00 AM,9.81,13.66,7.56,93.5,,,
331,09/26/21 03:30:00 AM,9.75,13.58,7.51,92.7,,,
332,09/26/21 03:45:00 AM,9.77,13.5,7.53,92.8,,,
333,09/26/21 04:00:00 AM,9.98,13.44,7.69,94.6,,,
334,09/26/21 04:15:00 AM,9.76,13.38,7.52,92.4,,,
335,09/26/21 04:30:00 AM,10.08,13.32,7.76,95.3,,,
336,09/26/21 04:45:00 AM,10.04,13.22,7.73,94.7,,,
337,09/26/21 05:00:00 AM,9.99,13.08,7.69,94,,,
338,09/26/21 05:15:00 AM,9.8,13.02,7.54,92.1,,,
339,09/26/21 05:30:00 AM,9.68,12.94,7.45,90.8,,,
340,09/26/21 05:45:00 AM,9.38,12.9,7.22,87.9,,,
341,09/26/21 06:00:00 AM,9.38,12.78,7.21,87.6,,,
342,09/26/21 06:15:00 AM,9.42,12.64,7.24,87.7,,,
343,09/26/21 06:30:00 AM,9.78,12.46,7.52,90.7,,,
344,09/26/21 06:45:00 AM,9.94,12.38,7.64,92,,,
345,09/26/21 07:00:00 AM,10.28,12.34,7.9,95.1,,,
346,09/26/21 07:15:00 AM,10.44,12.34,8.02,96.6,,,
347,09/26/21 07:30:00 AM,10.83,12.3,8.32,100.1,,,
348,09/26/21 07:45:00 AM,11.68,12.22,8.97,107.8,,,
349,09/26/21 08:00:00 AM,11.91,12.16,9.15,109.7,,,
350,09/26/21 08:15:00 AM,11.79,12.12,9.05,108.5,,,
351,09/26/21 08:30:00 AM,12.63,12.14,9.7,116.3,,,
352,09/26/21 08:45:00 AM,13.53,12.16,10.39,124.7,,,
353,09/26/21 09:00:00 AM,13.51,12.16,10.38,124.5,,,
354,09/26/21 09:15:00 AM,13.51,12.18,10.38,124.5,,,
355,09/26/21 09:30:00 AM,14.95,12.18,11.48,137.8,,,
356,09/26/21 09:45:00 AM,15.26,12.3,11.72,141,,,
357,09/26/21 10:00:00 AM,15.12,12.5,11.62,140.4,,,
358,09/26/21 10:15:00 AM,16.24,12.7,12.49,151.5,,,
359,09/26/21 10:30:00 AM,16.62,12.98,12.79,156,,,
360,09/26/21 10:45:00 AM,16.31,13.2,12.56,153.8,,,
361,09/26/21 11:00:00 AM,17.36,13.5,13.37,164.8,,,
362,09/26/21 11:15:00 AM,18.82,13.64,14.5,179.2,,,
363,09/26/21 11:30:00 AM,17.13,13.92,13.21,164.2,,,
364,09/26/21 11:45:00 AM,17.89,14.16,13.8,172.3,,,
365,09/26/21 12:00:00 PM,18.32,14.36,14.14,177.3,,,
366,09/26/21 12:15:00 PM,17.99,14.62,13.89,175.1,,,
367,09/26/21 12:30:00 PM,17.01,14.88,13.14,166.5,,,
368,09/26/21 12:45:00 PM,19.08,15.14,14.75,187.8,,,
369,09/26/21 01:00:00 PM,18.06,15.38,13.97,178.6,,,
370,09/26/21 01:15:00 PM,17.87,15.6,13.83,177.6,,,
371,09/26/21 01:30:00 PM,18.77,15.84,14.53,187.5,,,
372,09/26/21 01:45:00 PM,18.43,16.1,14.27,185.1,,,
373,09/26/21 02:00:00 PM,19.15,16.32,14.84,193.2,,,
374,09/26/21 02:15:00 PM,19.09,16.56,14.8,193.6,,,
375,09/26/21 02:30:00 PM,19.34,16.74,15,196.9,,,
376,09/26/21 02:45:00 PM,21.51,16.96,16.69,220,,,
377,09/26/21 03:00:00 PM,21.39,17.12,16.6,219.5,,,
378,09/26/21 03:15:00 PM,22.87,17.24,17.75,235.3,,,
379,09/26/21 03:30:00 PM,19.61,17.04,15.22,200.9,,,
