Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
Coorong_Ewe_Island_Barrage_2,314880.0000,6062880.0000,5,21-09-2010,27-10-2010,15
Coorong_Ewe_Island_Barrage_3,314880.0000,6062880.0000,5,08-10-2010,27-10-2010,10
Coorong_Ewe_Island_Barrage_4,314880.0000,6062880.0000,5,21-09-2010,08-10-2010,10
Coorong_Goolwa_Channel_Monument_Rd,302097.0000,6066373.0000,13,27-02-2008,23-11-2009,91
Coorong_Jockwar_Road,351368.0000,6083419.0000,13,13-12-2012,09-12-2014,117
Coorong_Long_Point,333756.0000,6048257.0000,15,12-09-2012,10-12-2014,318
Coorong_Mark_Point,325762.0000,6054914.0000,15,11-09-2012,10-12-2014,210
Coorong_Monument_Road,302097.0000,6066373.0000,15,12-09-2012,10-12-2014,169
Coorong_Mundoo_Channel,312516.0000,6065450.0000,13,03-10-2013,10-12-2014,51
Coorong_Murray_Mouth,308015.0000,6063155.0000,15,12-09-2012,10-12-2014,151
Coorong_Salt_Ck_outlet_Salt_Creek,377597.0000,6000430.0000,4,27-02-2008,27-02-2008,4
Coorong_Salt_Creek_footbridge,377597.0000,6000430.0000,4,27-02-2008,27-02-2008,4
Coorong_Tauwitchere_Barrage,320218.0000,6059692.0000,23,27-02-2008,10-12-2014,296
Coorong_Villa_de_Yumpa,359175.0000,6022894.0000,15,12-09-2012,10-12-2014,390
Coorong_sub_lagoon_1_Tauwitchere,325883.0000,6060247.0000,14,27-02-2008,23-11-2009,92
Coorong_sub_lagoon_10_Jack_Point,323910.0000,6058687.0000,20,27-02-2008,10-12-2014,261
Coorong_sub_lagoon_12_Sth_of_Salt_Creek,323636.0000,6058164.0000,19,27-02-2008,10-12-2014,207
Coorong_sub_lagoon_2_Mark_Point,325774.0000,6060184.0000,4,27-02-2008,27-02-2008,4
Coorong_sub_lagoon_3_Long_Point,326106.0000,6060249.0000,14,27-02-2008,23-11-2009,92
Coorong_sub_lagoon_4_Noonameena,324117.0000,6058653.0000,4,27-02-2008,27-02-2008,4
Coorong_sub_lagoon_5_Bonneys,326015.0000,6058300.0000,14,27-02-2008,23-11-2009,92
Coorong_sub_lagoon_6_McGrath_Flat_North,326056.0000,6058268.0000,15,21-07-2014,15-10-2014,108
Coorong_sub_lagoon_7_Parnka_Point,324163.0000,6058614.0000,20,27-02-2008,15-10-2014,352
Coorong_sub_lagoon_9_Stoney_Well,325989.0000,6058354.0000,16,27-02-2008,15-10-2014,112
Currency_Ck_CC_292,299331.0000,6073729.0000,18,18-05-2009,18-05-2009,18
Currency_Ck_CC_DS5,302991.0000,6070631.0000,18,13-08-2009,11-09-2009,54
Currency_Ck_CC_DS6,302789.0000,6070149.0000,18,13-08-2009,20-08-2009,36
Currency_Ck_DS1,299331.0000,6073729.0000,18,18-05-2009,09-06-2009,144
Currency_Ck_DS2,302991.0000,6070631.0000,18,18-05-2009,06-08-2009,288
Currency_Ck_DS4TP_surface_water,302789.0000,6070149.0000,18,22-05-2009,22-05-2009,18
Currency_Ck_Bore_LCC_P2,302192.0000,6071732.0000,13,02-05-2009,18-12-2014,462
Currency_Ck_CCGC,302418.0000,6069589.0000,19,18-05-2009,30-12-2009,260
Currency_Creek_CCUS1,296153.0000,6074149.0000,25,09-04-2009,16-10-2014,1146
Currency_Creek_Currency_1,301314.0000,6073082.0000,28,04-08-2008,16-10-2014,1795
Currency_Creek_Currency_2,301809.0000,6071434.0000,29,04-08-2008,09-12-2014,2817
Currency_Creek_Currency_3,302660.0000,6069803.0000,28,04-08-2008,16-08-2010,1405
Currency_Creek_Regulator,302553.0000,6072223.0000,25,14-01-2009,16-10-2014,1451
Currency_Creek_US_of_Narrows,299424.0000,6073808.0000,25,08-05-2009,16-10-2014,1736
Dunns_Lagoon_DL_Jetty,312400.0000,6069240.0000,5,09-04-2010,26-04-2012,83
Dunns_Lagoon_DL1_Kayak,312378.0000,6069672.0000,5,16-04-2010,12-01-2011,10
Dunns_Lagoon_DL10_Kayak,313633.0000,6069763.0000,5,16-04-2010,12-01-2011,10
Dunns_Lagoon_DL2_Kayak,312643.0000,6069962.0000,5,16-04-2010,12-01-2011,10
Dunns_Lagoon_DL3_Kayak,312679.0000,6070129.0000,5,16-04-2010,12-01-2011,10
Dunns_Lagoon_DL4_Kayak,312696.0000,6070322.0000,5,16-04-2010,12-01-2011,10
Dunns_Lagoon_DL5_Kayak,313298.0000,6070307.0000,5,16-04-2010,12-01-2011,10
Dunns_Lagoon_DL6_Kayak,313303.0000,6070124.0000,20,05-08-2009,12-01-2011,28
Dunns_Lagoon_DL7_Kayak,313306.0000,6069875.0000,5,16-04-2010,16-04-2010,5
Dunns_Lagoon_DL8_Kayak,313297.0000,6069684.0000,5,16-04-2010,12-01-2011,10
Dunns_Lagoon_DL9_Kayak,313450.0000,6069669.0000,5,16-04-2010,16-04-2010,5
Dunns_Lagoon_DLT10,313310.0000,6070356.0000,5,30-04-2010,26-04-2012,73
Dunns_Lagoon_DLT3,312474.0000,6070172.0000,17,09-04-2010,26-04-2012,90
Dunns_Lagoon_DLT7,313321.0000,6070311.0000,5,09-04-2010,07-12-2011,15
Finniss_River_FR_DS1,304044.0000,6077930.0000,18,19-05-2009,23-11-2009,287
Finniss_River_DS_of_WL,303479.0000,6079269.0000,25,26-11-2009,03-10-2013,1404
Finniss_River_FRGC,308604.0000,6071593.0000,25,14-05-2009,16-10-2014,1350
Finniss_River_Finniss_1,306660.0000,6076270.0000,29,04-08-2008,16-10-2014,1888
Finniss_River_Finniss_2,308064.0000,6073399.0000,29,04-08-2008,09-12-2014,2825
Finniss_River_Finniss_3,309297.0000,6070539.0000,28,04-08-2008,21-06-2011,1965
Finniss_River_US1,302460.0000,6080680.0000,25,09-04-2009,16-10-2014,1067
Finniss_River_Wallys_Landing_FR_WL,303113.0000,6079582.0000,20,19-05-2009,18-09-2014,58
Hindmarsh_Island_Boggy_Creek_1,311149.0000,6066040.0000,17,14-07-2010,23-12-2014,514
Hindmarsh_Island_Boggy_Creek_2,311431.0000,6066040.0000,5,14-07-2010,03-02-2012,195
Hindmarsh_Island_Boggy_Creek_3,311056.0000,6065794.0000,5,14-07-2010,23-12-2014,420
Hindmarsh_Island_Boggy_Creek_4,311562.0000,6065312.0000,17,14-07-2010,23-12-2014,427
Hindmarsh_Island_Boggy_Creek_5,311341.0000,6066722.0000,17,12-08-2010,23-12-2014,636
Hindmarsh_Island_Boggy_Creek_6,311612.0000,6066862.0000,17,12-08-2010,23-12-2014,981
Hindmarsh_Island_Boggy_Creek_7,311305.0000,6066572.0000,17,18-08-2010,01-05-2012,214
Hindmarsh_Island_Estick_Creek_2,311683.0000,6065664.0000,5,05-01-2011,05-01-2011,5
Hindmarsh_Island_Estick_Creek_3,311639.0000,6065584.0000,5,05-01-2011,05-01-2011,5
Hindmarsh_Island_Estick_Creek_4,311639.0000,6065584.0000,5,05-01-2011,05-01-2011,5
Hindmarsh_Island_Estick_Creek_5,311805.0000,6065433.0000,5,05-01-2011,05-01-2011,5
Hindmarsh_Island_Hunters_Creek_1,308875.0000,6066444.0000,17,31-08-2010,23-12-2014,1012
Hindmarsh_Island_Hunters_Creek_2,308613.0000,6066358.0000,17,08-09-2010,23-12-2014,423
Hindmarsh_Island_Hunters_Creek_3,308561.0000,6065999.0000,17,08-09-2010,23-12-2014,431
Hindmarsh_Island_Hunters_Creek_4,308062.0000,6065764.0000,5,08-09-2010,23-12-2014,395
Hindmarsh_Island_Hunters_Creek_5,308283.0000,6065530.0000,17,08-09-2010,23-12-2014,633
Hindmarsh_Island_Hunters_Creek_6,308304.0000,6065516.0000,17,16-09-2010,23-12-2014,382
Hindmarsh_Island_Mundoo_Channel_1,311562.0000,6065312.0000,17,14-07-2010,23-12-2014,401
Hindmarsh_Island_Mundoo_Channel_2,312516.0000,6065450.0000,17,14-07-2010,22-01-2014,170
LMRIA_Plume_Burdett,343625.8122,6112467.7840,17,13-09-2012,13-09-2012,301
LMRIA_Plume_Jervois,355865.9982,6100007.9995,15,06-09-2011,02-09-2013,1018
LMRIA_Plume_Jervois_Wellington,354386.9074,6092491.6664,21,07-02-2013,04-04-2013,1119
LMRIA_Plume_Jervois_Woods_Point,359638.5220,6096050.4574,21,22-05-2013,22-05-2013,444
LMRIA_Plume_Jervois_Monteith,356115.1658,6099865.2147,4,01-12-2011,19-06-2012,356
LMRIA_Plume_Long_Flat,345101.9720,6111309.4071,21,18-01-2012,05-03-2013,883
LMRIA_Plume_Mobilong,342929.1797,6113820.3077,21,06-07-2012,19-12-2012,1495
LMRIA_Plume_Monteith,348263.9528,6104461.2301,21,26-09-2012,18-04-2013,1117
LMRIA_Plume_Riverglen,346333.5578,6106263.8419,20,23-01-2013,23-01-2013,355
LMRIA_Plume_Toora,345468.5453,6115835.7488,21,18-01-2012,08-05-2013,1120
LMRIA_Plume_Westbrook_Park,355806.7642,6100219.1985,21,15-08-2012,21-02-2013,788
LMRIA_Plume_Woods_Point,351936.2545,6103146.6833,20,02-11-2012,02-11-2012,428
Lake_Albert_Bascombe_Bay_1,342645.0000,6045987.0000,5,15-04-2010,13-10-2011,20
Lake_Albert_Bascombe_Bay_2,343356.0000,6045634.0000,5,15-04-2010,21-06-2010,9
Lake_Albert_Bascombe_Bay_3,343652.0000,6045437.0000,5,15-04-2010,30-08-2010,20
Lake_Albert_Bascombe_Bay_4,343509.0000,6046770.0000,5,15-04-2010,12-07-2010,10
Lake_Albert_Bascombe_Bay_5,342774.0000,6046873.0000,5,15-04-2010,30-08-2010,20
Lake_Albert_Bascombe_Bay_6,343911.0000,6045207.0000,5,12-07-2010,06-02-2013,70
Lake_Albert_Bascombe_Bay_7,342493.0000,6044966.0000,5,30-08-2010,30-08-2010,5
Lake_Albert_Bascombe_Bay_8,343149.0000,6044008.0000,5,25-11-2010,06-02-2013,65
Lake_Albert_Campbell_Park,343074.0000,6058338.0000,24,20-02-2008,19-11-2010,341
Lake_Albert_Granite_2,352115.0000,6059211.0000,5,12-07-2010,12-07-2010,5
Lake_Albert_Juron_Swamp_1,339385.0000,6065904.0000,17,16-03-2011,14-03-2013,44
Lake_Albert_Juron_Swamp_2,339448.0000,6065896.0000,5,16-03-2011,14-03-2013,10
Lake_Albert_Juron_Swamp_3,339571.0000,6065813.0000,5,16-03-2011,14-03-2013,10
Lake_Albert_Juron_Swamp_4,339676.0000,6065696.0000,5,16-03-2011,14-03-2013,10
Lake_Albert_Narrows_1,340402.0000,6067073.0000,4,03-06-2010,03-06-2010,4
Lake_Albert_Narrows_10,337800.0000,6067681.0000,6,07-09-2010,15-05-2012,214
Lake_Albert_Narrows_11,337712.0000,6067277.0000,6,07-09-2010,11-10-2010,12
Lake_Albert_Narrows_12,337696.0000,6067250.0000,6,07-09-2010,08-04-2011,50
Lake_Albert_Narrows_13,339426.0000,6067237.0000,6,07-09-2010,08-04-2011,56
Lake_Albert_Narrows_14,339848.0000,6067443.0000,6,07-09-2010,15-05-2012,200
Lake_Albert_Narrows_15,340507.0000,6067057.0000,6,07-09-2010,15-05-2012,182
Lake_Albert_Narrows_16,341339.0000,6066133.0000,24,07-09-2010,15-05-2012,724
Lake_Albert_Narrows_17,342151.0000,6065867.0000,6,07-09-2010,08-04-2011,57
Lake_Albert_Narrows_18,341872.0000,6065528.0000,6,07-09-2010,08-04-2011,59
Lake_Albert_Narrows_19,342280.0000,6065253.0000,6,07-09-2010,15-05-2012,192
Lake_Albert_Narrows_2,341273.0000,6065480.0000,5,03-06-2010,03-06-2010,5
Lake_Albert_Narrows_3,341156.0000,6065411.0000,5,03-06-2010,03-06-2010,5
Lake_Albert_Narrows_4,341414.0000,6065007.0000,5,03-06-2010,03-06-2010,5
Lake_Albert_Narrows_5,341704.0000,6064672.0000,17,03-06-2010,03-06-2010,17
Lake_Albert_Narrows_6,335711.0000,6068576.0000,6,07-09-2010,12-01-2012,65
Lake_Albert_Narrows_7,335722.0000,6068349.0000,24,07-09-2010,16-02-2012,359
Lake_Albert_Narrows_8,336596.0000,6067746.0000,24,07-09-2010,15-05-2012,715
Lake_Albert_Narrows_9,337949.0000,6068173.0000,6,07-09-2010,06-05-2011,62
Lake_Albert_Narrung,335568.0000,6068932.0000,24,03-03-2010,09-12-2014,467
Lake_Albert_Narrung_Narrows_Swamp_1,334659.0000,6068443.0000,5,16-03-2011,13-10-2011,15
Lake_Albert_Narrung_Narrows_Swamp_2,334710.0000,6068390.0000,5,16-03-2011,16-03-2011,5
Lake_Albert_Narrung_Narrows_Swamp_3,334606.0000,6068388.0000,5,16-03-2011,16-03-2011,5
Lake_Albert_Narrung_Swamp_1,334602.0000,6068550.0000,17,18-01-2011,06-02-2013,57
Lake_Albert_Opening,344391.0000,6063658.0000,29,20-02-2008,09-12-2014,2816
Lake_Albert_Reedy_Point_1,340998.0000,6061262.0000,19,15-04-2010,06-02-2013,74
Lake_Albert_Reedy_Point_2,341267.0000,6061634.0000,5,15-04-2010,15-04-2010,5
Lake_Albert_Reedy_Point_3,341766.0000,6061915.0000,5,15-04-2010,15-04-2010,5
Lake_Albert_Reedy_Point_4,341568.0000,6062789.0000,6,15-04-2010,07-09-2010,11
Lake_Albert_Reedy_Point_5,340727.0000,6060739.0000,17,03-06-2010,30-08-2010,51
Lake_Albert_Reedy_Point_6,340949.0000,6061171.0000,5,03-06-2010,03-06-2010,5
Lake_Albert_Reedy_Point_7,341043.0000,6060723.0000,5,30-08-2010,30-08-2010,5
Lake_Albert_Reedy_Point_A,340832.0000,6060938.0000,11,12-05-2010,13-10-2011,31
Lake_Albert_Reedy_Point_B,340889.0000,6060998.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Reedy_Point_C,340923.0000,6061089.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Reedy_Point_D,340956.0000,6061186.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Reedy_Point_E,340755.0000,6061388.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Reedy_Point_F,340903.0000,6061576.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Reedy_Point_G,341199.0000,6061026.0000,4,12-05-2010,12-05-2010,4
Lake_Albert_Reedy_Point_H,341358.0000,6061426.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Reedy_Point_I,340726.0000,6060724.0000,5,21-06-2010,21-06-2010,5
Lake_Albert_Reedy_Point_Pool,340860.0000,6060867.0000,11,12-05-2010,12-05-2010,11
Lake_Albert_Reedy_Point_South_1,341452.0000,6060041.0000,5,15-04-2010,30-08-2010,20
Lake_Albert_Reedy_Point_South_2,340427.0000,6058283.0000,5,15-04-2010,15-04-2010,5
Lake_Albert_Reedy_Point_South_3,339652.0000,6057730.0000,5,15-04-2010,21-06-2010,10
Lake_Albert_Reedy_Point_South_4,339404.0000,6057405.0000,5,15-04-2010,15-04-2010,5
Lake_Albert_Reedy_Point_South_Scum,340382.0000,6058123.0000,5,15-04-2010,15-04-2010,5
Lake_Albert_Rumply_Point,343040.0000,6056795.0000,5,15-04-2010,28-07-2010,15
Lake_Albert_Rumply_Point_North_1,339337.0000,6056402.0000,5,15-04-2010,21-06-2010,10
Lake_Albert_Rumply_Point_North_2,339890.0000,6056533.0000,5,15-04-2010,15-04-2010,5
Lake_Albert_Rumply_Point_North_3,338732.0000,6056419.0000,17,03-06-2010,30-08-2010,39
Lake_Albert_Rumply_Point_North_A,339499.0000,6056958.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Rumply_Point_Pool,339133.0000,6056393.0000,5,15-04-2010,18-11-2010,15
Lake_Albert_Rumply_Point_Pool_1,338637.0000,6056391.0000,19,15-04-2010,06-02-2013,243
Lake_Albert_Rumply_Point_Pool_2,339034.0000,6056242.0000,17,30-08-2010,07-09-2010,22
Lake_Albert_Rumply_Point_South_1,340567.0000,6054015.0000,5,15-04-2010,15-04-2010,5
Lake_Albert_Rumply_Point_South_2,339093.0000,6053047.0000,5,15-04-2010,28-07-2010,15
Lake_Albert_Rumply_Point_South_3,338162.0000,6052625.0000,5,30-08-2010,30-08-2010,5
Lake_Albert_Rumply_Point_South_West_Pool_1,339346.0000,6051410.0000,5,15-04-2010,15-04-2010,5
Lake_Albert_Rumply_Point_South_West_Pool_2,339532.0000,6049655.0000,11,15-04-2010,15-04-2010,11
Lake_Albert_Rumply_Point_South_West_Pool_2_A,339516.0000,6049694.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Rumply_Point_South_West_Pool_2_B,339266.0000,6049583.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Rumply_Point_South_West_Pool_2_C,339539.0000,6049390.0000,5,12-05-2010,12-05-2010,5
Lake_Albert_Rumply_Point_South_West_Pool_2_D,339348.0000,6049927.0000,4,12-05-2010,12-05-2010,4
Lake_Albert_South_West,341650.0000,6050496.0000,29,20-02-2008,23-06-2011,1941
Lake_Albert_Teringie_Swamp_1,352521.0000,6059076.0000,17,18-01-2011,18-01-2011,17
Lake_Albert_Waringie_Point,339913.0000,6048551.0000,5,16-02-2011,03-06-2011,15
Lake_Albert_Water_Level_Recorder,349307.0000,6058801.0000,30,29-04-2008,16-10-2014,2890
Lake_Alexandrina_Boggy_Lake_1,335414.0000,6089677.0000,17,12-04-2010,18-06-2014,349
Lake_Alexandrina_Boggy_Lake_10,335513.0000,6090759.0000,17,12-04-2010,18-06-2014,359
Lake_Alexandrina_Boggy_Lake_11,335889.0000,6090392.0000,5,12-04-2010,12-04-2010,5
Lake_Alexandrina_Boggy_Lake_12,336990.0000,6090825.0000,5,12-04-2010,21-04-2010,9
Lake_Alexandrina_Boggy_Lake_13,337705.0000,6090612.0000,5,12-04-2010,21-04-2010,9
Lake_Alexandrina_Boggy_Lake_14,337935.0000,6089784.0000,5,12-04-2010,21-04-2010,10
Lake_Alexandrina_Boggy_Lake_15,337932.0000,6089992.0000,5,21-04-2010,21-04-2010,5
Lake_Alexandrina_Boggy_Lake_16,337925.0000,6090198.0000,17,21-04-2010,20-01-2011,104
Lake_Alexandrina_Boggy_Lake_17,337944.0000,6090407.0000,5,21-04-2010,21-04-2010,5
Lake_Alexandrina_Boggy_Lake_18,337644.0000,6090420.0000,5,21-04-2010,21-04-2010,5
Lake_Alexandrina_Boggy_Lake_19,337629.0000,6090213.0000,5,21-04-2010,21-04-2010,5
Lake_Alexandrina_Boggy_Lake_2,334979.0000,6089950.0000,5,12-04-2010,27-03-2013,9
Lake_Alexandrina_Boggy_Lake_20,337589.0000,6089961.0000,5,21-04-2010,21-04-2010,5
Lake_Alexandrina_Boggy_Lake_21,337179.0000,6090018.0000,5,21-04-2010,21-04-2010,5
Lake_Alexandrina_Boggy_Lake_22,337111.0000,6090323.0000,5,21-04-2010,21-04-2010,5
Lake_Alexandrina_Boggy_Lake_23,337070.0000,6090594.0000,5,21-04-2010,21-04-2010,5
Lake_Alexandrina_Boggy_Lake_24,336497.0000,6090538.0000,17,21-04-2010,31-05-2011,152
Lake_Alexandrina_Boggy_Lake_25,336480.0000,6090343.0000,5,21-04-2010,21-04-2010,5
Lake_Alexandrina_Boggy_Lake_26,334593.0000,6089728.0000,4,21-04-2010,21-04-2010,4
Lake_Alexandrina_Boggy_Lake_27,335039.0000,6090547.0000,4,21-04-2010,21-04-2010,4
Lake_Alexandrina_Boggy_Lake_28,335487.0000,6090199.0000,17,21-04-2010,20-01-2011,113
Lake_Alexandrina_Boggy_Lake_29,335209.0000,6089498.0000,4,05-05-2010,27-05-2010,11
Lake_Alexandrina_Boggy_Lake_3,335053.0000,6090395.0000,10,12-04-2010,27-03-2013,15
Lake_Alexandrina_Boggy_Lake_30,334657.0000,6090634.0000,17,18-05-2010,06-03-2012,115
Lake_Alexandrina_Boggy_Lake_31,334107.0000,6089738.0000,17,18-05-2010,06-03-2012,244
Lake_Alexandrina_Boggy_Lake_32,338173.0000,6090142.0000,5,04-06-2010,06-03-2012,14
Lake_Alexandrina_Boggy_Lake_33,333481.0000,6089774.0000,17,04-06-2010,31-05-2011,302
Lake_Alexandrina_Boggy_Lake_34,339418.0000,6089220.0000,17,04-06-2010,08-07-2010,36
Lake_Alexandrina_Boggy_Lake_35,338892.0000,6089733.0000,5,09-06-2010,09-06-2010,5
Lake_Alexandrina_Boggy_Lake_36,337095.0000,6090400.0000,5,09-06-2010,16-06-2010,9
Lake_Alexandrina_Boggy_Lake_37,335575.0000,6090421.0000,5,09-06-2010,09-06-2010,5
Lake_Alexandrina_Boggy_Lake_38,336788.0000,6089597.0000,17,22-07-2010,20-01-2011,46
Lake_Alexandrina_Boggy_Lake_39,337190.0000,6089609.0000,17,22-07-2010,31-05-2011,216
Lake_Alexandrina_Boggy_Lake_4,335834.0000,6089932.0000,5,12-04-2010,27-03-2013,10
Lake_Alexandrina_Boggy_Lake_40,333218.0000,6089392.0000,5,22-07-2010,31-05-2011,78
Lake_Alexandrina_Boggy_Lake_41,333880.0000,6090247.0000,17,03-08-2010,31-05-2011,76
Lake_Alexandrina_Boggy_Lake_42,332699.0000,6089207.0000,17,22-09-2010,20-01-2011,32
Lake_Alexandrina_Boggy_Lake_43,333560.0000,6089423.0000,5,22-09-2010,20-01-2011,15
Lake_Alexandrina_Boggy_Lake_44,332548.0000,6089098.0000,17,20-10-2010,25-11-2010,42
Lake_Alexandrina_Boggy_Lake_5,335649.0000,6089630.0000,4,12-04-2010,12-04-2010,4
Lake_Alexandrina_Boggy_Lake_6,335597.0000,6089468.0000,11,12-04-2010,21-04-2010,15
Lake_Alexandrina_Boggy_Lake_7,336425.0000,6090148.0000,17,12-04-2010,20-01-2011,78
Lake_Alexandrina_Boggy_Lake_8,336492.0000,6090909.0000,17,12-04-2010,06-03-2012,224
Lake_Alexandrina_Boggy_Lake_9,335891.0000,6090954.0000,4,12-04-2010,12-04-2010,4
Lake_Alexandrina_Dog_Lake_10,330866.0000,6085377.0000,17,22-07-2010,03-08-2010,34
Lake_Alexandrina_Dog_Lake_11,333461.0000,6084613.0000,5,22-07-2010,03-08-2010,10
Lake_Alexandrina_Dog_Lake_1b,332164.0000,6086755.0000,4,07-05-2010,07-05-2010,4
Lake_Alexandrina_Dog_Lake_2,332964.0000,6086974.0000,5,12-04-2010,12-04-2010,5
Lake_Alexandrina_Dog_Lake_3,333613.0000,6087195.0000,5,12-04-2010,12-04-2010,5
Lake_Alexandrina_Dog_Lake_4,333754.0000,6087341.0000,5,12-04-2010,12-04-2010,5
Lake_Alexandrina_Dog_Lake_5,333928.0000,6085228.0000,5,12-04-2010,12-04-2010,5
Lake_Alexandrina_Dog_Lake_6,334326.0000,6087976.0000,5,12-04-2010,12-04-2010,5
Lake_Alexandrina_Dog_Lake_7,331500.0000,6086323.0000,17,08-07-2010,13-10-2010,43
Lake_Alexandrina_Dog_Lake_8,331855.0000,6086742.0000,5,08-07-2010,03-08-2010,15
Lake_Alexandrina_Dog_Lake_9,333974.0000,6084731.0000,5,08-07-2010,13-10-2010,20
Lake_Alexandrina_Eckerts_Road,351411.0000,6077054.0000,17,12-07-2010,06-02-2013,91
Lake_Alexandrina_McHughes_Bay_1,351511.0000,6087523.0000,17,12-07-2010,12-07-2010,17
Lake_Alexandrina_McHughes_Bay_2,352082.0000,6087512.0000,5,12-07-2010,12-07-2010,5
Lake_Alexandrina_McHughes_Bay_3,352294.0000,6087642.0000,5,12-07-2010,12-07-2010,5
Lake_Alexandrina_McHughes_Bay_4,352991.0000,6087419.0000,5,12-07-2010,12-07-2010,5
Lake_Alexandrina_Point_Sturt_1,315331.0000,6073293.0000,5,14-05-2010,14-05-2010,5
Lake_Alexandrina_Point_Sturt_2,316280.0000,6074075.0000,5,14-05-2010,14-05-2010,5
Lake_Alexandrina_Point_Sturt_3,317131.0000,6074513.0000,5,14-05-2010,14-05-2010,5
Lake_Alexandrina_Point_Sturt_4,317360.0000,6074921.0000,5,14-05-2010,14-05-2010,5
Lake_Alexandrina_Point_Sturt_5,317138.0000,6075127.0000,5,14-05-2010,14-05-2010,5
Lake_Alexandrina_Point_Sturt_6,316419.0000,6074916.0000,5,14-05-2010,14-05-2010,5
Lake_Alexandrina_Point_Sturt_7,316144.0000,6074735.0000,5,14-05-2010,14-05-2010,5
Lake_Alexandrina_Point_Sturt_8,315695.0000,6074895.0000,5,14-05-2010,14-05-2010,5
Lake_Alexandrina_Mulgundawa_Recorder,340441.0000,6087014.0000,15,14-05-2008,14-05-2008,15
Lake_Alexandrina_Beacon_97,331095.0000,6071418.0000,20,28-03-2008,10-11-2009,306
Lake_Alexandrina_Clayton_east_of_regulator,311714.0000,6069474.0000,28,04-08-2008,15-11-2011,2412
Lake_Alexandrina_Clayton_west_of_regulator,311377.0000,6069720.0000,22,29-07-2009,19-12-2009,189
Lake_Alexandrina_Ewe_Island_Barrage_site_1,316529.0000,6062708.0000,18,02-06-2009,24-06-2009,36
Lake_Alexandrina_Ewe_Island_Barrage_site_2,316529.0000,6062708.0000,18,24-06-2009,24-06-2009,18
Lake_Alexandrina_Ewe_Island_Barrage_site_3,316350.0000,6062862.0000,18,24-06-2009,24-06-2009,18
Lake_Alexandrina_Goolwa_Barrage_Downstream,301200.0000,6065900.0000,7,11-09-2008,19-12-2009,93
Lake_Alexandrina_Goolwa_Barrage_Upstream,301314.0000,6066341.0000,29,24-01-2008,09-12-2014,3363
Lake_Alexandrina_Islands,322555.0000,6065055.0000,29,04-08-2008,28-06-2011,1381
Lake_Alexandrina_Middle,333094.0000,6077943.0000,29,05-08-2008,09-12-2014,2620
Lake_Alexandrina_Narrung,335173.0000,6069921.0000,16,05-08-2008,10-11-2009,528
Lake_Alexandrina_Off_Point_McLeay,324305.0000,6067057.0000,29,04-08-2008,09-12-2014,1839
Lake_Alexandrina_Opening,348601.0000,6079701.0000,29,05-08-2008,28-06-2011,1492
