Date and Time,Wind Speed (m/s),Wind Direction (deg),Site
1/12/2020 21:00,11.02,239.7,Policeman Point Boat Ramp 1
1/12/2020 21:05,10.45,239.4,Policeman Point Boat Ramp 1
1/12/2020 21:10,11.14,242.1,Policeman Point Boat Ramp 1
1/12/2020 21:15,11.09,244.6,Policeman Point Boat Ramp 1
1/12/2020 21:20,12.49,237.5,Policeman Point Boat Ramp 1
1/12/2020 21:25,11.75,233.7,Policeman Point Boat Ramp 1
1/12/2020 21:30,10.57,240.7,Policeman Point Boat Ramp 1
1/12/2020 21:40,11.92,239.1,Policeman Point Boat Ramp 1
1/12/2020 21:45,12.27,243.9,Policeman Point Boat Ramp 1
1/12/2020 21:50,12.19,241.2,Policeman Point Boat Ramp 1
1/12/2020 21:55,11.46,247.1,Policeman Point Boat Ramp 1
1/12/2020 22:00,10.94,238.9,Policeman Point Boat Ramp 1
1/12/2020 22:05,11.86,237.8,Policeman Point Boat Ramp 1
1/12/2020 22:10,10.7,238.5,Policeman Point Boat Ramp 1
1/12/2020 22:15,10.32,237.1,Policeman Point Boat Ramp 1
1/12/2020 22:20,10.52,240.5,Policeman Point Boat Ramp 1
1/12/2020 22:25,11.43,239.4,Policeman Point Boat Ramp 1
1/12/2020 22:30,10.63,240.1,Policeman Point Boat Ramp 1
1/12/2020 22:40,10.2,236.4,Policeman Point Boat Ramp 1
1/12/2020 22:45,10.17,242.6,Policeman Point Boat Ramp 1
1/12/2020 22:50,10.18,235.3,Policeman Point Boat Ramp 1
1/12/2020 22:55,9.91,234.1,Policeman Point Boat Ramp 1
1/12/2020 23:00,10.41,235.5,Policeman Point Boat Ramp 1
1/12/2020 23:05,10.51,234.6,Policeman Point Boat Ramp 1
1/12/2020 23:10,10.03,230.7,Policeman Point Boat Ramp 1
1/12/2020 23:15,10.38,231.3,Policeman Point Boat Ramp 1
1/12/2020 23:20,10.54,239.7,Policeman Point Boat Ramp 1
1/12/2020 23:25,10.1,238.8,Policeman Point Boat Ramp 1
1/12/2020 23:30,9.76,232.4,Policeman Point Boat Ramp 1
1/12/2020 23:35,8.82,235.8,Policeman Point Boat Ramp 1
1/12/2020 23:40,9.46,238.7,Policeman Point Boat Ramp 1
1/12/2020 23:45,9.04,235.6,Policeman Point Boat Ramp 1
1/12/2020 23:50,9.05,236.8,Policeman Point Boat Ramp 1
1/12/2020 23:55,8.77,237.8,Policeman Point Boat Ramp 1
2/12/2020 0:00,8.97,231.9,Policeman Point Boat Ramp 1
2/12/2020 0:05,8.71,230,Policeman Point Boat Ramp 1
2/12/2020 0:10,8.99,227.6,Policeman Point Boat Ramp 1
2/12/2020 0:15,9.03,240.6,Policeman Point Boat Ramp 1
2/12/2020 0:20,8.94,232.8,Policeman Point Boat Ramp 1
2/12/2020 0:25,9.58,232.2,Policeman Point Boat Ramp 1
2/12/2020 0:30,9.83,227.4,Policeman Point Boat Ramp 1
2/12/2020 0:40,8.4,229.7,Policeman Point Boat Ramp 1
2/12/2020 0:45,9.29,236,Policeman Point Boat Ramp 1
2/12/2020 0:50,8.8,234.1,Policeman Point Boat Ramp 1
2/12/2020 0:55,9.34,233.9,Policeman Point Boat Ramp 1
2/12/2020 1:00,9.92,233,Policeman Point Boat Ramp 1
2/12/2020 1:05,9.85,235.2,Policeman Point Boat Ramp 1
2/12/2020 1:10,9.63,238.7,Policeman Point Boat Ramp 1
2/12/2020 1:15,9.69,230.7,Policeman Point Boat Ramp 1
2/12/2020 1:20,10.93,230,Policeman Point Boat Ramp 1
2/12/2020 1:25,10.24,236.8,Policeman Point Boat Ramp 1
2/12/2020 1:30,10.12,226.5,Policeman Point Boat Ramp 1
2/12/2020 1:35,10.41,228.1,Policeman Point Boat Ramp 1
2/12/2020 1:40,10.77,227.3,Policeman Point Boat Ramp 1
2/12/2020 1:45,10.23,227.4,Policeman Point Boat Ramp 1
2/12/2020 1:50,10.66,230.9,Policeman Point Boat Ramp 1
2/12/2020 1:55,9.99,231.7,Policeman Point Boat Ramp 1
2/12/2020 2:00,10.59,229.9,Policeman Point Boat Ramp 1
2/12/2020 2:05,10.25,232.2,Policeman Point Boat Ramp 1
2/12/2020 2:10,9.8,234.6,Policeman Point Boat Ramp 1
2/12/2020 2:15,9.85,235.7,Policeman Point Boat Ramp 1
2/12/2020 2:20,9.14,237.8,Policeman Point Boat Ramp 1
2/12/2020 2:25,10.21,236.8,Policeman Point Boat Ramp 1
2/12/2020 2:30,9.62,235.1,Policeman Point Boat Ramp 1
2/12/2020 2:40,8.67,230.6,Policeman Point Boat Ramp 1
2/12/2020 2:45,7.8,230.1,Policeman Point Boat Ramp 1
2/12/2020 2:50,7.8,237.1,Policeman Point Boat Ramp 1
2/12/2020 2:55,7.23,230.3,Policeman Point Boat Ramp 1
2/12/2020 3:00,8.19,220.9,Policeman Point Boat Ramp 1
2/12/2020 3:05,8.67,226.7,Policeman Point Boat Ramp 1
2/12/2020 3:10,8.46,228.3,Policeman Point Boat Ramp 1
2/12/2020 3:15,8.21,223.8,Policeman Point Boat Ramp 1
2/12/2020 3:20,8.89,233.8,Policeman Point Boat Ramp 1
2/12/2020 3:25,9.57,235.9,Policeman Point Boat Ramp 1
2/12/2020 3:30,8.74,233.8,Policeman Point Boat Ramp 1
2/12/2020 3:35,9.13,230.3,Policeman Point Boat Ramp 1
2/12/2020 3:40,8.72,215.7,Policeman Point Boat Ramp 1
2/12/2020 3:45,7.76,215.2,Policeman Point Boat Ramp 1
2/12/2020 3:50,7.47,215.7,Policeman Point Boat Ramp 1
2/12/2020 3:55,7.72,218.8,Policeman Point Boat Ramp 1
2/12/2020 4:00,7.18,230.9,Policeman Point Boat Ramp 1
2/12/2020 4:05,7.33,227.4,Policeman Point Boat Ramp 1
2/12/2020 4:10,7.5,228,Policeman Point Boat Ramp 1
2/12/2020 4:15,7.06,233.6,Policeman Point Boat Ramp 1
2/12/2020 4:20,7.41,227.7,Policeman Point Boat Ramp 1
2/12/2020 4:25,7.73,230.7,Policeman Point Boat Ramp 1
2/12/2020 4:30,6.92,230.8,Policeman Point Boat Ramp 1
2/12/2020 4:40,8.17,231.7,Policeman Point Boat Ramp 1
2/12/2020 4:45,7.55,230.4,Policeman Point Boat Ramp 1
2/12/2020 4:50,7.65,241.2,Policeman Point Boat Ramp 1
2/12/2020 4:55,6.81,242.3,Policeman Point Boat Ramp 1
2/12/2020 5:00,7.28,240.9,Policeman Point Boat Ramp 1
2/12/2020 5:05,7.15,239.8,Policeman Point Boat Ramp 1
2/12/2020 5:10,8.58,237,Policeman Point Boat Ramp 1
2/12/2020 5:15,7.86,223.3,Policeman Point Boat Ramp 1
2/12/2020 5:20,7.98,223.3,Policeman Point Boat Ramp 1
2/12/2020 5:25,7.93,225,Policeman Point Boat Ramp 1
2/12/2020 5:30,7.8,225.4,Policeman Point Boat Ramp 1
2/12/2020 5:35,8.29,229.3,Policeman Point Boat Ramp 1
2/12/2020 5:40,8.25,229.8,Policeman Point Boat Ramp 1
2/12/2020 5:45,7.62,226.4,Policeman Point Boat Ramp 1
2/12/2020 5:50,8.19,229.8,Policeman Point Boat Ramp 1
2/12/2020 5:55,6.96,230,Policeman Point Boat Ramp 1
2/12/2020 6:00,6.65,235.7,Policeman Point Boat Ramp 1
2/12/2020 6:05,6.7,234,Policeman Point Boat Ramp 1
2/12/2020 6:10,6.53,228.7,Policeman Point Boat Ramp 1
2/12/2020 6:15,5.82,230.1,Policeman Point Boat Ramp 1
2/12/2020 6:20,5.86,227,Policeman Point Boat Ramp 1
2/12/2020 6:25,6.95,233.3,Policeman Point Boat Ramp 1
2/12/2020 6:30,6.35,228.1,Policeman Point Boat Ramp 1
2/12/2020 6:40,6.25,226.1,Policeman Point Boat Ramp 1
2/12/2020 6:45,6.39,231.6,Policeman Point Boat Ramp 1
2/12/2020 6:50,6.42,224.7,Policeman Point Boat Ramp 1
2/12/2020 6:55,5.84,225.7,Policeman Point Boat Ramp 1
2/12/2020 7:00,6.39,214.6,Policeman Point Boat Ramp 1
2/12/2020 7:05,6.01,217.9,Policeman Point Boat Ramp 1
2/12/2020 7:10,5.18,217.7,Policeman Point Boat Ramp 1
2/12/2020 7:15,5.78,222.6,Policeman Point Boat Ramp 1
2/12/2020 7:20,4.92,211.5,Policeman Point Boat Ramp 1
2/12/2020 7:25,5.39,215,Policeman Point Boat Ramp 1
2/12/2020 7:30,4.97,222.3,Policeman Point Boat Ramp 1
2/12/2020 7:35,4.93,212.1,Policeman Point Boat Ramp 1
2/12/2020 7:40,4.76,231.2,Policeman Point Boat Ramp 1
2/12/2020 7:45,4.68,235.4,Policeman Point Boat Ramp 1
2/12/2020 7:50,5.45,217.2,Policeman Point Boat Ramp 1
2/12/2020 7:55,6.55,225,Policeman Point Boat Ramp 1
2/12/2020 8:00,6.36,222.1,Policeman Point Boat Ramp 1
2/12/2020 8:05,5.21,214.4,Policeman Point Boat Ramp 1
2/12/2020 8:10,5.94,202.4,Policeman Point Boat Ramp 1
2/12/2020 8:15,6.72,202.1,Policeman Point Boat Ramp 1
2/12/2020 8:20,6.11,222.1,Policeman Point Boat Ramp 1
2/12/2020 8:25,5.06,216.2,Policeman Point Boat Ramp 1
2/12/2020 8:30,5.73,226.5,Policeman Point Boat Ramp 1
2/12/2020 8:40,6.29,219.6,Policeman Point Boat Ramp 1
2/12/2020 8:45,5.98,223.3,Policeman Point Boat Ramp 1
2/12/2020 8:50,6.1,212.5,Policeman Point Boat Ramp 1
2/12/2020 8:55,6.38,222.7,Policeman Point Boat Ramp 1
2/12/2020 9:00,5.99,225.7,Policeman Point Boat Ramp 1
2/12/2020 9:05,6.04,231.3,Policeman Point Boat Ramp 1
2/12/2020 9:10,5.93,213.9,Policeman Point Boat Ramp 1
2/12/2020 9:15,5.64,227.7,Policeman Point Boat Ramp 1
2/12/2020 9:20,5.38,228.3,Policeman Point Boat Ramp 1
2/12/2020 9:25,5.42,226.6,Policeman Point Boat Ramp 1
2/12/2020 9:30,5.64,233.7,Policeman Point Boat Ramp 1
2/12/2020 9:35,5.2,228.1,Policeman Point Boat Ramp 1
2/12/2020 9:40,5.33,239.2,Policeman Point Boat Ramp 1
2/12/2020 9:45,4.83,226.8,Policeman Point Boat Ramp 1
2/12/2020 9:50,4.8,224.8,Policeman Point Boat Ramp 1
2/12/2020 9:55,5.49,221,Policeman Point Boat Ramp 1
2/12/2020 10:00,5.01,231.1,Policeman Point Boat Ramp 1
2/12/2020 10:05,5.32,236.1,Policeman Point Boat Ramp 1
2/12/2020 10:10,5.47,237.4,Policeman Point Boat Ramp 1
2/12/2020 10:15,4.83,235.1,Policeman Point Boat Ramp 1
2/12/2020 10:20,5.26,229.8,Policeman Point Boat Ramp 1
2/12/2020 10:25,5.03,223.7,Policeman Point Boat Ramp 1
2/12/2020 10:30,4.87,231.5,Policeman Point Boat Ramp 1
2/12/2020 10:40,5.71,226.1,Policeman Point Boat Ramp 1
2/12/2020 10:45,5.38,220.5,Policeman Point Boat Ramp 1
2/12/2020 10:50,5.26,212.9,Policeman Point Boat Ramp 1
2/12/2020 10:55,4.84,202.8,Policeman Point Boat Ramp 1
2/12/2020 11:00,4.91,215.9,Policeman Point Boat Ramp 1
2/12/2020 11:05,5.21,212.5,Policeman Point Boat Ramp 1
2/12/2020 11:10,5.54,210.8,Policeman Point Boat Ramp 1
2/12/2020 11:15,5,217.8,Policeman Point Boat Ramp 1
2/12/2020 11:20,4.81,216.7,Policeman Point Boat Ramp 1
2/12/2020 11:25,4.95,208.2,Policeman Point Boat Ramp 1
2/12/2020 11:30,5.64,215,Policeman Point Boat Ramp 1
2/12/2020 11:35,5.36,204.4,Policeman Point Boat Ramp 1
2/12/2020 11:40,5.09,201.8,Policeman Point Boat Ramp 1
2/12/2020 11:45,4.88,227.2,Policeman Point Boat Ramp 1
2/12/2020 11:50,5.41,229.7,Policeman Point Boat Ramp 1
2/12/2020 11:55,4.98,208.9,Policeman Point Boat Ramp 1
2/12/2020 12:00,6.31,203.1,Policeman Point Boat Ramp 1
2/12/2020 12:05,6.4,209.3,Policeman Point Boat Ramp 1
2/12/2020 12:10,6.01,206.9,Policeman Point Boat Ramp 1
2/12/2020 12:15,5,206.2,Policeman Point Boat Ramp 1
2/12/2020 12:20,4.95,202,Policeman Point Boat Ramp 1
2/12/2020 12:25,4.9,212,Policeman Point Boat Ramp 1
2/12/2020 12:30,4.91,224.9,Policeman Point Boat Ramp 1
2/12/2020 12:40,4.44,206.4,Policeman Point Boat Ramp 1
2/12/2020 12:45,3.29,194.3,Policeman Point Boat Ramp 1
2/12/2020 12:50,4.85,203.1,Policeman Point Boat Ramp 1
2/12/2020 12:55,3.85,191.5,Policeman Point Boat Ramp 1
2/12/2020 13:00,4.91,198.4,Policeman Point Boat Ramp 1
2/12/2020 13:05,5.67,202.9,Policeman Point Boat Ramp 1
2/12/2020 13:10,5.18,205.1,Policeman Point Boat Ramp 1
2/12/2020 13:15,5.69,208.9,Policeman Point Boat Ramp 1
2/12/2020 13:20,5.62,198.3,Policeman Point Boat Ramp 1
2/12/2020 13:25,5.52,201.5,Policeman Point Boat Ramp 1
2/12/2020 13:30,5.95,208.1,Policeman Point Boat Ramp 1
2/12/2020 13:35,5.5,210.7,Policeman Point Boat Ramp 1
2/12/2020 13:40,5.07,195.9,Policeman Point Boat Ramp 1
2/12/2020 13:45,5.38,198,Policeman Point Boat Ramp 1
2/12/2020 13:50,5.32,200.8,Policeman Point Boat Ramp 1
2/12/2020 13:55,6.05,211.4,Policeman Point Boat Ramp 1
2/12/2020 14:00,5.85,215.7,Policeman Point Boat Ramp 1
2/12/2020 14:05,5.97,213.7,Policeman Point Boat Ramp 1
2/12/2020 14:10,5.85,216.6,Policeman Point Boat Ramp 1
2/12/2020 14:15,6.06,203.5,Policeman Point Boat Ramp 1
2/12/2020 14:20,6.35,206,Policeman Point Boat Ramp 1
2/12/2020 14:25,5.89,208.4,Policeman Point Boat Ramp 1
2/12/2020 14:30,6.23,213.9,Policeman Point Boat Ramp 1
2/12/2020 14:40,5.87,212.7,Policeman Point Boat Ramp 1
2/12/2020 14:45,5.75,204.2,Policeman Point Boat Ramp 1
2/12/2020 14:50,6.22,213.6,Policeman Point Boat Ramp 1
2/12/2020 14:55,6.06,218.6,Policeman Point Boat Ramp 1
2/12/2020 15:00,6.15,203,Policeman Point Boat Ramp 1
2/12/2020 15:05,5.05,208.3,Policeman Point Boat Ramp 1
2/12/2020 15:10,6.41,211.5,Policeman Point Boat Ramp 1
2/12/2020 15:15,5.75,207.7,Policeman Point Boat Ramp 1
2/12/2020 15:20,5.46,211.8,Policeman Point Boat Ramp 1
2/12/2020 15:25,5.86,205.5,Policeman Point Boat Ramp 1
2/12/2020 15:30,5.62,204.7,Policeman Point Boat Ramp 1
2/12/2020 15:35,5.57,200.5,Policeman Point Boat Ramp 1
2/12/2020 15:40,4.99,198.8,Policeman Point Boat Ramp 1
2/12/2020 15:45,5.56,206.1,Policeman Point Boat Ramp 1
2/12/2020 15:50,6.13,201.7,Policeman Point Boat Ramp 1
2/12/2020 15:55,6.11,204,Policeman Point Boat Ramp 1
2/12/2020 16:00,6.01,211.2,Policeman Point Boat Ramp 1
2/12/2020 16:05,6.35,203.6,Policeman Point Boat Ramp 1
2/12/2020 16:10,6.82,214,Policeman Point Boat Ramp 1
2/12/2020 16:15,6.16,204.4,Policeman Point Boat Ramp 1
2/12/2020 16:20,5.53,202.8,Policeman Point Boat Ramp 1
2/12/2020 16:25,6.49,204.4,Policeman Point Boat Ramp 1
2/12/2020 16:30,6.12,213,Policeman Point Boat Ramp 1
2/12/2020 16:40,5.63,202.7,Policeman Point Boat Ramp 1
2/12/2020 16:45,6.73,207.2,Policeman Point Boat Ramp 1
2/12/2020 16:50,6.25,207.2,Policeman Point Boat Ramp 1
2/12/2020 16:55,6.51,209.8,Policeman Point Boat Ramp 1
2/12/2020 17:00,6.4,214.3,Policeman Point Boat Ramp 1
2/12/2020 17:05,5.4,202.3,Policeman Point Boat Ramp 1
2/12/2020 17:10,5.91,207.3,Policeman Point Boat Ramp 1
2/12/2020 17:15,6.06,208.3,Policeman Point Boat Ramp 1
2/12/2020 17:20,5.35,204.7,Policeman Point Boat Ramp 1
2/12/2020 17:25,5.53,195.2,Policeman Point Boat Ramp 1
2/12/2020 17:30,4.68,196,Policeman Point Boat Ramp 1
2/12/2020 17:35,5.41,196.8,Policeman Point Boat Ramp 1
2/12/2020 17:40,6.31,206.4,Policeman Point Boat Ramp 1
2/12/2020 17:45,6.14,204.2,Policeman Point Boat Ramp 1
2/12/2020 17:50,5.85,204,Policeman Point Boat Ramp 1
2/12/2020 17:55,5.44,198.8,Policeman Point Boat Ramp 1
2/12/2020 18:00,5.96,202.3,Policeman Point Boat Ramp 1
2/12/2020 18:05,5.99,205.3,Policeman Point Boat Ramp 1
2/12/2020 18:10,5.34,198.6,Policeman Point Boat Ramp 1
2/12/2020 18:15,4.46,189.9,Policeman Point Boat Ramp 1
2/12/2020 18:20,5.48,194.9,Policeman Point Boat Ramp 1
2/12/2020 18:25,6.61,202,Policeman Point Boat Ramp 1
2/12/2020 18:30,5.38,197.2,Policeman Point Boat Ramp 1
2/12/2020 18:40,5.88,198.2,Policeman Point Boat Ramp 1
2/12/2020 18:45,3.99,193.8,Policeman Point Boat Ramp 1
2/12/2020 18:50,5.62,199.4,Policeman Point Boat Ramp 1
2/12/2020 18:55,5.78,192.9,Policeman Point Boat Ramp 1
2/12/2020 19:00,4.6,198.1,Policeman Point Boat Ramp 1
2/12/2020 19:05,3.72,191.8,Policeman Point Boat Ramp 1
2/12/2020 19:10,5.78,199.5,Policeman Point Boat Ramp 1
2/12/2020 19:15,3.31,174.5,Policeman Point Boat Ramp 1
2/12/2020 19:20,4.17,185.2,Policeman Point Boat Ramp 1
2/12/2020 19:25,4.09,194.1,Policeman Point Boat Ramp 1
2/12/2020 19:30,5.64,198.8,Policeman Point Boat Ramp 1
2/12/2020 19:35,5.44,196.4,Policeman Point Boat Ramp 1
2/12/2020 19:40,6.07,199.3,Policeman Point Boat Ramp 1
2/12/2020 19:45,6.3,199.3,Policeman Point Boat Ramp 1
2/12/2020 19:50,5.44,199.6,Policeman Point Boat Ramp 1
2/12/2020 19:55,6.06,197.9,Policeman Point Boat Ramp 1
2/12/2020 20:00,5.13,197.6,Policeman Point Boat Ramp 1
2/12/2020 20:05,5.14,196.9,Policeman Point Boat Ramp 1
2/12/2020 20:10,5.15,199.4,Policeman Point Boat Ramp 1
2/12/2020 20:15,5.56,195.9,Policeman Point Boat Ramp 1
2/12/2020 20:20,5.98,197.2,Policeman Point Boat Ramp 1
2/12/2020 20:25,5.19,194.9,Policeman Point Boat Ramp 1
2/12/2020 20:30,5.32,196.2,Policeman Point Boat Ramp 1
2/12/2020 20:40,3.63,188.5,Policeman Point Boat Ramp 1
2/12/2020 20:45,5.53,198.9,Policeman Point Boat Ramp 1
2/12/2020 20:50,4.35,191.6,Policeman Point Boat Ramp 1
2/12/2020 20:55,3.92,194,Policeman Point Boat Ramp 1
2/12/2020 21:00,4.01,187.3,Policeman Point Boat Ramp 1
2/12/2020 21:05,4.46,194,Policeman Point Boat Ramp 1
2/12/2020 21:10,4.03,190.5,Policeman Point Boat Ramp 1
2/12/2020 21:15,2.92,189.4,Policeman Point Boat Ramp 1
2/12/2020 21:20,3.49,192.6,Policeman Point Boat Ramp 1
2/12/2020 21:25,2.58,180.3,Policeman Point Boat Ramp 1
2/12/2020 21:30,2.51,184.1,Policeman Point Boat Ramp 1
2/12/2020 21:35,2.38,173.2,Policeman Point Boat Ramp 1
2/12/2020 21:40,2.51,177.9,Policeman Point Boat Ramp 1
2/12/2020 21:45,2.53,176.2,Policeman Point Boat Ramp 1
2/12/2020 21:50,2.71,177.3,Policeman Point Boat Ramp 1
2/12/2020 21:55,2.53,173.6,Policeman Point Boat Ramp 1
2/12/2020 22:00,2.94,174.4,Policeman Point Boat Ramp 1
2/12/2020 22:05,2.62,173.2,Policeman Point Boat Ramp 1
2/12/2020 22:10,2.55,187.6,Policeman Point Boat Ramp 1
2/12/2020 22:15,2.55,177.1,Policeman Point Boat Ramp 1
2/12/2020 22:20,2.92,185.4,Policeman Point Boat Ramp 1
2/12/2020 22:25,3.05,193,Policeman Point Boat Ramp 1
2/12/2020 22:30,2.36,178.7,Policeman Point Boat Ramp 1
2/12/2020 22:40,2.7,170.3,Policeman Point Boat Ramp 1
2/12/2020 22:45,2.63,169.7,Policeman Point Boat Ramp 1
2/12/2020 22:50,2.48,160.7,Policeman Point Boat Ramp 1
2/12/2020 22:55,1.84,125.3,Policeman Point Boat Ramp 1
2/12/2020 23:00,1.58,105.4,Policeman Point Boat Ramp 1
2/12/2020 23:05,1.55,113.6,Policeman Point Boat Ramp 1
2/12/2020 23:10,1.58,113.1,Policeman Point Boat Ramp 1
2/12/2020 23:15,1.61,116.3,Policeman Point Boat Ramp 1
2/12/2020 23:20,2.29,122.3,Policeman Point Boat Ramp 1
2/12/2020 23:25,2.34,137.1,Policeman Point Boat Ramp 1
2/12/2020 23:30,2.59,127.8,Policeman Point Boat Ramp 1
2/12/2020 23:35,2.3,120.7,Policeman Point Boat Ramp 1
2/12/2020 23:40,1.93,123,Policeman Point Boat Ramp 1
2/12/2020 23:45,2.16,116.9,Policeman Point Boat Ramp 1
2/12/2020 23:50,2.11,118.3,Policeman Point Boat Ramp 1
2/12/2020 23:55,1.94,115.2,Policeman Point Boat Ramp 1
3/12/2020 0:00,1.76,113.2,Policeman Point Boat Ramp 1
3/12/2020 0:05,1.45,113.2,Policeman Point Boat Ramp 1
3/12/2020 0:10,1.31,107.8,Policeman Point Boat Ramp 1
3/12/2020 0:15,1.3,107.1,Policeman Point Boat Ramp 1
3/12/2020 0:20,0.95,90.4,Policeman Point Boat Ramp 1
3/12/2020 0:25,0.77,92.9,Policeman Point Boat Ramp 1
3/12/2020 0:30,1.16,108,Policeman Point Boat Ramp 1
3/12/2020 0:40,0.96,106.5,Policeman Point Boat Ramp 1
3/12/2020 0:45,0.96,113.5,Policeman Point Boat Ramp 1
3/12/2020 0:50,1.16,106,Policeman Point Boat Ramp 1
3/12/2020 0:55,1.19,112.9,Policeman Point Boat Ramp 1
3/12/2020 1:00,1.05,113.4,Policeman Point Boat Ramp 1
3/12/2020 1:05,1.03,114.9,Policeman Point Boat Ramp 1
3/12/2020 1:10,1.18,118.9,Policeman Point Boat Ramp 1
3/12/2020 1:15,1.45,111.6,Policeman Point Boat Ramp 1
3/12/2020 1:20,1.36,107.8,Policeman Point Boat Ramp 1
3/12/2020 1:25,1.22,104.9,Policeman Point Boat Ramp 1
3/12/2020 1:30,1.31,98.8,Policeman Point Boat Ramp 1
3/12/2020 1:35,1.41,108.8,Policeman Point Boat Ramp 1
3/12/2020 1:40,1.4,115.7,Policeman Point Boat Ramp 1
3/12/2020 1:45,1.56,115.3,Policeman Point Boat Ramp 1
3/12/2020 1:50,1.67,112.2,Policeman Point Boat Ramp 1
3/12/2020 1:55,1.75,113.8,Policeman Point Boat Ramp 1
3/12/2020 2:00,1.63,112.2,Policeman Point Boat Ramp 1
3/12/2020 2:10,1.6,115.8,Policeman Point Boat Ramp 1
3/12/2020 2:15,1.78,118.8,Policeman Point Boat Ramp 1
3/12/2020 2:20,1.93,111.6,Policeman Point Boat Ramp 1
3/12/2020 2:25,2.02,112.4,Policeman Point Boat Ramp 1
3/12/2020 2:30,1.74,118.3,Policeman Point Boat Ramp 1
3/12/2020 2:40,1.99,117.7,Policeman Point Boat Ramp 1
3/12/2020 2:45,2.13,115.8,Policeman Point Boat Ramp 1
3/12/2020 2:50,1.86,113.2,Policeman Point Boat Ramp 1
3/12/2020 2:55,1.79,114.8,Policeman Point Boat Ramp 1
3/12/2020 3:00,1.81,109.9,Policeman Point Boat Ramp 1
3/12/2020 3:05,1.63,113.1,Policeman Point Boat Ramp 1
3/12/2020 3:10,1.5,105.9,Policeman Point Boat Ramp 1
3/12/2020 3:15,1.61,105.6,Policeman Point Boat Ramp 1
3/12/2020 3:20,1.68,110.7,Policeman Point Boat Ramp 1
3/12/2020 3:25,1.47,113.4,Policeman Point Boat Ramp 1
3/12/2020 3:30,1.35,110.6,Policeman Point Boat Ramp 1
3/12/2020 3:35,1.36,109.4,Policeman Point Boat Ramp 1
3/12/2020 3:40,1.34,110.1,Policeman Point Boat Ramp 1
3/12/2020 3:45,1.31,122.1,Policeman Point Boat Ramp 1
3/12/2020 3:50,1.19,115.2,Policeman Point Boat Ramp 1
3/12/2020 3:55,1.35,118.7,Policeman Point Boat Ramp 1
3/12/2020 4:00,1.41,123.7,Policeman Point Boat Ramp 1
3/12/2020 4:05,1.28,121.1,Policeman Point Boat Ramp 1
3/12/2020 4:10,1.29,132.5,Policeman Point Boat Ramp 1
3/12/2020 4:15,1.64,117.5,Policeman Point Boat Ramp 1
3/12/2020 4:20,1.19,113.5,Policeman Point Boat Ramp 1
3/12/2020 4:25,1.17,117,Policeman Point Boat Ramp 1
3/12/2020 4:30,1.11,112.9,Policeman Point Boat Ramp 1
3/12/2020 4:40,0.86,79.1,Policeman Point Boat Ramp 1
3/12/2020 4:45,0.81,66.7,Policeman Point Boat Ramp 1
