Site_ID,Data_Type,Data_Supplier,Date,Easting,Northing,Total_Dissolved_Solids_mg_L,Turbidity_NTU,Alkalinity_as_Calcium_Carbonate_mg_L,Chloride_mg_L,Silica_Reactive_mg_L,Ammonia_as_N_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrogen_Total_as_N_mg_L,Phosphorus_Total_as_P_mg_L,pH_field,Dissolved_Organic_Carbon_mg_L,Total_Organic_Carbon_mg_L,Chlorophyll_a_mg_m3,Chlorophyll_b_mg_m3,Pheophytin_a_mg_m3,Total_Algae_Cell_Count_cells_mL,Total_Biovolume_mm3_L
Snipe Point,Laboratory,ALS,9/09/2020,374406,6002900,86900,9.8,212,47900,0.12,<0.02,<0.01,3.5,1.26,8.61,30,29,11,<1,3,832297,24.38
Snipe Point,Laboratory,ALS,30/09/2020,374406,6002900,82000,9.8,214,47500,0.26,<0.02,<0.01,3.6,1.74,8.61,,34,8,<1,2,1033542,18.14
Snipe Point,Laboratory,ALS,21/10/2020,374406,6002900,86800,7,243,41800,0.58,<0.02,<0.01,4.5,1.81,8.59,28,34,7,<1,<1,656085,24.68
Snipe Point,Laboratory,ALS,17/11/2020,374406,6002900,90600,11.4,236,48000,0.23,<0.02,<0.01,3.3,2.67,8.22,31,42,13,2,7,2324541,30.57
Snipe Point,Laboratory,ALS,1/12/2020,374406,6002900,83500,12.4,240,43800,0.86,<0.02,<0.01,5,0.96,8.21,31,39,24,4,14,2086624,27.87
Snipe Point,Laboratory,ALS,3/02/2021,374406,6002900,102000,18.1,230,64300,3.92,<0.02,<0.01,11.2,1.63,7.96,39,51,34,<2,23,2010616,85.93
Snipe Point,Laboratory,ALS,24/02/2021,374406,6002900,110000,14.6,230,74900,4.88,<0.02,<0.01,3.7,0.23,8.55,40,52,32,<2,19,413652,49.92
Snipe Point,Laboratory,ALS,17/03/2021,374406,6002900,102000,13.1,223,67900,4.94,<0.02,<0.01,2,0.34,8.64,47,55,23,<2,11,219757,20.89
Snipe Point,Laboratory,ALS,7/04/2021,374406,6002900,102000,16.7,228,72900,5.37,<0.02,<0.01,2.5,0.16,8.75,44,50,32,2,11,114076,26.65
Snipe Point,Laboratory,ALS,12/05/2021,374406,6002900,119000,8.7,230,63200,3.14,<0.02,<0.01,2.6,4.87,8.42,44,51,13,<1,<1,448786,12.38
Snipe Point,Laboratory,ALS,21/06/2021,374406,6002900,100000,7.1,199,46700,1.83,<0.02,0.02,3.6,1.08,7.39,34,40,19,<1,10,768163,11.07
Snipe Point,Laboratory,ALS,28/06/2021,374406,6002900,94800,10.1,214,60700,1.62,<0.02,<0.01,0.7,0.14,7.26,30,34,18,<1,6,1623941,20.63
Snipe Point,Laboratory,ALS,13/07/2021,374406,6002900,120000,6,223,48400,1.18,<0.02,<0.01,1.9,0.46,7.35,33,36,6,<1,<1,1211279,15.98
Snipe Point,Laboratory,ALS,9/08/2021,374406,6002900,83300,16.9,188,45500,1.06,<0.02,<0.01,8.5,0.42,8.61,26,31,11,<1,1,1638917,13.39
Snipe Point,Laboratory,ALS,24/08/2021,374406,6002900,71600,13.8,230,40900,1.51,<0.02,<0.01,1.6,1.17,7.65,25,30,13,2,6,582902,4.51
Snipe Point,Laboratory,ALS,8/09/2021,374406,6002900,72700,7.8,233,42200,2.01,<0.02,<0.01,2.1,1.76,7.27,24,29,,,,1380863,9.75
Snipe Point,Laboratory,ALS,22/09/2021,374406,6002900,68700,7.4,238,35300,1.88,<0.02,<0.01,3.1,1.38,7.82,22,27,2,<1,<1,1696259,11.68
Snipe Point,Laboratory,ALS,26/10/2021,374406,6002900,74000,8.3,262,39700,1.33,0.2,<0.01,1.4,0.14,8.38,26,31,9,1,3,998204,7.9
Snipe Point,Laboratory,ALS,16/11/2021,374406,6002900,73200,13.6,243,33400,2.23,<0.02,0.03,3.8,0.44,7.77,26,33,12,<1,2,1396516,14.67
Snipe Point,Laboratory,ALS,14/12/2021,374406,6002900,69200,18.6,223,38600,4.03,<0.02,<0.01,3.1,0.19,8.13,31,46,24,2,7,3333563,62.26
Snipe Point,Laboratory,ALS,20/01/2022,374406,6002900,104000,22.8,213,47400,5.72,<0.02,<0.01,4.8,4.08,9.29,38,53,23,4,34,3987915,89.74
Snipe Point,Laboratory,AWQC,21/01/2022,374406,6002900,,,,,,0.051,<0.003,1.54,,,,,82.4,,19.7,,
Snipe Point,Laboratory,ALS,22/02/2022,374406,6002900,120000,25.6,246,57000,7.99,<0.02,<0.01,4.6,1.41,8.66,40,60,49,4,23,1093445,40.98
Snipe Point,Laboratory,AWQC,23/02/2022,374406,6002900,,,,,,<0.005,<0.003,7.02,0.118,,,,143,,34,,
Snipe Point,Laboratory,ALS,16/03/2022,374406,6002900,131000,34.9,244,50700,8.47,<0.02,0.02,4.2,3.3,9.45,42,58,74,2,10,2281340,61.29
Snipe Point,Laboratory,ALS,20/04/2022,374406,6002900,128000,28.9,254,65300,8.5,<0.02,<0.01,4.2,2.29,11,45,56,68,<1,17,2327560,68.54
Snipe Point,Laboratory,ALS,19/05/2022,374406,6002900,89600,12.2,215,53500,4.48,<0.02,<0.01,6.6,0.86,7.23,41,49,23,3,12,503051,9.7
Snipe Point,Laboratory,ALS,2/06/2022,374406,6002900,82500,9.5,204,52600,5.13,<0.02,0.02,6.3,<0.02,7.57,34,42,12,1,12,216176,4.57
Snipe Point,Laboratory,ALS,21/07/2022,374406,6002900,77000,12.2,186,34700,3.27,<0.02,<0.01,5,0.17,,31,36,,,,1261774,39.39
Snipe Point,Laboratory,ALS,31/08/2022,374406,6002900,82600,10.5,190,31100,1.38,<0.02,<0.01,3.2,<0.1,,27,34,14,2,4,128463,28.63
Snipe Point,Laboratory,ALS,29/09/2022,374406,6002900,65200,15.8,204,37500,0.56,<0.02,<0.01,3.6,0.15,,30,36,9,2,3,985491,21.21
Snipe Point,Laboratory,AWQC,9/11/2022,374406,6002900,67100,7.1,216,37300,1.21,0.031,0.002,<0.05,0.141,8.1,20.2,23.1,18.6,,3.68,1100000,
Snipe Point,Laboratory,AWQC,24/11/2022,374406,6002900,66000,10,216,33800,1.94,0.036,0.003,3.69,0.144,8.1,18.6,22.6,36.8,,13.7,1080000,
Snipe Point,Laboratory,AWQC,20/12/2022,374406,6002900,70300,10,214,35000,3.99,0.035,0.003,3.83,0.166,8.1,18.2,23.8,48.3,,14.3,1160000,
Snipe Point,Laboratory,AWQC,20/01/2023,374406,6002900,74700,13,217,38800,5.56,0.052,0.003,4.23,0.197,8,21.3,28.5,77,,26.2,455000,
Snipe Point,Laboratory,AWQC,15/02/2023,374406,6002900,78500,10,226,47500,6.17,0.041,0.004,5.18,0.236,8.1,20.4,28,67,,21.9,1610000,
Snipe Point,Laboratory,AWQC,16/03/2023,374406,6002900,82400,12,235,44100,9.8,0.037,0.007,4.3,0.079,8.1,22.3,27.8,84.8,,28.7,1410000,
Snipe Point,Laboratory,AWQC,13/04/2023,374406,6002900,85200,13,239,45900,6.45,0.026,<0.0005,3.93,0.066,7.9,22.5,32.3,85.8,,28.2,915000,
Snipe Point,Laboratory,AWQC,19/05/2023,374406,6002900,76300,8.1,227,41700,7.04,0.043,<0.0005,<0.05,<0.005,7.9,21.6,28.3,61,,16.7,655000,
Snipe Point,Laboratory,AWQC,28/06/2023,374406,6002900,61100,12,207,30500,5.32,0.003,0.009,4.9,0.241,7.9,20.5,27.1,126,,34.6,1390000,
Snipe Point,Laboratory,AWQC,27/07/2023,374406,6002900,49000,10,233,24700,7.17,0.015,0.002,3.21,0.098,8,20.3,26,90.2,,35.9,1190000,
Snipe Point,Laboratory,AWQC,15/08/2023,374406,6002900,49800,9.9,235,25000,7.09,0.016,<0.0005,3.86,0.081,8.2,19.5,24.8,117,,38,1460000,
Snipe Point,Laboratory,AWQC,28/09/2023,374406,6002900,48500,16,248,23800,7.1,0.011,0.004,4.55,0.12,8.2,18.6,25.4,193,,68.5,122000,
Snipe Point,Laboratory,AWQC,21/03/2024,374406,6002900,86300,21,255,37600,16.4,61,12.8,6.5,0.26,8,35,47.6,223,,86.3,1260000,
Snipe Point,Laboratory,AWQC,9/05/2024,374406,6002900,,16,263,54700,17.7,<1,<0.5,5.31,0.473,8,36.1,49.8,133,,40.6,2120000,
South Policeman Point,Laboratory,ALS,21/07/2022,372453,6005680,75500,11,185,34000,3.15,<0.02,0.02,5.3,0.16,,30,37,,,,1963158,43.56
South Policeman Point,Laboratory,ALS,31/08/2022,372453,6005680,74400,8.6,190,31100,1.26,<0.02,<0.01,3.8,0.19,,27,34,13,2,3,140154,27.76
South Policeman Point,Laboratory,ALS,29/09/2022,372453,6005680,65800,15.4,206,37000,0.5,<0.02,<0.01,2.9,0.11,,28,37,12,3,4,709680,21.69
South Policeman Point,Laboratory,AWQC,9/11/2022,372453,6005680,66600,7.2,221,35200,1.12,0.04,0.003,3.65,0.116,8.1,19.3,23.4,10.5,,4.15,599000,
South Policeman Point,Laboratory,AWQC,24/11/2022,372453,6005680,64600,10,215,47600,2.02,0.035,0.001,3.9,0.162,8.1,18.5,25.9,47.2,,17.5,1070000,34.6
South Policeman Point,Laboratory,AWQC,20/12/2022,372453,6005680,70500,12,216,42100,3.7,0.048,0.01,4.01,0.176,8.2,19.2,26.6,53.5,,15.9,1220000,
South Policeman Point,Laboratory,AWQC,20/01/2023,372453,6005680,73800,13,215,35800,5.22,0.042,0.001,3.92,0.187,8.1,22.6,30.2,78.4,,28.1,1140000,
South Policeman Point,Laboratory,AWQC,15/02/2023,372453,6005680,75000,9.8,220,38500,5.44,0.038,0.008,4.55,0.14,8,19.8,26.1,76.4,,25.4,1530000,
South Policeman Point,Laboratory,AWQC,16/03/2023,372453,6005680,80200,12,235,43000,7.2,0.039,0.011,4.17,0.119,8.1,22.1,31,90,,32.4,1170000,
South Policeman Point,Laboratory,AWQC,13/04/2023,372453,6005680,83600,14,236,44100,6.14,0.054,<0.0005,3.8,0.171,8,23.4,33.2,91,,34,1330000,
South Policeman Point,Laboratory,AWQC,19/05/2023,372453,6005680,75000,9.3,225,40400,6.62,0.042,0.045,2.79,<0.005,8,21.2,26.9,60.5,,19.3,849000,
South Policeman Point,Laboratory,AWQC,28/06/2023,372453,6005680,59100,13,202,27200,5.22,<0.001,0.007,4.27,0.087,7.9,20.2,27.6,119,,37.2,1160000,
South Policeman Point,Laboratory,AWQC,27/07/2023,372453,6005680,52100,12,221,26500,6.51,0.008,0.004,0.004,0.129,8,21.3,27.2,111,,41.5,1250000,
South Policeman Point,Laboratory,AWQC,16/08/2023,372453,6005680,50400,11,233,25300,7.19,0.028,0.004,3.91,0.029,8.2,20.3,25.4,126,,43.1,1660000,
South Policeman Point,Laboratory,AWQC,28/09/2023,372453,6005680,48600,15,249,24000,7.13,0.015,0.003,4.42,0.093,8.2,19.5,24.6,140,,80.9,1780000,
South Policeman Point,Laboratory,AWQC,21/03/2024,372453,6005680,88700,21,261,41100,16.2,25,6.3,7.77,0.259,8,33.4,45.4,196,,68.8,5290000,
South Policeman Point,Laboratory,AWQC,9/05/2024,372453,6005680,,17,256,53000,16.6,<1,1,3.5,0.456,8,36.1,49.6,94.6,,82.3,3960000,
Stony Well,Laboratory,AWQC,22/01/2020,365104,6017790,114000,30,211,61800,0.95,0.036,0.004,6.15,0.248,8,27.3,35.9,58.6,,17.9,,
Stony Well,Laboratory,AWQC,18/02/2020,365104,6017790,117000,15,201,49600,0.3,0.042,<0.5,3.77,0.254,8,24.9,35.8,49.3,,6.29,,
Stony Well,Laboratory,AWQC,17/03/2020,365104,6017790,130000,28,219,70800,1.56,0.089,0.004,6.6,0.172,7.9,29,36.8,44.2,,13.1,,
Stony Well,Laboratory,AWQC,15/04/2020,365104,6017790,106000,12,215,52900,1.36,0.04,0.005,4.56,0.072,8,24,28.4,27.6,,5.17,,
Stony Well,Laboratory,AWQC,12/05/2020,365104,6017790,79100,8,195,41000,0.85,0.014,0.003,3.46,0.229,8,18.1,21.7,20.7,,6.31,,
Stony Well,Laboratory,AWQC,11/06/2020,365104,6017790,88100,7.7,205,41500,0.5,0.017,0.003,4.19,0.167,8,20.1,23,21.2,,4,,
Stony Well,Laboratory,AWQC,24/06/2020,365104,6017790,86800,7.4,203,44300,0.4,0.008,0.006,3.58,0.15,8.1,19.8,22.8,23.1,,6.62,,
Stony Well,Laboratory,ALS,7/07/2020,365104,6017790,75000,7.2,208,,<0.05,<0.01,<0.01,3.2,1.8,8.61,28,33,5,<1,1,841405,
Stony Well,Laboratory,ALS,22/07/2020,365104,6017790,64500,8.9,198,37800,<0.05,<0.02,0.02,3.1,0.9,8.63,21,25,4,<1,<1,883783,
Stony Well,Laboratory,ALS,5/08/2020,365104,6017790,79800,8.3,209,46700,<0.05,<0.02,<0.01,3.7,2.05,8.72,25,31,6,<1,2,600794,19.79
Stony Well,Laboratory,ALS,26/08/2020,365104,6017790,152000,6.3,203,40900,<0.05,<0.02,<0.01,3,0.56,8.66,30,30,4,<1,<1,786123,19.53
Stony Well,Laboratory,ALS,9/09/2020,365104,6017790,76800,10.8,199,43400,<0.10,<0.02,<0.01,3.5,0.69,8.64,26,30,11,<1,3,651298,20.17
Stony Well,Laboratory,ALS,30/09/2020,365104,6017790,78500,13.7,194,44000,<0.05,<0.02,<0.01,3.7,1.05,8.58,,35,11,<2,2,247195,10.76
Stony Well,Laboratory,ALS,21/10/2020,365104,6017790,72800,12.6,226,40100,0.35,<0.02,<0.01,4.1,1.31,8.55,28,35,6,<1,3,1762815,43.92
Stony Well,Laboratory,ALS,17/11/2020,365104,6017790,92500,28.7,250,48300,0.68,<0.02,<0.01,3.8,2.56,8.06,30,39,32,<3,18,1144959,17.04
Stony Well,Laboratory,ALS,1/12/2020,365104,6017790,87300,28.8,236,48800,1.22,<0.02,<0.01,4.2,3.94,8.31,49,47,21,<3,7,1803949,28.07
Stony Well,Laboratory,ALS,3/02/2021,365104,6017790,110000,25.3,206,72500,2.06,<0.02,<0.01,12,3.38,7.98,42,60,18,<2,7,821015,16.33
Stony Well,Laboratory,ALS,24/02/2021,365104,6017790,99000,18.1,208,78800,2.38,<0.02,<0.01,2.1,0.32,8.72,44,58,19,<2,3,487153,21.12
Stony Well,Laboratory,ALS,17/03/2021,365104,6017790,118000,18.8,206,71400,3.07,<0.02,<0.01,2.6,0.29,8.58,50,63,6,<2,<2,893879,22.38
Stony Well,Laboratory,ALS,7/04/2021,365104,6017790,103000,13.4,196,60400,2.01,<0.02,<0.01,3,5.17,8.81,36,41,16,<1,1,906185,52.17
Stony Well,Laboratory,ALS,12/05/2021,365104,6017790,97800,18,221,57900,1.56,<0.02,0.01,3.4,3.95,8.48,39,46,9,<1,6,708996,11.16
Stony Well,Laboratory,ALS,21/06/2021,365104,6017790,95900,9.9,203,51800,0.77,<0.02,0.01,2.5,1.17,7.29,31,38,11,<1,2,887106,8.82
Stony Well,Laboratory,ALS,28/06/2021,365104,6017790,115000,11.2,203,50100,0.55,<0.02,<0.01,2,4.43,7.36,26,32,12,<1,5,1327382,12.04
Stony Well,Laboratory,ALS,13/07/2021,365104,6017790,87500,8.6,218,50300,0.65,<0.02,<0.01,2,0.38,7.23,30,36,14,1,3,779514,5.74
Stony Well,Laboratory,ALS,9/08/2021,365104,6017790,73000,14.2,184,46500,0.6,<0.02,<0.01,3.9,0.14,8.72,23,27,26,<1,7,544338,4.53
Stony Well,Laboratory,ALS,24/08/2021,365104,6017790,73000,16,210,42300,0.21,<0.02,<0.01,1.5,0.99,7.72,23,28,8,<1,11,740697,6.31
Stony Well,Laboratory,ALS,8/09/2021,365104,6017790,76200,9.7,199,45500,0.28,<0.02,<0.01,2.3,1.57,7.17,25,29,,,,793510,5.45
Stony Well,Laboratory,ALS,22/09/2021,365104,6017790,71800,14.7,202,41400,0.47,<0.02,<0.01,2.4,2.83,7.71,24,28,8,2,4,2085939,15.44
Stony Well,Laboratory,ALS,26/10/2021,365104,6017790,83400,9.3,251,46400,0.44,<0.02,<0.01,1.9,0.76,9.92,27,30,6,2,7,1496952,12.05
Stony Well,Laboratory,ALS,16/11/2021,365104,6017790,85000,30.9,236,37200,1.89,<0.02,0.02,4.8,0.53,7.73,30,37,<3,3,78,1591074,20.35
Stony Well,Laboratory,ALS,14/12/2021,365104,6017790,80000,33.9,226,42100,4.15,<0.02,<0.01,4.9,2.08,7.95,37,55,29,2,12,1640158,52.12
Stony Well,Laboratory,ALS,20/01/2022,365104,6017790,115000,42.3,204,50200,6.12,<0.02,<0.01,4.8,4.86,11.08,42,63,19,2,19,996274,50.74
Stony Well,Laboratory,ALS,22/02/2022,365104,6017790,119000,24.3,226,60400,5.8,<0.02,<0.01,5,2.09,7.9,44,63,55,3,10,2380792,55.13
Stony Well,Laboratory,ALS,16/03/2022,365104,6017790,117000,26.5,229,51000,5.63,<0.02,<0.01,4.2,3.51,8.52,41,54,55,<2,<2,1431019,37.97
Stony Well,Laboratory,ALS,20/04/2022,365104,6017790,68000,11.2,176,33300,1.33,<0.02,<0.01,1.2,0.08,11.58,27,28,7,1,1,161615,6.85
Stony Well,Laboratory,ALS,19/05/2022,365104,6017790,52300,7.8,180,30100,2.25,<0.02,<0.01,3.8,0.4,7.9,25,30,15,2,8,607010,16.41
Stony Well,Laboratory,ALS,2/06/2022,365104,6017790,56300,15,187,39800,3.38,<0.02,0.02,5.8,<0.02,7.52,26,31,8,1,8,433949,11.28
Stony Well,Laboratory,ALS,21/07/2022,365104,6017790,67900,11.3,185,31100,2.19,<0.02,<0.01,4.4,0.21,,27,33,,,,171459,13.49
Stony Well,Laboratory,ALS,31/08/2022,365104,6017790,69400,11.7,189,27200,0.94,<0.02,<0.01,4.4,0.12,,26,30,7,<1,3,311101,7.62
Stony Well,Laboratory,ALS,29/09/2022,365104,6017790,57600,15.6,208,32300,0.77,<0.02,<0.01,2.6,<0.1,,23,29,9,3,6,497913,9.33
Stony Well,Laboratory,AWQC,9/11/2022,365104,6017790,56900,7,222,30100,0.82,0.038,0.002,3.58,0.142,8.2,17.4,22.9,29.7,,10.5,1180000,
Stony Well,Laboratory,AWQC,24/11/2022,365104,6017790,51400,13,202,26700,0.71,0.025,0.001,2.99,0.112,8.2,15.8,20.3,42.8,,14.9,949000,
Stony Well,Laboratory,AWQC,20/12/2022,365104,6017790,63600,19,219,31700,2.16,0.038,0.003,4.49,0.184,8.3,18.6,27.8,80,,28.7,1080000,
Stony Well,Laboratory,AWQC,20/01/2023,365104,6017790,59400,14,204,30600,2.25,0.031,0.002,2.91,0.145,8.1,19.8,27.5,79.4,,29.1,1370000,
Stony Well,Laboratory,AWQC,15/02/2023,365104,6017790,52000,8.7,200,26900,1.53,0.024,0.004,3.38,0.088,8.1,17.9,22.2,58.6,,20.2,1150000,
Stony Well,Laboratory,AWQC,16/03/2023,365104,6017790,62300,10,213,35900,2.67,0.026,0.008,3.83,0.049,8,20.5,24.6,76.6,,30.7,1010000,
Stony Well,Laboratory,AWQC,13/04/2023,365104,6017790,70400,36,235,37400,4.2,0.048,0.001,4.68,0.238,8,21.6,34,139,,74.2,2010000,
Stony Well,Laboratory,AWQC,19/05/2023,365104,6017790,63500,10,210,33700,6.02,0.025,0.003,4.75,0.04,8,20.1,26,97.3,,29.5,2030000,
Stony Well,Laboratory,AWQC,28/06/2023,365104,6017790,44700,14,179,23700,3.88,0.007,0.005,3.49,0.106,7.9,18.3,22.4,110,,34.4,953000,
Stony Well,Laboratory,AWQC,27/07/2023,365104,6017790,51600,14,200,26700,5.25,0.016,0.004,3.76,0.161,8,19.9,28,152,,54,1340000,
Stony Well,Laboratory,AWQC,15/08/2023,365104,6017790,52300,12,212,26100,5.78,24,<0.0005,4.49,0.039,8.2,20.8,25.6,182,,55.9,1910000,
Stony Well,Laboratory,AWQC,28/09/2023,365104,6017790,52600,23,214,26200,5.98,26,0.004,4.67,0.123,8.2,21.1,30.2,172,,55.5,1930000,
Stony Well,Laboratory,AWQC,21/03/2024,365104,6017790,,34,247,44100,9.98,0.012,<0.003,8.78,0.349,8,39.1,56.7,208,,65.2,5540000,
Stony Well,Laboratory,AWQC,9/05/2024,365104,6017790,89800,17,215,44800,6.93,<1,1.8,5.36,0.467,8,33,47.4,73,,45.3,864000,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,ALS,21/07/2022,386338,5996389,5310,2.2,383,2690,12.8,0.02,0.52,0.9,<0.01,,8,10,<1,<1,<1,17875,0.18
Tilley Swamp Drain D/S Northern Outlet,Laboratory,ALS,31/08/2022,386338,5996389,6430,2.8,403,2510,14,<0.02,0.82,1.3,<0.01,,8,12,6,<1,<1,1897,0.11
Tilley Swamp Drain D/S Northern Outlet,Laboratory,ALS,29/09/2022,386338,5996389,6040,2.8,393,3380,14.8,0.06,0.41,1.4,0.01,,7,8,<1,<1,<1,2987,0.65
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,9/11/2022,386338,5996389,12200,1.2,369,7110,7.93,0.045,0.014,0.64,0.008,8.3,7.7,9,2.62,,0.95,11900,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,24/11/2022,386338,5996389,10100,3,384,5070,9.79,0.061,0.005,0.68,<0.005,8.2,7.4,7.8,1.09,,<0.1,114,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,20/12/2022,386338,5996389,25100,2.1,349,14300,5.23,0.082,0.006,1.39,0.022,8.2,13.4,13.5,1.75,,<0.1,18900,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,20/01/2023,386338,5996389,14200,2.8,325,7900,11.7,0.107,0.006,1.33,0.041,8.3,12,12.5,1.57,,0.23,61400,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,15/02/2023,386338,5996389,10900,2.4,386,6270,17.1,0.041,0.006,1.41,0.024,8.3,14.8,16.6,2.42,,0.97,17300,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,16/03/2023,386338,5996389,4980,2.2,376,2670,12.1,0.157,0.006,0.49,0.032,8.2,7.1,7.4,2.53,,0.63,1780,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,13/04/2023,386338,5996389,6190,3.5,462,3250,16.1,0.082,0.007,0.77,0.03,8.2,8.1,8.6,3.99,,1.05,1150,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,19/05/2023,386338,5996389,5120,1.9,399,2670,13.3,0.023,0.17,1.21,<0.005,8.3,4.6,5,1.41,,0.53,524,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,28/06/2023,386338,5996389,3600,6.6,364,1830,17.5,0.095,1.89,2.91,<0.005,8.2,7,7.4,4.04,,1.07,250,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,27/07/2023,386338,5996389,4950,1.4,439,2480,6.34,0.002,0.616,1.57,0.05,8.2,8.5,8.7,10.8,,2.66,2720,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,16/08/2023,386338,5996389,6000,1.6,434,3130,4.05,0.019,0.138,0.93,<0.005,8.4,8,8.8,31.6,,5.39,38700,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,28/09/2023,386338,5996389,7360,2.7,441,3920,14.8,82,0.294,1.93,0.008,8,8.9,9,21.9,,3.97,120000,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,21/03/2024,386338,5996389,6000,20,426,3200,16.6,0.082,0.033,1.13,0.046,8.1,6.8,7.3,4.75,,1.87,995,
Tilley Swamp Drain D/S Northern Outlet,Laboratory,AWQC,9/05/2024,386338,5996389,5180,8.8,464,2700,11.9,15,1.5,0.75,0.076,8.1,6.8,6.5,1.38,,0.66,88,
Tilley Swamp Drain US Morella,Laboratory,AWQC,22/01/2020,383294,5996921,5940,2.5,346,3310,13.8,0.124,0.01,1.03,0.018,8.6,7,7.5,2.68,,1.4,,
Tilley Swamp Drain US Morella,Laboratory,AWQC,18/02/2020,383294,5996921,5410,1.2,360,2590,9.88,0.006,0.006,0.83,0.013,8.6,7.4,7.5,1.08,,0.35,,
Tilley Swamp Drain US Morella,Laboratory,AWQC,17/03/2020,383294,5996921,5360,2.3,400,3330,10.7,0.059,0.01,0.93,0.007,8.5,7.6,7.8,0.81,,2.25,,
Tilley Swamp Drain US Morella,Laboratory,AWQC,15/04/2020,383294,5996921,6020,2.4,416,2780,11.3,0.015,0.007,0.75,<0.005,8.4,6.9,8.8,2.95,,1.43,,
Tilley Swamp Drain US Morella,Laboratory,AWQC,12/05/2020,383294,5996921,5400,7.8,409,2180,11.7,0.024,0.006,0.77,0.024,8.4,5.7,6,2.02,,2.11,,
Tilley Swamp Drain US Morella,Laboratory,AWQC,11/06/2020,383294,5996921,6020,1.7,434,3210,11.8,0.095,0.006,0.52,0.007,8.3,5.4,5.5,0.93,,0.13,,
Tilley Swamp Drain US Morella,Laboratory,AWQC,24/06/2020,383294,5996921,5680,1.4,393,2580,10.5,0.017,0.006,0.53,0.007,8.3,5.5,5.6,0.99,,0.3,,
Tilley Swamp Drain US Morella,Laboratory,ALS,7/07/2020,383294,5996921,6980,2.4,418,,10.1,0.09,0.25,0.8,0.03,7.49,2,3,1,<1,<1,56884,
Tilley Swamp Drain US Morella,Laboratory,ALS,22/07/2020,383294,5996921,11200,1.4,420,4200,12.5,0.04,0.48,1.1,<0.01,7.1,<1,2,25,<1,<1,64367,
Tilley Swamp Drain US Morella,Laboratory,ALS,5/08/2020,383294,5996921,8490,1.7,440,4370,13,0.06,0.59,1.2,<0.01,7.81,2,2,<1,<1,<1,65105,1.48
Tilley Swamp Drain US Morella,Laboratory,ALS,26/08/2020,383294,5996921,8780,2.9,455,4210,9.06,0.1,0.35,1,<0.01,8.31,<1,<1,1,<1,<1,28230,0.55
Tilley Swamp Drain US Morella,Laboratory,ALS,9/09/2020,383294,5996921,7500,1.8,394,4030,7.33,0.06,0.31,0.9,0.03,8.41,4,,2,<1,<1,26728,1.04
Tilley Swamp Drain US Morella,Laboratory,ALS,30/09/2020,383294,5996921,8150,2.4,406,4920,6.83,0.05,0.04,0.5,<0.01,8.66,7,8,<1,<1,<1,37905,0.81
Tilley Swamp Drain US Morella,Laboratory,ALS,21/10/2020,383294,5996921,13200,9.8,453,6620,9.94,0.08,<0.01,1.1,0.02,8.73,8,5,2,<1,<1,114510,4.28
Tilley Swamp Drain US Morella,Laboratory,ALS,17/11/2020,383294,5996921,12600,6.9,422,6280,20.8,<0.02,0.02,1,0.04,8.94,10,10,2,<1,<1,169408,23.61
Tilley Swamp Drain US Morella,Laboratory,ALS,1/12/2020,383294,5996921,10100,1.3,477,5360,11.8,<0.02,<0.01,1,0.03,8.82,3,2,<1,<1,<1,15934,1.11
Tilley Swamp Drain US Morella,Laboratory,ALS,3/02/2021,383294,5996921,8790,3.9,416,4470,18,<0.02,<0.01,<10.0,1.19,8.67,8,8,4,<1,<1,13416,1.7
Tilley Swamp Drain US Morella,Laboratory,ALS,24/02/2021,383294,5996921,8620,1.9,484,4660,19.2,<0.02,<0.01,0.7,<0.01,8.58,5,4,<1,<1,<1,2236,0.36
Tilley Swamp Drain US Morella,Laboratory,ALS,17/03/2021,383294,5996921,7920,2,468,4010,14.2,0.05,<0.01,0.8,0.04,8.5,4,5,<1,<1,<1,31619,0.91
Tilley Swamp Drain US Morella,Laboratory,ALS,7/04/2021,383294,5996921,21600,3,483,4150,15.4,0.05,0.03,0.8,0.02,8.69,4,4,<1,<1,<1,8036,0.6
Tilley Swamp Drain US Morella,Laboratory,ALS,12/05/2021,383294,5996921,9940,2.1,508,3340,14,0.03,0.01,0.7,<0.01,8.84,6,4,<1,1,<1,3917,1.21
Tilley Swamp Drain US Morella,Laboratory,ALS,21/06/2021,383294,5996921,4580,3.6,365,2020,9.71,<0.02,0.06,0.9,0.02,10.48,2,2,2,<1,<1,4478,0.21
