Sampling_point,Date,Easting,Northing,Distance_Murray_Mouth,AMPA_ug_L,Acidity_as_Calcium_Carbonate_mg_L,Aldrin_ug_L,Algae_Total_cells_mL,Alkalinity_as_Calcium_Carbonate_mg_L,Aluminium_Soluble_mg_L,Aluminium_Total_mg_L,Ammonia_as_N_mg_L,Antimony_Total_mg_L,Arsenic_Inorganic_mg_L,Atrazine_ug_L,Azinphos_methyl_ug_L,Bicarbonate_mg_L,Blue_Green_Algae_Total_cells_mL,Cadmium_Total_mg_L,Calcium_mg_L,Calcium_Hardness_as_CaCO3_mg_L,Carbon_Dioxide_Free_mg_L,Carbonate_mg_L,Carbonate_hardness_as_CaCO3_mg_L,Cells_ml_cells_mL,Chlordane_a_ug_L,Chlordane_g_ug_L,Chloride_mg_L,Chlorides_Total_as_NaCl_mg_L,Chlorophyll_a_ug_L,Chlorophyll_b_ug_L,Chlorothalonil_ug_L,Chlorpyrifos_ug_L,Chlorthal_Dimethyl_ug_L,Chromium_Total_mg_L,Conductivity_uS_cm,Copper_Total_mg_L,DDD_ug_L,DDE_ug_L,DDT_ug_L,Diazinon_ug_L,Dieldrin_ug_L,Dissolved_Organic_Carbon_mg_L,Dissolved_Oxygen_mg_L,Dissolved_solids_by_calculation_mg_L,Endosulfan_ug_L,Endosulfan_1_ug_L,Endosulfan_2_ug_L,Endosulfan_Sulphate_ug_L,Endrin_ug_L,Fenitrothion_ug_L,Fixed_Solids_mg_L,Geosmin_MIB_producing_BGA_Total_cells_mL,Glyphosate_ug_L,Heptachlor_ug_L,Heptachlor_Epoxide_ug_L,Hexazinone_ug_L,Ion_balance_percent,Iron_Soluble_mg_L,Iron_Total_mg_L,Langelier_Index,Lead_Total_mg_L,Lindane_ug_L,Magnesium_mg_L,Magnesium_Hardness_as_CaCO3_mg_L,Malathion_ug_L,Mercury_Total_mg_L,Methoxychlor_ug_L,Nickel_Total_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrate_as_Nitrogen_mg_L,Nitrite_as_Nitrogen_mg_L,Nitrogen_Total_mg_L,Noncarbonate_hardness_as_CaCO3_mg_L,Parathion_ug_L,Parathion_methyl_ug_L,Phaeophytin_a_ug_L,Phosphorus_Filterable_Reactive_as_P_mg_L,Phosphorus_Total_mg_L,Potassium_mg_L,Prometryne_ug_L,Selenium_Total_mg_L,Silica_Reactive_mg_L,Silver_Total_mg_L,Simazine_ug_L,Sodium_mg_L,Sodium_Adsorption_Ratio_Calculation,Sodium_Total_cations_ratio_percent,Sulphate_mg_L,Suspended_Solids_mg_L,TKN_as_Nitrogen_mg_L,Temperature_at_which_pH_is_measured_celsius,Total_Dissolved_Solids_by_EC_mg_L,Total_Dissolved_Solids_by_evaporation_mg_L,Total_Hardness_as_CaCO3_mg_L,Total_Organic_Carbon_mg_L,Trifluralin_ug_L,Turbidity_NTU,Vinclozolin_ug_L,Volatile_Suspended_Solids_mg_L,Zinc_Soluble_mg_L,Zinc_Total_mg_L,pH_pH_units,Total_Nitrogen
Villa de Yumpa,19/02/2019 11:00,359175,6022894,70.47,,,,,161,,,0.005,,,,,197,,,,,,,,,,,34200,,21,,,,,,106000,,,,,,,21.3,,,,,,,,,43,,,,,,,,,,,,,,,,,,0.003,,,3.9,,,,2.66,0.003,0.228,,,,0.94,,,,,,,80,3.9,23.4,80000,,,26.7,,14,,37,,,8.3,3.903
Villa de Yumpa,19/03/2019 12:15,359175,6022894,70.47,,,,,183,,,0.005,,,,,223,,,,,,,,,,,35500,,14.3,,,,,,92500,,,,,,,17.6,,,,,,,,,9,,,,,,,,,,,,,,,,,,0.003,,,3.61,,,,3.08,0.004,0.081,,,,0.85,,,,,,,40,3.61,24.2,68000,,,24,,12,,31,,,7.9,3.613
Villa de Yumpa,17/04/2019 12:10,359175,6022894,70.47,,,,,186,,,0.023,,,,,227,,,,,,,,,,,35400,,40.7,,,,,,95900,,,,,,,18.2,,,,,,,,,2,,,,,,,,,,,,,,,,,,0.003,,,4.34,,,,9.08,0.003,0.156,,,,2.19,,,,,,,26,4.34,23.1,71000,,,30,,14,,24,,,8.1,4.343
Villa de Yumpa,16/05/2019 13:25,359175,6022894,70.47,,,,,203,,,0.005,,,,,248,,,,,,,,,,,39400,,58.1,,,,,,103000,,,,,,,18.1,,,,,,,,,2,,,,,,,,,,,,,,,,,,0.003,,,4.66,,,,12.3,0.003,0.129,,,,1.64,,,,,,,22,4.66,22.6,78000,,,29.9,,13,,20,,,8.1,4.663
Villa de Yumpa,13/06/2019 11:30,359175,6022894,70.47,,,,,183,,,0.029,,,,,223,,,,,,,,,,,26400,,31,,,,,,74900,,,,,,,13.1,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.004,,,2.93,,,,16.8,0.005,0.134,,,,1.08,,,,,,,22,2.93,22.8,58200,,,15.3,,11,,22,,,8.1,2.934
Villa de Yumpa,10/07/2019 11:30,359175,6022894,70.47,,,,,207,,,0.005,,,,,253,,,,,,,,,,,33100,,50.65,5.2,,,,,93400,,,,,,,17.2,,,,,,,,,16,,,,,,,,,,,,,,,,,,0.003,,,6.32,,,,15.3,0.004,0.204,,,,1.32,,,,,,,52,6.32,22.2,77700,,,23,,20,,36,,,8.1,6.323
Villa de Yumpa,24/07/2019 10:05,359175,6022894,70.47,,,,,168,,,0.021,,,,,205,,,,,,,,,,,22100,,17.9,2,,,,,59600,,,,,,,10.6,,,,,,,,,2,,,,,,,,,,,,,,,,,,0.003,,,2,,,,9.28,0.003,0.116,,,,0.34,,,,,,,10,2,22,43500,,,13,,9.4,,8,,,8,2.003
Villa de Yumpa,13/08/2019 9:40,359175,6022894,70.47,,,,,197,,,0.005,,,,,240,,,,,,,,,,,42600,,59.75,6.67,,,,,86900,,,,,,,17.9,,,,,,,,,9,,,,,,,,,,,,,,,,,,0.003,,,4.07,,,,18.2,0.003,0.18,,,,1.78,,,,,,,39,4.07,22.8,70600,,,25.1,,22,,30,,,8,4.073
Villa de Yumpa,29/08/2019 10:10,359175,6022894,70.47,,,,,211,,,0.005,,,,,257,,,,,,,,,,,33700,,67.15,7.43,,,,,90500,,,,,,,18.5,,,,,,,,,9,,,,,,,,,,,,,,,,,,0.003,,,4.29,,,,13.4,0.008,0.176,,,,2.09,,,,,,,40,4.29,22.3,74500,,,26.5,,20,,31,,,8.1,4.293
Villa de Yumpa,25/09/2019 10:00,359175,6022894,70.47,,,,,214,,,0.005,,,,,261,,,,,,,,,,,35100,,38.05,5.36,,,,,91400,,,,,,,19.3,,,,,,,,,7,,,,,,,,,,,,,,,,,,0.004,,,4.24,,,,6.65,0.004,0.26,,,,0.65,,,,,,,37,4.24,22.8,75500,,,25.6,,16,,30,,,8.2,4.244
Villa de Yumpa,23/10/2019 16:00,359175,6022894,70.47,,,,,222,,,0.005,,,,,252,,,,,,9,,,,,39700,,10.45,1.38,,,,,94600,,,,,,,19.3,,,,,,,,,14,,,,,,,,,,,,,,,,,,0.003,,,3.74,,,,1.885,0.003,0.162,,,,1,,,,,,,39,3.74,22.4,79000,,,21.9,,9.8,,25,,,8.4,3.743
Villa de Yumpa,19/11/2019 10:10,359175,6022894,70.47,,,,,214,,,0.005,,,,,261,,,,,,,,,,,41600,,32.05,3.72,,,,,98900,,,,,,,20.3,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.003,,,4.24,,,,6.36,0.003,0.149,,,,0.49,,,,,,,40,4.24,22.1,83900,,,27.7,,17,,40,,,8.2,4.243
Villa de Yumpa,16/12/2019 14:40,359175,6022894,70.47,,,,,191,,,0.005,,,,,233,,,,,,,,,,,46100,,31.5,3.66,,,,,105000,,,,,,,22.2,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.003,,,4.24,,,,5.5,0.003,0.162,,,,0.19,,,,,,,16,4.24,23,91000,,,29.3,,15,,16,,,8.1,4.243
Stony Well,7/01/1998 0:00,365104,6017790,78.3,,,0.05,,161,,0.211,0.025,0.001,0.001,1.2,0.6,196,,0.001,843,2100,4,,161,,,,51200,84400,,,,,0.05,0.001,130000,0.004,,,,0.6,0.05,,,89600,0.05,,,0.05,,0.6,,,,0.05,0.05,1.5,-2.75,,0.66,1.48,0.005,0.05,3220,13300,0.6,,,,0.005,,,,15220,0.6,0.6,,0.025,0.21,982,1.2,0.001,1,0.0014,1.2,26800,94.1,77.8,6500,,5.65,,100000,,15380,,0.1,,,,,0.032,7.9,5.655
Stony Well,8/04/1998 11:20,365104,6017790,78.3,,,0.05,,200,,0.041,0.1,0.001,0.005,1.2,0.6,244,,0.002,1030,2570,6,,200,,,,61200,101000,,,,,0.05,0.001,151000,0.002,,,,0.6,0.05,,,111000,0.05,,,0.05,,0.6,,,,0.05,0.05,1.5,0.81,,0.71,1.57,0.005,0.05,4130,17000,0.6,,,,0.171,,,,19380,0.6,0.6,,0.05,0.21,1240,1.2,0.001,2,0.0002,1.2,34800,108,78.2,8340,,6.44,,130000,,19580,,0.1,,,,,0.03,7.8,6.611
Stony Well,24/08/1998 12:00,365104,6017790,78.3,,,,,189,,0.166,0.05,0.001,0.001,,,231,,0.001,745,1860,3,,189,,,,42700,70400,,,,,,0.001,94000,0.006,,,,,,,,74600,,,,,,,,,,,,,-1.81,,0.656,1.68,0.005,,3180,13100,,,,,0.005,,,,14770,,,,0.025,0.18,901,,0.001,1,0.0005,,21800,77.6,74.7,5170,,3.8,,69000,,14960,,,,,,,0.015,8.1,3.805
Stony Well,1/12/1998 14:00,365104,6017790,78.3,,,,,208,,0.151,0.05,0.001,0.002,,,254,,0.0004,916,2290,4,,208,,,,46700,77000,,,,,,0.001,106000,0.009,,,,,,,,82600,,,,,,,,,,,,,-2,,0.301,1.78,0.005,,3290,13500,,,,,0.06,,,,15620,,,,0.05,0.2,941,,0.001,,0.0005,,24300,84.1,75.7,6360,,4.2,,80000,,15820,,,,,,,0.042,8.1,4.26
Stony Well,9/12/1999 11:30,365104,6017790,78.3,,,,,,,0.308,0.025,0.002,0.002,,,,,0.0004,,,,,,,,,,,38,3.4,,,,0.001,103000,,,,,,,,,,,,,,,,,,,,,,,,0.418,,0.005,,,,,0.0003,,0.017,0.01,,,,,,,,0.006,0.254,,,0.003,2,0.0016,,,,,,,4.75,,78000,,,,,23,,,,0.16,7.9,4.76
Stony Well,27/03/2000 16:59,365104,6017790,78.3,,,,,,,0.282,0.1,,,,,,,0.001,,,,,,,,,,,51,11,,,,0.001,136000,,,,,,,,,,,,,,,,,,,,,,,,0.45,,0.005,,,,,0.0003,,,0.005,,,,,,,,0.005,0.25,,,,1,0.0054,,,,,,,5.4,,110000,,,,,14,,,,0.035,7.8,5.405
Stony Well,27/06/2000 0:00,365104,6017790,78.3,,,,,,,0.482,0.1,,,,,213,,0.0004,732,,,,,,,,43400,,68,10,,,,0.001,95000,,,,,,,,,,,,,,,,,,,,,,-4.17,,0.288,,0.016,,2650,,,0.0003,,0.1,0.005,,,,,,,,0.005,0.16,773,,,1.2,0.0011,,22300,,,5980,27,3.8,,70000,,,,,11,,,,0.036,8,3.805
Stony Well,11/09/2000 14:20,365104,6017790,78.3,,,,,174,,1.07,0.2,,0.002,,,212,,0.0004,522,,,,,,,,30500,,27,2.1,,,,0.001,70100,,,,,,,,,,,,,,,,,,,,,,2.56,,0.773,,0.006,,2120,,,0.0003,,0.01,0.006,,,,,,,,0.005,0.19,553,,0.003,0.33,0.0006,,18000,,,3940,69,3,,49000,,,,,26,,,,0.015,8.2,3.006
Stony Well,6/12/2000 10:20,365104,6017790,78.3,,,0.05,,176,,0.168,0.2,0.002,0.007,0.5,0.5,194,,0.0004,,,,10,,,0.05,0.05,,,24,3.7,0.05,0.05,0.05,0.002,97800,,0.05,0.05,0.05,0.5,0.05,,,,,0.05,0.05,0.05,0.05,0.5,,,10,0.05,0.05,0.5,,,0.138,,0.005,0.05,,,0.5,0.0004,0.05,0.01,0.005,,,,,0.5,0.3,,0.005,0.126,,0.5,0.002,,0.0035,0.5,,,,,,3.1,,73000,,,,0.1,10,0.05,,,0.01,8.1,3.105
Stony Well,29/03/2001 11:40,365104,6017790,78.3,,,,,204,,0.331,0.054,0.002,0.004,,,249,,0.002,860,,,,,,,,49400,,70,13,,,,0.023,95900,0.013,,,,,,,,,,,,,,,,,,,,,-1.33,,0.476,,0.05,,3250,,,0.0003,,0.017,0.005,,,,,,,,0.009,0.32,911,,0.002,,0.0081,,26900,,,7040,,5.2,,71000,,,,,23,,,,0.01,7.8,5.205
Stony Well,9/08/2001 11:30,365104,6017790,78.3,,,,,200,,0.402,0.2,0.002,0.004,,,244,,0.0004,693,,,,,,,,42300,,120,12,,,,0.005,87200,,,,,,,,,,,,,,,,,,,,,,-2.13,,0.581,,0.005,,2690,,,0.0004,,0.002,0.005,,,,,,,,0.005,0.34,768,,0.002,2,0.0018,,22700,,,5750,242,5,,63000,,,,,34,,,,0.01,8,5.005
Stony Well,20/10/2001 11:30,365104,6017790,78.3,,,,,202,,0.231,0.2,0.002,0.004,,,245,,0.008,626,,,1,,,,,39400,,78,8,,,,0.01,81200,,,,,,,,,,,,,,,,,,,,,,-4.65,,0.272,,0.1,,2390,,,0.0003,,0.04,0.005,,,,,,,,0.005,0.26,682,,0.002,2,0.004,,19900,,,4990,,4.1,,58000,,,,,17,,,,0.2,8.3,4.105
Stony Well,10/12/2001 11:00,365104,6017790,78.3,,,,,203,,0.464,0.025,0.002,0.006,,,248,,0.005,677,,,,,,,,43600,,57,6.8,,,,0.03,102000,,,,,,,,,,,,,,,,,,,,,,-1.4,,0.367,,0.005,,2890,,,0.0003,,0.006,0.005,,,,,,,,0.006,0.31,810,,0.002,2,0.008,,23500,,,5710,,5.48,,77000,,,,,27,,,,0.03,8,5.485
Stony Well,26/03/2002 0:00,365104,6017790,78.3,,,,,216,,0.259,0.013,0.002,0.011,,,264,,0.005,1050,,,,,,,,61600,,120,18,,,,0.03,130000,,,,,,,,,,,,,,,,,,,,,,-1.82,,0.489,,0.005,,4010,,,0.0003,,0.005,0.005,,,,,,,,0.01,0.35,1200,,0.002,3.5,0.008,,33000,,,8540,,9.98,,100000,,,,,29,,,,0.03,7.9,9.985
Stony Well,18/07/2002 11:00,365104,6017790,78.3,,,,,197,,0.202,0.2,0.006,0.002,,,240,,0.005,717,,,,,,,,42600,,74,10,,,,0.03,97400,,,,,,,,,,,,,,,,,,,,,,-4,,0.236,,0.005,,2690,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.182,762,,0.002,2,0.0026,,21600,,,5460,,3.41,,72000,,,,,12,,,,0.03,8,3.415
Stony Well,18/11/2002 9:00,365104,6017790,78.3,,,,,211,,0.433,0.01,0.002,0.005,,,258,,0.005,919,,,,,,,,49100,,81,8.2,,,,0.01,109000,,,,,,,,,,,,,,,,,,,,,,0.38,,0.474,,0.005,,3380,,,0.0006,,0.053,0.005,,,,,,,,0.005,0.137,1010,,0.002,2,0.005,,27500,,,7000,,6.23,,83000,,,,,26,,,,0.03,8.1,6.235
Stony Well,17/02/2003 11:30,365104,6017790,78.3,5,,0.01,,211,,0.229,0.255,0.002,0.007,0.5,0.5,258,,0.005,1270,,,,,,0.01,0.01,75700,,82,7,0.05,0.05,0.05,0.01,159000,,0.05,0.05,0.05,0.5,0.01,,,,,0.05,0.05,0.05,0.05,0.5,,,5,0.05,0.05,0.5,-1.36,,0.374,,0.005,0.05,5110,,0.5,0.0003,0.05,0.042,0.005,,,,,0.5,0.3,,0.011,0.164,1520,0.5,0.001,4,0.002,0.5,40800,,,10600,,7.4,,130000,,,,0.05,19,0.05,,,0.04,7.9,7.405
Stony Well,27/03/2003 11:30,365104,6017790,78.3,,,,,216,,0.227,0.382,0.002,0.018,,,263,,0.005,1210,,,,,,,,82600,,60,1.9,,,,0.01,158000,,,,,,,,,,,,,,,,,,,,,,-3.06,,0.599,,0.005,,5390,,,0.0003,,0.033,0.007,,,,,,,,0.018,0.178,1530,,0.001,4,0.002,,42800,,,10600,,7.87,,130000,,,,,21,,,,0.03,7.6,7.877
Stony Well,29/05/2003 12:47,365104,6017790,78.3,,,0.01,,206,,0.174,0.2,0.002,0.017,0.5,0.5,252,,0.009,1100,,,,,,0.01,0.01,64800,,79,9.8,0.05,0.05,0.05,0.01,136000,,0.05,0.05,0.05,0.5,0.01,,,,,0.05,0.05,0.05,0.05,0.5,,,,0.05,0.05,0.5,-3.36,,0.279,,0.005,0.05,4140,,0.5,0.0003,0.05,0.046,0.005,,,,,0.5,0.3,,0.025,0.49,1210,0.5,0.001,3.2,0.0023,0.5,33600,,,8910,,7.03,,110000,,,,0.05,13,0.05,,,0.04,8,7.035
Stony Well,18/06/2003 0:00,365104,6017790,78.3,,,,,203,,0.167,0.2,0.002,0.005,,,248,,0.005,964,,,,,,,,54500,,76,18,,,,0.01,117000,,,,,,,,,,,,,,,,,,,,,,-0.97,,0.178,,0.005,,3650,,,0.0003,,0.017,0.005,,,,,,,,0.012,0.22,1060,,0.002,4.1,0.002,,29800,,,7750,,4.79,,91000,,,,,7.8,,,,0.03,8,4.795
Stony Well,30/06/2003 16:46,365104,6017790,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89000,,,,,,,,,,8,
Stony Well,24/07/2003 12:21,365104,6017790,78.3,,,,,216,,0.767,0.2,0.002,0.003,,,263,,0.007,907,,,,,,,,52200,,100,16,,,,0.01,112000,,,,,,,,11.8,,,,,,,,,,,,,,0.76,,0.817,,0.005,,3390,,,0.0003,,0.017,0.005,,,,,,,,0.01,0.259,989,,0.002,4.5,0.0017,,29900,,,7100,,5.56,,86000,,,,,29,,,,0.03,8,5.565
Stony Well,20/08/2003 14:35,365104,6017790,78.3,,,,,214,,0.313,0.25,0.002,0.002,,,261,,0.005,815,,,,,,,,51400,,73,12,,,,0.01,111000,,,,,,,,,,,,,,,,,,,,,,1.89,,0.262,,0.005,,2970,,,0.0003,,0.006,0.005,,,,,,,,0.009,0.198,862,,0.008,3.7,0.002,,30800,,,6350,,4.43,,85000,,,,,8.4,,,,0.03,8.1,4.435
Stony Well,15/09/2003 13:00,365104,6017790,78.3,,,,,197,,0.367,0.028,0.002,0.002,,,240,,0.006,741,,,,,,,,40600,,60,7.3,,,,0.03,95200,,,,,,,,,,,,,,,,,,,,,,-3.05,,0.373,,0.005,,2750,,,0.0003,,0.031,0.005,,,,,,,,0.012,0.224,765,,0.001,1.3,0.002,,21000,,,5760,,4.32,,70000,,,,,27,,,,0.03,8.1,4.325
Stony Well,27/10/2003 14:35,365104,6017790,78.3,,,,,228,,0.734,0.018,0.002,0.002,,,278,,0.005,839,,,,,,,,48300,,45,9.1,,,,0.01,104000,,,,,,,,,,,,,,,,,,,,,,-4.33,,0.552,,0.005,,3090,,,0.0003,,0.022,0.005,,,,,,,,0.008,0.24,886,,0.001,2.3,0.002,,24400,,,6490,,5.63,,78000,,,,,19,,,,0.03,8.1,5.635
Stony Well,24/11/2003 14:09,365104,6017790,78.3,,,,,225,,0.665,0.037,0.002,0.002,,,275,,0.005,999,,,,,,,,47300,,66,13,,,,0.01,112000,,,,,,,,,90600,,,,,,,,,,,,,4.86,,0.581,,0.005,,3780,,,0.0003,,0.041,0.005,,,,,,,,0.019,0.283,1100,,0.002,2.6,0.002,,29200,,,8080,,6.43,,86000,,,,,10,,,,0.03,7.9,6.435
Stony Well,9/12/2003 0:01,365104,6017790,78.3,,,,,220,0.095,,0.012,,,,,268,,0.012,1080,,,,,,,,60400,,86,16,,,,0.01,119000,0.01,,,,,,,,,,,,,,,,,,,,,3.14,0.025,,,0.005,,4110,,,0.0003,,,0.008,,,,,,,,0.034,0.428,1230,,,2.6,0.002,,36600,,,8780,,7.34,,93000,,,,,21,,,0.03,,7.9,7.348
Stony Well,20/01/2004 12:19,365104,6017790,78.3,,,,,212,,0.278,0.011,0.002,0.007,,,259,,0.005,1200,,,,,,,,68300,,140,21,,,,0.01,138000,,,,,,,,,,,,,,,,,,,,,,-1.51,,0.269,,0.005,,4620,,,0.0003,,0.052,0.005,,,,,,,,0.014,0.49,1380,,0.002,6.4,0.002,,36700,,,9790,,9.72,,110000,,,,,32,,,,0.04,7.6,9.725
Stony Well,24/02/2004 13:34,365104,6017790,78.3,,,,,216,,0.149,0.073,0.002,0.012,,,264,,0.005,1690,,,,,,,,72500,,79,11,,,,0.01,148000,,,,,,,,,,,,,,,,,,,,,,4.12,,0.228,,0.005,,5780,,,0.0003,,0.015,0.005,,,,,,,,0.025,0.41,2120,,0.001,6.7,0.002,,44800,,,14900,,6.1,,120000,,,,,22,,,,0.08,7.6,6.105
Stony Well,25/03/2004 12:00,365104,6017790,78.3,,,,,211,0.161,,0.118,,,,,258,,0.005,1300,,,,,,,,85000,,78,10,,,,0.01,163000,0.06,,,,,,,,151000,,,,,,,,,,,,,-1.05,0.02,,,0.005,,5860,,,0.0003,,,0.01,,,,,,,,0.026,0.455,1570,,,6.8,0.002,,45900,,,11300,,8.19,,140000,,,,,24,,,0.03,,7.7,8.2
Stony Well,21/04/2004 12:13,365104,6017790,78.3,,,,,210,,0.183,0.056,0.002,0.002,,,256,,0.005,1580,,,,,,,,86500,,67,11,,,,0.01,158000,,,,,,,,,,,,,,,,,,,,,,4.72,,0.227,,0.005,,8470,,,0.0003,,0.005,0.005,,,,,,,,0.02,0.424,1910,,0.001,5.7,0.002,,49900,,,13300,,5.21,,130000,,,,,16,,,,0.03,7.8,5.215
Stony Well,26/05/2004 13:17,365104,6017790,78.3,,,,,200,,0.068,0.032,0.002,0.01,,,244,,0.005,1190,,,,,,,,72700,,58,6.5,,,,0.01,103000,,,,,,,,,,,,,,,,,,,,,,-7.91,,0.137,,0.005,,4550,,,0.0003,,0.008,0.005,,,,,,,,0.005,0.276,1320,,0.002,3.4,0.002,,33100,,,8680,,11.9,,78000,,,,,10,,,,0.03,8,11.905
Stony Well,21/06/2004 14:30,365104,6017790,78.3,,,,,189,0.068,0.119,0.009,,,,,231,,0.005,886,,,,,,,,48300,,54,7.2,,,,0.01,106000,0.03,,,,,,,,86700,,,,,,,,,,,,,-1.01,0.02,0.136,,0.005,,3250,,,0.0003,,,0.005,,,,,,,,0.005,0.246,948,,,3.1,0.002,,26300,,,6930,,5.69,,81000,,,,,7.5,,,0.03,0.03,8,5.695
Stony Well,28/07/2004 11:40,365104,6017790,78.3,,,,,,,0.137,0.024,0.002,0.007,,,,,0.005,912,2280,,,,,,,,,63,9.9,,,,0.01,113000,,,,,,,,,,,,,,,,,,,,,,,,0.171,,0.005,,3410,14000,,0.0003,,0.027,0.005,,,,,,,,0.005,0.25,,,0.001,3.7,0.002,,,,,,,6.34,,87000,,16310,,,11,,,,0.04,8.1,6.345
Stony Well,25/08/2004 12:47,365104,6017790,78.3,,,,,,,0.144,0.009,0.1,0.005,,,,,0.005,881,,,,,,,,,,49,7.7,,,,0.01,113000,,,,,,,,,,,,,,,,,,,,,,,,0.147,,0.005,,3430,,,0.0003,,0.014,0.005,,,,,,,,0.005,0.211,,,0.001,2.5,0.002,,,,,,,5.73,,87000,,,,,8.2,,,,0.03,8.2,5.735
Stony Well,15/09/2004 16:00,365104,6017790,78.3,,,,,213,0.05,0.3,0.16,,,,,260,,0.005,913,,,,,,,,49600,,,,,,,0.01,105000,0.01,,,,,,,,88300,,,,,,,,,,,,,-1.88,0.025,0.379,,0.005,,3430,,,0.0003,,,0.005,,,,,,,,0.005,0.33,954,,,1.6,0.002,,26200,,,7110,,5.8,,79000,,,,,13,,,0.03,0.03,8,5.805
Stony Well,27/10/2004 12:45,365104,6017790,78.3,,,,,,,0.177,0.012,0.002,0.008,,,,,0.006,1010,,,,,,,,,,58,12,,,,0.01,119000,,,,,,,,,,,,,,,,,,,,,,,,0.365,,0.005,,3790,,,0.0003,,0.005,0.008,,,,,,,,0.015,0.484,,,0.001,1.1,0.002,,,,,,,9.67,,93000,,,,,20,,,,0.03,8.1,9.678
Stony Well,29/11/2004 12:10,365104,6017790,78.3,,,,,,,0.05,0.052,0.002,0.008,,,,,0.007,1070,,,,,,,,,,50,13,,,,0.01,129000,,,,,,,,,,,,,,,,,,,,,,,,0.162,,0.005,,4100,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.321,,,0.002,2.9,0.002,,,,,,,7.83,,100000,,,,,13,,,,0.03,8.3,7.835
Stony Well,8/12/2004 17:20,365104,6017790,78.3,,,,,196,0.05,0.38,0.013,0.002,,,,239,,0.022,1500,,,,,,,,68700,,73,16,,,,0.01,131000,0.02,,,,,,,,123000,,,,,,,,,,,,,-5.04,0.026,0.739,,0.005,,4380,,,0.0003,,,0.005,,,,,,,,0.005,0.577,1690,,,3.6,0.002,,34700,,,12400,,5.12,,110000,,,,,24,,,0.03,0.03,8,5.125
Stony Well,13/01/2005 13:11,365104,6017790,78.3,,,,,,,0.334,0.009,0.002,0.013,,,,,0.005,1310,,,,,,,,,,68,16,,,,0.01,141000,,,,,,,,,,,,,,,,,,,,,,,,0.798,,0.005,,5090,,,0.0003,,,0.005,,,,,,,,0.022,0.51,,,0.001,4.5,0.002,,,,,,,5.72,,120000,,,,,27,,,,0.04,7.9,5.725
Stony Well,8/03/2005 12:00,365104,6017790,78.3,,,,,215,0.05,0.144,0.006,,,,,262,,0.005,1490,,,,,,,,88300,,89,18,,,,0.01,166000,0.03,,,,,,,,154000,,,,,,,,,,,,,-4.55,0.024,0.578,,0.005,,5450,,,0.0003,,,0.005,,,,,,,,0.024,0.362,1790,,,7.9,0.002,,44700,,,12300,,7.56,,140000,,,,,20,,,0.03,0.04,7.6,7.565
Stony Well,21/07/2014 11:30,365104,6017790,78.3,,,,,,,,0.005,,,,,,,,,,,,,,,,33300,,72.7,15.6,,,,,82600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,3.67,,,,,0.003,0.256,,,,3.27,,,,,,,,3.67,,59000,,,,,17,,,,,,3.674
Stony Well,5/08/2014 9:44,365104,6017790,78.3,,,,,,,,0.009,,,,,,,,,,,,,,,,29500,,68.6,12.8,,,,,79400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,3.61,,,,,0.006,0.22,,,,2.97,,,,,,,,3.61,,56000,,,,,14,,,,,,3.614
Stony Well,19/08/2014 12:53,365104,6017790,78.3,,,,,,,,0.008,,,,,,,,,,,,,,,,32600,,60.5,11.1,,,,,83000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,3.39,,,,,0.006,0.207,,,,3.4,,,,,,,,3.38,,59000,,,,,10,,,,,,3.385
Stony Well,3/09/2014 10:22,365104,6017790,78.3,,,,,,,,0.005,,,,,,,,,,,,,,,,32000,,25.3,5.44,,,,,83800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,3.02,,,,,0.004,0.174,,,,2.83,,,,,,,,3.02,,60000,,,,,5.2,,,,,,3.023
Stony Well,16/09/2014 10:25,365104,6017790,78.3,,,,,,,,0.005,,,,,,,,,,,,,,,,31500,,16.9,2.14,,,,,85300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,2.83,,,,,0.003,0.138,,,,2.02,,,,,,,,2.83,,61000,,,,,7.6,,,,,,2.833
Stony Well,2/10/2014 10:40,365104,6017790,78.3,,,,,,,,0.005,,,,,,,,,,,,,,,,33400,,30.1,4.75,,,,,89800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,3,,,,,0.003,0.173,,,,1.24,,,,,,,,3,,65000,,,,,14,,,,,,3.004
