ISOTIME,Ewe_Island_m3_s,sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5,ss1,ret,oxy,rsi,amm,nit,frp,frp_ads,doc,poc,don,pon,dop,pop,grn,mag_ulva,mag_ulva_in,mag_ulva_ip
11/01/2013 00:00,0,0.3206,24.6361,0,0,100,0,0,1.102,18009750,247.7642,145.7971,1.8817,0,0.0144,0.0011,555.0383,94.0735,57.9903,69.8279,1.5768,2.7799,287.6152,0,0,0
12/01/2013 00:00,0,0.3204,21.0978,0,0,100,0,0,1.538,18009750,266.5828,145.7971,1.8817,0,0.0117,0.0013,555.0383,94.0735,57.9142,69.8074,1.5766,2.7833,287.6152,0,0,0
13/01/2013 00:00,0,0.3186,24.2582,0,0,100,0,0,1.6227,18009750,245.8226,145.7971,1.8817,0,0.0132,0.0015,555.0383,94.0735,57.4791,69.1949,1.5648,2.7612,287.6152,0,0,0
14/01/2013 00:00,0,0.3105,22.6264,0,0,100,0,0,1.1489,18009750,229.8559,145.7971,1.8817,0,0.0128,0.001,555.0383,94.0735,56.0189,67.1717,1.5248,2.6799,287.6152,0,0,0
15/01/2013 00:00,0,0.3041,27.1835,0,0,100,0,0,1.0033,18009750,218.1795,145.7971,1.8817,0,0.0163,0.0011,555.0383,94.0735,54.9047,66.1853,1.4984,2.6478,287.6152,0,0,0
16/01/2013 00:00,0,0.3031,29.3539,0,0,100,0,0,0.8479,18009750,202.4234,145.7971,1.8817,0,0.0191,0.001,555.0383,94.0735,54.6289,66.0461,1.4847,2.6466,287.6152,0,0,0
17/01/2013 00:00,0,0.3086,28.2578,0,0,100,0,0,0.6862,18009750,216.977,145.7971,1.8817,0,0.0197,0.0009,555.0383,94.0735,55.3514,66.9317,1.491,2.6867,287.6152,0,0,0
18/01/2013 00:00,0,0.3107,21.5967,0,0,100,0,0,0.5942,18009750,264.4325,145.7971,1.8817,0,0.0127,0.0005,555.0383,94.0735,55.7569,67.5697,1.5017,2.7178,287.6152,0,0,0
19/01/2013 00:00,0,0.3099,20.5118,0,0,100,0,0,2.4383,18009750,271.297,145.7971,1.8817,0,0.012,0.0022,555.0383,94.0735,55.9132,68.1381,1.5199,2.7468,287.6152,0,0,0
20/01/2013 00:00,0,0.3123,20.5143,0,0,100,0,0,5.1097,18009750,270.0911,145.7971,1.8817,0,0.012,0.0045,555.0383,94.0735,56.2708,68.6937,1.5381,2.7749,287.6152,0,0,0
21/01/2013 00:00,0,0.3096,23.1923,0,0,100,0,0,9.8997,18009750,257.1393,145.7971,1.8817,0,0.0133,0.0091,555.0383,94.0735,56.0094,69.9238,1.5767,2.856,287.6152,0,0,0
22/01/2013 00:00,0,0.3117,23.4037,0,0,100,0,0,7.8104,18009750,251.7682,145.7971,1.8817,0,0.0133,0.0072,555.0383,94.0735,56.2346,70.358,1.5878,2.8803,287.6152,0,0,0
23/01/2013 00:00,0,0.3145,24.4623,0,0,100,0,0,5.9519,18009750,242.1853,145.7971,1.8817,0,0.0138,0.0056,555.0383,94.0735,56.4821,70.3452,1.5874,2.8779,287.6152,0,0,0
24/01/2013 00:00,0,0.3141,24.7935,0,0,100,0,0,3.9554,18009750,244.9587,145.7971,1.8817,0,0.0152,0.004,555.0383,94.0735,56.126,70.4149,1.5911,2.8938,287.6152,0,0,0
25/01/2013 00:00,0,0.3172,21.1193,0,0,100,0,0,2.9256,18009750,265.8977,145.7971,1.8817,0,0.0127,0.0027,555.0383,94.0735,56.4358,70.6204,1.5971,2.9024,287.6152,0,0,0
26/01/2013 00:00,0,0.3188,21.6637,0,0,100,0,0,2.8395,18009750,257.3232,145.7971,1.8817,0,0.0131,0.0029,555.0383,94.0735,56.5624,70.5042,1.5976,2.8952,287.6152,0,0,0
27/01/2013 00:00,0,0.3184,24.2475,0,0,100,0,0,2.7885,18009750,236.4022,145.7971,1.8817,0,0.0139,0.0026,555.0383,94.0735,56.234,69.9705,1.5929,2.875,287.6152,0,0,0
28/01/2013 00:00,0,0.319,25.8057,0,0,100,0,0,2.3316,18009750,217.771,145.7971,1.8817,0,0.016,0.0024,555.0383,94.0735,56.0657,69.9005,1.5886,2.8784,287.6152,0,0,0
29/01/2013 00:00,0,0.3235,26.2377,0,0,100,0,0,1.6447,18009750,240.6605,145.7971,1.8817,0,0.0162,0.0017,555.0383,94.0735,56.6445,70.1951,1.5903,2.8843,287.6152,0,0,0
30/01/2013 00:00,0,0.3298,27.877,0,0,100,0,0,1.2852,18009750,227.9906,145.7971,1.8817,0,0.018,0.0015,555.0383,94.0735,57.4478,70.8378,1.5985,2.9077,287.6152,0,0,0
31/01/2013 00:00,0,0.3346,29.1662,0,0,100,0,0,1.3684,18009750,218.3482,145.7971,1.8817,0,0.0205,0.0018,555.0383,94.0735,57.9303,71.2433,1.5998,2.925,287.6152,0,0,0
01/02/2013 00:00,0,0.3377,29.4455,0,0,100,0,0,1.2513,18009750,209.8951,145.7971,1.8817,0,0.0202,0.0016,555.0383,94.0735,58.0879,71.5971,1.5998,2.9467,287.6152,0,0,0
02/02/2013 00:00,0,0.34,30.6834,0,0,100,0,0,0.9117,18009750,190.6496,145.7971,1.8817,0,0.023,0.0013,555.0383,94.0735,58.1043,71.6876,1.5926,2.9567,287.6152,0,0,0
03/02/2013 00:00,0,0.3414,24.5138,0,0,100,0,0,0.5271,18009750,253.8206,145.7971,1.8817,0,0.0176,0.0006,555.0383,94.0735,57.9558,71.9871,1.5883,2.9802,287.6152,0,0,0
04/02/2013 00:00,0,0.3425,22.0864,0,0,100,0,0,12.1429,18009750,266.4807,145.7971,1.8817,0,0.0135,0.0115,555.0383,94.0735,57.9598,72.025,1.5935,2.9843,287.6152,0,0,0
05/02/2013 00:00,0,0.3393,21.4585,0,0,100,0,0,13.773,18009750,263.129,145.7971,1.8817,0,0.0128,0.0128,555.0383,94.0735,57.2668,71.7141,1.5965,2.9847,287.6152,0,0,0
06/02/2013 00:00,0,0.3387,24.1669,0,0,100,0,0,10.3385,18009750,244.3194,145.7971,1.8817,0,0.0145,0.01,555.0383,94.0735,57.0285,71.4249,1.5941,2.9755,287.6152,0,0,0
07/02/2013 00:00,0,0.337,27.2937,0,0,100,0,0,6.6488,18009750,228.6743,145.7971,1.8817,0,0.0169,0.0071,555.0383,94.0735,56.6561,71.2702,1.5929,2.9756,287.6152,0,0,0
08/02/2013 00:00,0,0.3386,29.8452,0,0,100,0,0,4.492,18009750,194.5803,145.7971,1.8817,0,0.0217,0.0061,555.0383,94.0735,56.6734,71.1401,1.5835,2.9701,287.6152,0,0,0
09/02/2013 00:00,0,0.337,27.2946,0,0,100,0,0,2.1354,18009750,225.5344,145.7971,1.8817,0,0.0205,0.0029,555.0383,94.0735,56.3606,71.2623,1.5763,2.9829,287.6152,0,0,0
10/02/2013 00:00,0,0.3391,22.0253,0,0,100,0,0,1.3998,18009750,255.4965,145.7971,1.8817,0,0.0136,0.0014,555.0383,94.0735,56.6868,71.6741,1.5847,3,287.6152,0,0,0
11/02/2013 00:00,0,0.3397,21.3409,0,0,100,0,0,1.124,18009750,257.4796,145.7971,1.8817,0,0.0129,0.001,555.0383,94.0735,56.6795,71.3792,1.5868,2.985,287.6152,0,0,0
12/02/2013 00:00,0,0.3318,17.554,0,0,100,0,0,0.9348,18009750,279.867,145.7971,1.8817,0,0.0112,0.0008,555.0383,94.0735,55.4541,70.5852,1.5855,2.969,287.6152,0,0,0
13/02/2013 00:00,0,0.3283,19.5161,0,0,100,0,0,0.5993,18009750,274.5237,145.7971,1.8817,0,0.012,0.0005,555.0383,94.0735,54.8739,70.0176,1.5827,2.9489,287.6152,0,0,0
14/02/2013 00:00,0,0.3298,22.6101,0,0,100,0,0,0.3918,18009750,253.2572,145.7971,1.8817,0,0.014,0.0004,555.0383,94.0735,55.0263,69.7567,1.5803,2.9297,287.6152,0,0,0
15/02/2013 00:00,0,0.3374,24.4232,0,0,100,0,0,0.2912,18009750,244.1841,145.7971,1.8817,0,0.0162,0.0003,555.0383,94.0735,55.9737,69.9529,1.5787,2.9241,287.6152,0,0,0
16/02/2013 00:00,0,0.3438,22.4652,0,0,100,0,0,0.4091,18009750,260.3228,145.7971,1.8817,0,0.0147,0.0004,555.0383,94.0735,56.8577,70.2136,1.5822,2.9207,287.6152,0,0,0
17/02/2013 00:00,0,0.3427,23.8267,0,0,100,0,0,0.8562,18009750,246.3259,145.7971,1.8817,0,0.0147,0.0009,555.0383,94.0735,56.6206,70.2287,1.5872,2.9279,287.6152,0,0,0
18/02/2013 00:00,0,0.3434,27.0305,0,0,100,0,0,0.8986,18009750,222.577,145.7971,1.8817,0,0.018,0.0011,555.0383,94.0735,56.5218,70.0497,1.5816,2.9229,287.6152,0,0,0
19/02/2013 00:00,0,0.332,24.203,0,0,100,0,0,0.8845,18009750,253.6641,145.7971,1.8817,0,0.0183,0.001,555.0383,94.0735,54.4304,67.2104,1.5135,2.8045,287.6152,0,0,0
20/02/2013 00:00,0,0.3214,21.425,0,0,100,0,0,3.924,18009750,267.3757,145.7971,1.8817,0,0.0147,0.0041,555.0383,94.0735,52.6078,64.8346,1.4621,2.7057,287.6152,0,0,0
21/02/2013 00:00,0,0.3206,19.1487,0,0,100,0,0,4.7368,18009750,279.9265,145.7971,1.8817,0,0.0121,0.0043,555.0383,94.0735,52.4418,65.0797,1.4719,2.7283,287.6152,0,0,0
22/02/2013 00:00,0,0.3223,19.6595,0,0,100,0,0,3.889,18009750,277.0169,145.7971,1.8817,0,0.012,0.0035,555.0383,94.0735,52.7009,66.1142,1.5001,2.7883,287.6152,0,0,0
23/02/2013 00:00,0,0.3245,21.4619,0,0,100,0,0,3.5326,18009750,263.386,145.7971,1.8817,0,0.0129,0.0033,555.0383,94.0735,53.0157,67.0171,1.5245,2.8385,287.6152,0,0,0
24/02/2013 00:00,0,0.3264,22.3048,0,0,100,0,0,3.1758,18009750,253.42,145.7971,1.8817,0,0.0138,0.0031,555.0383,94.0735,53.2517,67.4285,1.5357,2.8608,287.6152,0,0,0
25/02/2013 00:00,0,0.3291,21.0568,0,0,100,0,0,2.1898,18009750,262.2268,145.7971,1.8817,0,0.0135,0.0021,555.0383,94.0735,53.6388,67.6113,1.5416,2.8649,287.6152,0,0,0
26/02/2013 00:00,0,0.331,20.8235,0,0,100,0,0,1.3243,18009750,268.5491,145.7971,1.8817,0,0.0136,0.0013,555.0383,94.0735,54.0048,68.3191,1.561,2.8999,287.6152,0,0,0
27/02/2013 00:00,0,0.3334,21.302,0,0,100,0,0,0.9854,18009750,265.9614,145.7971,1.8817,0,0.0135,0.001,555.0383,94.0735,54.4248,69.1314,1.5829,2.9404,287.6152,0,0,0
28/02/2013 00:00,0,0.3368,20.8922,0,0,100,0,0,0.922,18009750,269.1252,145.7971,1.8817,0,0.0136,0.0009,555.0383,94.0735,54.9309,69.6994,1.5988,2.9644,287.6152,0,0,0
01/03/2013 00:00,0,0.3395,19.5584,0,0,100,0,0,1.3684,18009750,277.2693,145.7971,1.8817,0,0.0131,0.0013,555.0383,94.0735,55.3643,70.3147,1.616,2.9934,287.6152,0,0,0
02/03/2013 00:00,0,0.3401,19.2403,0,0,100,0,0,2.5352,18009750,276.0692,145.7971,1.8817,0,0.0124,0.0024,555.0383,94.0735,55.458,70.742,1.6297,3.0193,287.6152,0,0,0
03/03/2013 00:00,0,0.3393,22.1174,0,0,100,0,0,3.0245,18009750,260.0379,145.7971,1.8817,0,0.0135,0.0029,555.0383,94.0735,55.3036,70.8621,1.6352,3.0325,287.6152,0,0,0
04/03/2013 00:00,0,0.3402,24.4582,0,0,100,0,0,2.4,18009750,231.6934,145.7971,1.8817,0,0.0159,0.0026,555.0383,94.0735,55.283,70.6332,1.6301,3.0213,287.6152,0,0,0
05/03/2013 00:00,0,0.3451,21.1343,0,0,100,0,0,1.4878,18009750,266.5256,145.7971,1.8817,0,0.0144,0.0015,555.0383,94.0735,55.8583,70.4572,1.6272,2.9984,287.6152,0,0,0
06/03/2013 00:00,0,0.345,18.0704,0,0,100,0,0,1.647,18009750,283.8563,145.7971,1.8817,0,0.0122,0.0015,555.0383,94.0735,55.919,70.9014,1.641,3.0247,287.6152,0,0,0
07/03/2013 00:00,0,0.3452,18.6453,0,0,100,0,0,2.0507,18009750,283.0004,145.7971,1.8817,0,0.0121,0.0019,555.0383,94.0735,55.9199,70.9319,1.6474,3.0279,287.6152,0,0,0
08/03/2013 00:00,0,0.3434,20.5674,0,0,100,0,0,1.8374,18009750,267.0476,145.7971,1.8817,0,0.0127,0.0017,555.0383,94.0735,55.5373,70.2671,1.6376,2.9982,287.6152,0,0,0
09/03/2013 00:00,0,0.3297,20.4179,0,0,100,0,0,1.6454,18009750,246.6163,145.7971,1.8817,0,0.0127,0.0016,555.0383,94.0735,53.301,68.0078,1.587,2.9174,287.6152,0,0,0
10/03/2013 00:00,0,0.3263,22.5325,0,0,100,0,0,1.2374,18009750,222.5963,145.7971,1.8817,0,0.0144,0.0013,555.0383,94.0735,52.6187,66.9766,1.5643,2.8724,287.6152,0,0,0
11/03/2013 00:00,0,0.3319,21.5743,0,0,100,0,0,0.9245,18009750,244.1944,145.7971,1.8817,0,0.0139,0.0009,555.0383,94.0735,53.3227,67.0726,1.5678,2.8622,287.6152,0,0,0
12/03/2013 00:00,0,0.3317,21.3711,0,0,100,0,0,0.6143,18009750,260.0761,145.7971,1.8817,0,0.014,0.0006,555.0383,94.0735,53.1596,66.357,1.5525,2.8225,287.6152,0,0,0
13/03/2013 00:00,0,0.3299,23.6921,0,0,100,0,0,0.4445,18009750,248.2043,145.7971,1.8817,0,0.015,0.0005,555.0383,94.0735,52.8044,66.0892,1.546,2.816,287.6152,0,0,0
14/03/2013 00:00,0,0.332,25.2116,0,0,100,0,0,0.3158,18009750,218.3466,145.7971,1.8817,0,0.0169,0.0004,555.0383,94.0735,52.9376,65.8428,1.5394,2.8002,287.6152,0,0,0
15/03/2013 00:00,0,0.3273,22.7612,0,0,100,0,0,0.4229,18009750,253.7514,145.7971,1.8817,0,0.016,0.0005,555.0383,94.0735,52.2199,66.9011,1.5515,2.8862,287.6152,0,0,0
16/03/2013 00:00,0,0.3304,19.6726,0,0,100,0,0,0.9236,18009750,277.6349,145.7971,1.8817,0,0.0141,0.001,555.0383,94.0735,52.5962,66.9995,1.555,2.8842,287.6152,0,0,0
17/03/2013 00:00,0,0.3322,19.0376,0,0,100,0,0,1.8987,18009750,277.3334,145.7971,1.8817,0,0.0129,0.0019,555.0383,94.0735,52.8013,67.24,1.5662,2.897,287.6152,0,0,0
18/03/2013 00:00,0,0.3332,18.697,0,0,100,0,0,1.7633,18009750,276.1678,145.7971,1.8817,0,0.0125,0.0017,555.0383,94.0735,52.8493,67.4756,1.5769,2.9151,287.6152,0,0,0
19/03/2013 00:00,0,0.333,19.323,0,0,100,0,0,1.1972,18009750,265.76,145.7971,1.8817,0,0.0127,0.0012,555.0383,94.0735,52.7177,67.7175,1.5861,2.9368,287.6152,0,0,0
20/03/2013 00:00,0,0.3351,19.4663,0,0,100,0,0,0.771,18009750,265.8218,145.7971,1.8817,0,0.0129,0.0008,555.0383,94.0735,52.9546,66.8508,1.5759,2.8762,287.6152,0,0,0
21/03/2013 00:00,0,0.3325,20.7371,0,0,100,0,0,0.4801,18009750,271.7977,145.7971,1.8817,0,0.0145,0.0005,555.0383,94.0735,52.4551,66.497,1.5681,2.8673,287.6152,0,0,0
22/03/2013 00:00,0,0.3312,20.2393,0,0,100,0,0,1.7249,18009750,270.4615,145.7971,1.8817,0,0.0129,0.0017,555.0383,94.0735,52.1434,66.4453,1.5676,2.8747,287.6152,0,0,0
23/03/2013 00:00,0,0.3309,20.4635,0,0,100,0,0,2.6546,18009750,265.3186,145.7971,1.8817,0,0.0131,0.0026,555.0383,94.0735,51.9845,66.3853,1.567,2.878,287.6152,0,0,0
24/03/2013 00:00,0,0.3297,19.8885,0,0,100,0,0,2.3495,18009750,270.9569,145.7971,1.8817,0,0.013,0.0023,555.0383,94.0735,51.7203,66.7772,1.5755,2.9131,287.6152,0,0,0
25/03/2013 00:00,0,0.3286,18.7864,0,0,100,0,0,1.512,18009750,278.7151,145.7971,1.8817,0,0.0124,0.0015,555.0383,94.0735,51.5288,67.1777,1.5854,2.9457,287.6152,0,0,0
26/03/2013 00:00,0,0.3292,18.0214,0,0,100,0,0,1.1256,18009750,280.9229,145.7971,1.8817,0,0.012,0.0011,555.0383,94.0735,51.5642,67.1391,1.588,2.9435,287.6152,0,0,0
27/03/2013 00:00,0,0.3299,18.5625,0,0,100,0,0,0.9111,18009750,275.0452,145.7971,1.8817,0,0.0124,0.0009,555.0383,94.0735,51.6094,66.9825,1.5884,2.9336,287.6152,0,0,0
28/03/2013 00:00,0,0.3305,18.1654,0,0,100,0,0,0.7264,18009750,271.3514,145.7971,1.8817,0,0.0122,0.0007,555.0383,94.0735,51.6259,66.7782,1.5873,2.9217,287.6152,0,0,0
29/03/2013 00:00,0,0.3306,16.4112,0,0,100,0,0,0.5521,18009750,278.7621,145.7971,1.8817,0,0.0114,0.0005,555.0383,94.0735,51.6081,66.6203,1.5879,2.9132,287.6152,0,0,0
30/03/2013 00:00,0,0.3312,19.3751,0,0,100,0,0,0.4004,18009750,266.3097,145.7971,1.8817,0,0.0129,0.0004,555.0383,94.0735,51.6019,66.2437,1.5837,2.8906,287.6152,0,0,0
31/03/2013 00:00,0,0.332,20.1624,0,0,100,0,0,0.2392,18009750,252.2956,145.7971,1.8817,0,0.0137,0.0003,555.0383,94.0735,51.6452,65.69,1.5758,2.8539,287.6152,0,0,0
01/04/2013 00:00,0,0.3313,19.0266,0,0,100,0,0,0.1419,18009750,264.0923,145.7971,1.8817,0,0.0136,0.0002,555.0383,94.0735,51.5541,65.7598,1.5784,2.8601,287.6152,0,0,0
02/04/2013 00:00,0,0.3305,19.2239,0,0,100,0,0,0.1075,18009750,266.1816,145.7971,1.8817,0,0.0135,0.0001,555.0383,94.0735,51.4205,65.7628,1.5804,2.8639,287.6152,0,0,0
03/04/2013 00:00,0,0.331,16.5423,0,0,100,0,0,0.1814,18009750,293.2974,145.7971,1.8817,0,0.012,0.0002,555.0383,94.0735,51.5086,66.0603,1.5895,2.8808,287.6152,0,0,0
04/04/2013 00:00,0,0.332,16.1215,0,0,100,0,0,1.0637,18009750,297.6948,145.7971,1.8817,0,0.0115,0.001,555.0383,94.0735,51.6285,66.1478,1.5965,2.8842,287.6152,0,0,0
05/04/2013 00:00,0,0.3296,16.8802,0,0,100,0,0,2.7216,18009750,291.1745,145.7971,1.8817,0,0.0116,0.0025,555.0383,94.0735,51.2361,67.1854,1.6159,2.967,287.6152,0,0,0
06/04/2013 00:00,0,0.3269,16.8887,0,0,100,0,0,2.0174,18009750,288.545,145.7971,1.8817,0,0.012,0.0019,555.0383,94.0735,50.7849,67.9299,1.6284,3.0319,287.6152,0,0,0
07/04/2013 00:00,0,0.3268,17.4735,0,0,100,0,0,1.2803,18009750,281.7684,145.7971,1.8817,0,0.012,0.0012,555.0383,94.0735,50.7049,67.799,1.6287,3.0268,287.6152,0,0,0
08/04/2013 00:00,0,0.3274,19.1631,0,0,100,0,0,0.8792,18009750,265.49,145.7971,1.8817,0,0.013,0.0009,555.0383,94.0735,50.7082,67.5157,1.6259,3.0091,287.6152,0,0,0
09/04/2013 00:00,0,0.3279,21.357,0,0,100,0,0,0.6795,18009750,240.3907,145.7971,1.8817,0,0.0147,0.0008,555.0383,94.0735,50.6633,67.1877,1.6202,2.9903,287.6152,0,0,0
10/04/2013 00:00,0,0.3247,18.9881,0,0,100,0,0,0.3448,18009750,278.7244,145.7971,1.8817,0,0.0135,0.0004,555.0383,94.0735,50.1096,66.0814,1.5938,2.9303,287.6152,0,0,0
11/04/2013 00:00,0,0.318,17.0708,0,0,100,0,0,1.6649,18009750,295.3095,145.7971,1.8817,0,0.0123,0.0016,555.0383,94.0735,49.0784,65.1979,1.5702,2.9025,287.6152,0,0,0
12/04/2013 00:00,0,0.3148,16.8544,0,0,100,0,0,8.7835,18009750,292.3799,145.7971,1.8817,0,0.0118,0.0084,555.0383,94.0735,48.5256,65.7785,1.5802,2.9632,287.6152,0,0,0
13/04/2013 00:00,0,0.3165,16.1024,0,0,100,0,0,5.2547,18009750,297.6868,145.7971,1.8817,0,0.0122,0.0052,555.0383,94.0735,48.7143,67.1258,1.6086,3.0511,287.6152,0,0,0
14/04/2013 00:00,0,0.3185,15.1898,0,0,100,0,0,4.3738,18009750,304.3967,145.7971,1.8817,0,0.0116,0.0042,555.0383,94.0735,48.8301,67.678,1.6227,3.0859,287.6152,0,0,0
15/04/2013 00:00,0,0.3195,14.6204,0,0,100,0,0,4.0534,18009750,305.9575,145.7971,1.8817,0,0.0109,0.0037,555.0383,94.0735,48.8417,67.6731,1.6259,3.0857,287.6152,0,0,0
16/04/2013 00:00,0,0.3199,15.0725,0,0,100,0,0,2.9739,18009750,295.5255,145.7971,1.8817,0,0.0113,0.0028,555.0383,94.0735,48.7827,67.3045,1.6229,3.0624,287.6152,0,0,0
17/04/2013 00:00,0,0.32,17.4192,0,0,100,0,0,1.5917,18009750,278.4765,145.7971,1.8817,0,0.0124,0.0016,555.0383,94.0735,48.675,67.0401,1.6193,3.0474,287.6152,0,0,0
18/04/2013 00:00,0,0.3204,17.2278,0,0,100,0,0,0.6984,18009750,280.5963,145.7971,1.8817,0,0.013,0.0007,555.0383,94.0735,48.6757,66.8925,1.6166,3.037,287.6152,0,0,0
19/04/2013 00:00,0,0.3214,16.2273,0,0,100,0,0,0.4869,18009750,293.1527,145.7971,1.8817,0,0.0117,0.0005,555.0383,94.0735,48.7683,66.6314,1.6161,3.0168,287.6152,0,0,0
20/04/2013 00:00,0,0.3217,17.4479,0,0,100,0,0,0.3654,18009750,272.1061,145.7971,1.8817,0,0.0124,0.0004,555.0383,94.0735,48.7287,66.1856,1.6107,2.9887,287.6152,0,0,0
21/04/2013 00:00,0,0.3226,18.4087,0,0,100,0,0,0.2648,18009750,275.6931,145.7971,1.8817,0,0.0133,0.0003,555.0383,94.0735,48.7666,65.6959,1.6043,2.955,287.6152,0,0,0
22/04/2013 00:00,0,0.3219,18.4946,0,0,100,0,0,0.1661,18009750,273.3747,145.7971,1.8817,0,0.0145,0.0002,555.0383,94.0735,48.6191,65.3119,1.5964,2.9354,287.6152,0,0,0
23/04/2013 00:00,0,0.3211,17.6553,0,0,100,0,0,0.158,18009750,278.3907,145.7971,1.8817,0,0.0127,0.0002,555.0383,94.0735,48.4666,65.2738,1.5939,2.9392,287.6152,0,0,0
24/04/2013 00:00,0,0.32,15.8914,0,0,100,0,0,0.207,18009750,274.4789,145.7971,1.8817,0,0.0126,0.0002,555.0383,94.0735,48.2524,65.4876,1.5966,2.9638,287.6152,0,0,0
25/04/2013 00:00,0,0.3205,15.8101,0,0,100,0,0,0.1491,18009750,285.5995,145.7971,1.8817,0,0.0116,0.0001,555.0383,94.0735,48.2572,65.2815,1.5961,2.951,287.6152,0,0,0
26/04/2013 00:00,0,0.3208,16.7068,0,0,100,0,0,0.1733,18009750,282.1216,145.7971,1.8817,0,0.0129,0.0002,555.0383,94.0735,48.2723,64.9137,1.5939,2.9255,287.6152,0,0,0
27/04/2013 00:00,0,0.3214,16.6592,0,0,100,0,0,0.1382,18009750,284.4736,145.7971,1.8817,0,0.0125,0.0001,555.0383,94.0735,48.3052,64.8134,1.5949,2.9188,287.6152,0,0,0
28/04/2013 00:00,0,0.3224,16.6406,0,0,100,0,0,0.1294,18009750,292.5806,145.7971,1.8817,0,0.013,0.0001,555.0383,94.0735,48.403,64.2282,1.5916,2.877,287.6152,0,0,0
29/04/2013 00:00,0,0.3232,16.5659,0,0,100,0,0,0.0909,18009750,292.3499,145.7971,1.8817,0,0.0128,0.0001,555.0383,94.0735,48.4773,64.6097,1.5979,2.9008,287.6152,0,0,0
30/04/2013 00:00,0,0.3228,16.2676,0,0,100,0,0,0.1251,18009750,295.0862,145.7971,1.8817,0,0.012,0.0001,555.0383,94.0735,48.4178,64.946,1.6032,2.926,287.6152,0,0,0
01/05/2013 00:00,0,0.3209,16.9135,0,0,100,0,0,0.1042,18009750,272.4618,145.7971,1.8817,0,0.0126,0.0001,555.0383,94.0735,48.0741,64.2837,1.5901,2.8928,287.6152,0,0,0
02/05/2013 00:00,0,0.3189,15.927,0,0,100,0,0,0.1033,18009750,296.5203,145.7971,1.8817,0,0.0132,0.0001,555.0383,94.0735,47.7722,63.8418,1.5798,2.8722,287.6152,0,0,0
03/05/2013 00:00,0,0.3206,12.9458,0,0,100,0,0,1.9462,18009750,322.0212,145.7971,1.8817,0,0.0124,0.0019,555.0383,94.0735,47.9567,63.2286,1.575,2.8246,287.6152,0,0,0
04/05/2013 00:00,0,0.3209,13.2711,0,0,100,0,0,6.9831,18009750,321.5292,145.7971,1.8817,0,0.0108,0.0065,555.0383,94.0735,48.0022,63.4582,1.5839,2.84,287.6152,0,0,0
05/05/2013 00:00,0,0.3207,14.5341,0,0,100,0,0,6.0283,18009750,306.0276,145.7971,1.8817,0,0.0113,0.0057,555.0383,94.0735,47.9293,63.5285,1.5871,2.8489,287.6152,0,0,0
06/05/2013 00:00,0,0.321,14.1104,0,0,100,0,0,4.4694,18009750,296.2737,145.7971,1.8817,0,0.0111,0.0042,555.0383,94.0735,47.9186,63.3781,1.5872,2.8403,287.6152,0,0,0
