ISOTime,Wx,Wy,Chx
03/11/2020 23:45:00,2.8904,2.2289,0
04/11/2020 00:00:00,2.2951,2.0987,0
04/11/2020 00:15:00,2.4026,1.9590,0
04/11/2020 00:30:00,2.3235,1.7686,0
04/11/2020 00:45:00,2.6904,1.8586,0
04/11/2020 01:00:00,2.8686,2.3684,0
04/11/2020 01:15:00,3.7260,2.8647,0
04/11/2020 01:30:00,4.1469,3.0029,0
04/11/2020 01:45:00,4.2208,3.2548,0
04/11/2020 02:00:00,3.8918,3.2805,0
04/11/2020 02:15:00,3.6702,3.1706,0
04/11/2020 02:30:00,3.7566,2.9557,0
04/11/2020 02:45:00,5.0808,3.1725,0
04/11/2020 03:00:00,5.0952,2.9548,0
04/11/2020 03:15:00,5.0397,2.4644,0
04/11/2020 03:30:00,5.3622,3.0116,0
04/11/2020 03:45:00,4.7907,2.5135,0
04/11/2020 04:00:00,4.8628,3.2341,0
04/11/2020 04:15:00,5.3023,2.8295,0
04/11/2020 04:30:00,5.0829,2.6668,0
04/11/2020 04:45:00,4.9412,2.5925,0
04/11/2020 05:00:00,5.5440,2.6621,0
04/11/2020 05:15:00,5.2874,2.1558,0
04/11/2020 05:30:00,5.0268,2.3049,0
04/11/2020 05:45:00,4.6477,2.1716,0
04/11/2020 06:00:00,5.4920,1.7694,0
04/11/2020 06:15:00,5.8002,2.0143,0
04/11/2020 06:30:00,5.4689,2.3438,0
04/11/2020 06:45:00,4.9604,3.2677,0
04/11/2020 07:00:00,4.6389,2.0460,0
04/11/2020 07:15:00,4.3101,2.6508,0
04/11/2020 07:30:00,4.3251,3.1320,0
04/11/2020 07:45:00,5.4927,3.2653,0
04/11/2020 08:00:00,5.1689,4.0556,0
04/11/2020 08:15:00,5.1026,3.6950,0
04/11/2020 08:30:00,4.7598,4.4997,0
04/11/2020 08:45:00,4.7434,4.5314,0
04/11/2020 09:00:00,4.5765,5.3627,0
04/11/2020 09:15:00,3.5835,5.8614,0
04/11/2020 09:30:00,4.0531,6.2748,0
04/11/2020 09:45:00,4.3578,6.0179,0
04/11/2020 10:00:00,4.6291,5.6316,0
04/11/2020 10:15:00,4.8611,5.2023,0
04/11/2020 10:30:00,4.9602,4.3236,0
04/11/2020 10:45:00,5.0441,3.5533,0
04/11/2020 11:00:00,3.8864,4.3053,0
04/11/2020 11:15:00,3.9404,4.4181,0
04/11/2020 11:30:00,3.3825,4.5630,0
04/11/2020 11:45:00,3.8575,4.1282,0
04/11/2020 12:00:00,4.3345,3.1700,0
04/11/2020 12:15:00,5.0322,4.1457,0
04/11/2020 12:30:00,4.2730,4.5200,0
04/11/2020 12:45:00,5.3986,5.2780,0
04/11/2020 13:00:00,5.2640,5.6334,0
04/11/2020 13:15:00,3.7190,5.0852,0
04/11/2020 13:30:00,2.7995,5.9989,0
04/11/2020 13:45:00,3.1358,4.7838,0
04/11/2020 14:00:00,2.9676,4.6188,0
04/11/2020 14:15:00,4.4582,4.8802,0
04/11/2020 14:30:00,4.4923,4.2441,0
04/11/2020 14:45:00,4.3564,4.9979,0
04/11/2020 15:00:00,4.7385,5.0156,0
04/11/2020 15:15:00,5.0123,5.1269,0
04/11/2020 15:30:00,5.8457,5.1034,0
04/11/2020 15:45:00,5.3831,5.3223,0
04/11/2020 16:00:00,5.2208,5.5915,0
04/11/2020 16:15:00,5.3040,6.3582,0
04/11/2020 16:30:00,4.6628,6.4390,0
04/11/2020 16:45:00,4.9498,5.8721,0
04/11/2020 17:00:00,4.4526,5.5303,0
04/11/2020 17:15:00,2.5832,4.9235,0
04/11/2020 17:30:00,4.1366,4.1366,0
04/11/2020 17:45:00,4.1066,4.9738,0
04/11/2020 18:00:00,4.0851,4.1313,0
04/11/2020 18:15:00,3.1970,3.4588,0
04/11/2020 18:30:00,3.2483,3.0708,0
04/11/2020 18:45:00,3.7326,3.8606,0
04/11/2020 19:00:00,3.5798,5.8753,0
04/11/2020 19:15:00,2.7751,4.3146,0
04/11/2020 19:30:00,2.5031,3.7996,0
04/11/2020 19:45:00,3.2661,4.8413,0
04/11/2020 20:00:00,2.7697,4.3062,0
04/11/2020 20:15:00,2.5831,4.1756,0
04/11/2020 20:30:00,2.1398,3.8446,0
04/11/2020 20:45:00,2.5926,4.5422,0
04/11/2020 21:00:00,1.5774,5.1645,0
04/11/2020 21:15:00,1.9633,5.6061,0
04/11/2020 21:30:00,1.5503,4.5744,0
04/11/2020 21:45:00,1.6300,4.4403,0
04/11/2020 22:00:00,1.6828,4.1627,0
04/11/2020 22:15:00,2.2795,5.2135,0
04/11/2020 22:30:00,0.5831,5.0464,0
04/11/2020 22:45:00,1.3593,4.6139,0
04/11/2020 23:00:00,1.8398,3.5067,0
04/11/2020 23:15:00,1.6336,3.2528,0
04/11/2020 23:30:00,1.0348,4.2972,0
04/11/2020 23:45:00,0.6921,4.2034,0
05/11/2020 00:00:00,0.9857,4.3907,0
05/11/2020 00:15:00,1.2993,3.9308,0
05/11/2020 00:30:00,1.1626,3.6388,0
05/11/2020 00:45:00,1.4807,5.5354,0
05/11/2020 01:00:00,1.3134,4.2204,0
05/11/2020 01:15:00,1.4484,3.8570,0
05/11/2020 01:30:00,1.4328,4.8633,0
05/11/2020 01:45:00,1.3029,3.1296,0
05/11/2020 02:00:00,1.3246,3.4976,0
05/11/2020 02:15:00,1.3236,3.7216,0
05/11/2020 02:30:00,1.1775,2.9755,0
05/11/2020 02:45:00,0.9655,2.6921,0
05/11/2020 03:00:00,0.7257,2.7354,0
05/11/2020 03:15:00,1.4416,3.2332,0
05/11/2020 03:30:00,1.8913,3.2613,0
05/11/2020 03:45:00,2.1690,3.8971,0
05/11/2020 04:00:00,0.6883,3.7778,0
05/11/2020 04:15:00,0.5045,3.2207,0
05/11/2020 04:30:00,1.0400,2.9946,0
05/11/2020 04:45:00,0.8348,1.8723,0
05/11/2020 05:00:00,1.3132,1.3732,0
05/11/2020 05:15:00,1.0855,2.4612,0
05/11/2020 05:30:00,0.3592,3.1093,0
05/11/2020 05:45:00,0.5787,3.6950,0
05/11/2020 06:00:00,0.7841,2.8439,0
05/11/2020 06:15:00,0.8722,3.5031,0
05/11/2020 06:30:00,2.2329,3.7215,0
05/11/2020 06:45:00,1.7190,3.2764,0
05/11/2020 07:00:00,1.6387,3.8236,0
05/11/2020 07:15:00,2.1644,3.8538,0
05/11/2020 07:30:00,2.2096,3.3223,0
05/11/2020 07:45:00,1.2697,4.0873,0
05/11/2020 08:00:00,0.5381,5.8252,0
05/11/2020 08:15:00,2.1719,5.5609,0
05/11/2020 08:30:00,1.8215,5.6538,0
05/11/2020 08:45:00,1.6574,5.5790,0
05/11/2020 09:00:00,1.2118,4.7478,0
05/11/2020 09:15:00,1.2629,5.9678,0
05/11/2020 09:30:00,0.1914,6.8073,0
05/11/2020 09:45:00,-0.4625,6.7742,0
05/11/2020 10:00:00,-0.6767,6.6858,0
05/11/2020 10:15:00,-0.5997,6.4924,0
05/11/2020 10:30:00,0.1230,5.9287,0
05/11/2020 10:45:00,-0.4684,5.4198,0
05/11/2020 11:00:00,0.3944,5.7766,0
05/11/2020 11:15:00,0.1177,5.7688,0
05/11/2020 11:30:00,0.0250,6.1199,0
05/11/2020 11:45:00,0.3680,5.3473,0
05/11/2020 12:00:00,0.8189,5.3780,0
05/11/2020 12:15:00,-0.5220,5.6057,0
05/11/2020 12:30:00,0.6709,5.5294,0
05/11/2020 12:45:00,1.6942,4.8316,0
05/11/2020 13:00:00,1.5241,5.1909,0
05/11/2020 13:15:00,2.6635,5.1185,0
05/11/2020 13:30:00,1.2931,6.0432,0
05/11/2020 13:45:00,1.8656,5.9546,0
05/11/2020 14:00:00,0.7184,6.1683,0
05/11/2020 14:15:00,2.2941,5.5008,0
05/11/2020 14:30:00,2.7597,5.3951,0
05/11/2020 14:45:00,2.0482,5.3621,0
05/11/2020 15:00:00,2.7460,4.8690,0
05/11/2020 15:15:00,2.2812,5.0924,0
05/11/2020 15:30:00,2.5389,5.3922,0
05/11/2020 15:45:00,1.1955,5.8797,0
05/11/2020 16:00:00,1.6702,5.3766,0
05/11/2020 16:15:00,1.0708,5.3540,0
05/11/2020 16:30:00,1.6572,5.4851,0
05/11/2020 16:45:00,1.2318,5.4423,0
05/11/2020 17:00:00,2.9269,5.2491,0
05/11/2020 17:15:00,2.1233,5.6865,0
05/11/2020 17:30:00,1.9198,4.9830,0
05/11/2020 17:45:00,1.6005,4.3232,0
05/11/2020 18:00:00,1.3769,4.2737,0
05/11/2020 18:15:00,0.7764,3.9137,0
05/11/2020 18:30:00,0.7550,3.8058,0
05/11/2020 18:45:00,0.4873,2.6963,0
05/11/2020 19:00:00,0.5974,2.0445,0
05/11/2020 19:15:00,0.3219,1.6489,0
05/11/2020 19:30:00,0.4377,1.6634,0
05/11/2020 19:45:00,0.4938,1.4692,0
05/11/2020 20:00:00,0.1549,1.3512,0
05/11/2020 20:15:00,0.1720,1.3188,0
05/11/2020 20:30:00,0.2019,1.6477,0
05/11/2020 20:45:00,0.5954,1.5174,0
05/11/2020 21:00:00,1.0538,1.4839,0
05/11/2020 21:15:00,0.8915,1.4121,0
05/11/2020 21:30:00,0.9108,1.3759,0
05/11/2020 21:45:00,0.6002,1.6119,0
05/11/2020 22:00:00,0.5428,1.5263,0
05/11/2020 22:15:00,0.5208,1.1911,0
05/11/2020 22:30:00,0.7374,1.2832,0
05/11/2020 22:45:00,0.3776,1.2335,0
05/11/2020 23:00:00,0.4058,1.1505,0
05/11/2020 23:15:00,0.3803,0.7378,0
05/11/2020 23:30:00,0.3389,0.6690,0
05/11/2020 23:45:00,0.3525,0.6958,0
06/11/2020 00:00:00,0.3451,0.5859,0
06/11/2020 00:15:00,0.5505,0.3819,0
06/11/2020 00:30:00,0.4667,0.4667,0
06/11/2020 00:45:00,0.5426,0.6928,0
06/11/2020 01:00:00,0.5841,0.5466,0
06/11/2020 01:15:00,0.2892,0.2617,0
06/11/2020 01:30:00,0.0519,0.0470,0
06/11/2020 01:45:00,0.3024,0.2768,0
06/11/2020 02:00:00,0.2979,0.2818,0
06/11/2020 02:15:00,0.5038,0.4715,0
06/11/2020 02:30:00,0.3337,0.3019,0
06/11/2020 02:45:00,0.9869,0.5903,0
06/11/2020 03:00:00,0.6461,0.3399,0
06/11/2020 03:15:00,-0.4580,0.3876,0
06/11/2020 03:30:00,-0.4122,0.3488,0
06/11/2020 03:45:00,-0.5420,0.4586,0
06/11/2020 04:00:00,-0.6107,0.5168,0
06/11/2020 04:15:00,-0.3970,0.3359,0
06/11/2020 04:30:00,-0.3130,0.2648,0
06/11/2020 04:45:00,-0.3176,0.2748,0
06/11/2020 05:00:00,-0.2722,0.2356,0
06/11/2020 05:15:00,-0.1966,0.1701,0
06/11/2020 05:30:00,-0.2443,0.2067,0
06/11/2020 05:45:00,-0.2874,0.2486,0
06/11/2020 06:00:00,-0.3857,0.3337,0
06/11/2020 06:15:00,-0.5142,0.4449,0
06/11/2020 06:30:00,-0.8837,0.7043,0
06/11/2020 06:45:00,-1.2419,-0.2128,0
06/11/2020 07:00:00,-1.3171,-0.2466,0
06/11/2020 07:15:00,-1.4280,-0.3040,0
06/11/2020 07:30:00,-1.5557,-0.6343,0
06/11/2020 07:45:00,-1.2817,-0.8892,0
06/11/2020 08:00:00,-1.2790,-1.2091,0
06/11/2020 08:15:00,-1.0037,-1.8787,0
06/11/2020 08:30:00,-0.3361,-1.1936,0
06/11/2020 08:45:00,1.6917,1.5136,0
06/11/2020 09:00:00,1.8247,3.3218,0
06/11/2020 09:15:00,1.4440,3.0117,0
06/11/2020 09:30:00,1.2993,2.8586,0
06/11/2020 09:45:00,1.2080,3.6240,0
06/11/2020 10:00:00,3.0301,3.2453,0
06/11/2020 10:15:00,2.6597,2.9608,0
06/11/2020 10:30:00,2.8786,2.0603,0
06/11/2020 10:45:00,2.4687,3.2860,0
06/11/2020 11:00:00,3.4034,3.0649,0
06/11/2020 11:15:00,2.6479,3.2214,0
06/11/2020 11:30:00,3.4136,3.3746,0
06/11/2020 11:45:00,2.5099,4.5770,0
06/11/2020 12:00:00,3.5505,3.7166,0
06/11/2020 12:15:00,3.3087,4.2169,0
06/11/2020 12:30:00,2.7750,4.5389,0
06/11/2020 12:45:00,3.4397,4.1498,0
06/11/2020 13:00:00,3.2922,3.7365,0
06/11/2020 13:15:00,3.3851,5.6774,0
06/11/2020 13:30:00,2.8986,4.8614,0
06/11/2020 13:45:00,4.1067,2.9217,0
06/11/2020 14:00:00,3.0458,4.5796,0
06/11/2020 14:15:00,3.1747,3.9530,0
06/11/2020 14:30:00,2.5145,5.6015,0
06/11/2020 14:45:00,3.0569,6.1413,0
06/11/2020 15:00:00,3.4697,4.5726,0
06/11/2020 15:15:00,2.2024,5.0943,0
06/11/2020 15:30:00,2.6822,4.7558,0
