X,Y,Z
352187.767,6030955.369,-0.0010000000
352193.317,6030963.141,0.059
352199.300,6030971.276,0.068
352204.736,6030979.470,0.086
352210.709,6030988.072,0.125
352216.363,6030995.939,0.191
352222.157,6031004.349,0.216
352186.415,6031028.012,0.294
352179.960,6031020.202,0.197
352173.458,6031012.584,0.119
352167.373,6031004.375,0.194
352161.414,6030997.463,0.268
352153.888,6030990.258,0.163
352148.140,6030982.331,0.058
352142.251,6030974.911,0.015
352135.233,6030967.208,-0.021
352128.741,6030958.971,-0.029
352121.545,6030950.553,-0.056
352116.436,6030944.080,-0.084
352109.308,6030936.296,-0.099
352102.759,6030929.330,-0.101
352096.404,6030920.794,-0.083
352089.945,6030913.504,-0.058
352083.559,6030905.714,-0.054
352077.046,6030897.946,-0.038
352070.633,6030890.568,-0.034
352064.518,6030883.599,-0.047
352059.563,6030874.443,-0.058
352053.711,6030866.529,-0.066
352047.863,6030857.905,-0.06
352042.339,6030849.457,-0.079
352037.979,6030840.229,-0.068
352033.686,6030831.778,-0.081
352028.928,6030822.666,-0.085
352024.524,6030813.560,-0.114
351976.090,6030856.732,-0.037
351971.093,6030847.684,-0.072
351966.338,6030839.246,-0.097
351980.557,6030865.336,-0.041
351985.512,6030874.155,-0.051
351990.216,6030883.023,-0.044
351995.536,6030892.125,-0.035
352000.882,6030899.685,-0.024
352007.398,6030907.491,-0.026
352012.467,6030915.696,-0.023
352018.556,6030923.620,-0.037
352024.683,6030930.974,-0.022
352032.805,6030938.004,-0.027
352038.863,6030945.949,-0.032
352046.218,6030952.926,-0.059
352052.504,6030960.372,-0.06
352060.097,6030967.590,-0.066
352066.640,6030974.510,-0.079
352073.521,6030982.126,-0.087
352079.861,6030989.205,-0.084
352087.410,6030996.826,-0.058
352093.425,6031003.787,-0.077
352101.109,6031010.378,0.035
352107.902,6031018.335,0.0099999998
352115.268,6031025.356,-0.031
352122.023,6031032.984,-0.086
352128.368,6031039.777,-0.093
352134.969,6031047.252,0.011
352143.042,6031055.215,0.184
352149.432,6031061.771,0.341
352151.158,6031144.197,0.241
352144.122,6031136.754,0.167
352136.812,6031129.710,0.11
352129.829,6031122.998,0.039
352122.897,6031116.074,-0.06
352115.728,6031108.832,-0.058
352108.997,6031101.501,-0.052
352102.364,6031094.355,-0.03
352095.285,6031087.798,-0.029
352087.805,6031079.366,0.0020000001
352081.005,6031073.329,-0.021
352073.858,6031065.914,-0.019
352067.292,6031059.536,-0.0030000000
352060.237,6031052.327,-0.013
352052.554,6031044.995,-0.0010000000
352045.862,6031038.421,0.016
352038.880,6031030.447,0.0070000002
352031.668,6031023.367,-0.0030000000
352024.554,6031016.865,0.0040000002
352017.739,6031009.663,-0.018
352010.867,6031002.049,-0.0070000002
352004.058,6030995.206,-0.0030000000
351996.613,6030987.754,0.0049999999
351988.865,6030980.816,0.02
351981.887,6030973.959,0.023
351975.908,6030966.181,0.016
351969.653,6030958.254,0.018
351962.774,6030949.509,0.019
351956.308,6030941.761,0.02
351951.446,6030934.889,0.021
351945.766,6030926.328,0.015
351940.634,6030917.726,-0.015
351934.915,6030909.318,-0.011
351929.689,6030901.107,-0.0049999999
351924.166,6030892.422,-0.033
351919.232,6030883.854,-0.097
351886.275,6030944.393,-0.039
351879.772,6030936.168,-0.061
351873.778,6030928.404,-0.13
351891.445,6030952.402,0.0080000004
351897.421,6030960.890,0.015
351903.442,6030968.827,0.023
351908.913,6030976.794,0.045
351914.739,6030984.766,0.051
351920.674,6030993.219,0.043
351927.696,6031000.556,0.044
351934.103,6031007.792,0.041
351940.472,6031014.996,0.041
351946.954,6031022.659,0.04
351953.942,6031029.979,0.038
351961.084,6031037.332,0.036
351968.608,6031043.596,0.018
351975.752,6031050.452,0.0099999998
351982.729,6031057.899,0.019
351990.166,6031064.933,0.022
351997.953,6031072.622,0.0080000004
352005.227,6031079.466,0.027
352011.733,6031085.642,0.047
352018.922,6031092.879,0.031
352025.860,6031099.262,0.044
352033.119,6031106.243,0.037
352040.389,6031113.079,0.054
352047.395,6031120.217,0.059
352054.854,6031126.946,0.054
352062.427,6031134.086,0.0030000000
352069.372,6031140.853,-0.012
352076.306,6031147.828,-0.03
352083.812,6031154.456,-0.043
352091.260,6031162.146,-0.043
352098.594,6031168.824,-0.052
352105.707,6031176.015,-0.063
352112.837,6031183.287,0.061
352119.726,6031189.813,0.199
352126.898,6031196.658,0.205
352100.523,6031248.034,0.204
352093.058,6031241.065,0.143
352086.449,6031234.401,0.092
352079.057,6031227.383,0.047
352071.144,6031219.972,0.025
352064.444,6031213.811,-0.0030000000
352056.680,6031207.023,-0.02
352048.933,6031200.357,-0.012
352042.051,6031193.773,-0.026
352034.500,6031186.737,0.013
352027.699,6031180.534,0.021
352019.063,6031172.814,0.025
352011.793,6031165.981,0.045
352005.241,6031159.437,0.038
351998.609,6031153.112,0.024
351990.910,6031146.267,0.059
351983.209,6031139.139,0.042
351975.734,6031132.232,0.04
351968.515,6031125.303,0.042
351960.844,6031118.080,0.029
351953.745,6031111.254,0.034
351946.378,6031104.819,0.033
351939.295,6031097.692,0.02
351932.267,6031091.881,0.032
351924.916,6031085.751,0.032
351917.272,6031077.946,0.026
351910.500,6031071.187,0.043
351903.583,6031063.428,0.034
351896.417,6031055.682,0.047
351889.738,6031048.529,0.045
351882.873,6031041.587,0.031
351876.669,6031033.811,0.043
351870.702,6031025.499,0.037
351864.470,6031018.074,0.028
351857.826,6031010.064,0.014
351851.578,6031002.200,-0.0080000004
351845.961,6030994.951,-0.028
351839.619,6030987.617,-0.047
351832.166,6030979.394,-0.059
351826.813,6030971.382,-0.079
351794.842,6031035.096,-0.032
351788.643,6031027.711,-0.047
351782.035,6031020.444,-0.089
351801.670,6031041.988,-0.018
351807.996,6031049.840,-0.0010000000
351814.736,6031057.039,0.012
351821.638,6031064.243,0.028
351828.003,6031072.007,0.018
351834.932,6031079.575,0.023
351842.020,6031087.614,0.02
351848.098,6031094.556,0.013
351855.481,6031101.258,0.023
351862.410,6031108.324,0.032
351869.548,6031115.614,0.024
351876.650,6031122.369,0.021
351884.064,6031129.531,0.0099999998
351890.623,6031135.880,0.012
351898.507,6031143.212,0.018
351905.985,6031150.022,0.013
351913.525,6031156.749,0
351920.637,6031163.204,0.0080000004
351928.278,6031170.060,0.018
351937.388,6031173.909,0.029
351945.950,6031178.764,0.045
351954.720,6031183.822,0.039
351963.505,6031188.104,0.023
351969.389,6031197.020,0.035
351975.115,6031204.750,0.024
351981.031,6031213.592,0.016
351986.200,6031221.747,0.041
351994.138,6031229.108,0.0099999998
352000.601,6031234.711,-0.014
352007.951,6031241.763,-0.027
352015.579,6031248.228,0.013
352022.841,6031254.460,0.03
352030.682,6031261.321,0.079
352038.485,6031268.013,0.09
352045.595,6031274.916,0.107
352052.951,6031281.938,0.119
352060.831,6031288.697,0.149
352067.711,6031295.105,0.203
352031.685,6031339.471,0.222
352024.010,6031333.004,0.138
352016.591,6031326.745,0.097
352009.638,6031320.434,0.067
352001.748,6031313.560,0.042
351994.111,6031306.915,0.035
351986.517,6031300.471,0.0070000002
351979.104,6031293.793,0
351971.675,6031286.976,-0.02
351964.381,6031280.571,-0.015
351956.583,6031274.103,-0.027
351949.077,6031267.863,0.019
351941.353,6031261.094,0.027
351934.146,6031254.780,0.029
351926.578,6031248.109,0.034
351918.807,6031241.282,0.036
351911.260,6031234.591,0.045
351903.613,6031227.859,0.044
351895.923,6031221.038,0.032
351888.236,6031214.480,0.018
351880.426,6031207.488,0.023
351873.602,6031201.442,0.014
351866.211,6031194.983,-0.0010000000
351858.528,6031188.665,-0.022
351850.509,6031181.560,-0.0040000002
351842.821,6031175.180,-0.019
351836.087,6031168.684,-0.0089999996
351828.611,6031161.682,-0.0080000004
351821.472,6031154.660,0.0020000001
351814.591,6031148.084,0.0089999996
351807.094,6031141.196,-0.0020000001
351799.972,6031134.132,0.022
351792.714,6031127.509,0.02
351785.643,6031120.300,0.019
351777.873,6031112.683,0.012
351771.136,6031105.704,-0.021
351764.218,6031099.046,-0.062
351760.875,6031096.005,-0.054
351721.772,6031152.731,-0.112
351729.316,6031159.289,-0.067
351736.675,6031166.200,-0.06
351744.053,6031171.974,-0.052
351752.172,6031178.928,-0.039
351759.846,6031185.968,-0.051
351767.097,6031191.739,-0.052
351774.758,6031198.222,-0.055
351782.641,6031205.084,-0.063
351791.159,6031211.352,-0.068
351797.596,6031216.901,-0.063
351805.066,6031224.645,-0.063
351812.856,6031231.030,-0.051
351820.609,6031236.760,-0.04
351828.281,6031243.664,-0.035
351835.868,6031249.862,-0.027
351843.286,6031256.280,-0.0080000004
351851.175,6031262.377,-0.0040000002
351859.292,6031269.409,-0.0049999999
351866.510,6031275.615,0.0070000002
351874.093,6031282.286,0.012
351881.508,6031288.939,0.017
351889.496,6031295.364,0.026
351897.302,6031301.742,0.022
351904.561,6031308.398,0.022
351912.388,6031314.702,0.023
351920.126,6031320.624,0.029
351927.345,6031327.266,0.024
351935.414,6031333.957,0.042
351942.942,6031340.332,0.053
351950.626,6031347.647,0.076
351958.332,6031353.576,0.078
351966.766,6031359.922,0.087
351973.987,6031366.089,0.071
351981.137,6031372.807,0.066
351988.995,6031379.400,0.091
351996.716,6031385.276,0.135
351960.801,6031430.876,0.148
351952.683,6031424.243,0.123
351945.188,6031418.215,0.115
351938.290,6031412.559,0.098
351930.913,6031406.111,0.086
351922.149,6031398.594,0.091
351914.056,6031392.265,0.082
351907.276,6031386.805,0.09
351899.468,6031380.551,0.056
351891.561,6031374.206,0.043
351883.678,6031367.704,0.041
351875.990,6031361.129,0.03
351868.370,6031354.764,0.025
351860.478,6031348.358,0.021
351852.321,6031341.960,0.024
351844.433,6031336.031,0.0099999998
351836.585,6031329.738,-0.0060000001
351828.848,6031322.968,-0.0060000001
351821.419,6031316.757,-0.0080000004
351814.290,6031310.840,-0.011
351806.325,6031304.281,-0.044
351798.547,6031298.250,-0.058
351795.274,6031295.418,-0.072
351775.333,6031358.154,-0.109
351783.727,6031364.487,-0.073
351791.586,6031370.736,-0.051
351799.815,6031377.402,-0.031
351810.147,6031385.193,-0.013
351815.288,6031389.437,-0.0060000001
351823.046,6031396.035,-0.0099999998
351831.347,6031401.880,0.018
351839.120,6031408.143,0.018
351846.471,6031414.511,0.061
351854.238,6031420.569,0.093
351862.438,6031427.139,0.116
351878.078,6031439.143,0.106
351885.446,6031445.226,0.075
351893.684,6031451.392,0.077
351901.964,6031457.870,0.063
351909.482,6031463.852,0.129
351917.123,6031470.098,0.164
351924.847,6031476.098,0.2
351969.997,6031654.449,0.104
351964.221,6031646.945,0.027
351958.209,6031638.736,0.032
351951.977,6031630.732,0.063
351945.588,6031623.430,0.104
351940.150,6031615.906,0.188
351932.741,6031607.017,0.074
351927.888,6031600.276,0
351922.148,6031591.132,-0.0040000002
351917.137,6031582.692,-0.0010000000
351912.133,6031573.824,0.0040000002
351906.941,6031565.482,0.0099999998
351901.819,6031557.131,0.0040000002
351895.603,6031548.500,0.024
351890.222,6031540.124,0.035
351884.872,6031532.004,0.048
351877.762,6031522.544,0.093
351872.680,6031516.139,0.119
351864.834,6031510.253,0.178
351856.665,6031503.846,0.171
351849.098,6031497.529,0.099
351841.276,6031491.118,0.121
351834.039,6031484.892,0.157
351825.729,6031478.593,0.139
351817.736,6031472.046,0.058
351809.976,6031466.221,0.033
351801.898,6031459.294,-0.011
351793.967,6031453.447,-0.036
351780.030,6031517.515,-0.11
351788.543,6031521.966,-0.02
351793.902,6031530.641,0.043
351804.359,6031547.718,0.073
351809.286,6031556.875,0.049
351815.644,6031563.241,-0.0030000000
351822.561,6031571.512,-0.041
351828.413,6031578.738,-0.045
351835.129,6031586.810,-0.051
351841.302,6031594.059,-0.063
351847.468,6031602.108,-0.088
351797.587,6031716.057,0.017
351803.295,6031724.910,0.02
351807.525,6031733.142,0.011
351812.526,6031742.237,0.0080000004
351817.696,6031751.108,-0.013
351822.468,6031759.572,-0.023
351828.456,6031767.347,-0.023
351833.549,6031775.725,-0.018
351840.010,6031783.490,-0.042
351840.228,6031783.803,-0.048
351846.466,6031791.773,-0.054
351851.832,6031799.773,-0.06
351857.452,6031807.707,-0.059
351864.128,6031815.111,-0.116
351790.200,6031891.292,-0.055
351788.948,6031880.974,-0.058
351788.295,6031872.015,-0.037
351787.055,6031861.705,-0.04
351785.723,6031851.983,-0.03
351784.192,6031841.231,-0.014
351781.887,6031832.396,-0.021
351777.977,6031823.205,-0.016
351774.165,6031813.816,-0.0030000000
351770.302,6031804.520,0.012
351766.452,6031795.258,0.017
351762.224,6031786.157,0.027
351754.246,6031779.858,0.033
351747.089,6031773.659,0.021
351739.128,6031766.881,0.029
351731.513,6031760.611,0.043
351723.870,6031754.400,0.03
351716.222,6031747.592,0.051
351707.350,6031741.843,0.056
351699.050,6031736.287,0.06
351690.212,6031731.304,0.063
351682.107,6031726.284,0.059
351673.837,6031720.573,0.079
351665.939,6031715.136,0.075
351656.751,6031709.603,0.054
351650.063,6031702.558,0.065
351642.704,6031695.105,0.084
351635.502,6031688.699,0.08
351628.376,6031682.333,0.068
351621.913,6031675.266,0.071
351614.853,6031667.756,0.073
351609.342,6031659.058,0.071
351603.738,6031650.630,0.085
351597.596,6031642.730,0.085
351592.314,6031634.333,0.077
351586.766,6031625.743,0.063
351580.976,6031618.228,0.067
351575.499,6031609.929,0.046
351569.358,6031601.463,0.021
351564.026,6031593.606,0.012
351557.358,6031585.681,0.0089999996
351550.921,6031578.733,0.015
351545.297,6031572.120,0.014
351544.170,6031570.783,0.014
351537.785,6031562.954,-0.0049999999
351531.338,6031556.096,-0.014
351524.121,6031549.159,-0.049
351567.849,6031507.791,-0.037
351560.291,6031501.125,-0.036
351575.438,6031514.924,-0.048
351582.453,6031521.536,-0.0040000002
351589.278,6031528.853,0.023
351596.733,6031536.281,0.024
351602.898,6031543.093,0.041
351610.736,6031550.714,0.057
351617.371,6031557.949,0.066
351623.852,6031565.545,0.059
351629.599,6031572.817,0.065
351636.396,6031580.437,0.072
351643.428,6031588.583,0.056
351650.048,6031597.316,0.072
351655.865,6031603.531,0.073
351662.695,6031611.302,0.065
351668.995,6031618.578,0.066
351675.459,6031626.005,0.066
351682.549,6031633.878,0.061
351689.466,6031640.857,0.047
351696.805,6031648.104,0.046
351703.400,6031654.396,0.036
351710.705,6031662.000,0.03
351717.467,6031668.947,0.033
351724.583,6031675.671,0.035
351731.198,6031683.847,0.015
351737.019,6031691.659,0.011
351743.712,6031699.105,0.023
351749.489,6031706.872,0.035
351758.389,6031712.014,0.027
351768.036,6031713.061,0.019
351778.251,6031714.296,0.025
351787.463,6031715.367,0.017
351836.710,6031682.187,-0.017
351842.757,6031690.028,-0.021
351849.873,6031697.507,-0.019
351856.713,6031704.935,-0.026
351863.158,6031712.369,-0.034
351869.947,6031719.939,-0.029
351876.607,6031727.168,-0.042
351882.943,6031734.812,-0.047
351936.324,6031708.822,-0.111
351929.081,6031701.235,-0.131
351922.379,6031695.000,-0.111
351915.685,6031688.456,-0.1
351908.442,6031681.109,-0.101
351900.750,6031673.997,-0.079
351892.893,6031666.365,-0.06
351886.454,6031660.139,-0.073
351879.745,6031653.561,-0.07
351872.408,6031646.252,-0.071
351867.624,6031637.623,-0.058
351862.029,6031627.951,-0.048
351857.738,6031620.191,-0.046
351853.157,6031611.749,-0.06
351821.003,6031669.125,-0.022
351815.380,6031662.096,-0.025
351806.793,6031655.659,-0.026
351799.534,6031648.678,-0.025
351792.166,6031641.738,-0.019
351784.856,6031635.389,-0.019
351777.550,6031628.678,-0.015
351770.675,6031621.376,-0.0080000004
351763.987,6031614.004,-0.011
351757.061,6031606.414,-0.011
351749.516,6031598.676,-0.0070000002
351742.634,6031591.871,-0.011
351736.547,6031585.815,-0.011
351729.353,6031578.322,-0.016
351722.378,6031571.348,0.0030000000
351715.329,6031564.441,-0.0049999999
351707.525,6031556.379,-0.0040000002
351701.293,6031550.422,0.0049999999
351694.334,6031543.432,0.017
351687.173,6031536.306,0.013
351679.850,6031529.014,0.0030000000
351672.266,6031522.044,0.0060000001
351665.125,6031515.090,0.0060000001
351658.035,6031508.374,0.012
351651.096,6031500.811,0.0020000001
351643.543,6031494.038,-0.011
351636.128,6031487.496,-0.023
351628.735,6031480.948,-0.042
351621.181,6031474.144,-0.045
351614.280,6031467.675,-0.053
351605.817,6031461.186,-0.04
351597.862,6031455.451,-0.035
351589.782,6031448.583,-0.05
351582.812,6031442.963,-0.047
355274.184,6025805.622,3.328
352192.127,6030736.120,-0.092
355286.413,6025778.048,1.663
355274.200,6025805.622,3.342
351142.493,6031594.517,-0.176
351134.114,6031576.241,-0.159
351129.944,6031567.162,-0.141
351125.673,6031557.952,-0.089
351121.617,6031548.991,-0.058
351117.530,6031540.066,-0.039
351113.234,6031530.899,-0.027
351108.997,6031521.715,-0.02
351104.696,6031512.647,-0.0089999996
351100.527,6031503.808,-0.0020000001
351096.468,6031494.558,-0.0020000001
351092.370,6031485.356,0.021
351087.999,6031476.283,0.054
351083.948,6031467.479,0.085
351079.921,6031458.395,0.159
351075.481,6031449.037,0.199
351032.389,6031464.713,0.157
351036.857,6031473.679,0.078
351041.022,6031482.755,0.025
351045.298,6031491.735,-0.03
351049.589,6031500.798,-0.034
351053.902,6031509.870,-0.027
351058.368,6031518.804,-0.026
351062.964,6031527.663,-0.025
351067.074,6031536.805,-0.032
351071.460,6031545.669,-0.052
351075.615,6031554.861,-0.057
351080.111,6031563.923,-0.069
351084.354,6031572.771,-0.104
351088.526,6031582.026,-0.152
351036.234,6031586.225,-0.134
351031.259,6031577.087,-0.083
351026.626,6031568.295,-0.073
351022.147,6031559.434,-0.062
351017.255,6031550.593,-0.046
351012.602,6031541.826,-0.044
351007.870,6031532.930,-0.037
351003.205,6031524.136,-0.024
350998.438,6031515.318,0.022
350993.802,6031506.553,-0.0040000002
350989.720,6031497.353,-0.105
350986.364,6031487.865,-0.068
350983.091,6031478.298,0.126
350967.179,6031553.746,-0.071
350972.020,6031562.402,-0.071
350976.846,6031571.187,-0.096
350981.702,6031579.950,-0.117
350986.460,6031588.519,-0.152
350906.566,6031578.703,-0.236
350911.798,6031570.063,-0.119
350916.387,6031561.156,-0.114
350920.783,6031552.452,-0.101
350925.479,6031543.393,-0.077
350930.042,6031534.528,-0.059
350934.529,6031525.490,0.015
350938.317,6031516.373,0.029
350942.282,6031507.082,0.025
350946.100,6031497.917,-0.0060000001
350949.814,6031488.702,-0.173
350953.807,6031479.603,-0.019
350957.528,6031470.448,0.223
350912.281,6031427.854,0.274
350908.591,6031437.208,0.148
350904.510,6031447.272,0.118
350901.313,6031455.853,0.108
350897.704,6031465.164,0.083
350894.040,6031474.534,0.087
350891.872,6031484.360,0.075
350890.483,6031494.223,0.049
350888.371,6031503.812,0.047
350886.277,6031513.549,0.0080000004
350881.342,6031522.523,-0.051
350876.889,6031531.193,-0.069
350872.229,6031540.055,-0.065
350867.331,6031548.807,-0.093
350862.765,6031557.823,-0.133
350825.151,6031549.345,-0.203
350828.691,6031539.976,-0.081
350831.847,6031530.655,-0.053
350834.264,6031520.806,-0.038
350836.626,6031511.311,-0.02
350839.015,6031501.460,0.0089999996
350842.463,6031492.108,0.062
350846.580,6031483.055,0.098
350851.220,6031472.994,0.101
350854.921,6031464.660,0.102
350858.439,6031455.422,0.102
350862.254,6031446.168,0.099
350866.053,6031436.788,0.104
350869.756,6031427.588,0.102
350873.376,6031418.088,0.17
350829.041,6031399.874,0.182
350829.063,6031399.893,0.171
350825.025,6031409.199,0.142
350821.068,6031418.217,0.146
350817.100,6031427.404,0.131
350812.976,6031436.485,0.128
350809.111,6031445.681,0.133
350805.086,6031454.676,0.128
350800.984,6031464.295,0.109
350796.908,6031473.271,0.098
350793.770,6031482.631,0.062
350792.306,6031492.683,0.024
350790.993,6031502.478,-0.017
350789.310,6031512.262,-0.03
350787.994,6031522.209,-0.033
350786.570,6031531.985,-0.08
350785.834,6031537.438,-0.138
350750.083,6031521.391,-0.045
350749.346,6031531.060,-0.169
350750.836,6031511.314,-0.0089999996
350751.996,6031501.241,0.045
350752.481,6031491.193,0.071
350753.181,6031481.358,0.081
350753.922,6031471.293,0.097
350754.689,6031461.476,0.112
350755.450,6031451.451,0.116
350756.162,6031441.454,0.125
350756.738,6031431.423,0.136
350757.307,6031421.589,0.133
350757.900,6031411.569,0.137
350758.375,6031401.593,0.149
350689.332,6031423.061,0.18
350691.930,6031433.069,0.161
350694.380,6031442.638,0.146
350696.770,6031452.173,0.095
350698.762,6031462.101,0.091
350699.403,6031472.186,0.105
350699.776,6031481.976,0.086
350700.121,6031491.984,0.075
350700.828,6031502.028,0.079
350701.781,6031511.992,0.059
350704.714,6031521.601,-0.044
350706.323,6031526.549,-0.173
350664.909,6031526.459,-0.226
350663.890,6031521.917,-0.071
350661.636,6031512.109,0.028
350659.362,6031502.330,0.043
350656.890,6031492.745,0.057
350654.540,6031483.205,0.076
350652.174,6031473.372,0.098
350649.811,6031463.539,0.076
350647.395,6031453.157,0.095
350645.641,6031443.927,0.1
350643.862,6031434.258,0.133
350642.149,6031424.410,0.189
350598.316,6031419.763,0.142
350599.889,6031429.663,0.151
350601.237,6031439.519,0.138
350603.535,6031449.059,0.121
350606.408,6031458.704,0.106
350608.922,6031468.450,0.104
350611.506,6031477.931,0.094
350614.112,6031487.719,0.087
350616.736,6031497.315,0.066
350619.486,6031506.968,0.034
350621.959,6031516.558,0.015
350624.824,6031526.183,-0.144
350599.192,6031525.365,-0.091
350596.090,6031515.755,0.024
350593.242,6031506.252,0.021
350590.396,6031496.478,0.029
350585.771,6031487.580,0.043
350581.558,6031478.561,0.068
350576.841,6031469.746,0.069
350574.426,6031460.247,0.096
350574.978,6031450.316,0.127
350575.360,6031440.358,0.132
350575.871,6031430.422,0.154
350576.500,6031420.510,0.179
350576.790,6031410.528,0.185
350536.500,6031411.816,0.186
350536.862,6031421.857,0.167
350537.464,6031431.850,0.141
350537.751,6031441.810,0.116
350538.136,6031451.758,0.125
350539.844,6031461.556,0.124
350543.044,6031471.000,0.096
350546.144,6031480.361,0.062
350549.859,6031489.874,0.046
350553.401,6031499.143,0.022
350556.449,6031508.567,0.012
350559.671,6031518.120,0.012
350562.723,6031527.573,-0.107
350505.520,6031533.036,-0.148
350504.659,6031530.349,-0.025
350501.817,6031520.583,0.026
350499.080,6031511.232,0.03
350496.015,6031501.581,0.037
350493.016,6031492.019,0.034
350491.868,6031482.358,0.048
350491.717,6031471.980,0.066
350491.687,6031462.097,0.089
350491.286,6031452.144,0.097
350490.611,6031442.019,0.116
350489.960,6031431.991,0.12
350489.213,6031422.319,0.14
350488.701,6031412.264,0.157
350440.130,6031419.133,0.127
350441.084,6031429.029,0.095
350441.787,6031439.039,0.079
350442.414,6031448.953,0.08
350443.230,6031458.861,0.067
350445.679,6031468.761,0.071
350448.895,6031478.191,0.057
350452.038,6031487.564,0.059
350455.489,6031496.915,0.041
350459.342,6031506.160,0.019
350464.770,6031514.602,-0.0080000004
350469.741,6031523.285,-0.011
350474.724,6031531.712,-0.0020000001
350478.623,6031539.901,-0.318
350437.071,6031565.456,-0.209
350432.976,6031556.593,-0.028
350428.789,6031547.391,-0.057
350424.602,6031538.324,-0.031
350420.556,6031529.259,-0.0070000002
350416.299,6031520.161,0.0030000000
350412.141,6031511.052,0.014
350407.942,6031502.049,0.051
350403.639,6031493.002,0.054
350399.327,6031484.090,0.06
350397.294,6031474.077,0.075
350396.120,6031464.474,0.059
350395.285,6031454.227,0.076
350394.305,6031444.292,0.082
350393.242,6031434.558,0.105
350392.441,6031424.556,0.096
350391.423,6031414.515,0.128
350344.608,6031406.874,0.293
350345.090,6031416.459,0.16
350345.531,6031426.558,0.129
350345.864,6031436.653,0.088
350346.306,6031446.595,0.08
350348.711,6031456.123,0.071
350351.947,6031465.839,0.047
350355.973,6031474.736,0.033
350359.769,6031484.230,0.028
350363.524,6031493.254,0.025
350367.163,6031502.540,0.02
350371.119,6031511.901,-0.0060000001
350374.854,6031521.109,-0.03
350378.278,6031530.232,-0.048
350382.260,6031539.449,-0.044
350386.156,6031548.802,-0.048
350390.898,6031557.835,-0.056
350324.050,6031560.666,-0.083
350319.309,6031551.960,-0.084
350315.666,6031542.566,-0.062
350311.552,6031533.545,-0.06
350307.526,6031524.321,-0.035
350303.828,6031515.033,-0.032
350302.727,6031505.123,-0.032
350301.985,6031495.223,0
350301.409,6031485.150,0.028
350300.357,6031475.293,0.046
350299.475,6031465.159,0.064
350299.114,6031455.256,0.097
350298.815,6031445.460,0.126
350298.223,6031435.334,0.173
350297.946,6031425.046,0.165
350232.353,6031451.514,0.145
350237.628,6031460.176,0.124
350242.151,6031468.492,0.099
350247.365,6031477.563,0.086
350252.241,6031486.183,0.023
350257.150,6031495.053,0.047
350262.028,6031503.808,0.024
350266.857,6031512.689,-0.0099999998
350271.696,6031521.340,-0.023
350276.466,6031530.135,-0.05
350281.174,6031538.944,-0.049
350286.071,6031547.534,-0.052
350254.504,6031561.644,-0.039
350252.435,6031559.155,-0.011
350245.960,6031551.202,-0.024
350239.503,6031543.800,-0.011
350232.967,6031536.296,0.02
350226.421,6031528.524,0.041
