!				1				2			3			4			5			6			7,
&bc
headings1 = 	timestep, 	time, 	      oxy,		  nit,		  amm,		 frp, 	      pocl,
                1749,         874.00,       111.4574,      0.9533,      3.5141,      0.0370,      0.0000,
                1750,         874.50,       111.7288,      0.9704,      3.5340,      0.0370,      0.0093,
                1751,         875.00,       112.5335,      1.0053,      3.5735,      0.0369,      0.0114,
                1752,         875.50,       113.6500,      1.0615,      3.6394,      0.0371,      0.0051,
                1753,         876.00,       114.1537,      1.0806,      3.6639,      0.0371,      0.0017,
                1754,         876.50,       114.9320,      1.1139,      3.7201,      0.0376,      0.0006,
                1755,         877.00,       114.9320,      1.1139,      3.7201,      0.0376,      0.0000,
                1756,         877.50,       115.2547,      1.1178,      3.7363,      0.0378,      0.0034,
                1757,         878.00,       116.5525,      1.1233,      3.7512,      0.0375,      0.0072,
                1758,         878.50,       117.5227,      1.1376,      3.7703,      0.0374,      0.0022,
                1759,         879.00,       118.4974,      1.1542,      3.7984,      0.0373,      0.0055,
                1760,         879.50,       118.9816,      1.1607,      3.8128,      0.0373,      0.0009,
                1761,         880.00,       119.1274,      1.1620,      3.8155,      0.0373,      0.0000,
                1762,         880.50,       119.2339,      1.1613,      3.8159,      0.0373,      0.0003,
                1763,         881.00,       119.7153,      1.1638,      3.8224,      0.0374,      0.0002,
                1764,         881.50,       120.1313,      1.1646,      3.8292,      0.0376,      0.0010,
                1765,         882.00,       120.6321,      1.1732,      3.8434,      0.0376,      0.0000,
                1766,         882.50,       120.8061,      1.1694,      3.8368,      0.0376,      0.0034,
                1767,         883.00,       122.4141,      1.1546,      3.8154,      0.0374,      0.0048,
                1768,         883.50,       122.7432,      1.1424,      3.7921,      0.0373,      0.0026,
                1769,         884.00,       122.8547,      1.1312,      3.7614,      0.0370,      0.0010,
                1770,         884.50,       123.0816,      1.1214,      3.7413,      0.0369,      0.0020,
                1771,         885.00,       123.1956,      1.1211,      3.7384,      0.0368,      0.0000,
                1772,         885.50,       123.6380,      1.1181,      3.7382,      0.0370,      0.0011,
                1773,         886.00,       124.2054,      1.1214,      3.7463,      0.0371,      0.0000,
                1774,         886.50,       125.0393,      1.1200,      3.7542,      0.0373,      0.0024,
                1775,         887.00,       126.7754,      1.1094,      3.7570,      0.0378,      0.0000,
                1776,         887.50,       126.8466,      1.1102,      3.7585,      0.0379,      0.0000,
                1777,         888.00,       126.8466,      1.1102,      3.7585,      0.0379,      0.0000,
                1778,         888.50,       127.1174,      1.1099,      3.7644,      0.0380,      0.0010,
                1779,         889.00,       127.5995,      1.1080,      3.7714,      0.0381,      0.0000,
                1780,         889.50,       127.2571,      1.1081,      3.7770,      0.0378,      0.0116,
                1781,         890.00,       126.6261,      1.0992,      3.7542,      0.0374,      0.0061,
                1782,         890.50,       125.5372,      1.0756,      3.6922,      0.0370,      0.0013,
                1783,         891.00,       125.3859,      1.0658,      3.6670,      0.0368,      0.0013,
                1784,         891.50,       125.8605,      1.0634,      3.6669,      0.0369,      0.0000,
                1785,         892.00,       126.2359,      1.0642,      3.6695,      0.0369,      0.0004,
                1786,         892.50,       126.1931,      1.0610,      3.6639,      0.0369,      0.0000,
                1787,         893.00,       126.2505,      1.0547,      3.6466,      0.0369,      0.0012,
                1788,         893.50,       126.9941,      1.0413,      3.6215,      0.0371,      0.0018,
                1789,         894.00,       127.7374,      1.0335,      3.6050,      0.0371,      0.0004,
                1790,         894.50,       129.1112,      1.0244,      3.5880,      0.0372,      0.0018,
                1791,         895.00,       129.5771,      1.0248,      3.5892,      0.0373,      0.0000,
                1792,         895.50,       130.3285,      1.0201,      3.5825,      0.0374,      0.0057,
                1793,         896.00,       130.8802,      1.0212,      3.5855,      0.0375,      0.0000,
                1794,         896.50,       131.0790,      1.0207,      3.5840,      0.0375,      0.0001,
                1795,         897.00,       131.3182,      1.0183,      3.5767,      0.0375,      0.0000,
                1796,         897.50,       131.5015,      1.0134,      3.5675,      0.0375,      0.0014,
                1797,         898.00,       131.8934,      1.0121,      3.5652,      0.0376,      0.0000,
                1798,         898.50,       132.3423,      1.0080,      3.5598,      0.0376,      0.0141,
                1799,         899.00,       132.7036,      1.0072,      3.5598,      0.0377,      0.0000,
                1800,         899.50,       133.2070,      1.0044,      3.5578,      0.0378,      0.0010,
                1801,         900.00,       133.5232,      1.0038,      3.5582,      0.0378,      0.0002,
                1802,         900.50,       134.3010,      1.0022,      3.5934,      0.0392,      0.0001,
                1803,         901.00,       134.6831,      0.9998,      3.6068,      0.0395,      0.0027,
                1804,         901.50,       134.3311,      0.9910,      3.5882,      0.0396,      0.0036,
                1805,         902.00,       132.7424,      0.9713,      3.5287,      0.0392,      0.0000,
                1806,         902.50,       131.5799,      0.9455,      3.5113,      0.0414,      0.0018,
                1807,         903.00,       131.0963,      0.9323,      3.4750,      0.0412,      0.0015,
                1808,         903.50,       130.9846,      0.9272,      3.4610,      0.0411,      0.0001,
                1809,         904.00,       131.3376,      0.9242,      3.4557,      0.0411,      0.0000,
                1810,         904.50,       132.3532,      0.9195,      3.4477,      0.0410,      0.0226,
                1811,         905.00,       132.9292,      0.9162,      3.4411,      0.0408,      0.0000,
                1812,         905.50,       132.9292,      0.9162,      3.4411,      0.0408,      0.0000,
                1813,         906.00,       132.9292,      0.9162,      3.4411,      0.0408,      0.0000,
                1814,         906.50,       132.9292,      0.9162,      3.4411,      0.0408,      0.0000,
                1815,         907.00,       132.9292,      0.9162,      3.4411,      0.0408,      0.0000,
                1816,         907.50,       132.5952,      0.9131,      3.4335,      0.0407,      0.0013,
                1817,         908.00,       133.9204,      0.8963,      3.4376,      0.0403,      0.0235,
                1818,         908.50,       135.5297,      0.9162,      3.4419,      0.0403,      0.0341,
                1819,         909.00,       136.6796,      0.9253,      3.4387,      0.0399,      0.0003,
                1820,         909.50,       137.0165,      0.9251,      3.4387,      0.0399,      0.0003,
                1821,         910.00,       137.1871,      0.9250,      3.4386,      0.0399,      0.0000,
                1822,         910.50,       137.8824,      0.9281,      3.4374,      0.0396,      0.0115,
                1823,         911.00,       137.8824,      0.9281,      3.4374,      0.0396,      0.0000,
                1824,         911.50,       137.8824,      0.9281,      3.4374,      0.0396,      0.0000,
                1825,         912.00,       137.8824,      0.9281,      3.4374,      0.0396,      0.0000,
                1826,         912.50,       137.8824,      0.9281,      3.4374,      0.0396,      0.0000,
                1827,         913.00,       137.8824,      0.9281,      3.4374,      0.0396,      0.0000,
                1828,         913.50,       137.8824,      0.9281,      3.4374,      0.0396,      0.0000,
                1829,         914.00,       137.8824,      0.9281,      3.4374,      0.0396,      0.0000,
                1830,         914.50,       137.8824,      0.9281,      3.4374,      0.0396,      0.0000,
                1831,         915.00,       138.4682,      0.9262,      3.4390,      0.0396,      0.0000,
                1832,         915.50,       138.4682,      0.9262,      3.4390,      0.0396,      0.0000,
                1833,         916.00,       138.4682,      0.9262,      3.4390,      0.0396,      0.0000,
                1834,         916.50,       138.4682,      0.9262,      3.4390,      0.0396,      0.0000,
                1835,         917.00,       138.4682,      0.9262,      3.4390,      0.0396,      0.0000,
                1836,         917.50,       138.3668,      0.9255,      3.4363,      0.0396,      0.0000,
                1837,         918.00,       138.0371,      0.9233,      3.4281,      0.0395,      0.0000,
                1838,         918.50,       137.7096,      0.9210,      3.4199,      0.0394,      0.0000,
                1839,         919.00,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1840,         919.50,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1841,         920.00,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1842,         920.50,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1843,         921.00,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1844,         921.50,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1845,         922.00,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1846,         922.50,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1847,         923.00,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1848,         923.50,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1849,         924.00,       137.5974,      0.9203,      3.4171,      0.0394,      0.0000,
                1850,         924.50,       137.3675,      0.9185,      3.4105,      0.0393,      0.0001,
                1851,         925.00,       136.6631,      0.9125,      3.3888,      0.0390,      0.0000,
                1852,         925.50,       136.4249,      0.9065,      3.3674,      0.0388,      0.0005,
                1853,         926.00,       136.3702,      0.9045,      3.3605,      0.0388,      0.0000,
                1854,         926.50,       136.5243,      0.9035,      3.3652,      0.0390,      0.0032,
                1855,         927.00,       138.0903,      0.8917,      3.3484,      0.0387,      0.0059,
                1856,         927.50,       139.2206,      0.8866,      3.3501,      0.0389,      0.0121,
                1857,         928.00,       139.7910,      0.8852,      3.3502,      0.0389,      0.0000,
                1858,         928.50,       140.1160,      0.8847,      3.3504,      0.0389,      0.0002,
                1859,         929.00,       140.5339,      0.8841,      3.3506,      0.0389,      0.0000,
                1860,         929.50,       140.5339,      0.8841,      3.3506,      0.0389,      0.0000,
                1861,         930.00,       140.5339,      0.8841,      3.3506,      0.0389,      0.0000,
                1862,         930.50,       140.6188,      0.8840,      3.3507,      0.0389,      0.0000,
                1863,         931.00,       140.6188,      0.8840,      3.3507,      0.0389,      0.0000,
                1864,         931.50,       140.7036,      0.8840,      3.3507,      0.0389,      0.0000,
                1865,         932.00,       140.7036,      0.8840,      3.3507,      0.0389,      0.0000,
                1866,         932.50,       141.3517,      0.8837,      3.3572,      0.0388,      0.0058,
                1867,         933.00,       141.4886,      0.8827,      3.3578,      0.0388,      0.0000,
                1868,         933.50,       142.1101,      0.8783,      3.3673,      0.0394,      0.0034,
                1869,         934.00,       143.2585,      0.8718,      3.3677,      0.0397,      0.0067,
                1870,         934.50,       139.8868,      0.8459,      3.2784,      0.0389,      0.0006,
                1871,         935.00,       129.9466,      0.7742,      3.0175,      0.0360,      0.0001,
                1872,         935.50,       122.2432,      0.7102,      2.9446,      0.0379,      0.0018,
                1873,         936.00,       119.3772,      0.6872,      2.8587,      0.0369,      0.0003,
                1874,         936.50,       119.8363,      0.6856,      2.8603,      0.0371,      0.0022,
                1875,         937.00,       120.4088,      0.6830,      2.8577,      0.0372,      0.0001,
                1876,         937.50,       120.5633,      0.6822,      2.8572,      0.0372,      0.0011,
                1877,         938.00,       121.1032,      0.6793,      2.8533,      0.0373,      0.0000,
                1878,         938.50,       121.4410,      0.6778,      2.8520,      0.0373,      0.0001,
                1879,         939.00,       122.0083,      0.6761,      2.8503,      0.0373,      0.0003,
                1880,         939.50,       122.4747,      0.6758,      2.8501,      0.0374,      0.0001,
                1881,         940.00,       123.0909,      0.6761,      2.8502,      0.0374,      0.0000,
                1882,         940.50,       124.0780,      0.6770,      2.8614,      0.0378,      0.0008,
                1883,         941.00,       124.5591,      0.6750,      2.8569,      0.0377,      0.0010,
                1884,         941.50,       123.3201,      0.6634,      2.8149,      0.0373,      0.0001,
                1885,         942.00,       119.1157,      0.6331,      2.6932,      0.0357,      0.0014,
                1886,         942.50,       104.3936,      0.5426,      2.3169,      0.0308,      0.0026,
                1887,         943.00,       77.5191,      0.3822,      1.6426,      0.0216,      0.0001,
                1888,         943.50,       56.7760,      0.2745,      1.1821,      0.0156,      0.0001,
                1889,         944.00,       52.3349,      0.2497,      1.0657,      0.0139,      0.0043,
                1890,         944.50,       54.3346,      0.2517,      1.0792,      0.0141,      0.0075,
                1891,         945.00,       56.0083,      0.2507,      1.0825,      0.0142,      0.0007,
                1892,         945.50,       56.1801,      0.2497,      1.0805,      0.0142,      0.0008,
                1893,         946.00,       56.6596,      0.2490,      1.0814,      0.0143,      0.0000,
                1894,         946.50,       51.9797,      0.2262,      0.9832,      0.0130,      0.0000,
                1895,         947.00,       41.8436,      0.2175,      0.7887,      0.0101,      0.0385,
                1896,         947.50,       34.5252,      0.2292,      0.6545,      0.0080,      0.0133,
                1897,         948.00,       31.6091,      0.2103,      0.5953,      0.0072,      0.0001,
                1898,         948.50,       31.8411,      0.2116,      0.6082,      0.0075,      0.0000,
                1899,         949.00,       32.0606,      0.2133,      0.6104,      0.0075,      0.0000,
                1900,         949.50,       32.5118,      0.2223,      0.6170,      0.0075,      0.0006,
                1901,         950.00,       32.9499,      0.2342,      0.6246,      0.0075,      0.0000,
                1902,         950.50,       33.4544,      0.2434,      0.6320,      0.0075,      0.0050,
                1903,         951.00,       34.8842,      0.2648,      0.6519,      0.0076,      0.0103,
                1904,         951.50,       36.7814,      0.2830,      0.6789,      0.0079,      0.0005,
                1905,         952.00,       38.8815,      0.3039,      0.7032,      0.0080,      0.0001,
                1906,         952.50,       39.9543,      0.3190,      0.7177,      0.0081,      0.0003,
                1907,         953.00,       40.6163,      0.3285,      0.7268,      0.0081,      0.0000,
                1908,         953.50,       41.1270,      0.3361,      0.7340,      0.0082,      0.0001,
                1909,         954.00,       41.4634,      0.3411,      0.7387,      0.0082,      0.0000,
                1910,         954.50,       41.9860,      0.3490,      0.7463,      0.0082,      0.0001,
                1911,         955.00,       42.4690,      0.3536,      0.7519,      0.0082,      0.0000,
                1912,         955.50,       42.4690,      0.3536,      0.7519,      0.0082,      0.0000,
                1913,         956.00,       42.4690,      0.3536,      0.7519,      0.0082,      0.0000,
                1914,         956.50,       43.1923,      0.3626,      0.7619,      0.0082,      0.0020,
                1915,         957.00,       44.0332,      0.3706,      0.7738,      0.0084,      0.0018,
                1916,         957.50,       44.6664,      0.3758,      0.7839,      0.0085,      0.0001,
                1917,         958.00,       45.6127,      0.3803,      0.7941,      0.0086,      0.0030,
                1918,         958.50,       46.8108,      0.3845,      0.8093,      0.0089,      0.0037,
                1919,         959.00,       47.9395,      0.3881,      0.8214,      0.0091,      0.0037,
                1920,         959.50,       48.5435,      0.3872,      0.8292,      0.0093,      0.0007,
                1921,         960.00,       49.4721,      0.3873,      0.8362,      0.0094,      0.0059,
                1922,         960.50,       50.2890,      0.3925,      0.8454,      0.0095,      0.0022,
                1923,         961.00,       51.2703,      0.4000,      0.8562,      0.0096,      0.0000,
                1924,         961.50,       52.4597,      0.4006,      0.9459,      0.0112,      0.0036,
                1925,         962.00,       53.8560,      0.4074,      0.9586,      0.0113,      0.0001,
                1926,         962.50,       54.4431,      0.4099,      0.9643,      0.0114,      0.0053,
                1927,         963.00,       56.0920,      0.4184,      0.9789,      0.0116,      0.0023,
                1928,         963.50,       56.1321,      0.4178,      0.9779,      0.0116,      0.0000,
                1929,         964.00,       57.0511,      0.4260,      0.9879,      0.0117,      0.0000,
                1930,         964.50,       57.5866,      0.4303,      0.9939,      0.0118,      0.0002,
                1931,         965.00,       59.0795,      0.4412,      1.0100,      0.0119,      0.0000,
                1932,         965.50,       59.4958,      0.4425,      1.0133,      0.0119,      0.0026,
                1933,         966.00,       59.9657,      0.4433,      1.0166,      0.0119,      0.0000,
                1934,         966.50,       60.8059,      0.4455,      1.0356,      0.0124,      0.0000,
                1935,         967.00,       61.9749,      0.4443,      1.0483,      0.0128,      0.0008,
                1936,         967.50,       63.7313,      0.4428,      1.0799,      0.0142,      0.0023,
                1937,         968.00,       64.2059,      0.4419,      1.0874,      0.0146,      0.0026,
                1938,         968.50,       64.1411,      0.4402,      1.0833,      0.0146,      0.0008,
                1939,         969.00,       64.2029,      0.4344,      1.0736,      0.0146,      0.0006,
                1940,         969.50,       63.8414,      0.4272,      1.0713,      0.0150,      0.0024,
                1941,         970.00,       64.2690,      0.4239,      1.0708,      0.0151,      0.0031,
                1942,         970.50,       65.2305,      0.4235,      1.0803,      0.0153,      0.0022,
                1943,         971.00,       65.9712,      0.4256,      1.0871,      0.0154,      0.0002,
                1944,         971.50,       66.2895,      0.4263,      1.0908,      0.0155,      0.0010,
                1945,         972.00,       67.1161,      0.4292,      1.0990,      0.0157,      0.0000,
                1946,         972.50,       67.7466,      0.4302,      1.1064,      0.0159,      0.0000,
                1947,         973.00,       68.5039,      0.4329,      1.1138,      0.0160,      0.0000,
                1948,         973.50,       68.9941,      0.4348,      1.1188,      0.0161,      0.0000,
                1949,         974.00,       70.2395,      0.4379,      1.1304,      0.0164,      0.0000,
                1950,         974.50,       71.5518,      0.4357,      1.1411,      0.0169,      0.0023,
                1951,         975.00,       72.3521,      0.4356,      1.1483,      0.0172,      0.0002,
                1952,         975.50,       72.7870,      0.4358,      1.1549,      0.0175,      0.0000,
                1953,         976.00,       73.9016,      0.4368,      1.1624,      0.0177,      0.0000,
                1954,         976.50,       74.0582,      0.4350,      1.1605,      0.0178,      0.0000,
                1955,         977.00,       75.6193,      0.4358,      1.1726,      0.0181,      0.0000,
                1956,         977.50,       76.6679,      0.4362,      1.1819,      0.0184,      0.0034,
                1957,         978.00,       78.3975,      0.4354,      1.1941,      0.0188,      0.0015,
                1958,         978.50,       79.4535,      0.4362,      1.2032,      0.0191,      0.0001,
                1959,         979.00,       80.3586,      0.4367,      1.2109,      0.0193,      0.0000,
                1960,         979.50,       80.4270,      0.4342,      1.2084,      0.0193,      0.0000,
                1961,         980.00,       81.2313,      0.4265,      1.2053,      0.0195,      0.0002,
                1962,         980.50,       83.2001,      0.4207,      1.2228,      0.0201,      0.0075,
                1963,         981.00,       84.8375,      0.4170,      1.2319,      0.0203,      0.0000,
                1964,         981.50,       85.8153,      0.4168,      1.2416,      0.0206,      0.0027,
                1965,         982.00,       86.8653,      0.4160,      1.2546,      0.0210,      0.0051,
                1966,         982.50,       86.8415,      0.4103,      1.2533,      0.0212,      0.0001,
                1967,         983.00,       85.8468,      0.3933,      1.2272,      0.0210,      0.0000,
                1968,         983.50,       83.3588,      0.3770,      1.1885,      0.0205,      0.0000,
                1969,         984.00,       82.7304,      0.3695,      1.1755,      0.0204,      0.0000,
                1970,         984.50,       82.6765,      0.3669,      1.1825,      0.0209,      0.0001,
                1971,         985.00,       83.5362,      0.3656,      1.1904,      0.0212,      0.0000,
                1972,         985.50,       84.0507,      0.3653,      1.1964,      0.0214,      0.0000,
                1973,         986.00,       84.8123,      0.3648,      1.2043,      0.0217,      0.0000,
                1974,         986.50,       85.2810,      0.3644,      1.2091,      0.0218,      0.0000,
                1975,         987.00,       86.3955,      0.3635,      1.2206,      0.0222,      0.0000,
                1976,         987.50,       87.3788,      0.3626,      1.2305,      0.0226,      0.0002,
                1977,         988.00,       88.5752,      0.3620,      1.2429,      0.0230,      0.0000,
                1978,         988.50,       88.5752,      0.3620,      1.2429,      0.0230,      0.0000,
                1979,         989.00,       88.5752,      0.3620,      1.2429,      0.0230,      0.0000,
                1980,         989.50,       88.5752,      0.3620,      1.2429,      0.0230,      0.0000,
                1981,         990.00,       89.5350,      0.3612,      1.2510,      0.0230,      0.0000,
                1982,         990.50,       87.0978,      0.3484,      1.2146,      0.0224,      0.0001,
                1983,         991.00,       80.7968,      0.3115,      1.1181,      0.0208,      0.0057,
                1984,         991.50,       77.0132,      0.2822,      1.0531,      0.0196,      0.0216,
                1985,         992.00,       76.2634,      0.2721,      1.0316,      0.0190,      0.0073,
                1986,         992.50,       76.9207,      0.2723,      1.0392,      0.0190,      0.0007,
                1987,         993.00,       77.2667,      0.2722,      1.0425,      0.0191,      0.0000,
                1988,         993.50,       77.4930,      0.2722,      1.0448,      0.0192,      0.0000,
                1989,         994.00,       77.9626,      0.2720,      1.0496,      0.0193,      0.0000,
                1990,         994.50,       78.5673,      0.2720,      1.0550,      0.0194,      0.0065,
                1991,         995.00,       79.1398,      0.2720,      1.0601,      0.0195,      0.0008,
                1992,         995.50,       79.5601,      0.2717,      1.0640,      0.0196,      0.0030,
                1993,         996.00,       79.8543,      0.2715,      1.0662,      0.0197,      0.0000,
                1994,         996.50,       80.3345,      0.2711,      1.0771,      0.0201,      0.0009,
                1995,         997.00,       80.5424,      0.2708,      1.0789,      0.0202,      0.0000,
                1996,         997.50,       80.6134,      0.2706,      1.0794,      0.0202,      0.0000,
                1997,         998.00,       81.1200,      0.2703,      1.0843,      0.0203,      0.0000,
                1998,         998.50,       81.6259,      0.2700,      1.0895,      0.0205,      0.0002,
                1999,         999.00,       83.1955,      0.2687,      1.1017,      0.0208,      0.0032,
                2000,         999.50,       84.4166,      0.2679,      1.1155,      0.0213,      0.0035,
                2001,         1000.00,       84.9825,      0.2666,      1.1184,      0.0214,      0.0000,
                2002,         1000.50,       85.1274,      0.2656,      1.1189,      0.0215,      0.0001,
                2003,         1001.00,       85.6266,      0.2650,      1.1234,      0.0216,      0.0000,
                2004,         1001.50,       86.0738,      0.2648,      1.1277,      0.0217,      0.0000,
                2005,         1002.00,       86.7069,      0.2646,      1.1336,      0.0219,      0.0000,
                2006,         1002.50,       87.1829,      0.2644,      1.1380,      0.0220,      0.0000,
                2007,         1003.00,       88.3787,      0.2639,      1.1481,      0.0223,      0.0000,
                2008,         1003.50,       88.6527,      0.2638,      1.1505,      0.0224,      0.0017,
                2009,         1004.00,       89.2274,      0.2633,      1.1543,      0.0225,      0.0002,
                2010,         1004.50,       91.7503,      0.2620,      1.2463,      0.0251,      0.0002,
                2011,         1005.00,       93.8477,      0.2595,      1.2912,      0.0265,      0.0010,
                2012,         1005.50,       102.4975,      0.2533,      1.5189,      0.0359,      0.0035,
                2013,         1006.00,       104.7546,      0.2505,      1.5284,      0.0362,      0.0014,
                2014,         1006.50,       105.3903,      0.2509,      1.5354,      0.0364,      0.0008,
                2015,         1007.00,       105.6578,      0.2508,      1.5370,      0.0364,      0.0000,
                2016,         1007.50,       106.7824,      0.2497,      1.5501,      0.0372,      0.0001,
                2017,         1008.00,       107.3101,      0.2496,      1.5531,      0.0373,      0.0000,
                2018,         1008.50,       108.9573,      0.2483,      1.5953,      0.0383,      0.0057,
                2019,         1009.00,       112.7215,      0.2428,      1.6406,      0.0396,      0.0011,
                2020,         1009.50,       120.6811,      0.2363,      2.1298,      0.0531,      0.0003,
                2021,         1010.00,       119.4230,      0.2326,      2.0970,      0.0522,      0.0011,
                2022,         1010.50,       118.7322,      0.2296,      2.0701,      0.0516,      0.0032,
                2023,         1011.00,       119.0110,      0.2286,      2.0606,      0.0514,      0.0006,
                2024,         1011.50,       119.6702,      0.2283,      2.0686,      0.0518,      0.0001,
                2025,         1012.00,       119.9470,      0.2283,      2.0694,      0.0519,      0.0009,
                2026,         1012.50,       121.3531,      0.2272,      2.0889,      0.0535,      0.0002,
                2027,         1013.00,       121.6236,      0.2271,      2.0890,      0.0535,      0.0004,
                2028,         1013.50,       122.8512,      0.2258,      2.1135,      0.0558,      0.0001,
                2029,         1014.00,       123.2123,      0.2257,      2.1141,      0.0558,      0.0003,
                2030,         1014.50,       123.8780,      0.2263,      2.1208,      0.0560,      0.0006,
                2031,         1015.00,       124.4330,      0.2269,      2.1230,      0.0559,      0.0019,
                2032,         1015.50,       125.3160,      0.2284,      2.1284,      0.0560,      0.0021,
                2033,         1016.00,       125.8054,      0.2286,      2.1299,      0.0560,      0.0000,
                2034,         1016.50,       126.4417,      0.2290,      2.1326,      0.0561,      0.0002,
                2035,         1017.00,       126.7747,      0.2285,      2.1277,      0.0559,      0.0000,
                2036,         1017.50,       126.7431,      0.2281,      2.1265,      0.0559,      0.0000,
                2037,         1018.00,       126.9632,      0.2279,      2.1246,      0.0558,      0.0000,
                2038,         1018.50,       127.8395,      0.2278,      2.1631,      0.0570,      0.0026,
                2039,         1019.00,       128.7460,      0.2273,      2.1708,      0.0574,      0.0002,
                2040,         1019.50,       131.6984,      0.2254,      2.2441,      0.0611,      0.0013,
                2041,         1020.00,       132.3203,      0.2252,      2.2451,      0.0613,      0.0017,
                2042,         1020.50,       132.6740,      0.2254,      2.2460,      0.0614,      0.0000,
                2043,         1021.00,       133.0369,      0.2253,      2.2445,      0.0613,      0.0000,
                2044,         1021.50,       133.1355,      0.2253,      2.2442,      0.0613,      0.0000,
                2045,         1022.00,       133.6141,      0.2253,      2.2426,      0.0612,      0.0000,
                2046,         1022.50,       138.5328,      0.2240,      2.5622,      0.0659,      0.0008,
                2047,         1023.00,       139.6230,      0.2227,      2.5621,      0.0654,      0.0001,
                2048,         1023.50,       143.1016,      0.2193,      2.6058,      0.0677,      0.0026,
                2049,         1024.00,       143.5735,      0.2190,      2.6029,      0.0677,      0.0000,
                2050,         1024.50,       147.7915,      0.2134,      2.6302,      0.0730,      0.0035,
                2051,         1025.00,       147.1257,      0.2093,      2.5885,      0.0720,      0.0003,
                2052,         1025.50,       145.4338,      0.2068,      2.5559,      0.0712,      0.0009,
                2053,         1026.00,       145.0202,      0.2061,      2.5409,      0.0707,      0.0000,
                2054,         1026.50,       145.0644,      0.2061,      2.5413,      0.0707,      0.0000,
                2055,         1027.00,       145.2287,      0.2061,      2.5393,      0.0707,      0.0001,
                2056,         1027.50,       146.3173,      0.2057,      2.5443,      0.0713,      0.0000,
                2057,         1028.00,       146.6020,      0.2058,      2.5406,      0.0711,      0.0000,
                2058,         1028.50,       147.3370,      0.2059,      2.5653,      0.0715,      0.0071,
                2059,         1029.00,       148.9975,      0.2055,      2.5627,      0.0710,      0.0000,
                2060,         1029.50,       155.3855,      0.1995,      3.1134,      0.0826,      0.0010,
                2061,         1030.00,       156.5506,      0.1977,      3.1181,      0.0826,      0.0006,
                2062,         1030.50,       162.1744,      0.1924,      3.6986,      0.0959,      0.0020,
                2063,         1031.00,       164.5546,      0.1904,      3.7951,      0.0961,      0.0021,
                2064,         1031.50,       171.2177,      0.1991,      4.9778,      0.1155,      0.0020,
                2065,         1032.00,       172.1596,      0.1944,      5.0063,      0.1115,      0.0019,
                2066,         1032.50,       169.4719,      0.1918,      4.9112,      0.1094,      0.0000,
                2067,         1033.00,       166.6082,      0.1861,      4.7117,      0.1052,      0.0032,
                2068,         1033.50,       164.0784,      0.1839,      4.5560,      0.1026,      0.0003,
                2069,         1034.00,       162.3271,      0.1815,      4.4693,      0.1009,      0.0010,
                2070,         1034.50,       162.2838,      0.1798,      4.3913,      0.1004,      0.0023,
                2071,         1035.00,       161.2008,      0.1787,      4.2948,      0.0984,      0.0014,
                2072,         1035.50,       160.2904,      0.1824,      4.2216,      0.0963,      0.0056,
                2073,         1036.00,       160.0127,      0.1831,      4.1852,      0.0953,      0.0034,
                2074,         1036.50,       160.3510,      0.1847,      4.0934,      0.0928,      0.0094,
                2075,         1037.00,       241.7665,      0.5182,      2.5309,      0.0277,      61.4509,
                2076,         1037.50,       127.0279,      0.6991,      2.4541,      0.0127,      536.4798,
                2077,         1038.00,       261.3908,      0.6248,      2.5794,      0.0280,      624.3051,
                2078,         1038.50,       428.1558,      0.5227,      2.9183,      0.0393,      361.2048,
                2079,         1039.00,       244.7796,      0.4301,      2.1597,      0.0182,      37.5780,
                2080,         1039.50,       243.7310,      0.4285,      2.1595,      0.0186,      0.5703,
                2081,         1040.00,       243.3258,      0.4252,      2.1505,      0.0185,      0.4424,
                2082,         1040.50,       242.9818,      0.4242,      2.1510,      0.0186,      0.1404,
                2083,         1041.00,       242.6015,      0.4235,      2.1476,      0.0186,      0.0017,
                2084,         1041.50,       241.2248,      0.4207,      2.1367,      0.0186,      0.0295,
                2085,         1042.00,       238.3052,      0.4128,      2.1095,      0.0185,      0.0206,
                2086,         1042.50,       235.6667,      0.4034,      2.0917,      0.0191,      0.0284,
                2087,         1043.00,       233.8224,      0.3972,      2.0738,      0.0191,      0.0309,
                2088,         1043.50,       229.3015,      0.3844,      2.0442,      0.0198,      0.1228,
                2089,         1044.00,       216.2469,      0.5889,      2.6136,      0.0275,      165.4495,
                2090,         1044.50,       261.8998,      0.5328,      2.3054,      0.0184,      267.8827,
                2091,         1045.00,       265.3036,      0.4978,      2.6957,      0.0374,      120.6936,
                2092,         1045.50,       377.9047,      0.3474,      2.1671,      0.0222,      368.4200,
                2093,         1046.00,       417.6872,      0.3032,      2.1718,      0.0310,      516.3460,
                2094,         1046.50,       261.9313,      0.3115,      2.0144,      0.0239,      162.6394,
